platform,platform_label,device_kind,energy_domain,session_number,problem_size,configuration,num_threads,runtime_s,energy_j,total_energy_j,power_w,edp_j_s,throughput_gflops,efficiency_gflop_per_j,logical_bandwidth_gb_s,logical_gb_per_j,temperature_c,clock_mhz,working_set_bytes,operational_intensity_flop_per_byte,policy,optimized_metric,selection_status
3090,RTX 3090,GPU,GPU board NVML,1,1000000,gpu_resident,-1,1.538917117033889e-05,0.0053173818652131,0.0053173818652131,345.5401208811676,8.183009970182028e-08,129.96151500704616,0.37612495222211156,779.769090042277,2.25674971333267,64.0,1935.0,12000000.0,0.1666666666666666,runtime_opt,runtime_s,clear_leader
3090,RTX 3090,GPU,GPU board NVML,2,1000000,gpu_resident,-1,1.539784871723798e-05,0.0053469386183744,0.0053469386183744,347.25422541854607,8.233135194608648e-08,129.88827444193475,0.3740458125191736,779.3296466516086,2.2442748751150416,65.0,1920.0,12000000.0,0.1666666666666666,runtime_opt,runtime_s,clear_leader
3090,RTX 3090,GPU,GPU board NVML,3,1000000,gpu_resident,-1,1.5354165067767732e-05,0.0053339498687623,0.0053339498687623,347.3848412608596,8.189834674817439e-08,130.25781546392938,0.3749566548633656,781.5468927835763,2.2497399291801936,65.0,1935.0,12000000.0,0.1666666666666666,runtime_opt,runtime_s,clear_leader
3090,RTX 3090,GPU,GPU board NVML,4,1000000,gpu_resident,-1,1.5482835740044266e-05,0.0053807478602714,0.0053807478602714,347.52986818440445,8.330923527917674e-08,129.17530312791925,0.37169554343308736,775.0518187675156,2.2301732605985243,65.0,1935.0,12000000.0,0.1666666666666666,runtime_opt,runtime_s,clear_leader
3090,RTX 3090,GPU,GPU board NVML,5,1000000,gpu_resident,-1,1.5353986374516665e-05,0.0053500352912293,0.0053500352912293,348.424119322583,8.214436896471797e-08,130.2593314345675,0.3738293097390861,781.5559886074052,2.2429758584345167,65.0,1935.0,12000000.0,0.1666666666666666,runtime_opt,runtime_s,clear_leader
3090,RTX 3090,GPU,GPU board NVML,1,1000000,gpu_resident,-1,1.538917117033889e-05,0.0053173818652131,0.0053173818652131,345.5401208811676,8.183009970182028e-08,129.96151500704616,0.37612495222211156,779.769090042277,2.25674971333267,64.0,1935.0,12000000.0,0.1666666666666666,energy_opt,energy_j,clear_leader
3090,RTX 3090,GPU,GPU board NVML,2,1000000,gpu_resident,-1,1.539784871723798e-05,0.0053469386183744,0.0053469386183744,347.25422541854607,8.233135194608648e-08,129.88827444193475,0.3740458125191736,779.3296466516086,2.2442748751150416,65.0,1920.0,12000000.0,0.1666666666666666,energy_opt,energy_j,clear_leader
3090,RTX 3090,GPU,GPU board NVML,3,1000000,gpu_resident,-1,1.5354165067767732e-05,0.0053339498687623,0.0053339498687623,347.3848412608596,8.189834674817439e-08,130.25781546392938,0.3749566548633656,781.5468927835763,2.2497399291801936,65.0,1935.0,12000000.0,0.1666666666666666,energy_opt,energy_j,clear_leader
3090,RTX 3090,GPU,GPU board NVML,4,1000000,gpu_resident,-1,1.5482835740044266e-05,0.0053807478602714,0.0053807478602714,347.52986818440445,8.330923527917674e-08,129.17530312791925,0.37169554343308736,775.0518187675156,2.2301732605985243,65.0,1935.0,12000000.0,0.1666666666666666,energy_opt,energy_j,clear_leader
3090,RTX 3090,GPU,GPU board NVML,5,1000000,gpu_resident,-1,1.5353986374516665e-05,0.0053500352912293,0.0053500352912293,348.424119322583,8.214436896471797e-08,130.2593314345675,0.3738293097390861,781.5559886074052,2.2429758584345167,65.0,1935.0,12000000.0,0.1666666666666666,energy_opt,energy_j,clear_leader
3090,RTX 3090,GPU,GPU board NVML,1,1000000,gpu_resident,-1,1.538917117033889e-05,0.0053173818652131,0.0053173818652131,345.5401208811676,8.183009970182028e-08,129.96151500704616,0.37612495222211156,779.769090042277,2.25674971333267,64.0,1935.0,12000000.0,0.1666666666666666,edp_opt,edp_j_s,clear_leader
3090,RTX 3090,GPU,GPU board NVML,2,1000000,gpu_resident,-1,1.539784871723798e-05,0.0053469386183744,0.0053469386183744,347.25422541854607,8.233135194608648e-08,129.88827444193475,0.3740458125191736,779.3296466516086,2.2442748751150416,65.0,1920.0,12000000.0,0.1666666666666666,edp_opt,edp_j_s,clear_leader
3090,RTX 3090,GPU,GPU board NVML,3,1000000,gpu_resident,-1,1.5354165067767732e-05,0.0053339498687623,0.0053339498687623,347.3848412608596,8.189834674817439e-08,130.25781546392938,0.3749566548633656,781.5468927835763,2.2497399291801936,65.0,1935.0,12000000.0,0.1666666666666666,edp_opt,edp_j_s,clear_leader
3090,RTX 3090,GPU,GPU board NVML,4,1000000,gpu_resident,-1,1.5482835740044266e-05,0.0053807478602714,0.0053807478602714,347.52986818440445,8.330923527917674e-08,129.17530312791925,0.37169554343308736,775.0518187675156,2.2301732605985243,65.0,1935.0,12000000.0,0.1666666666666666,edp_opt,edp_j_s,clear_leader
3090,RTX 3090,GPU,GPU board NVML,5,1000000,gpu_resident,-1,1.5353986374516665e-05,0.0053500352912293,0.0053500352912293,348.424119322583,8.214436896471797e-08,130.2593314345675,0.3738293097390861,781.5559886074052,2.2429758584345167,65.0,1935.0,12000000.0,0.1666666666666666,edp_opt,edp_j_s,clear_leader
3090,RTX 3090,GPU,GPU board NVML,1,1000000,gpu_resident,-1,1.538917117033889e-05,0.0053173818652131,0.0053173818652131,345.5401208811676,8.183009970182028e-08,129.96151500704616,0.37612495222211156,779.769090042277,2.25674971333267,64.0,1935.0,12000000.0,0.1666666666666666,bandwidth_opt,logical_bandwidth_gb_s,clear_leader
3090,RTX 3090,GPU,GPU board NVML,2,1000000,gpu_resident,-1,1.539784871723798e-05,0.0053469386183744,0.0053469386183744,347.25422541854607,8.233135194608648e-08,129.88827444193475,0.3740458125191736,779.3296466516086,2.2442748751150416,65.0,1920.0,12000000.0,0.1666666666666666,bandwidth_opt,logical_bandwidth_gb_s,clear_leader
3090,RTX 3090,GPU,GPU board NVML,3,1000000,gpu_resident,-1,1.5354165067767732e-05,0.0053339498687623,0.0053339498687623,347.3848412608596,8.189834674817439e-08,130.25781546392938,0.3749566548633656,781.5468927835763,2.2497399291801936,65.0,1935.0,12000000.0,0.1666666666666666,bandwidth_opt,logical_bandwidth_gb_s,clear_leader
3090,RTX 3090,GPU,GPU board NVML,4,1000000,gpu_resident,-1,1.5482835740044266e-05,0.0053807478602714,0.0053807478602714,347.52986818440445,8.330923527917674e-08,129.17530312791925,0.37169554343308736,775.0518187675156,2.2301732605985243,65.0,1935.0,12000000.0,0.1666666666666666,bandwidth_opt,logical_bandwidth_gb_s,clear_leader
3090,RTX 3090,GPU,GPU board NVML,5,1000000,gpu_resident,-1,1.5353986374516665e-05,0.0053500352912293,0.0053500352912293,348.424119322583,8.214436896471797e-08,130.2593314345675,0.3738293097390861,781.5559886074052,2.2429758584345167,65.0,1935.0,12000000.0,0.1666666666666666,bandwidth_opt,logical_bandwidth_gb_s,clear_leader
3090,RTX 3090,GPU,GPU board NVML,1,1000000,gpu_resident,-1,1.538917117033889e-05,0.0053173818652131,0.0053173818652131,345.5401208811676,8.183009970182028e-08,129.96151500704616,0.37612495222211156,779.769090042277,2.25674971333267,64.0,1935.0,12000000.0,0.1666666666666666,bytes_per_j_opt,logical_gb_per_j,clear_leader
3090,RTX 3090,GPU,GPU board NVML,2,1000000,gpu_resident,-1,1.539784871723798e-05,0.0053469386183744,0.0053469386183744,347.25422541854607,8.233135194608648e-08,129.88827444193475,0.3740458125191736,779.3296466516086,2.2442748751150416,65.0,1920.0,12000000.0,0.1666666666666666,bytes_per_j_opt,logical_gb_per_j,clear_leader
3090,RTX 3090,GPU,GPU board NVML,3,1000000,gpu_resident,-1,1.5354165067767732e-05,0.0053339498687623,0.0053339498687623,347.3848412608596,8.189834674817439e-08,130.25781546392938,0.3749566548633656,781.5468927835763,2.2497399291801936,65.0,1935.0,12000000.0,0.1666666666666666,bytes_per_j_opt,logical_gb_per_j,clear_leader
3090,RTX 3090,GPU,GPU board NVML,4,1000000,gpu_resident,-1,1.5482835740044266e-05,0.0053807478602714,0.0053807478602714,347.52986818440445,8.330923527917674e-08,129.17530312791925,0.37169554343308736,775.0518187675156,2.2301732605985243,65.0,1935.0,12000000.0,0.1666666666666666,bytes_per_j_opt,logical_gb_per_j,clear_leader
3090,RTX 3090,GPU,GPU board NVML,5,1000000,gpu_resident,-1,1.5353986374516665e-05,0.0053500352912293,0.0053500352912293,348.424119322583,8.214436896471797e-08,130.2593314345675,0.3738293097390861,781.5559886074052,2.2429758584345167,65.0,1935.0,12000000.0,0.1666666666666666,bytes_per_j_opt,logical_gb_per_j,clear_leader
3090,RTX 3090,GPU,GPU board NVML,1,2000000,gpu_resident,-1,3.152441523233088e-05,0.0109568911165752,0.0109568911165752,347.556771342065,3.454095852143541e-07,126.88577949885875,0.36506705756607727,761.3146769931525,2.190402345396464,59.0,1950.0,24000000.0,0.1666666666666666,runtime_opt,runtime_s,clear_leader
3090,RTX 3090,GPU,GPU board NVML,2,2000000,gpu_resident,-1,3.1579489122541125e-05,0.0110269805184553,0.0110269805184553,349.2259217965061,3.48226411337032e-07,126.66449366797512,0.3627466279917156,759.9869620078508,2.1764797679502936,65.0,1935.0,24000000.0,0.1666666666666666,runtime_opt,runtime_s,clear_leader
3090,RTX 3090,GPU,GPU board NVML,3,2000000,gpu_resident,-1,3.1424124391393124e-05,0.0109481702528663,0.0109481702528663,348.4040266727402,3.440366638842205e-07,127.2907384842066,0.36535785502173523,763.7444309052396,2.1921471301304116,65.0,1912.5,24000000.0,0.1666666666666666,runtime_opt,runtime_s,clear_leader
3090,RTX 3090,GPU,GPU board NVML,4,2000000,gpu_resident,-1,3.165143508116832e-05,0.011062434733078,0.011062434733078,349.51967729346256,3.501419347936799e-07,126.37657628294662,0.3615840541901253,758.2594576976795,2.169504325140752,65.0,1920.0,24000000.0,0.1666666666666666,runtime_opt,runtime_s,clear_leader
3090,RTX 3090,GPU,GPU board NVML,5,2000000,gpu_resident,-1,3.127744598355273e-05,0.0109349770176042,0.0109349770176042,349.61116113266183,3.4201815299950593e-07,127.88767989890871,0.3657986654713958,767.3260793934522,2.194791992828375,64.0,1905.0,24000000.0,0.1666666666666666,runtime_opt,runtime_s,clear_leader
3090,RTX 3090,GPU,GPU board NVML,1,2000000,gpu_resident,-1,3.152441523233088e-05,0.0109568911165752,0.0109568911165752,347.556771342065,3.454095852143541e-07,126.88577949885875,0.36506705756607727,761.3146769931525,2.190402345396464,59.0,1950.0,24000000.0,0.1666666666666666,energy_opt,energy_j,clear_leader
3090,RTX 3090,GPU,GPU board NVML,2,2000000,gpu_resident,-1,3.1579489122541125e-05,0.0110269805184553,0.0110269805184553,349.2259217965061,3.48226411337032e-07,126.66449366797512,0.3627466279917156,759.9869620078508,2.1764797679502936,65.0,1935.0,24000000.0,0.1666666666666666,energy_opt,energy_j,clear_leader
3090,RTX 3090,GPU,GPU board NVML,3,2000000,gpu_resident,-1,3.1424124391393124e-05,0.0109481702528663,0.0109481702528663,348.4040266727402,3.440366638842205e-07,127.2907384842066,0.36535785502173523,763.7444309052396,2.1921471301304116,65.0,1912.5,24000000.0,0.1666666666666666,energy_opt,energy_j,clear_leader
3090,RTX 3090,GPU,GPU board NVML,4,2000000,gpu_resident,-1,3.165143508116832e-05,0.011062434733078,0.011062434733078,349.51967729346256,3.501419347936799e-07,126.37657628294662,0.3615840541901253,758.2594576976795,2.169504325140752,65.0,1920.0,24000000.0,0.1666666666666666,energy_opt,energy_j,clear_leader
3090,RTX 3090,GPU,GPU board NVML,5,2000000,gpu_resident,-1,3.127744598355273e-05,0.0109349770176042,0.0109349770176042,349.61116113266183,3.4201815299950593e-07,127.88767989890871,0.3657986654713958,767.3260793934522,2.194791992828375,64.0,1905.0,24000000.0,0.1666666666666666,energy_opt,energy_j,clear_leader
3090,RTX 3090,GPU,GPU board NVML,1,2000000,gpu_resident,-1,3.152441523233088e-05,0.0109568911165752,0.0109568911165752,347.556771342065,3.454095852143541e-07,126.88577949885875,0.36506705756607727,761.3146769931525,2.190402345396464,59.0,1950.0,24000000.0,0.1666666666666666,edp_opt,edp_j_s,clear_leader
3090,RTX 3090,GPU,GPU board NVML,2,2000000,gpu_resident,-1,3.1579489122541125e-05,0.0110269805184553,0.0110269805184553,349.2259217965061,3.48226411337032e-07,126.66449366797512,0.3627466279917156,759.9869620078508,2.1764797679502936,65.0,1935.0,24000000.0,0.1666666666666666,edp_opt,edp_j_s,clear_leader
3090,RTX 3090,GPU,GPU board NVML,3,2000000,gpu_resident,-1,3.1424124391393124e-05,0.0109481702528663,0.0109481702528663,348.4040266727402,3.440366638842205e-07,127.2907384842066,0.36535785502173523,763.7444309052396,2.1921471301304116,65.0,1912.5,24000000.0,0.1666666666666666,edp_opt,edp_j_s,clear_leader
3090,RTX 3090,GPU,GPU board NVML,4,2000000,gpu_resident,-1,3.165143508116832e-05,0.011062434733078,0.011062434733078,349.51967729346256,3.501419347936799e-07,126.37657628294662,0.3615840541901253,758.2594576976795,2.169504325140752,65.0,1920.0,24000000.0,0.1666666666666666,edp_opt,edp_j_s,clear_leader
3090,RTX 3090,GPU,GPU board NVML,5,2000000,gpu_resident,-1,3.127744598355273e-05,0.0109349770176042,0.0109349770176042,349.61116113266183,3.4201815299950593e-07,127.88767989890871,0.3657986654713958,767.3260793934522,2.194791992828375,64.0,1905.0,24000000.0,0.1666666666666666,edp_opt,edp_j_s,clear_leader
3090,RTX 3090,GPU,GPU board NVML,1,2000000,gpu_resident,-1,3.152441523233088e-05,0.0109568911165752,0.0109568911165752,347.556771342065,3.454095852143541e-07,126.88577949885875,0.36506705756607727,761.3146769931525,2.190402345396464,59.0,1950.0,24000000.0,0.1666666666666666,bandwidth_opt,logical_bandwidth_gb_s,clear_leader
3090,RTX 3090,GPU,GPU board NVML,2,2000000,gpu_resident,-1,3.1579489122541125e-05,0.0110269805184553,0.0110269805184553,349.2259217965061,3.48226411337032e-07,126.66449366797512,0.3627466279917156,759.9869620078508,2.1764797679502936,65.0,1935.0,24000000.0,0.1666666666666666,bandwidth_opt,logical_bandwidth_gb_s,clear_leader
3090,RTX 3090,GPU,GPU board NVML,3,2000000,gpu_resident,-1,3.1424124391393124e-05,0.0109481702528663,0.0109481702528663,348.4040266727402,3.440366638842205e-07,127.2907384842066,0.36535785502173523,763.7444309052396,2.1921471301304116,65.0,1912.5,24000000.0,0.1666666666666666,bandwidth_opt,logical_bandwidth_gb_s,clear_leader
3090,RTX 3090,GPU,GPU board NVML,4,2000000,gpu_resident,-1,3.165143508116832e-05,0.011062434733078,0.011062434733078,349.51967729346256,3.501419347936799e-07,126.37657628294662,0.3615840541901253,758.2594576976795,2.169504325140752,65.0,1920.0,24000000.0,0.1666666666666666,bandwidth_opt,logical_bandwidth_gb_s,clear_leader
3090,RTX 3090,GPU,GPU board NVML,5,2000000,gpu_resident,-1,3.127744598355273e-05,0.0109349770176042,0.0109349770176042,349.61116113266183,3.4201815299950593e-07,127.88767989890871,0.3657986654713958,767.3260793934522,2.194791992828375,64.0,1905.0,24000000.0,0.1666666666666666,bandwidth_opt,logical_bandwidth_gb_s,clear_leader
3090,RTX 3090,GPU,GPU board NVML,1,2000000,gpu_resident,-1,3.152441523233088e-05,0.0109568911165752,0.0109568911165752,347.556771342065,3.454095852143541e-07,126.88577949885875,0.36506705756607727,761.3146769931525,2.190402345396464,59.0,1950.0,24000000.0,0.1666666666666666,bytes_per_j_opt,logical_gb_per_j,clear_leader
3090,RTX 3090,GPU,GPU board NVML,2,2000000,gpu_resident,-1,3.1579489122541125e-05,0.0110269805184553,0.0110269805184553,349.2259217965061,3.48226411337032e-07,126.66449366797512,0.3627466279917156,759.9869620078508,2.1764797679502936,65.0,1935.0,24000000.0,0.1666666666666666,bytes_per_j_opt,logical_gb_per_j,clear_leader
3090,RTX 3090,GPU,GPU board NVML,3,2000000,gpu_resident,-1,3.1424124391393124e-05,0.0109481702528663,0.0109481702528663,348.4040266727402,3.440366638842205e-07,127.2907384842066,0.36535785502173523,763.7444309052396,2.1921471301304116,65.0,1912.5,24000000.0,0.1666666666666666,bytes_per_j_opt,logical_gb_per_j,clear_leader
3090,RTX 3090,GPU,GPU board NVML,4,2000000,gpu_resident,-1,3.165143508116832e-05,0.011062434733078,0.011062434733078,349.51967729346256,3.501419347936799e-07,126.37657628294662,0.3615840541901253,758.2594576976795,2.169504325140752,65.0,1920.0,24000000.0,0.1666666666666666,bytes_per_j_opt,logical_gb_per_j,clear_leader
3090,RTX 3090,GPU,GPU board NVML,5,2000000,gpu_resident,-1,3.127744598355273e-05,0.0109349770176042,0.0109349770176042,349.61116113266183,3.4201815299950593e-07,127.88767989890871,0.3657986654713958,767.3260793934522,2.194791992828375,64.0,1905.0,24000000.0,0.1666666666666666,bytes_per_j_opt,logical_gb_per_j,clear_leader
3090,RTX 3090,GPU,GPU board NVML,1,4000000,gpu_resident,-1,5.958870487310854e-05,0.0209661324913618,0.0209661324913618,351.85395346104974,1.2493446813582503e-06,134.25363107044598,0.3815677499556038,805.5217864226757,2.289406499733623,62.0,1920.0,48000000.0,0.1666666666666666,runtime_opt,runtime_s,clear_leader
3090,RTX 3090,GPU,GPU board NVML,2,4000000,gpu_resident,-1,5.967008710177783e-05,0.0211038062283737,0.0211038062283737,353.68328527666483,1.2592659558261002e-06,134.070526599946,0.37907853746515824,804.4231595996761,2.2744712247909495,65.0,1905.0,48000000.0,0.1666666666666666,runtime_opt,runtime_s,clear_leader
3090,RTX 3090,GPU,GPU board NVML,3,4000000,gpu_resident,-1,5.968340494092373e-05,0.0211188686000716,0.0211188686000716,353.8413584819177,1.2604459865522324e-06,134.0406099135701,0.3788081715690432,804.2436594814205,2.272849029414259,65.0,1905.0,48000000.0,0.1666666666666666,runtime_opt,runtime_s,clear_leader
3090,RTX 3090,GPU,GPU board NVML,4,4000000,gpu_resident,-1,5.9670525059665874e-05,0.021067661097852,0.021067661097852,353.05623215309873,1.2571183994879256e-06,134.0695425756791,0.37972891071499426,804.4172554540746,2.278373464289966,65.0,1920.0,48000000.0,0.1666666666666666,runtime_opt,runtime_s,clear_leader
3090,RTX 3090,GPU,GPU board NVML,5,4000000,gpu_resident,-1,6.055664547381168e-05,0.0213322434150772,0.0213322434150772,352.2671165679684,1.2918091016478838e-06,132.10771398259962,0.37501915969821353,792.6462838955978,2.250114958189281,65.0,1920.0,48000000.0,0.1666666666666666,runtime_opt,runtime_s,clear_leader
3090,RTX 3090,GPU,GPU board NVML,1,4000000,gpu_resident,-1,5.958870487310854e-05,0.0209661324913618,0.0209661324913618,351.85395346104974,1.2493446813582503e-06,134.25363107044598,0.3815677499556038,805.5217864226757,2.289406499733623,62.0,1920.0,48000000.0,0.1666666666666666,energy_opt,energy_j,clear_leader
3090,RTX 3090,GPU,GPU board NVML,2,4000000,gpu_resident,-1,5.967008710177783e-05,0.0211038062283737,0.0211038062283737,353.68328527666483,1.2592659558261002e-06,134.070526599946,0.37907853746515824,804.4231595996761,2.2744712247909495,65.0,1905.0,48000000.0,0.1666666666666666,energy_opt,energy_j,clear_leader
3090,RTX 3090,GPU,GPU board NVML,3,4000000,gpu_resident,-1,5.968340494092373e-05,0.0211188686000716,0.0211188686000716,353.8413584819177,1.2604459865522324e-06,134.0406099135701,0.3788081715690432,804.2436594814205,2.272849029414259,65.0,1905.0,48000000.0,0.1666666666666666,energy_opt,energy_j,clear_leader
