platform,platform_label,kind,problem_size,runtime_best_threads,runtime_best_time_s,runtime_best_time_ci95_low_s,runtime_best_time_ci95_high_s,runtime_best_energy_j,runtime_best_edp_j_s,energy_best_threads,energy_best_time_s,energy_best_energy_j,energy_best_energy_ci95_low_j,energy_best_energy_ci95_high_j,energy_best_edp_j_s,edp_best_threads,edp_best_time_s,edp_best_energy_j,edp_best_edp_j_s,edp_best_edp_ci95_low_j_s,edp_best_edp_ci95_high_j_s,edp_best_bandwidth_gb_s,edp_best_gflops_per_s
3090,RTX 3090,gpu,1000000,-1,1.2711648954017437e-05,1.2696793542484658e-05,1.361253730647888e-05,0.004409560001016751,5.605669743953358e-08,-1,1.2711648954017437e-05,0.004409560001016751,0.004292107494378295,0.004623607246974881,5.605669743953358e-08,-1,1.2711648954017437e-05,0.004409560001016751,5.605669743953358e-08,5.4549960729856013e-08,6.283145725585451e-08,944.0160001000713,157.33854197017297
3090,RTX 3090,gpu,2000000,-1,3.123123084129661e-05,3.116942993829085e-05,3.124808022434696e-05,0.010995016092241353,3.4276680061274827e-07,-1,3.123123084129661e-05,0.010995016092241353,0.0108703079133096,0.011022715910511186,3.4276680061274827e-07,-1,3.123123084129661e-05,0.010995016092241353,3.4276680061274827e-07,3.3951114117720137e-07,3.4443195552341773e-07,768.4615481293124,128.08262544186823
3090,RTX 3090,gpu,4000000,-1,5.962062718330849e-05,5.9502645109471675e-05,5.970121484001911e-05,0.021108093621582995,1.257311666523025e-06,-1,5.962062718330849e-05,0.021108093621582995,0.02096590909090909,0.02116744269340974,1.257311666523025e-06,-1,5.962062718330849e-05,0.021108093621582995,1.257311666523025e-06,1.2474553645075542e-06,1.2637026808908055e-06,805.0904909771122,134.1841320045296
3090,RTX 3090,gpu,8000000,-1,0.00011639139530959032,0.00011628784455295896,0.00011645760945505358,0.04114905243576328,4.7852436751218115e-06,-1,0.00011639139530959032,0.04114905243576328,0.0410434554973822,0.04128890699569317,4.7852436751218115e-06,-1,0.00011639139530959032,0.04114905243576328,4.7852436751218115e-06,4.776417609226518e-06,4.807627615676501e-06,824.8032403827119,137.46938637527973
3090,RTX 3090,gpu,16000000,-1,0.00023046005668202763,0.0002299871108555658,0.00023049975190135975,0.08136774861878454,1.8735628754381957e-05,-1,0.00023046005668202763,0.08136774861878454,0.0806471198156682,0.08154746543778801,1.8735628754381957e-05,-1,0.00023046005668202763,0.08136774861878454,1.8735628754381957e-05,1.8586212014446128e-05,1.87950308552499e-05,833.1161710390186,138.85412163971455
3090,RTX 3090,gpu,32000000,-1,0.00045713873606032906,0.00045673164589041097,0.0004572038971663619,0.1609741773308958,7.359209818081781e-05,-1,0.00045713873606032906,0.1609741773308958,0.15983515981735158,0.16213642595978062,7.359209818081781e-05,-1,0.00045713873606032906,0.1609741773308958,7.359209818081781e-05,7.30017063290901e-05,7.411740105387278e-05,840.0075726148293,140.00526194389568
3090,RTX 3090,gpu,64000000,-1,0.0009122411909753875,0.0009120088422727272,0.0009130319256386861,0.3225813636363637,0.00029419141419006285,-1,0.0009122411909753875,0.3225813636363637,0.31974589416058397,0.3237019143117593,0.00029419141419006285,-1,0.0009122411909753875,0.3225813636363637,0.00029419141419006285,0.0002919569519194425,0.00029528401332745393,841.8826157035865,140.3169285771873
3090,RTX 3090,gpu,128000000,-1,0.001817880112522686,0.0018174522708333334,0.0018180892105263157,0.6394210526315789,0.0011621475679723058,-1,0.001817880112522686,0.6394210526315789,0.6371283905967451,0.6417862318840579,0.0011621475679723058,-1,0.001817880112522686,0.6394210526315789,0.0011621475679723058,0.0011583201437466622,0.0011665689479760585,844.940207808703,140.8590913199518
3090,RTX 3090,gpu,256000000,-1,0.0036270642989130433,0.003625491485507246,0.0036274377717391308,1.2767771739130436,0.004631336092562954,-1,0.0036270642989130433,1.2767771739130436,1.2690595667870035,1.2789148550724638,0.004631336092562954,-1,0.0036270642989130433,1.2767771739130436,0.004631336092562954,0.00460163411403253,0.004639367573607212,846.965961134703,141.19125053935943
5060ti,RTX 5060 Ti,gpu,1000000,-1,8.188072942765906e-06,8.188062994350283e-06,8.188087509211496e-06,0.0011103864734299516,9.091926211190982e-09,-1,8.188072942765906e-06,0.0011103864734299516,0.0010727175960042576,0.001116310488823385,9.091926211190982e-09,-1,8.188072942765906e-06,0.0011103864734299516,9.091926211190982e-09,8.783486068172133e-09,9.140421339510555e-09,1465.5462993404522,244.2586507929753
5060ti,RTX 5060 Ti,gpu,2000000,-1,1.4329123006490994e-05,1.432911731791543e-05,1.4329162604421902e-05,0.002028944389516973,2.9073135979716402e-08,-1,1.4329123006490994e-05,0.002028944389516973,0.001970797690180401,0.002037355457163737,2.9073135979716402e-08,-1,1.4329123006490994e-05,0.002028944389516973,2.9073135979716402e-08,2.8239870079355584e-08,2.9193492718573128e-08,1674.9105991433094,279.1526605272555
5060ti,RTX 5060 Ti,gpu,4000000,-1,2.6613832286649458e-05,2.6612768974966082e-05,2.6621059441117764e-05,0.004748283570174037,1.2640514851843727e-07,-1,2.6613832286649458e-05,0.004748283570174037,0.004747318981345965,0.004770677591848679,1.2640514851843727e-07,-1,2.6613832286649458e-05,0.004748283570174037,1.2640514851843727e-07,1.2634082900067145e-07,1.2696491461067847e-07,1803.5734019928589,300.59695749771004
5060ti,RTX 5060 Ti,gpu,8000000,-1,0.00024306429559824903,0.00024185449519346312,0.00024363278623629718,0.023067051189617882,5.602463981214763e-06,-1,0.00024306429559824903,0.023067051189617882,0.02297909577053962,0.023366747868453108,5.602463981214763e-06,-1,0.00024306429559824903,0.023067051189617882,5.602463981214763e-06,5.579304492533408e-06,5.691143489520994e-06,394.9572262977706,65.82644196722474
5060ti,RTX 5060 Ti,gpu,16000000,-1,0.0004852657011633544,0.0004852444304411052,0.0004853435885492479,0.04634980620155039,2.2493325606295022e-05,-1,0.0004852657011633544,0.04634980620155039,0.046175230247212797,0.04677653902084343,2.2493325606295022e-05,-1,0.0004852657011633544,0.04634980620155039,2.2493325606295022e-05,2.2406273315808925e-05,2.270004943908003e-05,395.65953156665194,65.94356632400846
5060ti,RTX 5060 Ti,gpu,32000000,-1,0.0009699435426770125,0.0009697467596899226,0.0009708095193986421,0.09262997090203685,8.992119720596287e-05,-1,0.0009699435426770125,0.09262997090203685,0.09031443798449612,0.09347478176527643,8.992119720596287e-05,-1,0.0009699435426770125,0.09262997090203685,8.992119720596287e-05,8.757992467493646e-05,9.067190865853544e-05,395.89933137854814,65.98356505340067
5060ti,RTX 5060 Ti,gpu,64000000,-1,0.00193949921996124,0.001939163088974855,0.0019400951856866537,0.18314341085271318,0.0003552845871292797,-1,0.00193949921996124,0.18314341085271318,0.18240715667311413,0.1854641472868217,0.0003552845871292797,-1,0.00193949921996124,0.18314341085271318,0.0003552845871292797,0.00035377827065632706,0.0003596749984381911,395.9785129333301,65.99687649895489
5060ti,RTX 5060 Ti,gpu,128000000,-1,0.003881080293436294,0.0038795916216216217,0.00388178571124031,0.36802702702702705,0.0014276702824456255,-1,0.003881080293436294,0.36802702702702705,0.36461434108527135,0.3707046332046332,0.0014276702824456255,-1,0.003881080293436294,0.36802702702702705,0.0014276702824456255,0.0014154260059345892,0.0014384698284953638,395.766098116481,65.96139867760091
