platform,platform_label,kind,campaign_id,problem_size,threads,n_rows,n_sessions,n_in_range,n_above,n_below,throttle_nonzero_rows,throttle_masks,median_batches,median_time_e2e_op_s,ci95_low_time_e2e_op_s,ci95_high_time_e2e_op_s,mad_session_time_e2e_op_s,cv_session_time_e2e_op_s,cv_all_rows_time_e2e_op_s,median_time_kernel_op_s,ci95_low_time_kernel_op_s,ci95_high_time_kernel_op_s,mad_session_time_kernel_op_s,cv_session_time_kernel_op_s,cv_all_rows_time_kernel_op_s,median_device_energy_op_j,ci95_low_device_energy_op_j,ci95_high_device_energy_op_j,mad_session_device_energy_op_j,cv_session_device_energy_op_j,cv_all_rows_device_energy_op_j,median_total_energy_op_j,ci95_low_total_energy_op_j,ci95_high_total_energy_op_j,mad_session_total_energy_op_j,cv_session_total_energy_op_j,cv_all_rows_total_energy_op_j,median_dram_energy_op_j,ci95_low_dram_energy_op_j,ci95_high_dram_energy_op_j,mad_session_dram_energy_op_j,cv_session_dram_energy_op_j,cv_all_rows_dram_energy_op_j,median_avg_power_w,ci95_low_avg_power_w,ci95_high_avg_power_w,mad_session_avg_power_w,cv_session_avg_power_w,cv_all_rows_avg_power_w,median_gflops_per_s,ci95_low_gflops_per_s,ci95_high_gflops_per_s,mad_session_gflops_per_s,cv_session_gflops_per_s,cv_all_rows_gflops_per_s,median_logical_bandwidth_gb_s,ci95_low_logical_bandwidth_gb_s,ci95_high_logical_bandwidth_gb_s,mad_session_logical_bandwidth_gb_s,cv_session_logical_bandwidth_gb_s,cv_all_rows_logical_bandwidth_gb_s,median_edp_device_j_s,ci95_low_edp_device_j_s,ci95_high_edp_device_j_s,mad_session_edp_device_j_s,cv_session_edp_device_j_s,cv_all_rows_edp_device_j_s,median_ed2p_device_j_s2,ci95_low_ed2p_device_j_s2,ci95_high_ed2p_device_j_s2,mad_session_ed2p_device_j_s2,cv_session_ed2p_device_j_s2,cv_all_rows_ed2p_device_j_s2,median_temp_c,ci95_low_temp_c,ci95_high_temp_c,mad_session_temp_c,cv_session_temp_c,cv_all_rows_temp_c,median_temp_before_c,ci95_low_temp_before_c,ci95_high_temp_before_c,mad_session_temp_before_c,cv_session_temp_before_c,cv_all_rows_temp_before_c,median_temp_after_c,ci95_low_temp_after_c,ci95_high_temp_after_c,mad_session_temp_after_c,cv_session_temp_after_c,cv_all_rows_temp_after_c,median_clock_before_mhz,ci95_low_clock_before_mhz,ci95_high_clock_before_mhz,mad_session_clock_before_mhz,cv_session_clock_before_mhz,cv_all_rows_clock_before_mhz,median_clock_after_mhz,ci95_low_clock_after_mhz,ci95_high_clock_after_mhz,mad_session_clock_after_mhz,cv_session_clock_after_mhz,cv_all_rows_clock_after_mhz,median_clock_after_before_ratio,ci95_low_clock_after_before_ratio,ci95_high_clock_after_before_ratio,mad_session_clock_after_before_ratio,cv_session_clock_after_before_ratio,cv_all_rows_clock_after_before_ratio,median_sm_clock_mhz,ci95_low_sm_clock_mhz,ci95_high_sm_clock_mhz,mad_session_sm_clock_mhz,cv_session_sm_clock_mhz,cv_all_rows_sm_clock_mhz,median_mem_clock_mhz,ci95_low_mem_clock_mhz,ci95_high_mem_clock_mhz,mad_session_mem_clock_mhz,cv_session_mem_clock_mhz,cv_all_rows_mem_clock_mhz,stability_time,stability_energy,dram_share_total
3090,RTX 3090,gpu,axpy_3090_20260727_133600,1000000,-1,50,5,50,0,0,50,0x4,78682.0,1.2711648954017437e-05,1.2696793542484658e-05,1.361253730647888e-05,1.4855411532779269e-08,0.037531042914496604,0.033782076893497784,1.2711443585562373e-05,1.2696564240710651e-05,1.361203258092569e-05,1.4879344851722215e-08,0.0375246130173805,0.03377591916834773,0.004409560001016751,0.004292107494378295,0.004623607246974881,0.00011745250663845568,0.03238858759159392,0.0492334200879474,0.004409560001016751,0.004292107494378295,0.004623607246974881,0.00011745250663845568,0.03238858759159392,0.0492334200879474,nan,nan,nan,nan,nan,nan,340.2395059430982,337.7121935838338,346.86702098444295,2.5273123592643856,0.012690438711883318,0.03554917916003156,157.33854197017297,146.92882860999373,157.52292999780934,0.1843880276363734,0.037016867060041564,0.033320606707223664,944.0160001000713,881.5402847236078,945.1205109710929,1.1045108710216027,0.03702310762867965,0.03332658559294435,5.605669743953358e-08,5.4549960729856013e-08,6.283145725585451e-08,1.5067367096775651e-09,0.06902415281531074,0.07694347365766913,7.126228845095305e-13,6.932953670227591e-13,8.543224141902593e-13,1.9327517486771472e-14,0.10696951849304766,0.10870617379223114,60.5,55.5,64.0,1.5,0.05194134334701048,0.048702129332956486,60.0,55.0,64.0,1.5,0.054681120549600615,0.05025718906829674,60.5,55.5,64.0,1.5,0.05194134334701048,0.048590553092045574,1950.0,1935.0,1965.0,15.0,0.006445762916287176,0.005244421832502854,1950.0,1935.0,1965.0,15.0,0.006445762916287176,0.005244421832502854,1.0,1.0,1.0,0.0,0.0,0.003821510248697599,1950.0,1935.0,1965.0,11.5,0.006052115551421233,0.004901234417064046,9501.0,9501.0,9501.0,0.0,0.0,0.0,stable,stable,nan
3090,RTX 3090,gpu,axpy_3090_20260727_133600,2000000,-1,50,5,50,0,0,50,0x4,32022.0,3.123123084129661e-05,3.116942993829085e-05,3.124808022434696e-05,1.6849383050345607e-08,0.0011305700271066282,0.0010199817320225525,3.122984078664424e-05,3.116898565512899e-05,3.1247390038079926e-05,1.7549251435684398e-08,0.0011249643800115726,0.001015131239183094,0.010995016092241353,0.0108703079133096,0.011022715910511186,6.213497188174016e-06,0.005438748264326343,0.015596532488222518,0.010995016092241353,0.0108703079133096,0.011022715910511186,6.213497188174016e-06,0.005438748264326343,0.015596532488222518,nan,nan,nan,nan,nan,nan,352.29136038167525,348.04636943418427,352.76415894679917,0.4641377775227511,0.005661534787694555,0.015757893957937245,128.08262544186823,128.01069129723498,128.33269726064174,0.07193414463324643,0.0011254764294413922,0.001015585765825877,768.4615481293124,768.0471833134995,769.9852081837689,0.4143648158128599,0.001131097092685654,0.0010204479176926346,3.4276680061274827e-07,3.3951114117720137e-07,3.4443195552341773e-07,8.141041735084292e-10,0.0054414868962585124,0.015501042493919905,1.0691709000528586e-11,1.0603914439590595e-11,1.0762626285335368e-11,4.477720254154044e-14,0.0056798355936306544,0.015472552834160167,64.0,61.0,65.0,1.0,0.02599948848916928,0.02553377652755831,64.0,60.5,65.0,1.0,0.02878906834324081,0.026723892422154706,64.0,61.0,65.0,1.0,0.02599948848916928,0.025987839999603322,1935.0,1935.0,1950.0,0.0,0.004232786379483509,0.004458548886792371,1935.0,1935.0,1950.0,0.0,0.004232786379483509,0.0046558683484548315,1.0,1.0,1.0,0.0,0.0,0.0024137816441573957,1935.0,1935.0,1950.0,0.0,0.004232786379483509,0.004381588022518162,9501.0,9501.0,9501.0,0.0,0.0,0.0,stable,stable,nan
3090,RTX 3090,gpu,axpy_3090_20260727_133600,4000000,-1,50,5,50,0,0,50,0x4,16775.0,5.962062718330849e-05,5.9502645109471675e-05,5.970121484001911e-05,5.693312101321161e-08,0.0012753223731191581,0.0011565503667278281,5.9619568143978206e-05,5.950087084763394e-05,5.970053868626228e-05,5.7725176112237105e-08,0.0012829454740982723,0.0011624300860823534,0.021108093621582995,0.02096590909090909,0.02116744269340974,5.934907182674615e-05,0.003790861124448744,0.00651864487249925,0.021108093621582995,0.02096590909090909,0.02116744269340974,5.934907182674615e-05,0.003790861124448744,0.00651864487249925,nan,nan,nan,nan,nan,nan,354.3684745942372,352.3728043919835,354.5617471743338,0.19327258009656134,0.0029475015922483918,0.006116485693442824,134.1841320045296,134.00214095292637,134.45181367212132,0.13004640912603804,0.0012832035005676686,0.00116267081649903,805.0904909771122,804.0037397671322,806.6868273470911,0.7695345612481788,0.0012755822636290784,0.0011567928806250024,1.257311666523025e-06,1.2474553645075542e-06,1.2637026808908055e-06,2.493197586007007e-09,0.004835338283171744,0.007088299469643565,7.489225027738468e-11,7.422262892186681e-11,7.544342931602806e-11,2.176782899848794e-13,0.005976153052211551,0.00778867748073351,62.0,60.0,64.0,1.5,0.027032634136803735,0.025248545277144374,62.0,60.0,64.0,2.0,0.028945863786405044,0.026004892403382534,62.0,60.0,64.0,1.5,0.027032634136803735,0.025248545277144374,1935.0,1935.0,1950.0,0.0,0.004232786379483509,0.0039002028747189606,1935.0,1935.0,1950.0,0.0,0.004232786379483509,0.0039002028747189606,1.0,1.0,1.0,0.0,0.0,0.0027021881541207157,1942.0,1935.0,1950.0,7.0,0.0038629183447907883,0.0036598031773069956,9501.0,9501.0,9501.0,0.0,0.0,0.0,stable,stable,nan
3090,RTX 3090,gpu,axpy_3090_20260727_133600,8000000,-1,50,5,50,0,0,50,0x4,8592.0,0.00011639139530959032,0.00011628784455295896,0.00011645760945505358,1.8121277535742284e-08,0.0005336499702735342,0.0004887826823428253,0.00011638954986629095,0.00011628358927650128,0.00011645589898673112,1.7114328751459363e-08,0.0005414401117145057,0.0004953573122039103,0.04114905243576328,0.0410434554973822,0.04128890699569317,0.00010559693838108064,0.0026427781952069592,0.005550815024272676,0.04114905243576328,0.0410434554973822,0.04128890699569317,0.00010559693838108064,0.0026427781952069592,0.005550815024272676,nan,nan,nan,nan,nan,nan,353.8470836033578,352.6838264790429,354.6797912438219,0.6533718623696814,0.002394263616835989,0.005474910917945362,137.46938637527973,137.39106511405572,137.59465202597656,0.02021098304157931,0.0005415948256030244,0.0004955044676414049,824.8032403827119,824.33428312066,825.5377025052719,0.12839558991959166,0.0005337980145350358,0.0004889244078814315,4.7852436751218115e-06,4.776417609226518e-06,4.807627615676501e-06,8.826065895293311e-09,0.0029633419876725,0.005668183633856349,5.567842721094313e-10,5.558539090546697e-10,5.598755482057025e-10,9.30363054761631e-13,0.0033351879571995855,0.0058244748494440095,63.0,55.0,63.0,0.0,0.07327392073647707,0.06685331031322864,63.0,55.0,63.0,0.0,0.07327392073647707,0.06941224115067621,63.0,55.0,63.0,0.0,0.07327392073647707,0.06657150148017255,1935.0,1920.0,1980.0,15.0,0.012068215761371263,0.011482931358208272,1935.0,1920.0,1980.0,15.0,0.013242532025688257,0.011685830105845516,1.0,1.0,1.0,0.0,0.0,0.003313127997126035,1935.0,1920.0,1976.0,15.0,0.011886727470944441,0.01147603685935598,9501.0,9501.0,9501.0,0.0,0.0,0.0,stable,stable,nan
3090,RTX 3090,gpu,axpy_3090_20260727_133600,16000000,-1,50,5,50,0,0,50,0x4,4340.0,0.00023046005668202763,0.0002299871108555658,0.00023049975190135975,3.969521933212621e-08,0.0009475920324535947,0.0008631843205531977,0.00023045768913585468,0.0002299831499171674,0.00023049228349075968,3.4594354904993836e-08,0.0009471306604795442,0.0008622814314381621,0.08136774861878454,0.0806471198156682,0.08154746543778801,0.00017971681900347258,0.005021841537230593,0.007112619116664885,0.08136774861878454,0.0806471198156682,0.08154746543778801,0.00017971681900347258,0.005021841537230593,0.007112619116664885,nan,nan,nan,nan,nan,nan,353.37541172914825,349.9345606653311,353.8163449975533,0.4409332684050469,0.004718185984541402,0.006963754693296027,138.85412163971455,138.83328117857235,139.14062839980485,0.02084046114219973,0.0009478283895887221,0.0008629246258717059,833.1161710390186,832.9726970850077,834.829392352693,0.1434739540109149,0.0009482935087389619,0.0008638312992548315,1.8735628754381957e-05,1.8586212014446128e-05,1.87950308552499e-05,5.9402100867943025e-08,0.00547396846251069,0.007359884589282032,4.314040775367858e-09,4.275582144850845e-09,4.3318720337812084e-09,1.7831258413350496e-11,0.006040992224653633,0.007695855187312536,64.0,62.0,65.0,1.0,0.019136638615493577,0.01871906270097269,64.0,62.0,65.0,1.0,0.019136638615493577,0.018999734380292368,64.0,62.0,65.0,1.0,0.019136638615493577,0.01837429410057853,1920.0,1905.0,1942.5,15.0,0.007596877899305505,0.007404598913152662,1920.0,1905.0,1935.0,15.0,0.006526209255336002,0.006760877471806634,1.0,1.0,1.0,0.0,0.0,0.004877648427690801,1923.5,1908.5,1942.0,7.5,0.006490908571220675,0.006624539606599014,9501.0,9501.0,9501.0,0.0,0.0,0.0,stable,stable,nan
3090,RTX 3090,gpu,axpy_3090_20260727_133600,32000000,-1,50,5,50,0,0,50,0x4,2188.0,0.00045713873606032906,0.00045673164589041097,0.0004572038971663619,2.5898080438751907e-08,0.0004205211214821959,0.0003857801674922127,0.00045712567596156587,0.00045672667342233874,0.000457194940263654,2.503613013459709e-08,0.0004154252789868252,0.00038127170302499795,0.1609741773308958,0.15983515981735158,0.16213642595978062,0.0006739031078610569,0.005410123210403051,0.006862261576085089,0.1609741773308958,0.15983515981735158,0.16213642595978062,0.0006739031078610569,0.005410123210403051,0.006862261576085089,nan,nan,nan,nan,nan,nan,352.1123385659202,349.9545368868273,354.6835196638798,1.450167824740447,0.005160580045175031,0.006706175732562615,140.00526194389568,139.98405136844718,140.12757240660636,0.007667472435116451,0.0004156396971132041,0.00038146291532627794,840.0075726148293,839.8878539777893,840.7562809699507,0.04759121959295953,0.00042074031847358107,0.00038597566359900934,7.359209818081781e-05,7.30017063290901e-05,7.411740105387278e-05,3.1308456744993463e-07,0.005678532228385669,0.007035851548726978,3.3643886300735544e-08,3.334215786121108e-08,3.3881276937884384e-08,1.454167798830001e-10,0.005963213792059322,0.007225653016288507,65.0,54.5,65.0,0.0,0.0728834686331544,0.06626600692262502,65.0,54.0,65.0,0.0,0.07652138709175206,0.06885963854028843,65.0,54.5,65.0,0.0,0.0728834686331544,0.06614730954549758,1935.0,1905.0,1980.0,15.0,0.01450254801075171,0.013289465397437807,1935.0,1905.0,1980.0,15.0,0.01450254801075171,0.013103166739977001,1.0,1.0,1.0,0.0,0.0,0.003516691141123112,1931.0,1908.5,1980.0,11.0,0.014078554295914272,0.013112531228057289,9501.0,9501.0,9501.0,0.0,0.0,0.0,stable,stable,nan
3090,RTX 3090,gpu,axpy_3090_20260727_133600,64000000,-1,50,5,50,0,0,50,0x4,1097.0,0.0009122411909753875,0.0009120088422727272,0.0009130319256386861,1.0065314494074953e-07,0.0004391066508455682,0.000407645999760412,0.0009122206514927073,0.0009119752918590199,0.0009130202523113167,1.078269214334045e-07,0.000447025266819842,0.00041436813939103065,0.3225813636363637,0.31974589416058397,0.3237019143117593,0.0004168132095797583,0.004671094086878514,0.02656054576199964,0.3225813636363637,0.31974589416058397,0.3237019143117593,0.0004168132095797583,0.004671094086878514,0.02656054576199964,nan,nan,nan,nan,nan,nan,353.70408958061944,350.18218792051925,354.85473223763483,0.41085766732771845,0.005094461946234202,0.026652361222506176,140.3169285771873,140.19404244011193,140.35467971898487,0.016587795046945075,0.0004468075141241605,0.000414173440862564,841.8826157035865,841.1535001572097,842.0970986304819,0.09290029169414993,0.00043889232551422465,0.00040745396648322006,0.00029419141419006285,0.0002919569519194425,0.00029528401332745393,4.2428350109451583e-07,0.0042525684971957385,0.026474505107803158,2.683816783983905e-07,2.665831323790549e-07,2.6936092991765427e-07,3.4556388532531983e-10,0.0038457786640536396,0.026394304490020927,58.5,58.0,65.0,0.5,0.051649789394353024,0.04646257755988586,58.0,58.0,65.0,0.0,0.05305222399558575,0.047416352486127224,58.5,58.0,65.0,0.5,0.051649789394353024,0.04596922035520554,1965.0,1905.0,1965.0,0.0,0.013323467750529826,0.011515682144252328,1965.0,1905.0,1965.0,0.0,0.013323467750529826,0.01119627204552943,1.0,1.0,1.0,0.0,0.0,0.0035191890484480752,1961.0,1908.5,1965.0,4.0,0.012279441985272014,0.011278742737224016,9501.0,9501.0,9501.0,0.0,0.0,0.0,stable,stable,nan
3090,RTX 3090,gpu,axpy_3090_20260727_133600,128000000,-1,50,5,50,0,0,50,0x4,551.0,0.001817880112522686,0.0018174522708333334,0.0018180892105263157,1.873865698729174e-07,0.00013622042967060733,0.00018790676131232484,0.0018174190797667572,0.001817220919794266,0.0018178990176099118,1.9815997249128178e-07,0.00016602969301359287,0.00016895632385184066,0.6394210526315789,0.6371283905967451,0.6417862318840579,0.0018729582577131643,0.002926134388747937,0.025462289165608096,0.6394210526315789,0.6371283905967451,0.6417862318840579,0.0018729582577131643,0.002926134388747937,0.025462289165608096,nan,nan,nan,nan,nan,nan,351.7795653931447,350.4493885357488,353.07777409294476,1.0820359104448016,0.0029913094259943263,0.02549771588082677,140.8590913199518,140.82190357084787,140.8744513771349,0.015360057183102072,0.00016602250129437368,0.00016895094574629444,844.940207808703,844.8430314178811,845.1391133672794,0.08710522600529202,0.0001362281712029372,0.00018792883005188068,0.0011621475679723058,0.0011583201437466622,0.0011665689479760585,3.1215162712703356e-06,0.00286028341110043,0.025428211164451837,2.112202918427371e-06,2.1058637084959963e-06,2.120461678530672e-06,5.500060387603119e-09,0.002833610723510986,0.025395486814227604,65.0,58.0,65.0,0.0,0.04810079079487983,0.042154817342777894,64.5,58.0,65.0,0.5,0.04726153333855163,0.043075854440195224,65.0,58.0,65.0,0.0,0.04810079079487983,0.04190558184426736,1935.0,1935.0,1965.0,0.0,0.006912111213291468,0.007626626953023194,1935.0,1935.0,1965.0,0.0,0.006912111213291468,0.007660552001631479,1.0,1.0,1.0,0.0,0.0,0.0032885781757244995,1935.0,1935.0,1965.0,0.0,0.006912111213291468,0.007480285534249998,9501.0,9501.0,9501.0,0.0,0.0,0.0,stable,stable,nan
3090,RTX 3090,gpu,axpy_3090_20260727_133600,256000000,-1,50,5,50,0,0,50,0x4,276.0,0.0036270642989130433,0.003625491485507246,0.0036274377717391308,3.7347282608743773e-07,0.00022935224863246167,0.0002645701120127385,0.0036262870265258347,0.003625369528065557,0.003626792686572973,3.573844229881086e-07,0.00015276276854609742,0.00021481549229295004,1.2767771739130436,1.2690595667870035,1.2789148550724638,0.002137681159420257,0.003408658270751585,0.020279583721332466,1.2767771739130436,1.2690595667870035,1.2789148550724638,0.002137681159420257,0.003408658270751585,0.020279583721332466,nan,nan,nan,nan,nan,nan,351.9893685903122,349.98701421702754,352.64546144613604,0.6560928558238288,0.0033319092602919153,0.020257704462879087,141.19125053935943,141.1715651408389,141.22698280912306,0.013913409136364407,0.00015277980787518867,0.00021482670498428107,846.965961134703,846.8787596738744,847.3333925511711,0.08720146082862357,0.00022938479737013206,0.00026461689408330274,0.004631336092562954,0.00460163411403253,0.004639367573607212,8.031481044258604e-06,0.0034963496976456467,0.020304873787118052,1.6799543758066466e-05,1.668561277506465e-05,1.682968327848813e-05,3.013952042166246e-08,0.0036147285995847796,0.020333560099272226,63.5,62.0,64.0,0.5,0.013217377986320309,0.015498400958644484,63.0,62.0,64.0,1.0,0.013238291559083473,0.015506462728589963,63.5,62.0,64.0,0.5,0.013217377986320309,0.015114280502160658,1935.0,1927.5,1942.5,7.5,0.0032403564157012996,0.005385596998803152,1935.0,1927.5,1942.5,0.0,0.0027407239580873937,0.005183198968523438,1.0,1.0,1.0,0.0,0.0,0.004414437497055308,1935.0,1927.0,1942.0,7.0,0.0034389916900472743,0.004795065069092733,9501.0,9501.0,9501.0,0.0,0.0,0.0,stable,stable,nan
5060ti,RTX 5060 Ti,gpu,axpy_5060ti_20260727_141707,1000000,-1,50,5,50,0,0,0,0x0,122130.0,8.188072942765906e-06,8.188062994350283e-06,8.188087509211496e-06,4.417424056280266e-12,1.1130186153050336e-06,4.006287298488454e-06,8.188041625166959e-06,8.188040375777859e-06,8.188043874067336e-06,7.496334604358825e-13,1.5915933005107962e-07,1.4809004842091974e-06,0.0011103864734299516,0.0010727175960042576,0.001116310488823385,4.2454761319905485e-06,0.016042151220145365,0.01408930021784195,0.0011103864734299516,0.0010727175960042576,0.001116310488823385,4.2454761319905485e-06,0.016042151220145365,0.01408930021784195,nan,nan,nan,nan,nan,nan,135.61022073174252,131.00983275281382,136.33388015391589,0.5187090930538147,0.01604206600287407,0.014089355863178743,244.2586507929753,244.2585837057228,244.25868806368806,2.236242113440312e-05,1.591593192238579e-07,1.4808920531093805e-06,1465.5462993404522,1465.5436921625803,1465.548079964696,0.0007906553155407892,1.113017926348385e-06,4.006229113366637e-06,9.091926211190982e-09,8.783486068172133e-09,9.140421339510555e-09,3.474792469797596e-11,0.016042236504649313,0.014089245718761294,7.444536132938078e-14,7.191979305382613e-14,7.484235174735487e-14,2.844010958172002e-16,0.01604232185638491,0.014089192366000288,67.0,58.5,68.0,1.0,0.06130816326887258,0.05772510476713651,67.0,58.0,68.0,1.0,0.06351130582948766,0.06014075850181661,67.0,58.5,68.0,1.0,0.06130816326887258,0.05772510476713651,2752.0,2752.0,2767.0,0.0,0.0024349197577130197,0.0024256887890118576,2752.0,2748.5,2767.0,0.0,0.0026356884018271846,0.0023894795545923715,1.0,1.0,1.0,0.0,0.0,0.0012848471641949137,2752.0,2750.0,2767.0,2.0,0.0024884408712889453,0.0023231254243975753,13801.0,13801.0,13801.0,0.0,0.0,0.0,stable,stable,nan
