objective,context_level,holdout_session,workload,size,selected_platform,selected_value,oracle_value,regret_pct
edp,L2,1,STREAM,4000000,5060ti,9.969733226127186e-07,9.969733226127186e-07,0.0
edp,L2,1,STREAM,8000000,5060ti,5.953734019426302e-06,4.823940765193059e-06,23.42054575763488
edp,L2,1,STREAM,16000000,5060ti,2.3744313096145142e-05,1.8753954887309968e-05,26.609631082198803
edp,L2,1,STREAM,32000000,5060ti,9.418376152746301e-05,7.359085331190186e-05,27.98297246028898
edp,L2,1,STREAM,64000000,5060ti,0.0003835178327342694,0.00029342107232524956,30.70562032066666
edp,L2,1,STREAM,128000000,5060ti,0.0015209383919235606,0.0011608856521553804,31.01534928092886
edp,L2,1,STREAM,256000000,5060ti,0.006131806146024872,0.004631354321319163,32.39769019180399
edp,L2,1,STRIDED_GEMM,64,3090,4.848661624867946e-09,3.24423910027237e-09,49.4545092086732
edp,L2,1,STRIDED_GEMM,128,3090,5.216434685917996e-09,4.204998524883306e-09,24.05318705938806
edp,L2,1,STRIDED_GEMM,256,3090,1.556595186251065e-08,1.556595186251065e-08,0.0
edp,L2,1,STRIDED_GEMM,512,3090,1.7169369096292428e-07,1.7169369096292428e-07,0.0
edp,L2,1,STRIDED_GEMM,1024,3090,4.870540304469664e-06,4.870540304469664e-06,0.0
edp,L2,1,STRIDED_GEMM,2048,3090,0.0001964703150806863,0.0001964703150806863,0.0
edp,L2,1,STRIDED_GEMM,4096,3090,0.009962700571296156,0.009962700571296156,0.0
edp,L2,1,STRIDED_GEMM,8192,3090,0.571710555453125,0.571710555453125,0.0
edp,L2,1,STRIDED_GEMM,16384,3090,37.9637149863611,37.9637149863611,0.0
edp,L2,2,AXPY,1000000,5060ti,9.112375445065539e-09,9.112375445065539e-09,0.0
edp,L2,2,AXPY,2000000,5060ti,2.9072993730717436e-08,2.9072993730717436e-08,0.0
edp,L2,2,AXPY,4000000,5060ti,1.263443511807673e-07,1.263443511807673e-07,0.0
edp,L2,2,AXPY,8000000,5060ti,5.57887002106533e-06,4.806421703778365e-06,16.071172379230415
edp,L2,2,AXPY,16000000,5060ti,2.269905000594204e-05,1.873445541201579e-05,21.162048785167563
edp,L2,2,AXPY,32000000,5060ti,8.758213358867951e-05,7.411884083258852e-05,18.164467502264902
edp,L2,2,AXPY,64000000,5060ti,0.0003538935129388894,0.00029461973074649747,20.11874155278266
edp,L2,2,AXPY,128000000,5060ti,0.0014277945705843602,0.0011589860015389323,23.193426727199196
edp,L2,2,AXPY,256000000,5060ti,0.0057147595519455256,0.004631429746746476,23.390828846320645
edp,L2,2,CONV2D,1,3090,3.3467144990575423e-05,3.3467144990575423e-05,0.0
edp,L2,2,CONV2D,2,3090,2.8512645483848145e-05,2.8512645483848145e-05,0.0
edp,L2,2,CONV2D,3,3090,1.862156394958206e-05,1.862156394958206e-05,0.0
edp,L2,2,CONV2D,4,3090,3.0287133169051913e-05,3.0287133169051913e-05,0.0
edp,L2,2,CONV2D,5,3090,7.500527857279441e-05,7.500527857279441e-05,0.0
edp,L2,2,CONV2D,6,3090,0.00019450706841907372,0.00019450706841907372,0.0
edp,L2,2,GEMM,64,3090,4.374002281744054e-09,3.3379631010000002e-09,31.038065712400286
edp,L2,2,GEMM,128,3090,4.803473295167879e-09,4.019357669449647e-09,19.50848096147657
edp,L2,2,GEMM,256,3090,1.4290900717852761e-08,1.4290900717852761e-08,0.0
edp,L2,2,GEMM,512,3090,1.6368433593846343e-07,1.6368433593846343e-07,0.0
edp,L2,2,GEMM,1024,3090,4.836524439846497e-06,4.836524439846497e-06,0.0
edp,L2,2,GEMM,2048,3090,0.00018872663058169332,0.00018872663058169332,0.0
edp,L2,2,GEMM,4096,3090,0.009579676570462927,0.009579676570462927,0.0
edp,L2,2,GEMM,8192,3090,0.5482023031145821,0.5482023031145821,0.0
edp,L2,2,GEMM,16384,3090,34.171646829328125,34.171646829328125,0.0
edp,L2,2,REDUCTION,1000000,5060ti,2.4614950598417303e-09,2.4614950598417303e-09,0.0
edp,L2,2,REDUCTION,2000000,5060ti,5.9339136827967925e-09,5.9339136827967925e-09,0.0
edp,L2,2,REDUCTION,4000000,5060ti,1.2467604288842092e-08,1.2467604288842092e-08,0.0
edp,L2,2,REDUCTION,8000000,5060ti,3.705168944017514e-08,3.705168944017514e-08,0.0
edp,L2,2,REDUCTION,16000000,5060ti,2.1161634512469065e-06,2.0487037303993686e-06,3.2928002154019476
edp,L2,2,REDUCTION,32000000,5060ti,7.880371713523449e-06,7.797132050113786e-06,1.0675677014915896
edp,L2,2,REDUCTION,64000000,5060ti,3.0758729081135084e-05,3.042942966451686e-05,1.082174132899416
edp,L2,2,REDUCTION,128000000,5060ti,0.0001223337500142952,0.00012004680163436759,1.9050473222044673
edp,L2,2,REDUCTION,256000000,5060ti,0.0004849539117898082,0.0004714539072159894,2.8634834428541422
edp,L2,2,STREAM,1000000,5060ti,9.537199307597631e-09,9.537199307597631e-09,0.0
edp,L2,2,STREAM,2000000,5060ti,3.070154697845176e-08,3.070154697845176e-08,0.0
edp,L2,2,STREAM,4000000,5060ti,9.974814629126001e-07,9.974814629126001e-07,0.0
edp,L2,2,STREAM,8000000,5060ti,5.938049216755486e-06,4.800602780924658e-06,23.693825291076067
edp,L2,2,STREAM,16000000,5060ti,2.398859367161534e-05,1.8668397595539813e-05,28.498407797713774
edp,L2,2,STREAM,32000000,5060ti,9.484380930555772e-05,7.351051651454567e-05,29.02073581103295
edp,L2,2,STREAM,64000000,5060ti,0.00037869829745619055,0.0002916535732239465,29.845245257943965
edp,L2,2,STREAM,128000000,5060ti,0.001515099758878661,0.0011596871584248465,30.64728257718714
edp,L2,2,STREAM,256000000,5060ti,0.006089609194624713,0.00461811040171241,31.863655584471662
edp,L2,2,STRIDED_GEMM,64,3090,4.932569726618869e-09,3.2326099709307595e-09,52.587839887118946
edp,L2,2,STRIDED_GEMM,128,3090,5.234177071190658e-09,4.177239042164778e-09,25.30231136780099
edp,L2,2,STRIDED_GEMM,256,3090,1.581828235968984e-08,1.581828235968984e-08,0.0
edp,L2,2,STRIDED_GEMM,512,3090,1.7294079940719417e-07,1.7294079940719417e-07,0.0
edp,L2,2,STRIDED_GEMM,1024,3090,4.942276928455132e-06,4.942276928455132e-06,0.0
edp,L2,2,STRIDED_GEMM,2048,3090,0.00019813824104102288,0.00019813824104102288,0.0
edp,L2,2,STRIDED_GEMM,4096,3090,0.009970166522702276,0.009970166522702276,0.0
edp,L2,2,STRIDED_GEMM,8192,3090,0.5728548647439231,0.5728548647439231,0.0
edp,L2,2,STRIDED_GEMM,16384,3090,37.3632447165625,37.3632447165625,0.0
edp,L2,3,AXPY,1000000,5060ti,9.091925439104617e-09,9.091925439104617e-09,0.0
edp,L2,3,AXPY,2000000,5060ti,2.9155213077533744e-08,2.9155213077533744e-08,0.0
edp,L2,3,AXPY,4000000,5060ti,1.2636851814568563e-07,1.2636851814568563e-07,0.0
edp,L2,3,AXPY,8000000,5060ti,5.6028329908257195e-06,4.776480459250303e-06,17.300448282481142
edp,L2,3,AXPY,16000000,5060ti,2.256541550574682e-05,1.8589046762381857e-05,21.390923344234245
edp,L2,3,AXPY,32000000,5060ti,9.06645361614912e-05,7.361609623578297e-05,23.158576449237756
edp,L2,3,AXPY,64000000,5060ti,0.00035527613443102026,0.00029529421983274384,20.31259353205439
edp,L2,3,AXPY,128000000,5060ti,0.0014232121634477465,0.0011622709961895035,22.450974696412175
edp,L2,3,AXPY,256000000,5060ti,0.005761074626295718,0.004602056072770264,25.184798603024603
edp,L2,3,CONV2D,1,3090,3.3378788206108005e-05,3.3378788206108005e-05,0.0
edp,L2,3,CONV2D,2,3090,2.8347796558324433e-05,2.8347796558324433e-05,0.0
edp,L2,3,CONV2D,3,3090,1.8654256313792556e-05,1.8654256313792556e-05,0.0
edp,L2,3,CONV2D,4,3090,3.0664125698115026e-05,3.0664125698115026e-05,0.0
edp,L2,3,CONV2D,5,3090,7.404988811641863e-05,7.404988811641863e-05,0.0
edp,L2,3,CONV2D,6,3090,0.0001888456552369573,0.0001888456552369573,0.0
edp,L2,3,GEMM,64,3090,4.4014542102429585e-09,3.3063817853684274e-09,33.11996302787848
edp,L2,3,GEMM,128,3090,4.834801372387535e-09,4.21239092436194e-09,14.775704800472035
edp,L2,3,GEMM,256,3090,1.4626701804604294e-08,1.4626701804604294e-08,0.0
edp,L2,3,GEMM,512,3090,1.638252432855722e-07,1.638252432855722e-07,0.0
edp,L2,3,GEMM,1024,3090,4.7792938101188475e-06,4.7792938101188475e-06,0.0
edp,L2,3,GEMM,2048,3090,0.00018870074383308674,0.00018870074383308674,0.0
edp,L2,3,GEMM,4096,3090,0.009586389181975213,0.009586389181975213,0.0
edp,L2,3,GEMM,8192,3090,0.5519611838732631,0.5519611838732631,0.0
edp,L2,3,GEMM,16384,3090,34.61250786581249,34.61250786581249,0.0
edp,L2,3,REDUCTION,1000000,5060ti,2.474535993631169e-09,2.474535993631169e-09,0.0
edp,L2,3,REDUCTION,2000000,5060ti,5.980464346876632e-09,5.980464346876632e-09,0.0
edp,L2,3,REDUCTION,4000000,5060ti,1.2520686060739825e-08,1.2520686060739825e-08,0.0
edp,L2,3,REDUCTION,8000000,5060ti,3.728527220003208e-08,3.728527220003208e-08,0.0
edp,L2,3,REDUCTION,16000000,5060ti,2.075144622016573e-06,2.037456991504796e-06,1.8497387021623624
edp,L2,3,REDUCTION,32000000,5060ti,7.932330311619737e-06,7.733533276266238e-06,2.5705848575527046
edp,L2,3,REDUCTION,64000000,5060ti,3.108008509173395e-05,3.013640378525834e-05,3.1313666793156836
edp,L2,3,REDUCTION,128000000,5060ti,0.0001230780165792863,0.00011911742426590635,3.324947914033727
edp,L2,3,REDUCTION,256000000,5060ti,0.0004897531734769572,0.00047341211063243495,3.4517627406472684
edp,L2,3,STREAM,1000000,5060ti,9.658311566724401e-09,9.658311566724401e-09,0.0
edp,L2,3,STREAM,2000000,5060ti,3.1114843469929694e-08,3.1114843469929694e-08,0.0
edp,L2,3,STREAM,4000000,5060ti,9.953849820742517e-07,9.953849820742517e-07,0.0
edp,L2,3,STREAM,8000000,5060ti,6.016443946261985e-06,4.77129052457679e-06,26.09678482732174
edp,L2,3,STREAM,16000000,5060ti,2.3941383653167442e-05,1.86020048914739e-05,28.70324350974023
edp,L2,3,STREAM,32000000,5060ti,9.505491949146443e-05,7.35303107590801e-05,29.27310997353061
edp,L2,3,STREAM,64000000,5060ti,0.000380528313142224,0.0002921000196105803,30.273292569282905
edp,L2,3,STREAM,128000000,5060ti,0.0015307258857527894,0.0011546890956053667,32.566064023517825
edp,L2,3,STREAM,256000000,5060ti,0.006097809343609082,0.004604439428091058,32.433262264395914
edp,L2,3,STRIDED_GEMM,64,3090,4.859665954730526e-09,3.237613049447247e-09,50.10027080167008
edp,L2,3,STRIDED_GEMM,128,3090,5.254947561097379e-09,4.1285733098116655e-09,27.28240887981461
edp,L2,3,STRIDED_GEMM,256,3090,1.5793902250375102e-08,1.5793902250375102e-08,0.0
edp,L2,3,STRIDED_GEMM,512,3090,1.7394991964630863e-07,1.7394991964630863e-07,0.0
edp,L2,3,STRIDED_GEMM,1024,3090,5.039506289485348e-06,5.039506289485348e-06,0.0
edp,L2,3,STRIDED_GEMM,2048,3090,0.00019715618085984927,0.00019715618085984927,0.0
edp,L2,3,STRIDED_GEMM,4096,3090,0.010086198379814693,0.010086198379814693,0.0
edp,L2,3,STRIDED_GEMM,8192,3090,0.5672881434609375,0.5672881434609375,0.0
edp,L2,3,STRIDED_GEMM,16384,3090,37.21716666729688,37.21716666729688,0.0
edp,L2,4,AXPY,1000000,5060ti,8.783485184422363e-09,8.783485184422363e-09,0.0
edp,L2,4,AXPY,2000000,5060ti,2.87020907119081e-08,2.87020907119081e-08,0.0
edp,L2,4,AXPY,4000000,5060ti,1.263988448125162e-07,1.263988448125162e-07,0.0
edp,L2,4,AXPY,8000000,5060ti,5.692905888470016e-06,4.8077072324350324e-06,18.412074888067664
edp,L2,4,AXPY,16000000,5060ti,2.2462849470549508e-05,1.8794338298742965e-05,19.519235599009654
edp,L2,4,AXPY,32000000,5060ti,8.992605753331265e-05,7.300177561453408e-05,23.183383933210912
edp,L2,4,AXPY,64000000,5060ti,0.0003593373351308345,0.0002919382094604739,23.08677777907857
edp,L2,4,AXPY,128000000,5060ti,0.0014153547393381033,0.001166415844527228,21.342207925148294
edp,L2,4,AXPY,256000000,5060ti,0.005752101304263548,0.004639165408237017,23.990002470066507
edp,L2,4,CONV2D,1,3090,3.319291724149769e-05,3.319291724149769e-05,0.0
edp,L2,4,CONV2D,2,3090,2.8196093732050373e-05,2.8196093732050373e-05,0.0
edp,L2,4,CONV2D,3,3090,1.8972462837251544e-05,1.8972462837251544e-05,0.0
edp,L2,4,CONV2D,4,3090,3.080241196636839e-05,3.080241196636839e-05,0.0
edp,L2,4,CONV2D,5,3090,7.59759333796075e-05,7.59759333796075e-05,0.0
edp,L2,4,CONV2D,6,3090,0.00018404204383770252,0.00018404204383770252,0.0
edp,L2,4,GEMM,64,3090,4.371891841861353e-09,3.2844421905941844e-09,33.109112237729455
edp,L2,4,GEMM,128,3090,4.763676951908083e-09,4.3726100295591845e-09,8.943558188479095
edp,L2,4,GEMM,256,3090,1.4299735543458652e-08,1.4299735543458652e-08,0.0
edp,L2,4,GEMM,512,3090,1.634364022584921e-07,1.634364022584921e-07,0.0
edp,L2,4,GEMM,1024,3090,4.822784860205309e-06,4.822784860205309e-06,0.0
edp,L2,4,GEMM,2048,3090,0.00018893034838697963,0.00018893034838697963,0.0
edp,L2,4,GEMM,4096,3090,0.00955991487689809,0.00955991487689809,0.0
edp,L2,4,GEMM,8192,3090,0.5480867763012148,0.5480867763012148,0.0
edp,L2,4,GEMM,16384,3090,34.33796961271875,34.33796961271875,0.0
edp,L2,4,REDUCTION,1000000,5060ti,2.5025618159294214e-09,2.5025618159294214e-09,0.0
edp,L2,4,REDUCTION,2000000,5060ti,6.027956910902821e-09,6.027956910902821e-09,0.0
edp,L2,4,REDUCTION,4000000,5060ti,1.2522827737896893e-08,1.2522827737896893e-08,0.0
edp,L2,4,REDUCTION,8000000,5060ti,3.732252805824761e-08,3.732252805824761e-08,0.0
edp,L2,4,REDUCTION,16000000,5060ti,1.989344160832357e-06,1.989344160832357e-06,0.0
edp,L2,4,REDUCTION,32000000,5060ti,7.924159228116046e-06,7.684000031201492e-06,3.1254450278418666
edp,L2,4,REDUCTION,64000000,5060ti,3.101662377487057e-05,3.0027478516043737e-05,3.294133599324134
edp,L2,4,REDUCTION,128000000,5060ti,0.00012320933218437315,0.00011905212612667781,3.4919208862106865
edp,L2,4,REDUCTION,256000000,5060ti,0.00048826566822927914,0.0004739477778425282,3.020984812277816
edp,L2,4,STREAM,1000000,5060ti,9.667867942850342e-09,9.667867942850342e-09,0.0
edp,L2,4,STREAM,2000000,5060ti,3.0993893092670806e-08,3.0993893092670806e-08,0.0
edp,L2,4,STREAM,4000000,5060ti,1.0052378365348212e-06,1.0052378365348212e-06,0.0
edp,L2,4,STREAM,8000000,5060ti,5.9855624461018585e-06,4.804715974338251e-06,24.576821565945828
edp,L2,4,STREAM,16000000,5060ti,2.389174978926421e-05,1.8575598014527787e-05,28.61900742349568
edp,L2,4,STREAM,32000000,5060ti,9.537399927372352e-05,7.349993492135788e-05,29.76065812271813
edp,L2,4,STREAM,64000000,5060ti,0.00038113205385980595,0.00029161666551173943,30.696252627051223
edp,L2,4,STREAM,128000000,5060ti,0.0015422936605897972,0.0011545443858094009,33.584613943496166
edp,L2,4,STREAM,256000000,5060ti,0.006108162773120581,0.004626165310469296,32.035116844991116
edp,L2,4,STRIDED_GEMM,64,3090,4.918910034468208e-09,3.2437848487625957e-09,51.64106942372029
edp,L2,4,STRIDED_GEMM,128,3090,5.253117951909642e-09,4.2178040432306886e-09,24.54627806478036
edp,L2,4,STRIDED_GEMM,256,3090,1.574277490292042e-08,1.574277490292042e-08,0.0
edp,L2,4,STRIDED_GEMM,512,3090,1.718793547800583e-07,1.718793547800583e-07,0.0
edp,L2,4,STRIDED_GEMM,1024,3090,4.94647526296028e-06,4.94647526296028e-06,0.0
edp,L2,4,STRIDED_GEMM,2048,3090,0.00019809931283841766,0.00019809931283841766,0.0
edp,L2,4,STRIDED_GEMM,4096,3090,0.010039428765632677,0.010039428765632677,0.0
edp,L2,4,STRIDED_GEMM,8192,3090,0.568547874328125,0.568547874328125,0.0
edp,L2,4,STRIDED_GEMM,16384,3090,37.0868129004375,37.0868129004375,0.0
edp,L2,5,AXPY,1000000,5060ti,9.140420603739137e-09,9.140420603739137e-09,0.0
edp,L2,5,AXPY,2000000,5060ti,2.9193506750664908e-08,2.9193506750664908e-08,0.0
edp,L2,5,AXPY,4000000,5060ti,1.2655383311615713e-07,1.2655383311615713e-07,0.0
edp,L2,5,AXPY,8000000,5060ti,5.586385076297608e-06,4.7843745086359165e-06,16.763122665544717
edp,L2,5,AXPY,16000000,5060ti,2.2491394893370565e-05,1.858593980395894e-05,21.012954580751053
edp,L2,5,AXPY,32000000,5060ti,8.980005568009325e-05,7.327531327903157e-05,22.551582056204445
edp,L2,5,AXPY,64000000,5060ti,0.00035388724649629006,0.0002941215359939776,20.320072891070517
edp,L2,5,AXPY,128000000,5060ti,0.0014296732467736436,0.0011630574049897213,22.923704422506862
edp,L2,5,AXPY,256000000,5060ti,0.005784138629840693,0.004614236869702479,25.354176501425417
edp,L2,5,CONV2D,1,3090,3.280252408391918e-05,3.280252408391918e-05,0.0
edp,L2,5,CONV2D,2,3090,2.804233023893946e-05,2.804233023893946e-05,0.0
edp,L2,5,CONV2D,3,3090,1.8578542447234646e-05,1.8578542447234646e-05,0.0
edp,L2,5,CONV2D,4,3090,3.0705684945067174e-05,3.0705684945067174e-05,0.0
edp,L2,5,CONV2D,5,3090,7.518618497470517e-05,7.518618497470517e-05,0.0
edp,L2,5,CONV2D,6,3090,0.00018751618168809183,0.00018751618168809183,0.0
edp,L2,5,GEMM,64,3090,4.393267157328785e-09,3.373158628874671e-09,30.241937622555113
edp,L2,5,GEMM,128,3090,4.738609875035385e-09,4.199609285424243e-09,12.834541334163486
edp,L2,5,GEMM,256,3090,1.4445281614905575e-08,1.4445281614905575e-08,0.0
edp,L2,5,GEMM,512,3090,1.6239211457100646e-07,1.6239211457100646e-07,0.0
edp,L2,5,GEMM,1024,3090,4.850644877261717e-06,4.850644877261717e-06,0.0
edp,L2,5,GEMM,2048,3090,0.0001866946736102065,0.0001866946736102065,0.0
edp,L2,5,GEMM,4096,3090,0.009535163917515412,0.009535163917515412,0.0
edp,L2,5,GEMM,8192,3090,0.5457316104552947,0.5457316104552947,0.0
edp,L2,5,GEMM,16384,3090,34.51393928132813,34.51393928132813,0.0
edp,L2,5,REDUCTION,1000000,5060ti,2.516324764908057e-09,2.516324764908057e-09,0.0
edp,L2,5,REDUCTION,2000000,5060ti,6.01403412785864e-09,6.01403412785864e-09,0.0
edp,L2,5,REDUCTION,4000000,5060ti,1.252803750869959e-08,1.252803750869959e-08,0.0
edp,L2,5,REDUCTION,8000000,5060ti,3.7549309793353085e-08,3.7549309793353085e-08,0.0
edp,L2,5,REDUCTION,16000000,5060ti,2.1613909886528232e-06,2.0441188330470002e-06,5.737051765773082
edp,L2,5,REDUCTION,32000000,5060ti,7.920336671134158e-06,7.727762971647691e-06,2.4919721294894615
edp,L2,5,REDUCTION,64000000,5060ti,3.106664062597086e-05,3.0365754141664557e-05,2.308147793848536
edp,L2,5,REDUCTION,128000000,5060ti,0.00012306232229632785,0.0001196930279719105,2.8149461848421486
edp,L2,5,REDUCTION,256000000,5060ti,0.0004906144828789072,0.0004739687275066725,3.5119944431355687
edp,L2,5,STREAM,1000000,5060ti,9.55494169609149e-09,9.55494169609149e-09,0.0
edp,L2,5,STREAM,2000000,5060ti,3.078425931359429e-08,3.078425931359429e-08,0.0
edp,L2,5,STREAM,4000000,5060ti,9.957667861706143e-07,9.957667861706143e-07,0.0
edp,L2,5,STREAM,8000000,5060ti,6.027758999863191e-06,4.797014286435967e-06,25.656473796779732
edp,L2,5,STREAM,16000000,5060ti,2.4009856223925846e-05,1.87059730028957e-05,28.353955285881693
edp,L2,5,STREAM,32000000,5060ti,9.497065554156411e-05,7.349120852002784e-05,29.227233371298666
edp,L2,5,STREAM,64000000,5060ti,0.0003799221846005296,0.00029102039749997967,30.548301034657264
edp,L2,5,STREAM,128000000,5060ti,0.0015242648167552724,0.0011588737250750904,31.529845208675013
edp,L2,5,STREAM,256000000,5060ti,0.006095660595997826,0.004638959814869499,31.401452895950687
edp,L2,5,STRIDED_GEMM,64,3090,4.9288667817980846e-09,3.2460180902697464e-09,51.84347852443707
edp,L2,5,STRIDED_GEMM,128,3090,5.22616838839052e-09,4.1444304771370295e-09,26.101002712458452
edp,L2,5,STRIDED_GEMM,256,3090,1.5739236461990383e-08,1.5739236461990383e-08,0.0
edp,L2,5,STRIDED_GEMM,512,3090,1.5844725457458367e-07,1.5844725457458367e-07,0.0
edp,L2,5,STRIDED_GEMM,1024,3090,4.972230922411697e-06,4.972230922411697e-06,0.0
edp,L2,5,STRIDED_GEMM,2048,3090,0.00019624524503312522,0.00019624524503312522,0.0
edp,L2,5,STRIDED_GEMM,4096,3090,0.009977926523701811,0.009977926523701811,0.0
edp,L2,5,STRIDED_GEMM,8192,3090,0.5735141139461797,0.5735141139461797,0.0
edp,L2,5,STRIDED_GEMM,16384,3090,37.0002582333125,37.0002582333125,0.0
edp,L3,1,AXPY,1000000,5060ti,9.057179283401682e-09,9.057179283401682e-09,0.0
edp,L3,1,AXPY,2000000,5060ti,2.823988056301405e-08,2.823988056301405e-08,0.0
edp,L3,1,AXPY,4000000,5060ti,1.2696094060591431e-07,1.2696094060591431e-07,0.0
edp,L3,1,AXPY,8000000,3090,4.785134613149163e-06,4.785134613149163e-06,0.0
edp,L3,1,AXPY,16000000,3090,1.8779461291658088e-05,1.8779461291658088e-05,0.0
edp,L3,1,AXPY,32000000,3090,7.359157106888748e-05,7.359157106888748e-05,0.0
edp,L3,1,AXPY,64000000,3090,0.0002941970559887489,0.0002941970559887489,0.0
edp,L3,1,AXPY,128000000,3090,0.0011582701125356029,0.0011582701125356029,0.0
edp,L3,1,AXPY,256000000,3090,0.0046359987183019645,0.0046359987183019645,0.0
edp,L3,1,CONV2D,1,3090,3.28425348182058e-05,3.28425348182058e-05,0.0
edp,L3,1,CONV2D,2,3090,2.8514451879983168e-05,2.8514451879983168e-05,0.0
edp,L3,1,CONV2D,3,3090,1.902564620912787e-05,1.902564620912787e-05,0.0
edp,L3,1,CONV2D,4,3090,3.06302219870345e-05,3.06302219870345e-05,0.0
edp,L3,1,CONV2D,5,3090,7.525681460350237e-05,7.525681460350237e-05,0.0
edp,L3,1,CONV2D,6,3090,0.00019440547304422603,0.00019440547304422603,0.0
edp,L3,1,GEMM,64,5060ti,3.2196572837301353e-09,3.2196572837301353e-09,0.0
edp,L3,1,GEMM,128,5060ti,3.9880664086007704e-09,3.9880664086007704e-09,0.0
edp,L3,1,GEMM,256,3090,1.4219059172952523e-08,1.4219059172952523e-08,0.0
edp,L3,1,GEMM,512,3090,1.6439557435146534e-07,1.6439557435146534e-07,0.0
edp,L3,1,GEMM,1024,3090,4.85357252115436e-06,4.85357252115436e-06,0.0
edp,L3,1,GEMM,2048,3090,0.00018654187247042487,0.00018654187247042487,0.0
edp,L3,1,GEMM,4096,3090,0.009484102459021381,0.009484102459021381,0.0
edp,L3,1,GEMM,8192,3090,0.5492014127291662,0.5492014127291662,0.0
edp,L3,1,GEMM,16384,3090,34.490732235375,34.490732235375,0.0
edp,L3,1,REDUCTION,1000000,5060ti,2.53995084832503e-09,2.53995084832503e-09,0.0
edp,L3,1,REDUCTION,2000000,5060ti,5.937504859192506e-09,5.937504859192506e-09,0.0
edp,L3,1,REDUCTION,4000000,5060ti,1.2523458227704728e-08,1.2523458227704728e-08,0.0
edp,L3,1,REDUCTION,8000000,5060ti,3.830514849069819e-08,3.830514849069819e-08,0.0
edp,L3,1,REDUCTION,16000000,3090,2.0464620195041385e-06,2.0464620195041385e-06,0.0
edp,L3,1,REDUCTION,32000000,3090,7.665195402159927e-06,7.665195402159927e-06,0.0
edp,L3,1,REDUCTION,64000000,3090,3.0250734289870027e-05,3.0250734289870027e-05,0.0
edp,L3,1,REDUCTION,128000000,3090,0.0001183328780741159,0.0001183328780741159,0.0
edp,L3,1,REDUCTION,256000000,3090,0.0004693833295610469,0.0004693833295610469,0.0
edp,L3,1,STREAM,1000000,5060ti,9.43437201399628e-09,9.43437201399628e-09,0.0
edp,L3,1,STREAM,2000000,5060ti,3.0583928131209865e-08,3.0583928131209865e-08,0.0
edp,L3,1,STREAM,4000000,5060ti,9.969733226127186e-07,9.969733226127186e-07,0.0
edp,L3,1,STREAM,8000000,3090,4.823940765193059e-06,4.823940765193059e-06,0.0
edp,L3,1,STREAM,16000000,3090,1.8753954887309968e-05,1.8753954887309968e-05,0.0
edp,L3,1,STREAM,32000000,3090,7.359085331190186e-05,7.359085331190186e-05,0.0
edp,L3,1,STREAM,64000000,3090,0.00029342107232524956,0.00029342107232524956,0.0
edp,L3,1,STREAM,128000000,3090,0.0011608856521553804,0.0011608856521553804,0.0
edp,L3,1,STREAM,256000000,3090,0.004631354321319163,0.004631354321319163,0.0
edp,L3,1,STRIDED_GEMM,64,5060ti,3.24423910027237e-09,3.24423910027237e-09,0.0
edp,L3,1,STRIDED_GEMM,128,5060ti,4.204998524883306e-09,4.204998524883306e-09,0.0
edp,L3,1,STRIDED_GEMM,256,3090,1.556595186251065e-08,1.556595186251065e-08,0.0
edp,L3,1,STRIDED_GEMM,512,3090,1.7169369096292428e-07,1.7169369096292428e-07,0.0
edp,L3,1,STRIDED_GEMM,1024,3090,4.870540304469664e-06,4.870540304469664e-06,0.0
edp,L3,1,STRIDED_GEMM,2048,3090,0.0001964703150806863,0.0001964703150806863,0.0
edp,L3,1,STRIDED_GEMM,4096,3090,0.009962700571296156,0.009962700571296156,0.0
edp,L3,1,STRIDED_GEMM,8192,3090,0.571710555453125,0.571710555453125,0.0
edp,L3,1,STRIDED_GEMM,16384,3090,37.9637149863611,37.9637149863611,0.0
edp,L3,2,AXPY,1000000,5060ti,9.112375445065539e-09,9.112375445065539e-09,0.0
edp,L3,2,AXPY,2000000,5060ti,2.9072993730717436e-08,2.9072993730717436e-08,0.0
edp,L3,2,AXPY,4000000,5060ti,1.263443511807673e-07,1.263443511807673e-07,0.0
edp,L3,2,AXPY,8000000,3090,4.806421703778365e-06,4.806421703778365e-06,0.0
edp,L3,2,AXPY,16000000,3090,1.873445541201579e-05,1.873445541201579e-05,0.0
edp,L3,2,AXPY,32000000,3090,7.411884083258852e-05,7.411884083258852e-05,0.0
edp,L3,2,AXPY,64000000,3090,0.00029461973074649747,0.00029461973074649747,0.0
edp,L3,2,AXPY,128000000,3090,0.0011589860015389323,0.0011589860015389323,0.0
edp,L3,2,AXPY,256000000,3090,0.004631429746746476,0.004631429746746476,0.0
edp,L3,2,CONV2D,1,3090,3.3467144990575423e-05,3.3467144990575423e-05,0.0
edp,L3,2,CONV2D,2,3090,2.8512645483848145e-05,2.8512645483848145e-05,0.0
edp,L3,2,CONV2D,3,3090,1.862156394958206e-05,1.862156394958206e-05,0.0
edp,L3,2,CONV2D,4,3090,3.0287133169051913e-05,3.0287133169051913e-05,0.0
edp,L3,2,CONV2D,5,3090,7.500527857279441e-05,7.500527857279441e-05,0.0
edp,L3,2,CONV2D,6,3090,0.00019450706841907372,0.00019450706841907372,0.0
edp,L3,2,GEMM,64,5060ti,3.3379631010000002e-09,3.3379631010000002e-09,0.0
edp,L3,2,GEMM,128,5060ti,4.019357669449647e-09,4.019357669449647e-09,0.0
