selection_objective,evaluation_objective,holdout_session,workload,size,selected_platform,selected_value,oracle_value,regret_pct
runtime,edp,4,STRIDED_GEMM,256,3090,1.574277490292042e-08,1.574277490292042e-08,0.0
runtime,edp,4,STRIDED_GEMM,512,3090,1.718793547800583e-07,1.718793547800583e-07,0.0
runtime,edp,4,STRIDED_GEMM,1024,3090,4.94647526296028e-06,4.94647526296028e-06,0.0
runtime,edp,4,STRIDED_GEMM,2048,3090,0.00019809931283841766,0.00019809931283841766,0.0
runtime,edp,4,STRIDED_GEMM,4096,3090,0.010039428765632677,0.010039428765632677,0.0
runtime,edp,4,STRIDED_GEMM,8192,3090,0.568547874328125,0.568547874328125,0.0
runtime,edp,4,STRIDED_GEMM,16384,3090,37.0868129004375,37.0868129004375,0.0
runtime,edp,5,AXPY,1000000,5060ti,9.140420603739137e-09,9.140420603739137e-09,0.0
runtime,edp,5,AXPY,2000000,5060ti,2.9193506750664908e-08,2.9193506750664908e-08,0.0
runtime,edp,5,AXPY,4000000,5060ti,1.2655383311615713e-07,1.2655383311615713e-07,0.0
runtime,edp,5,AXPY,8000000,3090,4.7843745086359165e-06,4.7843745086359165e-06,0.0
runtime,edp,5,AXPY,16000000,3090,1.858593980395894e-05,1.858593980395894e-05,0.0
runtime,edp,5,AXPY,32000000,3090,7.327531327903157e-05,7.327531327903157e-05,0.0
runtime,edp,5,AXPY,64000000,3090,0.0002941215359939776,0.0002941215359939776,0.0
runtime,edp,5,AXPY,128000000,3090,0.0011630574049897213,0.0011630574049897213,0.0
runtime,edp,5,AXPY,256000000,3090,0.004614236869702479,0.004614236869702479,0.0
runtime,edp,5,CONV2D,1,3090,3.280252408391918e-05,3.280252408391918e-05,0.0
runtime,edp,5,CONV2D,2,3090,2.804233023893946e-05,2.804233023893946e-05,0.0
runtime,edp,5,CONV2D,3,3090,1.8578542447234646e-05,1.8578542447234646e-05,0.0
runtime,edp,5,CONV2D,4,3090,3.0705684945067174e-05,3.0705684945067174e-05,0.0
runtime,edp,5,CONV2D,5,3090,7.518618497470517e-05,7.518618497470517e-05,0.0
runtime,edp,5,CONV2D,6,3090,0.00018751618168809183,0.00018751618168809183,0.0
runtime,edp,5,GEMM,64,3090,4.393267157328785e-09,3.373158628874671e-09,30.241937622555113
runtime,edp,5,GEMM,128,3090,4.738609875035385e-09,4.199609285424243e-09,12.834541334163486
runtime,edp,5,GEMM,256,3090,1.4445281614905575e-08,1.4445281614905575e-08,0.0
runtime,edp,5,GEMM,512,3090,1.6239211457100646e-07,1.6239211457100646e-07,0.0
runtime,edp,5,GEMM,1024,3090,4.850644877261717e-06,4.850644877261717e-06,0.0
runtime,edp,5,GEMM,2048,3090,0.0001866946736102065,0.0001866946736102065,0.0
runtime,edp,5,GEMM,4096,3090,0.009535163917515412,0.009535163917515412,0.0
runtime,edp,5,GEMM,8192,3090,0.5457316104552947,0.5457316104552947,0.0
runtime,edp,5,GEMM,16384,3090,34.51393928132813,34.51393928132813,0.0
runtime,edp,5,REDUCTION,1000000,3090,6.864058287847124e-09,2.516324764908057e-09,172.7810966045127
runtime,edp,5,REDUCTION,2000000,5060ti,6.01403412785864e-09,6.01403412785864e-09,0.0
runtime,edp,5,REDUCTION,4000000,5060ti,1.252803750869959e-08,1.252803750869959e-08,0.0
runtime,edp,5,REDUCTION,8000000,5060ti,3.7549309793353085e-08,3.7549309793353085e-08,0.0
runtime,edp,5,REDUCTION,16000000,3090,2.0441188330470002e-06,2.0441188330470002e-06,0.0
runtime,edp,5,REDUCTION,32000000,3090,7.727762971647691e-06,7.727762971647691e-06,0.0
runtime,edp,5,REDUCTION,64000000,3090,3.0365754141664557e-05,3.0365754141664557e-05,0.0
runtime,edp,5,REDUCTION,128000000,3090,0.0001196930279719105,0.0001196930279719105,0.0
runtime,edp,5,REDUCTION,256000000,3090,0.0004739687275066725,0.0004739687275066725,0.0
runtime,edp,5,STREAM,1000000,5060ti,9.55494169609149e-09,9.55494169609149e-09,0.0
runtime,edp,5,STREAM,2000000,5060ti,3.078425931359429e-08,3.078425931359429e-08,0.0
runtime,edp,5,STREAM,4000000,3090,1.2918091016478838e-06,9.957667861706143e-07,29.73008535620565
runtime,edp,5,STREAM,8000000,3090,4.797014286435967e-06,4.797014286435967e-06,0.0
runtime,edp,5,STREAM,16000000,3090,1.87059730028957e-05,1.87059730028957e-05,0.0
runtime,edp,5,STREAM,32000000,3090,7.349120852002784e-05,7.349120852002784e-05,0.0
runtime,edp,5,STREAM,64000000,3090,0.00029102039749997967,0.00029102039749997967,0.0
runtime,edp,5,STREAM,128000000,3090,0.0011588737250750904,0.0011588737250750904,0.0
runtime,edp,5,STREAM,256000000,3090,0.004638959814869499,0.004638959814869499,0.0
runtime,edp,5,STRIDED_GEMM,64,3090,4.9288667817980846e-09,3.2460180902697464e-09,51.84347852443707
runtime,edp,5,STRIDED_GEMM,128,3090,5.22616838839052e-09,4.1444304771370295e-09,26.101002712458452
runtime,edp,5,STRIDED_GEMM,256,3090,1.5739236461990383e-08,1.5739236461990383e-08,0.0
runtime,edp,5,STRIDED_GEMM,512,3090,1.5844725457458367e-07,1.5844725457458367e-07,0.0
runtime,edp,5,STRIDED_GEMM,1024,3090,4.972230922411697e-06,4.972230922411697e-06,0.0
runtime,edp,5,STRIDED_GEMM,2048,3090,0.00019624524503312522,0.00019624524503312522,0.0
runtime,edp,5,STRIDED_GEMM,4096,3090,0.009977926523701811,0.009977926523701811,0.0
runtime,edp,5,STRIDED_GEMM,8192,3090,0.5735141139461797,0.5735141139461797,0.0
runtime,edp,5,STRIDED_GEMM,16384,3090,37.0002582333125,37.0002582333125,0.0
runtime,energy,1,AXPY,1000000,5060ti,0.0011061409972979,0.0011061409972979,0.0
runtime,energy,1,AXPY,2000000,5060ti,0.0019707976901804,0.0019707976901804,0.0
runtime,energy,1,AXPY,4000000,5060ti,0.0047706775918486,0.0047706775918486,0.0
runtime,energy,1,AXPY,8000000,3090,0.0411490524357632,0.0232590303030303,76.91645739161406
runtime,energy,1,AXPY,16000000,3090,0.0814728047937312,0.0461752302472127,76.44266061596778
runtime,energy,1,AXPY,32000000,3090,0.1609741773308958,0.0928637245392822,73.34451975679941
runtime,energy,1,AXPY,64000000,3090,0.3225813636363637,0.1854641472868217,73.93192611911627
runtime,energy,1,AXPY,128000000,3090,0.6371283905967451,0.3707046332046332,71.86955153189115
runtime,energy,1,AXPY,256000000,3090,1.2787228260869563,0.7298769230769231,75.19704838677154
runtime,energy,1,CONV2D,1,3090,0.1058463661453541,0.1058463661453541,0.0
runtime,energy,1,CONV2D,2,3090,0.0985547235023041,0.0925390215492137,6.500719212695749
runtime,energy,1,CONV2D,3,3090,0.0796802145411203,0.0796802145411203,0.0
runtime,energy,1,CONV2D,4,3090,0.1000926434676434,0.0861506518590053,16.183268852632303
runtime,energy,1,CONV2D,5,3090,0.1590018841262364,0.1590018841262364,0.0
runtime,energy,1,CONV2D,6,3090,0.2585901271503366,0.2177177615571776,18.7730965543778
runtime,energy,1,GEMM,64,3090,0.0008412728598968,0.0003295783996954,155.25728041470975
runtime,energy,1,GEMM,128,3090,0.000913588911308,0.0004074502386389,124.22097833587524
runtime,energy,1,GEMM,256,3090,0.0019802297612636,0.0012379650248886,59.95845774736597
runtime,energy,1,GEMM,512,3090,0.007248085481284,0.007248085481284,0.0
runtime,energy,1,GEMM,1024,3090,0.0400796513739256,0.0400796513739256,0.0
runtime,energy,1,GEMM,2048,3090,0.2480520989505247,0.2480520989505247,0.0
runtime,energy,1,GEMM,4096,3090,1.7094088397790057,1.7094088397790057,0.0
runtime,energy,1,GEMM,8192,3090,13.157,13.157,0.0
runtime,energy,1,GEMM,16384,3090,103.701,103.701,0.0
runtime,energy,1,REDUCTION,1000000,3090,0.0012069691791515,0.0004058325746143,197.40569255649177
runtime,energy,1,REDUCTION,2000000,5060ti,0.0007244346821188,0.0007244346821188,0.0
runtime,energy,1,REDUCTION,4000000,5060ti,0.0010194523610633,0.0010194523610633,0.0
runtime,energy,1,REDUCTION,8000000,5060ti,0.0018676395184281,0.0018676395184281,0.0
runtime,energy,1,REDUCTION,16000000,3090,0.0266073982927016,0.0135197026022304,96.80461231678328
runtime,energy,1,REDUCTION,32000000,3090,0.0515170336209461,0.0258104404065291,99.59765431942868
runtime,energy,1,REDUCTION,64000000,3090,0.1034283625730994,0.0527866915422885,95.93643691467348
runtime,energy,1,REDUCTION,128000000,3090,0.2040385507246376,0.1028810386473429,98.32473836509747
runtime,energy,1,REDUCTION,256000000,3090,0.4064543879907621,0.2019988009592326,101.21623794826027
runtime,energy,1,STREAM,1000000,5060ti,0.0011522025710308,0.0011522025710308,0.0
runtime,energy,1,STREAM,2000000,5060ti,0.0021343406554041,0.0021343406554041,0.0
runtime,energy,1,STREAM,4000000,3090,0.0209661324913618,0.0104092301800076,101.41866524990704
runtime,energy,1,STREAM,8000000,3090,0.0414299685644428,0.0245104444984211,69.02985405716171
runtime,energy,1,STREAM,16000000,3090,0.0816012178308823,0.0489721279689772,66.6278783772168
runtime,energy,1,STREAM,32000000,3090,0.1615334699453552,0.0970882638215324,66.37795711568799
runtime,energy,1,STREAM,64000000,3090,0.322758855585831,0.1977422480620155,63.22200174674257
runtime,energy,1,STREAM,128000000,3090,0.6414566003616637,0.3917674418604651,63.73402478660539
runtime,energy,1,STREAM,256000000,3090,1.2798429602888088,0.7899728682170541,62.01100212180417
runtime,energy,1,STRIDED_GEMM,64,3090,0.0009206785817693,0.0003328917247089,176.56998159818937
runtime,energy,1,STRIDED_GEMM,128,3090,0.0010043627799364,0.0004304749907228,133.31501285359204
runtime,energy,1,STRIDED_GEMM,256,3090,0.0021376285056935,0.001246295174311,71.51863777979108
runtime,energy,1,STRIDED_GEMM,512,3090,0.0075070639873808,0.0072855162620866,3.0409337831983185
runtime,energy,1,STRIDED_GEMM,1024,3090,0.0398911938534278,0.0398911938534278,0.0
runtime,energy,1,STRIDED_GEMM,2048,3090,0.2573864844343204,0.2573864844343204,0.0
runtime,energy,1,STRIDED_GEMM,4096,3090,1.7928916666666668,1.7928916666666668,0.0
runtime,energy,1,STRIDED_GEMM,8192,3090,13.693625,13.693625,0.0
runtime,energy,1,STRIDED_GEMM,16384,3090,114.07783333333332,114.07783333333332,0.0
runtime,energy,2,AXPY,1000000,5060ti,0.0011128838123311,0.0011128838123311,0.0
runtime,energy,2,AXPY,2000000,5060ti,0.0020289443895169,0.0020289443895169,0.0
runtime,energy,2,AXPY,4000000,5060ti,0.0047473189813459,0.0047473189813459,0.0
runtime,energy,2,AXPY,8000000,3090,0.0412889069956931,0.0230670511896178,78.99516785343042
runtime,energy,2,AXPY,16000000,3090,0.0813677486187845,0.0467765390208434,73.94991233217878
runtime,energy,2,AXPY,32000000,3090,0.1621364259597806,0.0903144379844961,79.52437016506029
runtime,energy,2,AXPY,64000000,3090,0.3229981768459434,0.1824980657640232,76.98717818937988
runtime,energy,2,AXPY,128000000,3090,0.6375480943738657,0.368027027027027,73.23404194633937
runtime,energy,2,AXPY,256000000,3090,1.2767771739130436,0.7360658914728682,73.45963027280233
runtime,energy,2,CONV2D,1,3090,0.1071140731556106,0.1071140731556106,0.0
runtime,energy,2,CONV2D,2,3090,0.0983248269896193,0.0926434402332361,6.132529990337043
runtime,energy,2,CONV2D,3,3090,0.0784748464808691,0.0784748464808691,0.0
runtime,energy,2,CONV2D,4,3090,0.1000491778319123,0.083955294117647,19.16958767568946
runtime,energy,2,CONV2D,5,3090,0.158600519112789,0.158600519112789,0.0
runtime,energy,2,CONV2D,6,3090,0.2594184741959611,0.218264598540146,18.855039218943958
runtime,energy,2,GEMM,64,3090,0.0008383713225895,0.000336495,149.14822585461894
runtime,energy,2,GEMM,128,3090,0.000930721794338,0.000407041659308,128.65516908522184
runtime,energy,2,GEMM,256,3090,0.0019903793687717,0.0012409696751375,60.38904162192078
runtime,energy,2,GEMM,512,3090,0.0072134093990058,0.0072134093990058,0.0
runtime,energy,2,GEMM,1024,3090,0.0399124833676061,0.0399124833676061,0.0
runtime,energy,2,GEMM,2048,3090,0.250474416854778,0.250474416854778,0.0
runtime,energy,2,GEMM,4096,3090,1.7220583333333337,1.7220583333333337,0.0
runtime,energy,2,GEMM,8192,3090,13.143166666666668,13.143166666666668,0.0
runtime,energy,2,GEMM,16384,3090,103.080375,103.080375,0.0
runtime,energy,2,REDUCTION,1000000,3090,0.0012224280934574,0.0004004339781535,205.27581577725198
runtime,energy,2,REDUCTION,2000000,5060ti,0.0007239961970641,0.0007239961970641,0.0
runtime,energy,2,REDUCTION,4000000,5060ti,0.0010149071298707,0.0010149071298707,0.0
runtime,energy,2,REDUCTION,8000000,5060ti,0.0018101359096119,0.0018101359096119,0.0
runtime,energy,2,REDUCTION,16000000,3090,0.0266429340304474,0.0134059067972692,98.74026004622529
runtime,energy,2,REDUCTION,32000000,3090,0.0524100847835787,0.0255780720665229,104.90240486957609
runtime,energy,2,REDUCTION,64000000,3090,0.1040282246270839,0.0505450121654501,105.81303707389766
runtime,energy,2,REDUCTION,128000000,3090,0.2067988972721996,0.1011799516908212,104.38722673452303
runtime,energy,2,REDUCTION,256000000,3090,0.4082413394919168,0.2011105769230769,102.9934704270008
runtime,energy,2,STREAM,1000000,5060ti,0.0011647752394988,0.0011647752394988,0.0
runtime,energy,2,STREAM,2000000,5060ti,0.0021426227628995,0.0021426227628995,0.0
runtime,energy,2,STREAM,4000000,3090,0.0211038062283737,0.0104462052505966,102.02366047870277
runtime,energy,2,STREAM,8000000,3090,0.0413121078317453,0.0244504001940334,68.96291064318301
runtime,energy,2,STREAM,16000000,3090,0.0812964408725602,0.0494774600096946,64.31005321742668
runtime,energy,2,STREAM,32000000,3090,0.1612892938496583,0.0977298739088263,65.03581494449439
runtime,energy,2,STREAM,64000000,3090,0.3206759090909091,0.1951065891472868,64.35934352213471
runtime,energy,2,STREAM,128000000,3090,0.6405578661844485,0.3903100775193798,64.11512361031552
runtime,energy,2,STREAM,256000000,3090,1.2764314079422383,0.7845620155038759,62.693500668964305
runtime,energy,2,STRIDED_GEMM,64,3090,0.0009366275794162,0.000328479789707,185.1400934747494
runtime,energy,2,STRIDED_GEMM,128,3090,0.0010086930828564,0.0004243214979824,137.71906152589955
runtime,energy,2,STRIDED_GEMM,256,3090,0.0021720491964435,0.0012476624035895,74.08949650118153
runtime,energy,2,STRIDED_GEMM,512,3090,0.0075459808251149,0.007332893847194,2.905905667820896
runtime,energy,2,STRIDED_GEMM,1024,3090,0.0405251289432649,0.0405251289432649,0.0
runtime,energy,2,STRIDED_GEMM,2048,3090,0.2585576335877863,0.2585576335877863,0.0
runtime,energy,2,STRIDED_GEMM,4096,3090,1.7959088397790053,1.7959088397790053,0.0
runtime,energy,2,STRIDED_GEMM,8192,3090,13.703958333333333,13.703958333333333,0.0
runtime,energy,2,STRIDED_GEMM,16384,3090,112.3175,112.3175,0.0
runtime,energy,3,AXPY,1000000,5060ti,0.0011103864734299,0.0011103864734299,0.0
runtime,energy,3,AXPY,2000000,5060ti,0.0020346831162504,0.0020346831162504,0.0
runtime,energy,3,AXPY,4000000,5060ti,0.004748283570174,0.004748283570174,0.0
runtime,energy,3,AXPY,8000000,3090,0.0410434554973822,0.023050826848249,78.0563264284811
runtime,energy,3,AXPY,16000000,3090,0.0808264719411223,0.0464936923823386,73.84395129655388
runtime,energy,3,AXPY,32000000,3090,0.1610137111517367,0.0934747817652764,72.25363687508428
runtime,energy,3,AXPY,64000000,3090,0.3237019143117593,0.1831434108527131,76.7477807716957
runtime,energy,3,AXPY,128000000,3090,0.6394210526315789,0.3667567567567568,74.3447232672691
runtime,energy,3,AXPY,256000000,3090,1.2690595667870035,0.7419147286821706,71.05194407464808
runtime,energy,3,CONV2D,1,3090,0.107063582920792,0.107063582920792,0.0
runtime,energy,3,CONV2D,2,3090,0.0979851670506912,0.0924463869463869,5.991342968889035
runtime,energy,3,CONV2D,3,3090,0.0783677647058823,0.0783677647058823,0.0
runtime,energy,3,CONV2D,4,3090,0.1001294602012808,0.0855971756821445,16.977528058986778
runtime,energy,3,CONV2D,5,3090,0.1572666198501872,0.1572666198501872,0.0
runtime,energy,3,CONV2D,6,3090,0.2526645894428152,0.2181224116930572,15.836143329629927
runtime,energy,3,GEMM,64,3090,0.0008424448040085,0.0003328180970606,153.12469828078684
runtime,energy,3,GEMM,128,3090,0.0009327962864666,0.0004245956397689,119.6905005841098
runtime,energy,3,GEMM,256,3090,0.0020196103990151,0.0012479899127188,61.829064356401034
runtime,energy,3,GEMM,512,3090,0.0071977680989348,0.0071977680989348,0.0
runtime,energy,3,GEMM,1024,3090,0.0395013713331743,0.0395013713331743,0.0
runtime,energy,3,GEMM,2048,3090,0.2509823175319789,0.2509823175319789,0.0
runtime,energy,3,GEMM,4096,3090,1.7268555555555556,1.7268555555555556,0.0
runtime,energy,3,GEMM,8192,3090,13.206083333333334,13.206083333333334,0.0
runtime,energy,3,GEMM,16384,3090,104.2845,104.2845,0.0
runtime,energy,3,REDUCTION,1000000,3090,0.0012116827679173,0.0004025485459273,201.00289273834045
runtime,energy,3,REDUCTION,2000000,5060ti,0.0007296760128185,0.0007296760128185,0.0
runtime,energy,3,REDUCTION,4000000,5060ti,0.001019212815095,0.001019212815095,0.0
runtime,energy,3,REDUCTION,8000000,5060ti,0.0018187064370643,0.0018187064370643,0.0
runtime,energy,3,REDUCTION,16000000,3090,0.0264924638572746,0.0131456325301204,101.53053720749301
runtime,energy,3,REDUCTION,32000000,3090,0.0519663740514804,0.0257552339901477,101.77014921067848
runtime,energy,3,REDUCTION,64000000,3090,0.1030016086575021,0.0510729927007299,101.67529492750886
runtime,energy,3,REDUCTION,128000000,3090,0.2053828985507246,0.1017971014492753,101.75711845102518
runtime,energy,3,REDUCTION,256000000,3090,0.4099105080831409,0.203155421686747,101.77187725523633
runtime,energy,3,STREAM,1000000,5060ti,0.0011795218210103,0.0011795218210103,0.0
runtime,energy,3,STREAM,2000000,5060ti,0.0021713880410953,0.0021713880410953,0.0
runtime,energy,3,STREAM,4000000,3090,0.0211188686000716,0.0104232127517419,102.61381114515066
runtime,energy,3,STREAM,8000000,3090,0.0411414405010438,0.024787915554477,65.97378029074798
runtime,energy,3,STREAM,16000000,3090,0.0810485314364387,0.0493795443528841,64.13381795756669
runtime,energy,3,STREAM,32000000,3090,0.1614977241693218,0.0978553398058252,65.03721155103285
runtime,energy,3,STREAM,64000000,3090,0.3215694822888283,0.1960968992248062,63.98499086932521
runtime,energy,3,STREAM,128000000,3090,0.6378363471971067,0.394265503875969,61.77838053966853
runtime,energy,3,STREAM,256000000,3090,1.2723303249097473,0.7856279069767442,61.95075475436364
runtime,energy,3,STRIDED_GEMM,64,3090,0.0009229584664873,0.00032838672915,181.05839382617455
runtime,energy,3,STRIDED_GEMM,128,3090,0.0010143157840029,0.0004190262752675,142.06495961509242
runtime,energy,3,STRIDED_GEMM,256,3090,0.0021686073608016,0.0012450789335778,74.17428745420919
runtime,energy,3,STRIDED_GEMM,512,3090,0.0076243319203833,0.0074883421492204,1.8160197337812267
runtime,energy,3,STRIDED_GEMM,1024,3090,0.0411330347415567,0.0411330347415567,0.0
runtime,energy,3,STRIDED_GEMM,2048,3090,0.2575174506828528,0.2575174506828528,0.0
runtime,energy,3,STRIDED_GEMM,4096,3090,1.8130888888888888,1.8130888888888888,0.0
runtime,energy,3,STRIDED_GEMM,8192,3090,13.5970625,13.5970625,0.0
runtime,energy,3,STRIDED_GEMM,16384,3090,111.708625,111.708625,0.0
runtime,energy,4,AXPY,1000000,5060ti,0.0010727175960042,0.0010727175960042,0.0
runtime,energy,4,AXPY,2000000,5060ti,0.0020030592213672,0.0020030592213672,0.0
runtime,energy,4,AXPY,4000000,5060ti,0.0047480771789753,0.0047480771789753,0.0
runtime,energy,4,AXPY,8000000,3090,0.0412828947368421,0.0233667478684531,76.67368591149635
runtime,energy,4,AXPY,16000000,3090,0.081547465437788,0.0462867540029112,76.17883818912661
runtime,energy,4,AXPY,32000000,3090,0.1598351598173515,0.0926299709020368,72.55231569314566
runtime,energy,4,AXPY,64000000,3090,0.3197458941605839,0.1852732558139534,72.58070667342535
runtime,energy,4,AXPY,128000000,3090,0.6417862318840579,0.3646143410852713,76.01782474430023
runtime,energy,4,AXPY,256000000,3090,1.2789148550724638,0.7406666666666666,72.67077251203385
runtime,energy,4,CONV2D,1,3090,0.1065770775409329,0.1065770775409329,0.0
runtime,energy,4,CONV2D,2,3090,0.0977021826536473,0.0918750728013977,6.342427466529266
runtime,energy,4,CONV2D,3,3090,0.0793948308718437,0.0793948308718437,0.0
runtime,energy,4,CONV2D,4,3090,0.1003395099540581,0.0865180810028929,15.975191302154567
runtime,energy,4,CONV2D,5,3090,0.1597480988593155,0.1597480988593155,0.0
runtime,energy,4,CONV2D,6,3090,0.2499139048991354,0.2099981927710843,19.007645542722628
runtime,energy,4,GEMM,64,3090,0.0008382078325822,0.0003318445800536,152.5904845113973
runtime,energy,4,GEMM,128,3090,0.0009229959547593,0.0004407619205195,109.40918708935183
runtime,energy,4,GEMM,256,3090,0.0019915961861547,0.0012582528246274,58.282671588236745
runtime,energy,4,GEMM,512,3090,0.0072255863346739,0.0072255863346739,0.0
runtime,energy,4,GEMM,1024,3090,0.0398839458413926,0.0398839458413926,0.0
runtime,energy,4,GEMM,2048,3090,0.2509364661654135,0.2509364661654135,0.0
runtime,energy,4,GEMM,4096,3090,1.717661111111111,1.717661111111111,0.0
runtime,energy,4,GEMM,8192,3090,13.133895833333334,13.133895833333334,0.0
runtime,energy,4,GEMM,16384,3090,103.273875,103.273875,0.0
runtime,energy,4,REDUCTION,1000000,3090,0.0012081107251631,0.0004071096194392,196.7531759203558
runtime,energy,4,REDUCTION,2000000,5060ti,0.0007354623763431,0.0007354623763431,0.0
runtime,energy,4,REDUCTION,4000000,5060ti,0.0010193909390201,0.0010193909390201,0.0
runtime,energy,4,REDUCTION,8000000,5060ti,0.0018198622132004,0.0018198622132004,0.0
runtime,energy,4,REDUCTION,16000000,3090,0.0262709694779734,0.0126077238862703,108.37202428411565
runtime,energy,4,REDUCTION,32000000,3090,0.0516548415885765,0.0257298337438423,100.75855173739163
runtime,energy,4,REDUCTION,64000000,3090,0.1026599415204678,0.050971107055961,101.40810637633946
runtime,energy,4,REDUCTION,128000000,3090,0.2052623188405797,0.101903381642512,101.42836825637636
runtime,energy,4,REDUCTION,256000000,3090,0.4103868360277136,0.2025132211538461,102.64693519241845
runtime,energy,4,STREAM,1000000,5060ti,0.0011807213624826,0.0011807213624826,0.0
runtime,energy,4,STREAM,2000000,5060ti,0.0021629841379013,0.0021629841379013,0.0
runtime,energy,4,STREAM,4000000,3090,0.021067661097852,0.0105152817574021,100.35279685227346
runtime,energy,4,STREAM,8000000,3090,0.0412695530726257,0.0246636341581756,67.32957036238514
runtime,energy,4,STREAM,16000000,3090,0.0810063044475011,0.0492696411251212,64.41423683558813
runtime,energy,4,STREAM,32000000,3090,0.1612697038724373,0.0982754607177497,64.09966709350678
runtime,energy,4,STREAM,64000000,3090,0.3208197093551317,0.1964176356589147,63.335490868164726
runtime,energy,4,STREAM,128000000,3090,0.6377576853526221,0.3972693798449612,60.535323815168994
runtime,energy,4,STREAM,256000000,3090,1.277,0.7856627906976743,62.5379253185727
runtime,energy,4,STRIDED_GEMM,64,3090,0.0009341966020311,0.0003301833153612,182.93270997329074
runtime,energy,4,STRIDED_GEMM,128,3090,0.0010128198496893,0.0004277205107757,136.79478167939217
runtime,energy,4,STRIDED_GEMM,256,3090,0.0021616795683107,0.0012573772639439,71.9197276981419
runtime,energy,4,STRIDED_GEMM,512,3090,0.0075230361588889,0.0072599729546991,3.6234736111451893
runtime,energy,4,STRIDED_GEMM,1024,3090,0.0404943806791009,0.0404943806791009,0.0
runtime,energy,4,STRIDED_GEMM,2048,3090,0.2590519877675841,0.2590519877675841,0.0
runtime,energy,4,STRIDED_GEMM,4096,3090,1.8068722222222224,1.8068722222222224,0.0
runtime,energy,4,STRIDED_GEMM,8192,3090,13.599875,13.599875,0.0
runtime,energy,4,STRIDED_GEMM,16384,3090,111.51975,111.51975,0.0
runtime,energy,5,AXPY,1000000,5060ti,0.0011163104888233,0.0011163104888233,0.0
runtime,energy,5,AXPY,2000000,5060ti,0.0020373554571637,0.0020373554571637,0.0
runtime,energy,5,AXPY,4000000,5060ti,0.0047548633472602,0.0047548633472602,0.0
runtime,energy,5,AXPY,8000000,3090,0.0411059124767225,0.0229790957705396,78.88394255017828
runtime,energy,5,AXPY,16000000,3090,0.0806471198156682,0.0463498062015503,73.99667102161635
runtime,energy,5,AXPY,32000000,3090,0.1603002742230347,0.092560620756547,73.1840959068939
runtime,energy,5,AXPY,64000000,3090,0.3224038286235187,0.1824071566731141,76.74955001973306
runtime,energy,5,AXPY,128000000,3090,0.6397141560798547,0.3683474903474903,73.67137630729165
runtime,energy,5,AXPY,256000000,3090,1.2721684782608695,0.7448449612403101,70.79641327538344
runtime,energy,5,CONV2D,1,3090,0.1059935483870967,0.1059935483870967,0.0
runtime,energy,5,CONV2D,2,3090,0.0974230217889908,0.0923613053613053,5.4803431024331495
runtime,energy,5,CONV2D,3,3090,0.0782325553983969,0.0782325553983969,0.0
runtime,energy,5,CONV2D,4,3090,0.1001823187519119,0.0861732530120482,16.25686074297907
runtime,energy,5,CONV2D,5,3090,0.1587692853762423,0.1587692853762423,0.0
runtime,energy,5,CONV2D,6,3090,0.2517311906501095,0.2179719512195121,15.487882381985774
runtime,energy,5,GEMM,64,3090,0.0008423632879622,0.0003347796931087,151.6171994006495
runtime,energy,5,GEMM,128,3090,0.0009182465066358,0.0004186242111759,119.348638258757
runtime,energy,5,GEMM,256,3090,0.001994293700622,0.0012592353037497,58.37339492336919
runtime,energy,5,GEMM,512,3090,0.0071338785469004,0.0071338785469004,0.0
runtime,energy,5,GEMM,1024,3090,0.0401171231216674,0.0401171231216674,0.0
runtime,energy,5,GEMM,2048,3090,0.2481971407072987,0.2481971407072987,0.0
runtime,energy,5,GEMM,4096,3090,1.7184388888888886,1.7184388888888886,0.0
runtime,energy,5,GEMM,8192,3090,13.074854166666666,13.074854166666666,0.0
runtime,energy,5,GEMM,16384,3090,103.623875,103.623875,0.0
runtime,energy,5,REDUCTION,1000000,3090,0.0012184612288479,0.0004093440537001,197.6618856031039
runtime,energy,5,REDUCTION,2000000,5060ti,0.0007337658080009,0.0007337658080009,0.0
runtime,energy,5,REDUCTION,4000000,5060ti,0.0010198147511178,0.0010198147511178,0.0
runtime,energy,5,REDUCTION,8000000,5060ti,0.001830818280606,0.001830818280606,0.0
runtime,energy,5,REDUCTION,16000000,3090,0.0265895533861173,0.013697242206235,94.12340809753445
runtime,energy,5,REDUCTION,32000000,3090,0.0519617843866171,0.0257176724137931,102.0469953523032
runtime,energy,5,REDUCTION,64000000,3090,0.103804621234279,0.0510550486618004,103.3190134082588
runtime,energy,5,REDUCTION,128000000,3090,0.2063759420289855,0.1017820048309178,102.76270090358422
runtime,energy,5,REDUCTION,256000000,3090,0.4101645496535797,0.2035204819277108,101.53477712344822
runtime,energy,5,STREAM,1000000,5060ti,0.0011669327765495,0.0011669327765495,0.0
runtime,energy,5,STREAM,2000000,5060ti,0.0021483758185387,0.0021483758185387,0.0
runtime,energy,5,STREAM,4000000,3090,0.0213322434150772,0.0104175735013363,104.77171015247299
runtime,energy,5,STREAM,8000000,3090,0.0411891592920354,0.0248203011170471,65.94947457646202
runtime,energy,5,STREAM,16000000,3090,0.0813908547794117,0.0495196316044595,64.36078408160459
runtime,energy,5,STREAM,32000000,3090,0.1612389521640091,0.097985465116279,64.55394886646447
runtime,energy,5,STREAM,64000000,3090,0.319825,0.1957567829457364,63.3787576539073
