selection_objective,evaluation_objective,holdout_session,workload,size,selected_platform,selected_value,oracle_value,regret_pct
edp,runtime,2,REDUCTION,16000000,3090,7.689482427341227e-05,7.689482427341227e-05,0.0
edp,runtime,2,REDUCTION,32000000,3090,0.0001487715977242,0.0001487715977242,0.0
edp,runtime,2,REDUCTION,64000000,3090,0.0002925112850248,0.0002925112850248,0.0
edp,runtime,2,REDUCTION,128000000,3090,0.0005805002019733,0.0005805002019733,0.0
edp,runtime,2,REDUCTION,256000000,3090,0.0011548411726327,0.0011548411726327,0.0
edp,runtime,2,STREAM,1000000,5060ti,8.188016867272578e-06,8.188016867272578e-06,0.0
edp,runtime,2,STREAM,2000000,5060ti,1.4328955852641532e-05,1.4328955852641532e-05,0.0
edp,runtime,2,STREAM,4000000,5060ti,9.548744630071598e-05,5.967008710177783e-05,60.025652615263226
edp,runtime,2,STREAM,8000000,3090,0.0001162032884034,0.0001162032884034,0.0
edp,runtime,2,STREAM,16000000,3090,0.0002296336394948,0.0002296336394948,0.0
edp,runtime,2,STREAM,32000000,3090,0.0004557681093394,0.0004557681093394,0.0
edp,runtime,2,STREAM,64000000,3090,0.0009094963636363,0.0009094963636363,0.0
edp,runtime,2,STREAM,128000000,3090,0.0018104330922242,0.0018104330922242,0.0
edp,runtime,2,STREAM,256000000,3090,0.0036179855595667,0.0036179855595667,0.0
edp,runtime,2,STRIDED_GEMM,64,5060ti,9.841122870342216e-06,5.2663084400027385e-06,86.8694737966601
edp,runtime,2,STRIDED_GEMM,128,5060ti,9.844514270493175e-06,5.18906807248901e-06,89.71642177303553
edp,runtime,2,STRIDED_GEMM,256,3090,7.282653811704909e-06,7.282653811704909e-06,0.0
edp,runtime,2,STRIDED_GEMM,512,3090,2.291826648056197e-05,2.291826648056197e-05,0.0
edp,runtime,2,STRIDED_GEMM,1024,3090,0.0001219558594218,0.0001219558594218,0.0
edp,runtime,2,STRIDED_GEMM,2048,3090,0.0007663213740458,0.0007663213740458,0.0
edp,runtime,2,STRIDED_GEMM,4096,3090,0.0055515994475138,0.0055515994475138,0.0
edp,runtime,2,STRIDED_GEMM,8192,3090,0.0418021458333333,0.0418021458333333,0.0
edp,runtime,2,STRIDED_GEMM,16384,3090,0.332657375,0.332657375,0.0
edp,runtime,3,AXPY,1000000,5060ti,8.188072942765906e-06,8.188072942765906e-06,0.0
edp,runtime,3,AXPY,2000000,5060ti,1.432911731791543e-05,1.432911731791543e-05,0.0
edp,runtime,3,AXPY,4000000,5060ti,2.6613515447868437e-05,2.6613515447868437e-05,0.0
edp,runtime,3,AXPY,8000000,3090,0.0001163761774287,0.0001163761774287,0.0
edp,runtime,3,AXPY,16000000,3090,0.0002299871108555,0.0002299871108555,0.0
edp,runtime,3,AXPY,32000000,3090,0.0004572038971663,0.0004572038971663,0.0
edp,runtime,3,AXPY,64000000,3090,0.0009122411909753,0.0009122411909753,0.0
edp,runtime,3,AXPY,128000000,3090,0.0018176927259528,0.0018176927259528,0.0
edp,runtime,3,AXPY,256000000,3090,0.0036263515072202,0.0036263515072202,0.0
edp,runtime,3,CONV2D,1,3090,0.0003117660300123,0.0003117660300123,0.0
edp,runtime,3,CONV2D,2,3090,0.0002893070187211,0.0002893070187211,0.0
edp,runtime,3,CONV2D,3,3090,0.0002380348142352,0.0002380348142352,0.0
edp,runtime,3,CONV2D,4,3090,0.0003062447918572,0.0003062447918572,0.0
edp,runtime,3,CONV2D,5,3090,0.0004708557237827,0.0004708557237827,0.0
edp,runtime,3,CONV2D,6,3090,0.0007474163896627,0.0007474163896627,0.0
edp,runtime,3,GEMM,64,5060ti,9.93450120221797e-06,5.224620282895767e-06,90.14781293755058
edp,runtime,3,GEMM,128,5060ti,9.920947202035968e-06,5.183126736815811e-06,91.40853978289516
edp,runtime,3,GEMM,256,3090,7.24233833007459e-06,7.24233833007459e-06,0.0
edp,runtime,3,GEMM,512,3090,2.2760561473190104e-05,2.2760561473190104e-05,0.0
edp,runtime,3,GEMM,1024,3090,0.0001209905795373,0.0001209905795373,0.0
edp,runtime,3,GEMM,2048,3090,0.000751848758465,0.000751848758465,0.0
edp,runtime,3,GEMM,4096,3090,0.0055513555555555,0.0055513555555555,0.0
edp,runtime,3,GEMM,8192,3090,0.0417959791666666,0.0417959791666666,0.0
edp,runtime,3,GEMM,16384,3090,0.3319046249999999,0.3319046249999999,0.0
edp,runtime,3,REDUCTION,1000000,5060ti,6.147174095315372e-06,5.658497548303753e-06,8.636153728795204
edp,runtime,3,REDUCTION,2000000,5060ti,8.19605447049856e-06,8.19605447049856e-06,0.0
edp,runtime,3,REDUCTION,4000000,5060ti,1.2284663100093362e-05,1.2284663100093362e-05,0.0
edp,runtime,3,REDUCTION,8000000,5060ti,2.0500984348093484e-05,2.0500984348093484e-05,0.0
edp,runtime,3,REDUCTION,16000000,3090,7.6907040525992e-05,7.6907040525992e-05,0.0
edp,runtime,3,REDUCTION,32000000,3090,0.0001488180273768,0.0001488180273768,0.0
edp,runtime,3,REDUCTION,64000000,3090,0.0002925818749634,0.0002925818749634,0.0
edp,runtime,3,REDUCTION,128000000,3090,0.0005799773257971,0.0005799773257971,0.0
edp,runtime,3,REDUCTION,256000000,3090,0.0011549157713625,0.0011549157713625,0.0
edp,runtime,3,STREAM,1000000,5060ti,8.188328011135675e-06,8.188328011135675e-06,0.0
edp,runtime,3,STREAM,2000000,5060ti,1.4329471693246788e-05,1.4329471693246788e-05,0.0
edp,runtime,3,STREAM,4000000,5060ti,9.549694569056028e-05,5.968340494092373e-05,60.00586056557224
edp,runtime,3,STREAM,8000000,3090,0.0001159728601252,0.0001159728601252,0.0
edp,runtime,3,STREAM,16000000,3090,0.0002295168655346,0.0002295168655346,0.0
edp,runtime,3,STREAM,32000000,3090,0.0004553024578971,0.0004553024578971,0.0
edp,runtime,3,STREAM,64000000,3090,0.0009083574023614,0.0009083574023614,0.0
edp,runtime,3,STREAM,128000000,3090,0.0018103218806509,0.0018103218806509,0.0
edp,runtime,3,STREAM,256000000,3090,0.0036189025270758,0.0036189025270758,0.0
edp,runtime,3,STRIDED_GEMM,64,5060ti,9.859147042353149e-06,5.265313804667716e-06,87.24709310987289
edp,runtime,3,STRIDED_GEMM,128,5060ti,9.852779058248905e-06,5.180780624707656e-06,90.1794299349412
edp,runtime,3,STRIDED_GEMM,256,3090,7.282969953831142e-06,7.282969953831142e-06,0.0
edp,runtime,3,STRIDED_GEMM,512,3090,2.281510320678216e-05,2.281510320678216e-05,0.0
edp,runtime,3,STRIDED_GEMM,1024,3090,0.0001225172497276,0.0001225172497276,0.0
edp,runtime,3,STRIDED_GEMM,2048,3090,0.0007656031866464,0.0007656031866464,0.0
edp,runtime,3,STRIDED_GEMM,4096,3090,0.0055629916666666,0.0055629916666666,0.0
edp,runtime,3,STRIDED_GEMM,8192,3090,0.041721375,0.041721375,0.0
edp,runtime,3,STRIDED_GEMM,16384,3090,0.333162875,0.333162875,0.0
edp,runtime,4,AXPY,1000000,5060ti,8.18806852534185e-06,8.18806852534185e-06,0.0
edp,runtime,4,AXPY,2000000,5060ti,1.432912736964278e-05,1.432912736964278e-05,0.0
edp,runtime,4,AXPY,4000000,5060ti,2.6621059441117764e-05,2.6621059441117764e-05,0.0
edp,runtime,4,AXPY,8000000,3090,0.000116457609455,0.000116457609455,0.0
edp,runtime,4,AXPY,16000000,3090,0.0002304711519585,0.0002304711519585,0.0
edp,runtime,4,AXPY,32000000,3090,0.0004567316458904,0.0004567316458904,0.0
edp,runtime,4,AXPY,64000000,3090,0.0009130319256386,0.0009130319256386,0.0
edp,runtime,4,AXPY,128000000,3090,0.0018174522708333,0.0018174522708333,0.0
edp,runtime,4,AXPY,256000000,3090,0.0036274231938405,0.0036274231938405,0.0
edp,runtime,4,CONV2D,1,3090,0.0003114451813407,0.0003114451813407,0.0
edp,runtime,4,CONV2D,2,3090,0.0002885922603388,0.0002885922603388,0.0
edp,runtime,4,CONV2D,3,3090,0.0002389634517627,0.0002389634517627,0.0
edp,runtime,4,CONV2D,4,3090,0.0003069818856049,0.0003069818856049,0.0
edp,runtime,4,CONV2D,5,3090,0.0004755983571768,0.0004755983571768,0.0
edp,runtime,4,CONV2D,6,3090,0.0007364217845821,0.0007364217845821,0.0
edp,runtime,4,GEMM,64,5060ti,9.897531519314483e-06,5.215761141712569e-06,89.76197817342302
edp,runtime,4,GEMM,128,5060ti,9.920571233570831e-06,5.161102740856931e-06,92.21805361548867
edp,runtime,4,GEMM,256,3090,7.1800376215160615e-06,7.1800376215160615e-06,0.0
edp,runtime,4,GEMM,512,3090,2.2619119707171586e-05,2.2619119707171586e-05,0.0
edp,runtime,4,GEMM,1024,3090,0.0001209204545454,0.0001209204545454,0.0
edp,runtime,4,GEMM,2048,3090,0.0007529011278195,0.0007529011278195,0.0
edp,runtime,4,GEMM,4096,3090,0.0055656583333333,0.0055656583333333,0.0
edp,runtime,4,GEMM,8192,3090,0.0417307083333333,0.0417307083333333,0.0
edp,runtime,4,GEMM,16384,3090,0.33249425,0.33249425,0.0
edp,runtime,4,REDUCTION,1000000,5060ti,6.147144887847997e-06,5.684419756909063e-06,8.140235076350933
edp,runtime,4,REDUCTION,2000000,5060ti,8.196145859799527e-06,8.196145859799527e-06,0.0
edp,runtime,4,REDUCTION,4000000,5060ti,1.228461746965751e-05,1.228461746965751e-05,0.0
edp,runtime,4,REDUCTION,8000000,5060ti,2.0508436181337272e-05,2.0508436181337272e-05,0.0
edp,runtime,4,REDUCTION,16000000,3090,7.688619797032367e-05,7.688619797032367e-05,0.0
edp,runtime,4,REDUCTION,32000000,3090,0.0001487566275472,0.0001487566275472,0.0
edp,runtime,4,REDUCTION,64000000,3090,0.0002924945998538,0.0002924945998538,0.0
edp,runtime,4,REDUCTION,128000000,3090,0.0005799999084057,0.0005799999084057,0.0
edp,runtime,4,REDUCTION,256000000,3090,0.0011548805571593,0.0011548805571593,0.0
edp,runtime,4,STREAM,1000000,5060ti,8.18810284123475e-06,8.18810284123475e-06,0.0
edp,runtime,4,STREAM,2000000,5060ti,1.4329228101849862e-05,1.4329228101849862e-05,0.0
edp,runtime,4,STREAM,4000000,5060ti,9.559780324737344e-05,5.9670525059665874e-05,60.20942190768908
edp,runtime,4,STREAM,8000000,3090,0.0001164227770018,0.0001164227770018,0.0
edp,runtime,4,STREAM,16000000,3090,0.000229310522696,0.000229310522696,0.0
edp,runtime,4,STREAM,32000000,3090,0.0004557578587699,0.0004557578587699,0.0
edp,runtime,4,STREAM,64000000,3090,0.0009089736603088,0.0009089736603088,0.0
edp,runtime,4,STREAM,128000000,3090,0.0018103182640144,0.0018103182640144,0.0
edp,runtime,4,STREAM,256000000,3090,0.0036226823104693,0.0036226823104693,0.0
edp,runtime,4,STRIDED_GEMM,64,5060ti,9.824193706499364e-06,5.265390629524527e-06,86.5805293041763
edp,runtime,4,STRIDED_GEMM,128,5060ti,9.861121776885136e-06,5.186626183838249e-06,90.12593981831229
edp,runtime,4,STRIDED_GEMM,256,3090,7.282658879559572e-06,7.282658879559572e-06,0.0
edp,runtime,4,STRIDED_GEMM,512,3090,2.2847072797459968e-05,2.2847072797459968e-05,0.0
edp,runtime,4,STRIDED_GEMM,1024,3090,0.0001221521401243,0.0001221521401243,0.0
edp,runtime,4,STRIDED_GEMM,2048,3090,0.0007647087155963,0.0007647087155963,0.0
edp,runtime,4,STRIDED_GEMM,4096,3090,0.0055562472222222,0.0055562472222222,0.0
edp,runtime,4,STRIDED_GEMM,8192,3090,0.041805375,0.041805375,0.0
edp,runtime,4,STRIDED_GEMM,16384,3090,0.33255825,0.33255825,0.0
edp,runtime,5,AXPY,1000000,5060ti,8.188062994350283e-06,8.188062994350283e-06,0.0
edp,runtime,5,AXPY,2000000,5060ti,1.4329117998538452e-05,1.4329117998538452e-05,0.0
edp,runtime,5,AXPY,4000000,5060ti,2.6615661455145436e-05,2.6615661455145436e-05,0.0
edp,runtime,5,AXPY,8000000,3090,0.0001163913953095,0.0001163913953095,0.0
edp,runtime,5,AXPY,16000000,3090,0.000230460056682,0.000230460056682,0.0
edp,runtime,5,AXPY,32000000,3090,0.0004571128379798,0.0004571128379798,0.0
edp,runtime,5,AXPY,64000000,3090,0.0009122768090246,0.0009122768090246,0.0
edp,runtime,5,AXPY,128000000,3090,0.0018180892105263,0.0018180892105263,0.0
edp,runtime,5,AXPY,256000000,3090,0.003627064298913,0.003627064298913,0.0
edp,runtime,5,CONV2D,1,3090,0.0003094766104454,0.0003094766104454,0.0
edp,runtime,5,CONV2D,2,3090,0.0002878408996559,0.0002878408996559,0.0
edp,runtime,5,CONV2D,3,3090,0.000237478404644,0.000237478404644,0.0
edp,runtime,5,CONV2D,4,3090,0.0003064980460385,0.0003064980460385,0.0
edp,runtime,5,CONV2D,5,3090,0.0004735562347373,0.0004735562347373,0.0
edp,runtime,5,CONV2D,6,3090,0.0007449064265887,0.0007449064265887,0.0
edp,runtime,5,GEMM,64,5060ti,1.0075756380418918e-05,5.215406725472023e-06,93.19214992780846
edp,runtime,5,GEMM,128,5060ti,1.003193120060518e-05,5.160498668703173e-06,94.39848442255665
edp,runtime,5,GEMM,256,3090,7.2433070467004125e-06,7.2433070467004125e-06,0.0
edp,runtime,5,GEMM,512,3090,2.2763509849990964e-05,2.2763509849990964e-05,0.0
edp,runtime,5,GEMM,1024,3090,0.0001209120819195,0.0001209120819195,0.0
edp,runtime,5,GEMM,2048,3090,0.0007522031602708,0.0007522031602708,0.0
edp,runtime,5,GEMM,4096,3090,0.0055487361111111,0.0055487361111111,0.0
edp,runtime,5,GEMM,8192,3090,0.0417390208333333,0.0417390208333333,0.0
edp,runtime,5,GEMM,16384,3090,0.333069375,0.333069375,0.0
edp,runtime,5,REDUCTION,1000000,5060ti,6.147212209784794e-06,5.633382602035967e-06,9.121155867579866
edp,runtime,5,REDUCTION,2000000,5060ti,8.196122062764833e-06,8.196122062764833e-06,0.0
edp,runtime,5,REDUCTION,4000000,5060ti,1.2284620804874453e-05,1.2284620804874453e-05,0.0
edp,runtime,5,REDUCTION,8000000,5060ti,2.050957770692801e-05,2.050957770692801e-05,0.0
edp,runtime,5,REDUCTION,16000000,3090,7.687676447075103e-05,7.687676447075103e-05,0.0
edp,runtime,5,REDUCTION,32000000,3090,0.0001487201231226,0.0001487201231226,0.0
edp,runtime,5,REDUCTION,64000000,3090,0.0002925279605147,0.0002925279605147,0.0
edp,runtime,5,REDUCTION,128000000,3090,0.0005799756831884,0.0005799756831884,0.0
edp,runtime,5,REDUCTION,256000000,3090,0.0011555575144341,0.0011555575144341,0.0
edp,runtime,5,STREAM,1000000,5060ti,8.188082371243758e-06,8.188082371243758e-06,0.0
edp,runtime,5,STREAM,2000000,5060ti,1.4329084812792848e-05,1.4329084812792848e-05,0.0
edp,runtime,5,STREAM,4000000,5060ti,9.55852901870943e-05,6.055664547381168e-05,57.84442721225551
edp,runtime,5,STREAM,8000000,3090,0.000116463029809,0.000116463029809,0.0
edp,runtime,5,STREAM,16000000,3090,0.0002298289292279,0.0002298289292279,0.0
edp,runtime,5,STREAM,32000000,3090,0.0004557906605922,0.0004557906605922,0.0
edp,runtime,5,STREAM,64000000,3090,0.0009099363636363,0.0009099363636363,0.0
edp,runtime,5,STREAM,128000000,3090,0.001811459312839,0.001811459312839,0.0
edp,runtime,5,STREAM,256000000,3090,0.0036244438405797,0.0036244438405797,0.0
edp,runtime,5,STRIDED_GEMM,64,5060ti,9.817174014917796e-06,5.265276790649924e-06,86.45124283591564
edp,runtime,5,STRIDED_GEMM,128,5060ti,9.77020933189866e-06,5.183225422148554e-06,88.49670882823975
edp,runtime,5,STRIDED_GEMM,256,3090,7.283292793055231e-06,7.283292793055231e-06,0.0
edp,runtime,5,STRIDED_GEMM,512,3090,2.2875730590455152e-05,2.2875730590455152e-05,0.0
edp,runtime,5,STRIDED_GEMM,1024,3090,0.000122197205156,0.000122197205156,0.0
edp,runtime,5,STRIDED_GEMM,2048,3090,0.0007633897727272,0.0007633897727272,0.0
edp,runtime,5,STRIDED_GEMM,4096,3090,0.0055470552486187,0.0055470552486187,0.0
edp,runtime,5,STRIDED_GEMM,8192,3090,0.0417089166666666,0.0417089166666666,0.0
edp,runtime,5,STRIDED_GEMM,16384,3090,0.332510375,0.332510375,0.0
energy,edp,1,AXPY,1000000,5060ti,9.057179283401682e-09,9.057179283401682e-09,0.0
energy,edp,1,AXPY,2000000,5060ti,2.823988056301405e-08,2.823988056301405e-08,0.0
energy,edp,1,AXPY,4000000,5060ti,1.2696094060591431e-07,1.2696094060591431e-07,0.0
energy,edp,1,AXPY,8000000,5060ti,5.6431195210328964e-06,4.785134613149163e-06,17.930214659501132
energy,edp,1,AXPY,16000000,5060ti,2.2406273301795378e-05,1.8779461291658088e-05,19.312652018129683
energy,edp,1,AXPY,32000000,5060ti,9.007256996581244e-05,7.359157106888748e-05,22.395226324897234
energy,edp,1,AXPY,64000000,5060ti,0.00035970532886700816,0.0002941970559887489,22.26680095696285
energy,edp,1,AXPY,128000000,5060ti,0.0014387344466159967,0.0011582701125356029,24.2140698482171
energy,edp,1,AXPY,256000000,5060ti,0.00566932976007011,0.0046359987183019645,22.28928661452749
energy,edp,1,CONV2D,1,3090,3.28425348182058e-05,3.28425348182058e-05,0.0
energy,edp,1,CONV2D,2,5060ti,5.392662481449027e-05,2.8514451879983168e-05,89.12032762006612
energy,edp,1,CONV2D,3,3090,1.902564620912787e-05,1.902564620912787e-05,0.0
energy,edp,1,CONV2D,4,5060ti,4.176951990797765e-05,3.06302219870345e-05,36.36701662057271
energy,edp,1,CONV2D,5,3090,7.525681460350237e-05,7.525681460350237e-05,0.0
energy,edp,1,CONV2D,6,5060ti,0.0002650704336359858,0.00019440547304422603,36.34926501049893
energy,edp,1,GEMM,64,5060ti,3.2196572837301353e-09,3.2196572837301353e-09,0.0
energy,edp,1,GEMM,128,5060ti,3.9880664086007704e-09,3.9880664086007704e-09,0.0
energy,edp,1,GEMM,256,5060ti,2.026325485545099e-08,1.4219059172952523e-08,42.507704686929856
energy,edp,1,GEMM,512,3090,1.6439557435146534e-07,1.6439557435146534e-07,0.0
energy,edp,1,GEMM,1024,3090,4.85357252115436e-06,4.85357252115436e-06,0.0
energy,edp,1,GEMM,2048,3090,0.00018654187247042487,0.00018654187247042487,0.0
energy,edp,1,GEMM,4096,3090,0.009484102459021381,0.009484102459021381,0.0
energy,edp,1,GEMM,8192,3090,0.5492014127291662,0.5492014127291662,0.0
energy,edp,1,GEMM,16384,3090,34.490732235375,34.490732235375,0.0
energy,edp,1,REDUCTION,1000000,5060ti,2.53995084832503e-09,2.53995084832503e-09,0.0
energy,edp,1,REDUCTION,2000000,5060ti,5.937504859192506e-09,5.937504859192506e-09,0.0
energy,edp,1,REDUCTION,4000000,5060ti,1.2523458227704728e-08,1.2523458227704728e-08,0.0
energy,edp,1,REDUCTION,8000000,5060ti,3.830514849069819e-08,3.830514849069819e-08,0.0
energy,edp,1,REDUCTION,16000000,5060ti,2.133993459525472e-06,2.0464620195041385e-06,4.27720813712158
energy,edp,1,REDUCTION,32000000,5060ti,7.952004454330369e-06,7.665195402159927e-06,3.7417056855409525
energy,edp,1,REDUCTION,64000000,5060ti,3.2096059002931066e-05,3.0250734289870027e-05,6.100098911248497
energy,edp,1,REDUCTION,128000000,5060ti,0.0001243857593682084,0.0001183328780741159,5.115130631996756
energy,edp,1,REDUCTION,256000000,5060ti,0.00048698148598830276,0.0004693833295610469,3.749207804996635
energy,edp,1,STREAM,1000000,5060ti,9.43437201399628e-09,9.43437201399628e-09,0.0
energy,edp,1,STREAM,2000000,5060ti,3.0583928131209865e-08,3.0583928131209865e-08,0.0
energy,edp,1,STREAM,4000000,5060ti,9.969733226127186e-07,9.969733226127186e-07,0.0
energy,edp,1,STREAM,8000000,5060ti,5.953734019426302e-06,4.823940765193059e-06,23.42054575763488
energy,edp,1,STREAM,16000000,5060ti,2.3744313096145142e-05,1.8753954887309968e-05,26.609631082198803
energy,edp,1,STREAM,32000000,5060ti,9.418376152746301e-05,7.359085331190186e-05,27.98297246028898
energy,edp,1,STREAM,64000000,5060ti,0.0003835178327342694,0.00029342107232524956,30.70562032066666
energy,edp,1,STREAM,128000000,5060ti,0.0015209383919235606,0.0011608856521553804,31.01534928092886
energy,edp,1,STREAM,256000000,5060ti,0.006131806146024872,0.004631354321319163,32.39769019180399
energy,edp,1,STRIDED_GEMM,64,5060ti,3.24423910027237e-09,3.24423910027237e-09,0.0
energy,edp,1,STRIDED_GEMM,128,5060ti,4.204998524883306e-09,4.204998524883306e-09,0.0
energy,edp,1,STRIDED_GEMM,256,5060ti,2.04068513473092e-08,1.556595186251065e-08,31.099283407508604
energy,edp,1,STRIDED_GEMM,512,5060ti,4.926494767533005e-07,1.7169369096292428e-07,186.9351075105513
energy,edp,1,STRIDED_GEMM,1024,3090,4.870540304469664e-06,4.870540304469664e-06,0.0
energy,edp,1,STRIDED_GEMM,2048,3090,0.0001964703150806863,0.0001964703150806863,0.0
energy,edp,1,STRIDED_GEMM,4096,3090,0.009962700571296156,0.009962700571296156,0.0
energy,edp,1,STRIDED_GEMM,8192,3090,0.571710555453125,0.571710555453125,0.0
energy,edp,1,STRIDED_GEMM,16384,3090,37.9637149863611,37.9637149863611,0.0
energy,edp,2,AXPY,1000000,5060ti,9.112375445065539e-09,9.112375445065539e-09,0.0
energy,edp,2,AXPY,2000000,5060ti,2.9072993730717436e-08,2.9072993730717436e-08,0.0
energy,edp,2,AXPY,4000000,5060ti,1.263443511807673e-07,1.263443511807673e-07,0.0
energy,edp,2,AXPY,8000000,5060ti,5.57887002106533e-06,4.806421703778365e-06,16.071172379230415
energy,edp,2,AXPY,16000000,5060ti,2.269905000594204e-05,1.873445541201579e-05,21.162048785167563
energy,edp,2,AXPY,32000000,5060ti,8.758213358867951e-05,7.411884083258852e-05,18.164467502264902
energy,edp,2,AXPY,64000000,5060ti,0.0003538935129388894,0.00029461973074649747,20.11874155278266
energy,edp,2,AXPY,128000000,5060ti,0.0014277945705843602,0.0011589860015389323,23.193426727199196
energy,edp,2,AXPY,256000000,5060ti,0.0057147595519455256,0.004631429746746476,23.390828846320645
energy,edp,2,CONV2D,1,3090,3.3467144990575423e-05,3.3467144990575423e-05,0.0
energy,edp,2,CONV2D,2,5060ti,5.405367640993304e-05,2.8512645483848145e-05,89.57790654870446
energy,edp,2,CONV2D,3,3090,1.862156394958206e-05,1.862156394958206e-05,0.0
energy,edp,2,CONV2D,4,5060ti,4.0220490645845083e-05,3.0287133169051913e-05,32.79728530709305
energy,edp,2,CONV2D,5,3090,7.500527857279441e-05,7.500527857279441e-05,0.0
energy,edp,2,CONV2D,6,5060ti,0.0002658007074002636,0.00019450706841907372,36.65349519719494
energy,edp,2,GEMM,64,5060ti,3.3379631010000002e-09,3.3379631010000002e-09,0.0
energy,edp,2,GEMM,128,5060ti,4.019357669449647e-09,4.019357669449647e-09,0.0
energy,edp,2,GEMM,256,5060ti,2.0322209376042684e-08,1.4290900717852761e-08,42.203838493226485
energy,edp,2,GEMM,512,3090,1.6368433593846343e-07,1.6368433593846343e-07,0.0
energy,edp,2,GEMM,1024,3090,4.836524439846497e-06,4.836524439846497e-06,0.0
energy,edp,2,GEMM,2048,3090,0.00018872663058169332,0.00018872663058169332,0.0
energy,edp,2,GEMM,4096,3090,0.009579676570462927,0.009579676570462927,0.0
energy,edp,2,GEMM,8192,3090,0.5482023031145821,0.5482023031145821,0.0
energy,edp,2,GEMM,16384,3090,34.171646829328125,34.171646829328125,0.0
energy,edp,2,REDUCTION,1000000,5060ti,2.4614950598417303e-09,2.4614950598417303e-09,0.0
energy,edp,2,REDUCTION,2000000,5060ti,5.9339136827967925e-09,5.9339136827967925e-09,0.0
energy,edp,2,REDUCTION,4000000,5060ti,1.2467604288842092e-08,1.2467604288842092e-08,0.0
energy,edp,2,REDUCTION,8000000,5060ti,3.705168944017514e-08,3.705168944017514e-08,0.0
energy,edp,2,REDUCTION,16000000,5060ti,2.1161634512469065e-06,2.0487037303993686e-06,3.2928002154019476
energy,edp,2,REDUCTION,32000000,5060ti,7.880371713523449e-06,7.797132050113786e-06,1.0675677014915896
energy,edp,2,REDUCTION,64000000,5060ti,3.0758729081135084e-05,3.042942966451686e-05,1.082174132899416
energy,edp,2,REDUCTION,128000000,5060ti,0.0001223337500142952,0.00012004680163436759,1.9050473222044673
energy,edp,2,REDUCTION,256000000,5060ti,0.0004849539117898082,0.0004714539072159894,2.8634834428541422
energy,edp,2,STREAM,1000000,5060ti,9.537199307597631e-09,9.537199307597631e-09,0.0
energy,edp,2,STREAM,2000000,5060ti,3.070154697845176e-08,3.070154697845176e-08,0.0
energy,edp,2,STREAM,4000000,5060ti,9.974814629126001e-07,9.974814629126001e-07,0.0
energy,edp,2,STREAM,8000000,5060ti,5.938049216755486e-06,4.800602780924658e-06,23.693825291076067
energy,edp,2,STREAM,16000000,5060ti,2.398859367161534e-05,1.8668397595539813e-05,28.498407797713774
energy,edp,2,STREAM,32000000,5060ti,9.484380930555772e-05,7.351051651454567e-05,29.02073581103295
energy,edp,2,STREAM,64000000,5060ti,0.00037869829745619055,0.0002916535732239465,29.845245257943965
energy,edp,2,STREAM,128000000,5060ti,0.001515099758878661,0.0011596871584248465,30.64728257718714
energy,edp,2,STREAM,256000000,5060ti,0.006089609194624713,0.00461811040171241,31.863655584471662
energy,edp,2,STRIDED_GEMM,64,5060ti,3.2326099709307595e-09,3.2326099709307595e-09,0.0
energy,edp,2,STRIDED_GEMM,128,5060ti,4.177239042164778e-09,4.177239042164778e-09,0.0
energy,edp,2,STRIDED_GEMM,256,5060ti,2.0431000511973616e-08,1.581828235968984e-08,29.160676534884033
energy,edp,2,STRIDED_GEMM,512,5060ti,5.079803956049523e-07,1.7294079940719417e-07,193.73080114478802
energy,edp,2,STRIDED_GEMM,1024,3090,4.942276928455132e-06,4.942276928455132e-06,0.0
energy,edp,2,STRIDED_GEMM,2048,3090,0.00019813824104102288,0.00019813824104102288,0.0
energy,edp,2,STRIDED_GEMM,4096,3090,0.009970166522702276,0.009970166522702276,0.0
energy,edp,2,STRIDED_GEMM,8192,3090,0.5728548647439231,0.5728548647439231,0.0
energy,edp,2,STRIDED_GEMM,16384,3090,37.3632447165625,37.3632447165625,0.0
energy,edp,3,AXPY,1000000,5060ti,9.091925439104617e-09,9.091925439104617e-09,0.0
energy,edp,3,AXPY,2000000,5060ti,2.9155213077533744e-08,2.9155213077533744e-08,0.0
energy,edp,3,AXPY,4000000,5060ti,1.2636851814568563e-07,1.2636851814568563e-07,0.0
energy,edp,3,AXPY,8000000,5060ti,5.6028329908257195e-06,4.776480459250303e-06,17.300448282481142
energy,edp,3,AXPY,16000000,5060ti,2.256541550574682e-05,1.8589046762381857e-05,21.390923344234245
energy,edp,3,AXPY,32000000,5060ti,9.06645361614912e-05,7.361609623578297e-05,23.158576449237756
energy,edp,3,AXPY,64000000,5060ti,0.00035527613443102026,0.00029529421983274384,20.31259353205439
energy,edp,3,AXPY,128000000,5060ti,0.0014232121634477465,0.0011622709961895035,22.450974696412175
energy,edp,3,AXPY,256000000,5060ti,0.005761074626295718,0.004602056072770264,25.184798603024603
energy,edp,3,CONV2D,1,3090,3.3378788206108005e-05,3.3378788206108005e-05,0.0
energy,edp,3,CONV2D,2,5060ti,5.388483839386136e-05,2.8347796558324433e-05,90.08475061896084
energy,edp,3,CONV2D,3,3090,1.8654256313792556e-05,1.8654256313792556e-05,0.0
energy,edp,3,CONV2D,4,5060ti,4.148691175881065e-05,3.0664125698115026e-05,35.294618106006915
energy,edp,3,CONV2D,5,3090,7.404988811641863e-05,7.404988811641863e-05,0.0
energy,edp,3,CONV2D,6,5060ti,0.00026582337700898354,0.0001888456552369573,40.762241352832376
