selection_objective,evaluation_objective,n_evaluations,coverage_within_5_pct,median_regret_pct,p95_regret_pct,cvar10_regret_pct,max_regret_pct
edp,edp,255,100.0,0.0,0.0,0.05902756976693914,1.5347168139404177
edp,energy,255,56.86274509803921,0.0,101.57693246466641,100.58255026785534,108.37202428411565
edp,runtime,255,88.23529411764706,0.0,88.20263064002572,80.64951466215615,94.39848442255665
energy,edp,255,63.52941176470588,0.0,42.29499835133749,78.3372293882401,213.94210742290844
energy,energy,255,99.6078431372549,0.0,0.0,0.23863531053799944,6.204518073987986
energy,runtime,255,43.13725490196079,63.05355164746651,124.83723162929911,134.81614618487626,202.26634114339012
runtime,edp,255,88.23529411764706,0.0,31.659379669999,60.58360766789784,180.7854993922505
runtime,energy,255,45.09803921568628,18.855039218943958,151.90918493387383,156.38227446261578,205.27581577725198
runtime,runtime,255,100.0,0.0,0.0,0.0,0.0
