workload,size,best_comp_platform,best_comp_cfg,minimax_joint_regret_pct,runtime_regret_pct,energy_regret_pct
AXPY,1000000,5060ti,gpu_resident,0.0,0.0,0.0
AXPY,2000000,5060ti,gpu_resident,0.0,0.0,0.0
AXPY,4000000,5060ti,gpu_resident,0.0,0.0,0.0
AXPY,8000000,AMD,32T,0.0,0.0,0.0
AXPY,16000000,3090,gpu_resident,75.55143222165822,0.0,75.55143222165822
AXPY,32000000,3090,gpu_resident,73.78195821861821,0.0,73.78195821861821
AXPY,64000000,3090,gpu_resident,76.13593747895678,0.0,76.13593747895678
AXPY,128000000,3090,gpu_resident,73.7429606181128,0.0,73.7429606181128
AXPY,256000000,3090,gpu_resident,72.38215669393028,0.0,72.38215669393028
CONV2D,1,3090,gpu_resident,0.0,0.0,0.0
CONV2D,2,3090,gpu_resident,5.991342968889035,0.0,5.991342968889035
CONV2D,3,3090,gpu_resident,0.0,0.0,0.0
CONV2D,4,3090,gpu_resident,16.22600414579951,0.0,16.22600414579951
CONV2D,5,3090,gpu_resident,0.0,0.0,0.0
CONV2D,6,3090,gpu_resident,15.916102062308624,0.0,15.916102062308624
GEMM,64,INTEL,16T,0.0,0.0,0.0
GEMM,128,5060ti,gpu_resident,92.21805361548867,92.21805361548867,0.0
GEMM,256,3090,gpu_resident,59.58431761807448,0.0,59.58431761807448
GEMM,512,3090,gpu_resident,0.0,0.0,0.0
GEMM,1024,3090,gpu_resident,0.0,0.0,0.0
GEMM,2048,3090,gpu_resident,0.0,0.0,0.0
GEMM,4096,3090,gpu_resident,0.0,0.0,0.0
GEMM,8192,3090,gpu_resident,0.0,0.0,0.0
GEMM,16384,3090,gpu_resident,0.0,0.0,0.0
REDUCTION,1000000,5060ti,gpu_resident,8.636153728795204,8.636153728795204,0.0
REDUCTION,2000000,5060ti,gpu_resident,0.0,0.0,0.0
REDUCTION,4000000,5060ti,gpu_resident,0.0,0.0,0.0
REDUCTION,8000000,5060ti,gpu_resident,0.0,0.0,0.0
REDUCTION,16000000,AMD,16T,64.54370062997424,56.29963141752901,64.54370062997424
REDUCTION,32000000,3090,gpu_resident,101.95149686520098,0.0,101.95149686520098
REDUCTION,64000000,3090,gpu_resident,102.5820467986057,0.0,102.5820467986057
REDUCTION,128000000,3090,gpu_resident,101.75711845102518,0.0,101.75711845102518
REDUCTION,256000000,3090,gpu_resident,102.41172687275481,0.0,102.41172687275481
STREAM,1000000,5060ti,gpu_resident,0.0,0.0,0.0
STREAM,2000000,5060ti,gpu_resident,0.0,0.0,0.0
STREAM,4000000,AMD,16T,13.740474510597078,7.841523937525152,13.740474510597078
STREAM,8000000,AMD,32T,0.0,0.0,0.0
STREAM,16000000,3090,gpu_resident,64.63586681073119,0.0,64.63586681073119
STREAM,32000000,3090,gpu_resident,64.82421313921691,0.0,64.82421313921691
STREAM,64000000,3090,gpu_resident,63.602642685003815,0.0,63.602642685003815
STREAM,128000000,3090,gpu_resident,62.94995164574302,0.0,62.94995164574302
STREAM,256000000,3090,gpu_resident,62.54514238351783,0.0,62.54514238351783
STRIDED_GEMM,64,INTEL,16T,0.0,0.0,0.0
STRIDED_GEMM,128,5060ti,gpu_resident,89.80574118044417,89.80574118044417,0.0
STRIDED_GEMM,256,3090,gpu_resident,73.25837198360634,0.0,73.25837198360634
STRIDED_GEMM,512,3090,gpu_resident,2.593005103539836,0.0,2.593005103539836
STRIDED_GEMM,1024,3090,gpu_resident,0.0,0.0,0.0
STRIDED_GEMM,2048,3090,gpu_resident,0.0,0.0,0.0
STRIDED_GEMM,4096,3090,gpu_resident,0.0,0.0,0.0
STRIDED_GEMM,8192,3090,gpu_resident,0.0,0.0,0.0
STRIDED_GEMM,16384,3090,gpu_resident,0.0,0.0,0.0
