scope,workload,size,platform_scope,holdout_session,metric,selected_platform,selected_configuration,selected_threads,oracle_platform,oracle_configuration,oracle_threads,selected_value,oracle_value,regret_pct,platform_match,configuration_match,within_1pct,within_2pct,within_5pct,within_10pct
gpu_only,AXPY,8000000,GPU_ONLY,2,energy,5060ti,gpu_resident,-1,5060ti,gpu_resident,-1,0.0230670511896178,0.0230670511896178,0.0,True,True,True,True,True,True
gpu_only,AXPY,8000000,GPU_ONLY,2,edp,3090,gpu_resident,-1,3090,gpu_resident,-1,4.806515299449358e-06,4.806515299449358e-06,0.0,True,True,True,True,True,True
gpu_only,AXPY,8000000,GPU_ONLY,3,runtime,3090,gpu_resident,-1,3090,gpu_resident,-1,0.0001163761774287,0.0001163761774287,0.0,True,True,True,True,True,True
gpu_only,AXPY,8000000,GPU_ONLY,3,energy,5060ti,gpu_resident,-1,5060ti,gpu_resident,-1,0.023050826848249,0.023050826848249,0.0,True,True,True,True,True,True
gpu_only,AXPY,8000000,GPU_ONLY,3,edp,3090,gpu_resident,-1,3090,gpu_resident,-1,4.776417609226518e-06,4.776417609226518e-06,0.0,True,True,True,True,True,True
gpu_only,AXPY,8000000,GPU_ONLY,4,runtime,3090,gpu_resident,-1,3090,gpu_resident,-1,0.000116457609455,0.000116457609455,0.0,True,True,True,True,True,True
gpu_only,AXPY,8000000,GPU_ONLY,4,energy,5060ti,gpu_resident,-1,5060ti,gpu_resident,-1,0.0233667478684531,0.0233667478684531,0.0,True,True,True,True,True,True
gpu_only,AXPY,8000000,GPU_ONLY,4,edp,3090,gpu_resident,-1,3090,gpu_resident,-1,4.807627615676501e-06,4.807627615676501e-06,0.0,True,True,True,True,True,True
gpu_only,AXPY,8000000,GPU_ONLY,5,runtime,3090,gpu_resident,-1,3090,gpu_resident,-1,0.0001163913953095,0.0001163913953095,0.0,True,True,True,True,True,True
gpu_only,AXPY,8000000,GPU_ONLY,5,energy,5060ti,gpu_resident,-1,5060ti,gpu_resident,-1,0.0229790957705396,0.0229790957705396,0.0,True,True,True,True,True,True
gpu_only,AXPY,8000000,GPU_ONLY,5,edp,3090,gpu_resident,-1,3090,gpu_resident,-1,4.784049066522381e-06,4.784049066522381e-06,0.0,True,True,True,True,True,True
gpu_only,AXPY,16000000,GPU_ONLY,1,runtime,3090,gpu_resident,-1,3090,gpu_resident,-1,0.0002304997519013,0.0002304997519013,0.0,True,True,True,True,True,True
gpu_only,AXPY,16000000,GPU_ONLY,1,energy,5060ti,gpu_resident,-1,5060ti,gpu_resident,-1,0.0461752302472127,0.0461752302472127,0.0,True,True,True,True,True,True
gpu_only,AXPY,16000000,GPU_ONLY,1,edp,3090,gpu_resident,-1,3090,gpu_resident,-1,1.878085929317396e-05,1.878085929317396e-05,0.0,True,True,True,True,True,True
gpu_only,AXPY,16000000,GPU_ONLY,2,runtime,3090,gpu_resident,-1,3090,gpu_resident,-1,0.0002302442396408,0.0002302442396408,0.0,True,True,True,True,True,True
gpu_only,AXPY,16000000,GPU_ONLY,2,energy,5060ti,gpu_resident,-1,5060ti,gpu_resident,-1,0.0467765390208434,0.0467765390208434,0.0,True,True,True,True,True,True
gpu_only,AXPY,16000000,GPU_ONLY,2,edp,3090,gpu_resident,-1,3090,gpu_resident,-1,1.873562875438196e-05,1.873562875438196e-05,0.0,True,True,True,True,True,True
gpu_only,AXPY,16000000,GPU_ONLY,3,runtime,3090,gpu_resident,-1,3090,gpu_resident,-1,0.0002299871108555,0.0002299871108555,0.0,True,True,True,True,True,True
gpu_only,AXPY,16000000,GPU_ONLY,3,energy,5060ti,gpu_resident,-1,5060ti,gpu_resident,-1,0.0464936923823386,0.0464936923823386,0.0,True,True,True,True,True,True
gpu_only,AXPY,16000000,GPU_ONLY,3,edp,3090,gpu_resident,-1,3090,gpu_resident,-1,1.8589788063325413e-05,1.8589788063325413e-05,0.0,True,True,True,True,True,True
gpu_only,AXPY,16000000,GPU_ONLY,4,runtime,3090,gpu_resident,-1,3090,gpu_resident,-1,0.0002304711519585,0.0002304711519585,0.0,True,True,True,True,True,True
gpu_only,AXPY,16000000,GPU_ONLY,4,energy,5060ti,gpu_resident,-1,5060ti,gpu_resident,-1,0.0462867540029112,0.0462867540029112,0.0,True,True,True,True,True,True
gpu_only,AXPY,16000000,GPU_ONLY,4,edp,3090,gpu_resident,-1,3090,gpu_resident,-1,1.87950308552499e-05,1.87950308552499e-05,0.0,True,True,True,True,True,True
gpu_only,AXPY,16000000,GPU_ONLY,5,runtime,3090,gpu_resident,-1,3090,gpu_resident,-1,0.000230460056682,0.000230460056682,0.0,True,True,True,True,True,True
gpu_only,AXPY,16000000,GPU_ONLY,5,energy,5060ti,gpu_resident,-1,5060ti,gpu_resident,-1,0.0463498062015503,0.0463498062015503,0.0,True,True,True,True,True,True
gpu_only,AXPY,16000000,GPU_ONLY,5,edp,3090,gpu_resident,-1,3090,gpu_resident,-1,1.8586212014446128e-05,1.8586212014446128e-05,0.0,True,True,True,True,True,True
gpu_only,AXPY,32000000,GPU_ONLY,1,runtime,3090,gpu_resident,-1,3090,gpu_resident,-1,0.0004571638276965,0.0004571638276965,0.0,True,True,True,True,True,True
gpu_only,AXPY,32000000,GPU_ONLY,1,energy,5060ti,gpu_resident,-1,5060ti,gpu_resident,-1,0.0928637245392822,0.0928637245392822,0.0,True,True,True,True,True,True
gpu_only,AXPY,32000000,GPU_ONLY,1,edp,3090,gpu_resident,-1,3090,gpu_resident,-1,7.359209818081781e-05,7.359209818081781e-05,0.0,True,True,True,True,True,True
gpu_only,AXPY,32000000,GPU_ONLY,2,runtime,3090,gpu_resident,-1,3090,gpu_resident,-1,0.0004571387360603,0.0004571387360603,0.0,True,True,True,True,True,True
gpu_only,AXPY,32000000,GPU_ONLY,2,energy,5060ti,gpu_resident,-1,5060ti,gpu_resident,-1,0.0903144379844961,0.0903144379844961,0.0,True,True,True,True,True,True
gpu_only,AXPY,32000000,GPU_ONLY,2,edp,3090,gpu_resident,-1,3090,gpu_resident,-1,7.411740105387278e-05,7.411740105387278e-05,0.0,True,True,True,True,True,True
gpu_only,AXPY,32000000,GPU_ONLY,3,runtime,3090,gpu_resident,-1,3090,gpu_resident,-1,0.0004572038971663,0.0004572038971663,0.0,True,True,True,True,True,True
gpu_only,AXPY,32000000,GPU_ONLY,3,energy,5060ti,gpu_resident,-1,5060ti,gpu_resident,-1,0.0934747817652764,0.0934747817652764,0.0,True,True,True,True,True,True
gpu_only,AXPY,32000000,GPU_ONLY,3,edp,3090,gpu_resident,-1,3090,gpu_resident,-1,7.36116294964542e-05,7.36116294964542e-05,0.0,True,True,True,True,True,True
gpu_only,AXPY,32000000,GPU_ONLY,4,runtime,3090,gpu_resident,-1,3090,gpu_resident,-1,0.0004567316458904,0.0004567316458904,0.0,True,True,True,True,True,True
gpu_only,AXPY,32000000,GPU_ONLY,4,energy,5060ti,gpu_resident,-1,5060ti,gpu_resident,-1,0.0926299709020368,0.0926299709020368,0.0,True,True,True,True,True,True
gpu_only,AXPY,32000000,GPU_ONLY,4,edp,3090,gpu_resident,-1,3090,gpu_resident,-1,7.30017063290901e-05,7.30017063290901e-05,0.0,True,True,True,True,True,True
gpu_only,AXPY,32000000,GPU_ONLY,5,runtime,3090,gpu_resident,-1,3090,gpu_resident,-1,0.0004571128379798,0.0004571128379798,0.0,True,True,True,True,True,True
gpu_only,AXPY,32000000,GPU_ONLY,5,energy,5060ti,gpu_resident,-1,5060ti,gpu_resident,-1,0.092560620756547,0.092560620756547,0.0,True,True,True,True,True,True
gpu_only,AXPY,32000000,GPU_ONLY,5,edp,3090,gpu_resident,-1,3090,gpu_resident,-1,7.327901361336788e-05,7.327901361336788e-05,0.0,True,True,True,True,True,True
gpu_only,AXPY,64000000,GPU_ONLY,1,runtime,3090,gpu_resident,-1,3090,gpu_resident,-1,0.0009120088422727,0.0009120088422727,0.0,True,True,True,True,True,True
gpu_only,AXPY,64000000,GPU_ONLY,1,energy,5060ti,gpu_resident,-1,5060ti,gpu_resident,-1,0.1854641472868217,0.1854641472868217,0.0,True,True,True,True,True,True
gpu_only,AXPY,64000000,GPU_ONLY,1,edp,3090,gpu_resident,-1,3090,gpu_resident,-1,0.00029419141419,0.00029419141419,0.0,True,True,True,True,True,True
gpu_only,AXPY,64000000,GPU_ONLY,2,runtime,3090,gpu_resident,-1,3090,gpu_resident,-1,0.0009121405378304,0.0009121405378304,0.0,True,True,True,True,True,True
gpu_only,AXPY,64000000,GPU_ONLY,2,energy,5060ti,gpu_resident,-1,5060ti,gpu_resident,-1,0.1824980657640232,0.1824980657640232,0.0,True,True,True,True,True,True
gpu_only,AXPY,64000000,GPU_ONLY,2,edp,3090,gpu_resident,-1,3090,gpu_resident,-1,0.0002946156976911,0.0002946156976911,0.0,True,True,True,True,True,True
gpu_only,AXPY,64000000,GPU_ONLY,3,runtime,3090,gpu_resident,-1,3090,gpu_resident,-1,0.0009122411909753,0.0009122411909753,0.0,True,True,True,True,True,True
gpu_only,AXPY,64000000,GPU_ONLY,3,energy,5060ti,gpu_resident,-1,5060ti,gpu_resident,-1,0.1831434108527131,0.1831434108527131,0.0,True,True,True,True,True,True
gpu_only,AXPY,64000000,GPU_ONLY,3,edp,3090,gpu_resident,-1,3090,gpu_resident,-1,0.0002952840133274,0.0002952840133274,0.0,True,True,True,True,True,True
gpu_only,AXPY,64000000,GPU_ONLY,4,runtime,3090,gpu_resident,-1,3090,gpu_resident,-1,0.0009130319256386,0.0009130319256386,0.0,True,True,True,True,True,True
gpu_only,AXPY,64000000,GPU_ONLY,4,energy,5060ti,gpu_resident,-1,5060ti,gpu_resident,-1,0.1852732558139534,0.1852732558139534,0.0,True,True,True,True,True,True
gpu_only,AXPY,64000000,GPU_ONLY,4,edp,3090,gpu_resident,-1,3090,gpu_resident,-1,0.0002919569519194,0.0002919569519194,0.0,True,True,True,True,True,True
gpu_only,AXPY,64000000,GPU_ONLY,5,runtime,3090,gpu_resident,-1,3090,gpu_resident,-1,0.0009122768090246,0.0009122768090246,0.0,True,True,True,True,True,True
gpu_only,AXPY,64000000,GPU_ONLY,5,energy,5060ti,gpu_resident,-1,5060ti,gpu_resident,-1,0.1824071566731141,0.1824071566731141,0.0,True,True,True,True,True,True
gpu_only,AXPY,64000000,GPU_ONLY,5,edp,3090,gpu_resident,-1,3090,gpu_resident,-1,0.0002941551980459,0.0002941551980459,0.0,True,True,True,True,True,True
gpu_only,AXPY,128000000,GPU_ONLY,1,runtime,3090,gpu_resident,-1,3090,gpu_resident,-1,0.0018179540099457,0.0018179540099457,0.0,True,True,True,True,True,True
gpu_only,AXPY,128000000,GPU_ONLY,1,energy,5060ti,gpu_resident,-1,5060ti,gpu_resident,-1,0.3707046332046332,0.3707046332046332,0.0,True,True,True,True,True,True
gpu_only,AXPY,128000000,GPU_ONLY,1,edp,3090,gpu_resident,-1,3090,gpu_resident,-1,0.0011583201437466,0.0011583201437466,0.0,True,True,True,True,True,True
gpu_only,AXPY,128000000,GPU_ONLY,2,runtime,3090,gpu_resident,-1,3090,gpu_resident,-1,0.0018178801125226,0.0018178801125226,0.0,True,True,True,True,True,True
gpu_only,AXPY,128000000,GPU_ONLY,2,energy,5060ti,gpu_resident,-1,5060ti,gpu_resident,-1,0.368027027027027,0.368027027027027,0.0,True,True,True,True,True,True
gpu_only,AXPY,128000000,GPU_ONLY,2,edp,3090,gpu_resident,-1,3090,gpu_resident,-1,0.001159026051701,0.001159026051701,0.0,True,True,True,True,True,True
gpu_only,AXPY,128000000,GPU_ONLY,3,runtime,3090,gpu_resident,-1,3090,gpu_resident,-1,0.0018176927259528,0.0018176927259528,0.0,True,True,True,True,True,True
gpu_only,AXPY,128000000,GPU_ONLY,3,energy,5060ti,gpu_resident,-1,5060ti,gpu_resident,-1,0.3667567567567568,0.3667567567567568,0.0,True,True,True,True,True,True
gpu_only,AXPY,128000000,GPU_ONLY,3,edp,3090,gpu_resident,-1,3090,gpu_resident,-1,0.0011621475679723,0.0011621475679723,0.0,True,True,True,True,True,True
gpu_only,AXPY,128000000,GPU_ONLY,4,runtime,3090,gpu_resident,-1,3090,gpu_resident,-1,0.0018174522708333,0.0018174522708333,0.0,True,True,True,True,True,True
gpu_only,AXPY,128000000,GPU_ONLY,4,energy,5060ti,gpu_resident,-1,5060ti,gpu_resident,-1,0.3646143410852713,0.3646143410852713,0.0,True,True,True,True,True,True
gpu_only,AXPY,128000000,GPU_ONLY,4,edp,3090,gpu_resident,-1,3090,gpu_resident,-1,0.001166568947976,0.001166568947976,0.0,True,True,True,True,True,True
gpu_only,AXPY,128000000,GPU_ONLY,5,runtime,3090,gpu_resident,-1,3090,gpu_resident,-1,0.0018180892105263,0.0018180892105263,0.0,True,True,True,True,True,True
gpu_only,AXPY,128000000,GPU_ONLY,5,energy,5060ti,gpu_resident,-1,5060ti,gpu_resident,-1,0.3683474903474903,0.3683474903474903,0.0,True,True,True,True,True,True
gpu_only,AXPY,128000000,GPU_ONLY,5,edp,3090,gpu_resident,-1,3090,gpu_resident,-1,0.0011630273986505,0.0011630273986505,0.0,True,True,True,True,True,True
gpu_only,AXPY,256000000,GPU_ONLY,1,runtime,3090,gpu_resident,-1,3090,gpu_resident,-1,0.0036254914855072,0.0036254914855072,0.0,True,True,True,True,True,True
gpu_only,AXPY,256000000,GPU_ONLY,1,energy,5060ti,gpu_resident,-1,5060ti,gpu_resident,-1,0.7298769230769231,0.7298769230769231,0.0,True,True,True,True,True,True
gpu_only,AXPY,256000000,GPU_ONLY,1,edp,3090,gpu_resident,-1,3090,gpu_resident,-1,0.0046367593926108,0.0046367593926108,0.0,True,True,True,True,True,True
gpu_only,AXPY,256000000,GPU_ONLY,2,runtime,3090,gpu_resident,-1,3090,gpu_resident,-1,0.0036274377717391,0.0036274377717391,0.0,True,True,True,True,True,True
gpu_only,AXPY,256000000,GPU_ONLY,2,energy,5060ti,gpu_resident,-1,5060ti,gpu_resident,-1,0.7360658914728682,0.7360658914728682,0.0,True,True,True,True,True,True
gpu_only,AXPY,256000000,GPU_ONLY,2,edp,3090,gpu_resident,-1,3090,gpu_resident,-1,0.0046313360925629,0.0046313360925629,0.0,True,True,True,True,True,True
gpu_only,AXPY,256000000,GPU_ONLY,3,runtime,3090,gpu_resident,-1,3090,gpu_resident,-1,0.0036263515072202,0.0036263515072202,0.0,True,True,True,True,True,True
gpu_only,AXPY,256000000,GPU_ONLY,3,energy,5060ti,gpu_resident,-1,5060ti,gpu_resident,-1,0.7419147286821706,0.7419147286821706,0.0,True,True,True,True,True,True
gpu_only,AXPY,256000000,GPU_ONLY,3,edp,3090,gpu_resident,-1,3090,gpu_resident,-1,0.0046016341140325,0.0046016341140325,0.0,True,True,True,True,True,True
gpu_only,AXPY,256000000,GPU_ONLY,4,runtime,3090,gpu_resident,-1,3090,gpu_resident,-1,0.0036274231938405,0.0036274231938405,0.0,True,True,True,True,True,True
gpu_only,AXPY,256000000,GPU_ONLY,4,energy,5060ti,gpu_resident,-1,5060ti,gpu_resident,-1,0.7406666666666666,0.7406666666666666,0.0,True,True,True,True,True,True
gpu_only,AXPY,256000000,GPU_ONLY,4,edp,3090,gpu_resident,-1,3090,gpu_resident,-1,0.0046393675736072,0.0046393675736072,0.0,True,True,True,True,True,True
gpu_only,AXPY,256000000,GPU_ONLY,5,runtime,3090,gpu_resident,-1,3090,gpu_resident,-1,0.003627064298913,0.003627064298913,0.0,True,True,True,True,True,True
gpu_only,AXPY,256000000,GPU_ONLY,5,energy,5060ti,gpu_resident,-1,5060ti,gpu_resident,-1,0.7448449612403101,0.7448449612403101,0.0,True,True,True,True,True,True
gpu_only,AXPY,256000000,GPU_ONLY,5,edp,3090,gpu_resident,-1,3090,gpu_resident,-1,0.0046142514986222,0.0046142514986222,0.0,True,True,True,True,True,True
gpu_only,CONV2D,1,GPU_ONLY,1,runtime,3090,gpu_resident,-1,3090,gpu_resident,-1,0.0003102849536951,0.0003102849536951,0.0,True,True,True,True,True,True
gpu_only,CONV2D,1,GPU_ONLY,1,energy,3090,gpu_resident,-1,3090,gpu_resident,-1,0.1058463661453541,0.1058463661453541,0.0,True,True,True,True,True,True
gpu_only,CONV2D,1,GPU_ONLY,1,edp,3090,gpu_resident,-1,3090,gpu_resident,-1,3.285217465986337e-05,3.285217465986337e-05,0.0,True,True,True,True,True,True
gpu_only,CONV2D,1,GPU_ONLY,2,runtime,3090,gpu_resident,-1,3090,gpu_resident,-1,0.0003124439581525,0.0003124439581525,0.0,True,True,True,True,True,True
gpu_only,CONV2D,1,GPU_ONLY,2,energy,3090,gpu_resident,-1,3090,gpu_resident,-1,0.1071140731556106,0.1071140731556106,0.0,True,True,True,True,True,True
gpu_only,CONV2D,1,GPU_ONLY,2,edp,3090,gpu_resident,-1,3090,gpu_resident,-1,3.346714764932023e-05,3.346714764932023e-05,0.0,True,True,True,True,True,True
gpu_only,CONV2D,1,GPU_ONLY,3,runtime,3090,gpu_resident,-1,3090,gpu_resident,-1,0.0003117660300123,0.0003117660300123,0.0,True,True,True,True,True,True
gpu_only,CONV2D,1,GPU_ONLY,3,energy,3090,gpu_resident,-1,3090,gpu_resident,-1,0.107063582920792,0.107063582920792,0.0,True,True,True,True,True,True
gpu_only,CONV2D,1,GPU_ONLY,3,edp,3090,gpu_resident,-1,3090,gpu_resident,-1,3.34035845599598e-05,3.34035845599598e-05,0.0,True,True,True,True,True,True
gpu_only,CONV2D,1,GPU_ONLY,4,runtime,3090,gpu_resident,-1,3090,gpu_resident,-1,0.0003114451813407,0.0003114451813407,0.0,True,True,True,True,True,True
gpu_only,CONV2D,1,GPU_ONLY,4,energy,3090,gpu_resident,-1,3090,gpu_resident,-1,0.1065770775409329,0.1065770775409329,0.0,True,True,True,True,True,True
gpu_only,CONV2D,1,GPU_ONLY,4,edp,3090,gpu_resident,-1,3090,gpu_resident,-1,3.318029078511065e-05,3.318029078511065e-05,0.0,True,True,True,True,True,True
gpu_only,CONV2D,1,GPU_ONLY,5,runtime,3090,gpu_resident,-1,3090,gpu_resident,-1,0.0003094766104454,0.0003094766104454,0.0,True,True,True,True,True,True
