scope,workload,size,platform_scope,holdout_session,metric,selected_platform,selected_configuration,selected_threads,oracle_platform,oracle_configuration,oracle_threads,selected_value,oracle_value,regret_pct,platform_match,configuration_match,within_1pct,within_2pct,within_5pct,within_10pct
gpu_only,AXPY,1000000,GPU_ONLY,1,runtime,5060ti,gpu_resident,-1,5060ti,gpu_resident,-1,8.188087509211496e-06,8.188087509211496e-06,0.0,True,True,True,True,True,True
gpu_only,AXPY,1000000,GPU_ONLY,1,energy,5060ti,gpu_resident,-1,5060ti,gpu_resident,-1,0.0011061409972979,0.0011061409972979,0.0,True,True,True,True,True,True
gpu_only,AXPY,1000000,GPU_ONLY,1,edp,5060ti,gpu_resident,-1,5060ti,gpu_resident,-1,9.057178286493006e-09,9.057178286493006e-09,0.0,True,True,True,True,True,True
gpu_only,AXPY,1000000,GPU_ONLY,2,runtime,5060ti,gpu_resident,-1,5060ti,gpu_resident,-1,8.188074392041267e-06,8.188074392041267e-06,0.0,True,True,True,True,True,True
gpu_only,AXPY,1000000,GPU_ONLY,2,energy,5060ti,gpu_resident,-1,5060ti,gpu_resident,-1,0.0011128838123311,0.0011128838123311,0.0,True,True,True,True,True,True
gpu_only,AXPY,1000000,GPU_ONLY,2,edp,5060ti,gpu_resident,-1,5060ti,gpu_resident,-1,9.112376529817007e-09,9.112376529817007e-09,0.0,True,True,True,True,True,True
gpu_only,AXPY,1000000,GPU_ONLY,3,runtime,5060ti,gpu_resident,-1,5060ti,gpu_resident,-1,8.188072942765906e-06,8.188072942765906e-06,0.0,True,True,True,True,True,True
gpu_only,AXPY,1000000,GPU_ONLY,3,energy,5060ti,gpu_resident,-1,5060ti,gpu_resident,-1,0.0011103864734299,0.0011103864734299,0.0,True,True,True,True,True,True
gpu_only,AXPY,1000000,GPU_ONLY,3,edp,5060ti,gpu_resident,-1,5060ti,gpu_resident,-1,9.091926211190982e-09,9.091926211190982e-09,0.0,True,True,True,True,True,True
gpu_only,AXPY,1000000,GPU_ONLY,4,runtime,5060ti,gpu_resident,-1,5060ti,gpu_resident,-1,8.18806852534185e-06,8.18806852534185e-06,0.0,True,True,True,True,True,True
gpu_only,AXPY,1000000,GPU_ONLY,4,energy,5060ti,gpu_resident,-1,5060ti,gpu_resident,-1,0.0010727175960042,0.0010727175960042,0.0,True,True,True,True,True,True
gpu_only,AXPY,1000000,GPU_ONLY,4,edp,5060ti,gpu_resident,-1,5060ti,gpu_resident,-1,8.783486068172133e-09,8.783486068172133e-09,0.0,True,True,True,True,True,True
gpu_only,AXPY,1000000,GPU_ONLY,5,runtime,5060ti,gpu_resident,-1,5060ti,gpu_resident,-1,8.188062994350283e-06,8.188062994350283e-06,0.0,True,True,True,True,True,True
gpu_only,AXPY,1000000,GPU_ONLY,5,energy,5060ti,gpu_resident,-1,5060ti,gpu_resident,-1,0.0011163104888233,0.0011163104888233,0.0,True,True,True,True,True,True
gpu_only,AXPY,1000000,GPU_ONLY,5,edp,5060ti,gpu_resident,-1,5060ti,gpu_resident,-1,9.140421339510556e-09,9.140421339510556e-09,0.0,True,True,True,True,True,True
gpu_only,AXPY,2000000,GPU_ONLY,1,runtime,5060ti,gpu_resident,-1,5060ti,gpu_resident,-1,1.4329162604421902e-05,1.4329162604421902e-05,0.0,True,True,True,True,True,True
gpu_only,AXPY,2000000,GPU_ONLY,1,energy,5060ti,gpu_resident,-1,5060ti,gpu_resident,-1,0.0019707976901804,0.0019707976901804,0.0,True,True,True,True,True,True
gpu_only,AXPY,2000000,GPU_ONLY,1,edp,5060ti,gpu_resident,-1,5060ti,gpu_resident,-1,2.8239870079355584e-08,2.8239870079355584e-08,0.0,True,True,True,True,True,True
gpu_only,AXPY,2000000,GPU_ONLY,2,runtime,5060ti,gpu_resident,-1,5060ti,gpu_resident,-1,1.4329123006490994e-05,1.4329123006490994e-05,0.0,True,True,True,True,True,True
gpu_only,AXPY,2000000,GPU_ONLY,2,energy,5060ti,gpu_resident,-1,5060ti,gpu_resident,-1,0.0020289443895169,0.0020289443895169,0.0,True,True,True,True,True,True
gpu_only,AXPY,2000000,GPU_ONLY,2,edp,5060ti,gpu_resident,-1,5060ti,gpu_resident,-1,2.9073135979716402e-08,2.9073135979716402e-08,0.0,True,True,True,True,True,True
gpu_only,AXPY,2000000,GPU_ONLY,3,runtime,5060ti,gpu_resident,-1,5060ti,gpu_resident,-1,1.432911731791543e-05,1.432911731791543e-05,0.0,True,True,True,True,True,True
gpu_only,AXPY,2000000,GPU_ONLY,3,energy,5060ti,gpu_resident,-1,5060ti,gpu_resident,-1,0.0020346831162504,0.0020346831162504,0.0,True,True,True,True,True,True
gpu_only,AXPY,2000000,GPU_ONLY,3,edp,5060ti,gpu_resident,-1,5060ti,gpu_resident,-1,2.9155179115445273e-08,2.9155179115445273e-08,0.0,True,True,True,True,True,True
gpu_only,AXPY,2000000,GPU_ONLY,4,runtime,5060ti,gpu_resident,-1,5060ti,gpu_resident,-1,1.432912736964278e-05,1.432912736964278e-05,0.0,True,True,True,True,True,True
gpu_only,AXPY,2000000,GPU_ONLY,4,energy,5060ti,gpu_resident,-1,5060ti,gpu_resident,-1,0.0020030592213672,0.0020030592213672,0.0,True,True,True,True,True,True
gpu_only,AXPY,2000000,GPU_ONLY,4,edp,5060ti,gpu_resident,-1,5060ti,gpu_resident,-1,2.8702089391482677e-08,2.8702089391482677e-08,0.0,True,True,True,True,True,True
gpu_only,AXPY,2000000,GPU_ONLY,5,runtime,5060ti,gpu_resident,-1,5060ti,gpu_resident,-1,1.4329117998538452e-05,1.4329117998538452e-05,0.0,True,True,True,True,True,True
gpu_only,AXPY,2000000,GPU_ONLY,5,energy,5060ti,gpu_resident,-1,5060ti,gpu_resident,-1,0.0020373554571637,0.0020373554571637,0.0,True,True,True,True,True,True
gpu_only,AXPY,2000000,GPU_ONLY,5,edp,5060ti,gpu_resident,-1,5060ti,gpu_resident,-1,2.9193492718573128e-08,2.9193492718573128e-08,0.0,True,True,True,True,True,True
gpu_only,AXPY,4000000,GPU_ONLY,1,runtime,5060ti,gpu_resident,-1,5060ti,gpu_resident,-1,2.661276897496608e-05,2.661276897496608e-05,0.0,True,True,True,True,True,True
gpu_only,AXPY,4000000,GPU_ONLY,1,energy,5060ti,gpu_resident,-1,5060ti,gpu_resident,-1,0.0047706775918486,0.0047706775918486,0.0,True,True,True,True,True,True
gpu_only,AXPY,4000000,GPU_ONLY,1,edp,5060ti,gpu_resident,-1,5060ti,gpu_resident,-1,1.269649146106785e-07,1.269649146106785e-07,0.0,True,True,True,True,True,True
gpu_only,AXPY,4000000,GPU_ONLY,2,runtime,5060ti,gpu_resident,-1,5060ti,gpu_resident,-1,2.6613832286649455e-05,2.6613832286649455e-05,0.0,True,True,True,True,True,True
gpu_only,AXPY,4000000,GPU_ONLY,2,energy,5060ti,gpu_resident,-1,5060ti,gpu_resident,-1,0.0047473189813459,0.0047473189813459,0.0,True,True,True,True,True,True
gpu_only,AXPY,4000000,GPU_ONLY,2,edp,5060ti,gpu_resident,-1,5060ti,gpu_resident,-1,1.2634082900067145e-07,1.2634082900067145e-07,0.0,True,True,True,True,True,True
gpu_only,AXPY,4000000,GPU_ONLY,3,runtime,5060ti,gpu_resident,-1,5060ti,gpu_resident,-1,2.6613515447868437e-05,2.6613515447868437e-05,0.0,True,True,True,True,True,True
gpu_only,AXPY,4000000,GPU_ONLY,3,energy,5060ti,gpu_resident,-1,5060ti,gpu_resident,-1,0.004748283570174,0.004748283570174,0.0,True,True,True,True,True,True
gpu_only,AXPY,4000000,GPU_ONLY,3,edp,5060ti,gpu_resident,-1,5060ti,gpu_resident,-1,1.2636707913444557e-07,1.2636707913444557e-07,0.0,True,True,True,True,True,True
gpu_only,AXPY,4000000,GPU_ONLY,4,runtime,5060ti,gpu_resident,-1,5060ti,gpu_resident,-1,2.6621059441117764e-05,2.6621059441117764e-05,0.0,True,True,True,True,True,True
gpu_only,AXPY,4000000,GPU_ONLY,4,energy,5060ti,gpu_resident,-1,5060ti,gpu_resident,-1,0.0047480771789753,0.0047480771789753,0.0,True,True,True,True,True,True
gpu_only,AXPY,4000000,GPU_ONLY,4,edp,5060ti,gpu_resident,-1,5060ti,gpu_resident,-1,1.264051485184373e-07,1.264051485184373e-07,0.0,True,True,True,True,True,True
gpu_only,AXPY,4000000,GPU_ONLY,5,runtime,5060ti,gpu_resident,-1,5060ti,gpu_resident,-1,2.6615661455145436e-05,2.6615661455145436e-05,0.0,True,True,True,True,True,True
gpu_only,AXPY,4000000,GPU_ONLY,5,energy,5060ti,gpu_resident,-1,5060ti,gpu_resident,-1,0.0047548633472602,0.0047548633472602,0.0,True,True,True,True,True,True
gpu_only,AXPY,4000000,GPU_ONLY,5,edp,5060ti,gpu_resident,-1,5060ti,gpu_resident,-1,1.2655383346425978e-07,1.2655383346425978e-07,0.0,True,True,True,True,True,True
gpu_only,AXPY,8000000,GPU_ONLY,1,runtime,3090,gpu_resident,-1,3090,gpu_resident,-1,0.0001162878445529,0.0001162878445529,0.0,True,True,True,True,True,True
gpu_only,AXPY,8000000,GPU_ONLY,1,energy,5060ti,gpu_resident,-1,5060ti,gpu_resident,-1,0.0232590303030303,0.0232590303030303,0.0,True,True,True,True,True,True
gpu_only,AXPY,8000000,GPU_ONLY,1,edp,3090,gpu_resident,-1,3090,gpu_resident,-1,4.785243675121812e-06,4.785243675121812e-06,0.0,True,True,True,True,True,True
gpu_only,AXPY,8000000,GPU_ONLY,2,runtime,3090,gpu_resident,-1,3090,gpu_resident,-1,0.0001164095165871,0.0001164095165871,0.0,True,True,True,True,True,True
