workload,cells,changed_thread_optima,median_dram_increment_pct,max_dram_increment_pct
AXPY,9,0,2.6466266688423445,2.8778458087974412
REDUCTION,9,0,1.3081868230083948,1.3586966904507003
STREAM,9,0,2.319889198561409,2.6263144969717267
