metric,point,ci95_low,ci95_high
median_speedup_3090,2.1218738743838603,2.1213401604233844,2.1237852861211928
median_energy_saving_5060_pct,42.473868247234336,42.22436023289452,42.97742628512506
median_power_ratio_3090,3.699422190619838,3.677794059369882,3.7185426410977707
median_energy_ratio_3090,1.738340419442375,1.7308332785772964,1.753691450337219
median_edp_advantage_3090_pct,18.159343439059818,17.265117225510785,18.719357100116973
