workload,size,platform,threshold_pct,chosen_cfg,runtime_opt_cfg,runtime_penalty_pct,energy_saving_pct
AXPY,64000000,AMD,1.0,4T,4T,0.0,0.0
AXPY,64000000,AMD,2.0,4T,4T,0.0,0.0
AXPY,64000000,AMD,5.0,4T,4T,0.0,0.0
AXPY,64000000,INTEL,0.5,4T,4T,0.0,0.0
AXPY,64000000,INTEL,1.0,4T,4T,0.0,0.0
AXPY,64000000,INTEL,2.0,4T,4T,0.0,0.0
AXPY,64000000,INTEL,5.0,4T,4T,0.0,0.0
AXPY,128000000,AMD,0.5,4T,4T,0.0,0.0
AXPY,128000000,AMD,1.0,4T,4T,0.0,0.0
AXPY,128000000,AMD,2.0,4T,4T,0.0,0.0
AXPY,128000000,AMD,5.0,4T,4T,0.0,0.0
AXPY,128000000,INTEL,0.5,4T,4T,0.0,0.0
AXPY,128000000,INTEL,1.0,4T,4T,0.0,0.0
AXPY,128000000,INTEL,2.0,4T,4T,0.0,0.0
AXPY,128000000,INTEL,5.0,4T,4T,0.0,0.0
AXPY,256000000,AMD,0.5,4T,4T,0.0,0.0
AXPY,256000000,AMD,1.0,4T,4T,0.0,0.0
AXPY,256000000,AMD,2.0,4T,4T,0.0,0.0
AXPY,256000000,AMD,5.0,4T,4T,0.0,0.0
AXPY,256000000,INTEL,0.5,4T,8T,0.08062716661758618,26.337038608270603
AXPY,256000000,INTEL,1.0,4T,8T,0.08062716661758618,26.337038608270603
AXPY,256000000,INTEL,2.0,4T,8T,0.08062716661758618,26.337038608270603
AXPY,256000000,INTEL,5.0,4T,8T,0.08062716661758618,26.337038608270603
CONV2D,1,AMD,0.5,32T,32T,0.0,0.0
CONV2D,1,AMD,1.0,32T,32T,0.0,0.0
CONV2D,1,AMD,2.0,32T,32T,0.0,0.0
CONV2D,1,AMD,5.0,32T,32T,0.0,0.0
CONV2D,1,INTEL,0.5,20T,20T,0.0,0.0
CONV2D,1,INTEL,1.0,20T,20T,0.0,0.0
CONV2D,1,INTEL,2.0,20T,20T,0.0,0.0
CONV2D,1,INTEL,5.0,20T,20T,0.0,0.0
CONV2D,2,AMD,0.5,32T,32T,0.0,0.0
CONV2D,2,AMD,1.0,32T,32T,0.0,0.0
CONV2D,2,AMD,2.0,32T,32T,0.0,0.0
CONV2D,2,AMD,5.0,64T,32T,2.8109287100009928,4.278840972238052
CONV2D,2,INTEL,0.5,20T,20T,0.0,0.0
CONV2D,2,INTEL,1.0,20T,20T,0.0,0.0
CONV2D,2,INTEL,2.0,20T,20T,0.0,0.0
CONV2D,2,INTEL,5.0,20T,20T,0.0,0.0
CONV2D,3,AMD,0.5,32T,32T,0.0,0.0
CONV2D,3,AMD,1.0,32T,32T,0.0,0.0
CONV2D,3,AMD,2.0,32T,32T,0.0,0.0
CONV2D,3,AMD,5.0,64T,32T,2.776551174111841,3.0703179590679364
CONV2D,3,INTEL,0.5,10T,20T,0.05897648904307218,8.251686021453663
CONV2D,3,INTEL,1.0,10T,20T,0.05897648904307218,8.251686021453663
CONV2D,3,INTEL,2.0,10T,20T,0.05897648904307218,8.251686021453663
CONV2D,3,INTEL,5.0,10T,20T,0.05897648904307218,8.251686021453663
CONV2D,4,AMD,0.5,32T,32T,0.0,0.0
CONV2D,4,AMD,1.0,32T,32T,0.0,0.0
CONV2D,4,AMD,2.0,32T,32T,0.0,0.0
CONV2D,4,AMD,5.0,64T,32T,3.0913287423104174,8.523793648079902
CONV2D,4,INTEL,0.5,20T,20T,0.0,0.0
CONV2D,4,INTEL,1.0,20T,20T,0.0,0.0
CONV2D,4,INTEL,2.0,20T,20T,0.0,0.0
CONV2D,4,INTEL,5.0,10T,20T,3.3940005358614966,4.5099075198945515
CONV2D,5,AMD,0.5,64T,64T,0.0,0.0
CONV2D,5,AMD,1.0,64T,64T,0.0,0.0
CONV2D,5,AMD,2.0,64T,64T,0.0,0.0
CONV2D,5,AMD,5.0,64T,64T,0.0,0.0
CONV2D,5,INTEL,0.5,10T,10T,0.0,0.0
CONV2D,5,INTEL,1.0,10T,10T,0.0,0.0
CONV2D,5,INTEL,2.0,10T,10T,0.0,0.0
CONV2D,5,INTEL,5.0,10T,10T,0.0,0.0
CONV2D,6,AMD,0.5,32T,32T,0.0,0.0
CONV2D,6,AMD,1.0,32T,32T,0.0,0.0
CONV2D,6,AMD,2.0,64T,32T,1.1429514259009288,10.907760188751725
CONV2D,6,AMD,5.0,64T,32T,1.1429514259009288,10.907760188751725
CONV2D,6,INTEL,0.5,20T,20T,0.0,0.0
CONV2D,6,INTEL,1.0,20T,20T,0.0,0.0
CONV2D,6,INTEL,2.0,20T,20T,0.0,0.0
CONV2D,6,INTEL,5.0,10T,20T,2.036360419545047,0.9683210680160537
GEMM,64,AMD,0.5,8T,8T,0.0,0.0
GEMM,64,AMD,1.0,8T,8T,0.0,0.0
GEMM,64,AMD,2.0,8T,8T,0.0,0.0
GEMM,64,AMD,5.0,8T,8T,0.0,0.0
GEMM,64,INTEL,0.5,16T,16T,0.0,0.0
GEMM,64,INTEL,1.0,16T,16T,0.0,0.0
GEMM,64,INTEL,2.0,16T,16T,0.0,0.0
GEMM,64,INTEL,5.0,16T,16T,0.0,0.0
GEMM,128,AMD,0.5,4T,4T,0.0,0.0
GEMM,128,AMD,1.0,4T,4T,0.0,0.0
GEMM,128,AMD,2.0,4T,4T,0.0,0.0
GEMM,128,AMD,5.0,4T,4T,0.0,0.0
GEMM,128,INTEL,0.5,10T,10T,0.0,0.0
GEMM,128,INTEL,1.0,10T,10T,0.0,0.0
GEMM,128,INTEL,2.0,10T,10T,0.0,0.0
GEMM,128,INTEL,5.0,4T,10T,4.997589863758001,15.499596947264639
GEMM,256,AMD,0.5,16T,16T,0.0,0.0
GEMM,256,AMD,1.0,16T,16T,0.0,0.0
GEMM,256,AMD,2.0,16T,16T,0.0,0.0
GEMM,256,AMD,5.0,16T,16T,0.0,0.0
GEMM,256,INTEL,0.5,8T,8T,0.0,0.0
GEMM,256,INTEL,1.0,8T,8T,0.0,0.0
GEMM,256,INTEL,2.0,8T,8T,0.0,0.0
GEMM,256,INTEL,5.0,8T,8T,0.0,0.0
GEMM,512,AMD,0.5,16T,16T,0.0,0.0
GEMM,512,AMD,1.0,16T,16T,0.0,0.0
GEMM,512,AMD,2.0,16T,16T,0.0,0.0
GEMM,512,AMD,5.0,16T,16T,0.0,0.0
GEMM,512,INTEL,0.5,16T,16T,0.0,0.0
GEMM,512,INTEL,1.0,16T,16T,0.0,0.0
GEMM,512,INTEL,2.0,16T,16T,0.0,0.0
GEMM,512,INTEL,5.0,8T,16T,3.8288888332922655,2.6562598799081405
GEMM,1024,AMD,0.5,64T,64T,0.0,0.0
GEMM,1024,AMD,1.0,64T,64T,0.0,0.0
GEMM,1024,AMD,2.0,32T,64T,1.8831456038074235,3.9938094122031087
GEMM,1024,AMD,5.0,32T,64T,1.8831456038074235,3.9938094122031087
GEMM,1024,INTEL,0.5,8T,8T,0.0,0.0
GEMM,1024,INTEL,1.0,8T,8T,0.0,0.0
GEMM,1024,INTEL,2.0,8T,8T,0.0,0.0
GEMM,1024,INTEL,5.0,8T,8T,0.0,0.0
GEMM,2048,AMD,0.5,64T,64T,0.0,0.0
GEMM,2048,AMD,1.0,64T,64T,0.0,0.0
GEMM,2048,AMD,2.0,64T,64T,0.0,0.0
GEMM,2048,AMD,5.0,64T,64T,0.0,0.0
GEMM,2048,INTEL,0.5,8T,8T,0.0,0.0
GEMM,2048,INTEL,1.0,8T,8T,0.0,0.0
GEMM,2048,INTEL,2.0,8T,8T,0.0,0.0
GEMM,2048,INTEL,5.0,8T,8T,0.0,0.0
GEMM,4096,AMD,0.5,32T,32T,0.0,0.0
GEMM,4096,AMD,1.0,32T,32T,0.0,0.0
GEMM,4096,AMD,2.0,32T,32T,0.0,0.0
GEMM,4096,AMD,5.0,32T,32T,0.0,0.0
GEMM,4096,INTEL,0.5,10T,10T,0.0,0.0
GEMM,4096,INTEL,1.0,10T,10T,0.0,0.0
GEMM,4096,INTEL,2.0,10T,10T,0.0,0.0
GEMM,4096,INTEL,5.0,10T,10T,0.0,0.0
GEMM,8192,AMD,0.5,32T,32T,0.0,0.0
GEMM,8192,AMD,1.0,32T,32T,0.0,0.0
GEMM,8192,AMD,2.0,32T,32T,0.0,0.0
GEMM,8192,AMD,5.0,64T,32T,4.9768651280698295,11.656613046786802
GEMM,8192,INTEL,0.5,10T,10T,0.0,0.0
GEMM,8192,INTEL,1.0,10T,10T,0.0,0.0
GEMM,8192,INTEL,2.0,10T,10T,0.0,0.0
GEMM,8192,INTEL,5.0,10T,10T,0.0,0.0
GEMM,16384,AMD,0.5,32T,32T,0.0,0.0
GEMM,16384,AMD,1.0,32T,32T,0.0,0.0
GEMM,16384,AMD,2.0,32T,32T,0.0,0.0
GEMM,16384,AMD,5.0,32T,32T,0.0,0.0
GEMM,16384,INTEL,0.5,10T,10T,0.0,0.0
GEMM,16384,INTEL,1.0,10T,10T,0.0,0.0
GEMM,16384,INTEL,2.0,10T,10T,0.0,0.0
GEMM,16384,INTEL,5.0,10T,10T,0.0,0.0
REDUCTION,1000000,AMD,0.5,8T,8T,0.0,0.0
REDUCTION,1000000,AMD,1.0,8T,8T,0.0,0.0
REDUCTION,1000000,AMD,2.0,8T,8T,0.0,0.0
REDUCTION,1000000,AMD,5.0,8T,8T,0.0,0.0
REDUCTION,1000000,INTEL,0.5,20T,20T,0.0,0.0
REDUCTION,1000000,INTEL,1.0,20T,20T,0.0,0.0
REDUCTION,1000000,INTEL,2.0,20T,20T,0.0,0.0
REDUCTION,1000000,INTEL,5.0,20T,20T,0.0,0.0
REDUCTION,2000000,AMD,0.5,10T,10T,0.0,0.0
REDUCTION,2000000,AMD,1.0,10T,10T,0.0,0.0
REDUCTION,2000000,AMD,2.0,10T,10T,0.0,0.0
REDUCTION,2000000,AMD,5.0,10T,10T,0.0,0.0
REDUCTION,2000000,INTEL,0.5,10T,10T,0.0,0.0
REDUCTION,2000000,INTEL,1.0,10T,10T,0.0,0.0
REDUCTION,2000000,INTEL,2.0,10T,10T,0.0,0.0
REDUCTION,2000000,INTEL,5.0,10T,10T,0.0,0.0
REDUCTION,4000000,AMD,0.5,64T,64T,0.0,0.0
REDUCTION,4000000,AMD,1.0,64T,64T,0.0,0.0
REDUCTION,4000000,AMD,2.0,64T,64T,0.0,0.0
REDUCTION,4000000,AMD,5.0,64T,64T,0.0,0.0
REDUCTION,4000000,INTEL,0.5,10T,10T,0.0,0.0
REDUCTION,4000000,INTEL,1.0,10T,10T,0.0,0.0
REDUCTION,4000000,INTEL,2.0,10T,10T,0.0,0.0
REDUCTION,4000000,INTEL,5.0,10T,10T,0.0,0.0
REDUCTION,8000000,AMD,0.5,20T,20T,0.0,0.0
REDUCTION,8000000,AMD,1.0,20T,20T,0.0,0.0
REDUCTION,8000000,AMD,2.0,20T,20T,0.0,0.0
REDUCTION,8000000,AMD,5.0,20T,20T,0.0,0.0
REDUCTION,8000000,INTEL,0.5,16T,16T,0.0,0.0
REDUCTION,8000000,INTEL,1.0,16T,16T,0.0,0.0
REDUCTION,8000000,INTEL,2.0,16T,16T,0.0,0.0
REDUCTION,8000000,INTEL,5.0,16T,16T,0.0,0.0
REDUCTION,16000000,AMD,0.5,32T,32T,0.0,0.0
REDUCTION,16000000,AMD,1.0,32T,32T,0.0,0.0
REDUCTION,16000000,AMD,2.0,32T,32T,0.0,0.0
REDUCTION,16000000,AMD,5.0,32T,32T,0.0,0.0
REDUCTION,16000000,INTEL,0.5,8T,8T,0.0,0.0
REDUCTION,16000000,INTEL,1.0,8T,8T,0.0,0.0
REDUCTION,16000000,INTEL,2.0,8T,8T,0.0,0.0
REDUCTION,16000000,INTEL,5.0,8T,8T,0.0,0.0
REDUCTION,32000000,AMD,0.5,32T,32T,0.0,0.0
REDUCTION,32000000,AMD,1.0,32T,32T,0.0,0.0
REDUCTION,32000000,AMD,2.0,32T,32T,0.0,0.0
REDUCTION,32000000,AMD,5.0,32T,32T,0.0,0.0
REDUCTION,32000000,INTEL,0.5,8T,8T,0.0,0.0
REDUCTION,32000000,INTEL,1.0,8T,8T,0.0,0.0
REDUCTION,32000000,INTEL,2.0,8T,8T,0.0,0.0
REDUCTION,32000000,INTEL,5.0,4T,8T,3.0984209949986186,23.101686654069596
REDUCTION,64000000,AMD,0.5,10T,10T,0.0,0.0
REDUCTION,64000000,AMD,1.0,10T,10T,0.0,0.0
REDUCTION,64000000,AMD,2.0,10T,10T,0.0,0.0
REDUCTION,64000000,AMD,5.0,10T,10T,0.0,0.0
REDUCTION,64000000,INTEL,0.5,8T,8T,0.0,0.0
REDUCTION,64000000,INTEL,1.0,8T,8T,0.0,0.0
REDUCTION,64000000,INTEL,2.0,4T,8T,1.3440824914599858,26.902686742367344
REDUCTION,64000000,INTEL,5.0,4T,8T,1.3440824914599858,26.902686742367344
REDUCTION,128000000,AMD,0.5,16T,16T,0.0,0.0
REDUCTION,128000000,AMD,1.0,16T,16T,0.0,0.0
REDUCTION,128000000,AMD,2.0,16T,16T,0.0,0.0
REDUCTION,128000000,AMD,5.0,8T,16T,3.0149345450680043,14.566826728856174
REDUCTION,128000000,INTEL,0.5,8T,8T,0.0,0.0
REDUCTION,128000000,INTEL,1.0,4T,8T,0.8317304692839089,26.96014148868575
REDUCTION,128000000,INTEL,2.0,4T,8T,0.8317304692839089,26.96014148868575
REDUCTION,128000000,INTEL,5.0,4T,8T,0.8317304692839089,26.96014148868575
REDUCTION,256000000,AMD,0.5,16T,16T,0.0,0.0
REDUCTION,256000000,AMD,1.0,16T,16T,0.0,0.0
REDUCTION,256000000,AMD,2.0,16T,16T,0.0,0.0
REDUCTION,256000000,AMD,5.0,8T,16T,2.1646836153056626,21.14789414690289
REDUCTION,256000000,INTEL,0.5,4T,8T,0.2441796867607815,28.289346291190988
REDUCTION,256000000,INTEL,1.0,4T,8T,0.2441796867607815,28.289346291190988
REDUCTION,256000000,INTEL,2.0,4T,8T,0.2441796867607815,28.289346291190988
REDUCTION,256000000,INTEL,5.0,4T,8T,0.2441796867607815,28.289346291190988
STREAM,1000000,AMD,0.5,16T,16T,0.0,0.0
STREAM,1000000,AMD,1.0,16T,16T,0.0,0.0
STREAM,1000000,AMD,2.0,16T,16T,0.0,0.0
STREAM,1000000,AMD,5.0,10T,16T,3.3432084851519717,2.184107449190409
STREAM,1000000,INTEL,0.5,10T,10T,0.0,0.0
STREAM,1000000,INTEL,1.0,10T,10T,0.0,0.0
STREAM,1000000,INTEL,2.0,10T,10T,0.0,0.0
STREAM,1000000,INTEL,5.0,10T,10T,0.0,0.0
STREAM,2000000,AMD,0.5,16T,20T,0.41968946909847205,2.9136694284847997
STREAM,2000000,AMD,1.0,16T,20T,0.41968946909847205,2.9136694284847997
STREAM,2000000,AMD,2.0,16T,20T,0.41968946909847205,2.9136694284847997
STREAM,2000000,AMD,5.0,16T,20T,0.41968946909847205,2.9136694284847997
STREAM,2000000,INTEL,0.5,10T,10T,0.0,0.0
STREAM,2000000,INTEL,1.0,10T,10T,0.0,0.0
STREAM,2000000,INTEL,2.0,10T,10T,0.0,0.0
STREAM,2000000,INTEL,5.0,10T,10T,0.0,0.0
STREAM,4000000,AMD,0.5,32T,32T,0.0,0.0
STREAM,4000000,AMD,1.0,32T,32T,0.0,0.0
STREAM,4000000,AMD,2.0,32T,32T,0.0,0.0
STREAM,4000000,AMD,5.0,32T,32T,0.0,0.0
STREAM,4000000,INTEL,0.5,8T,10T,0.22338636721614957,9.12742590567921
STREAM,4000000,INTEL,1.0,8T,10T,0.22338636721614957,9.12742590567921
STREAM,4000000,INTEL,2.0,8T,10T,0.22338636721614957,9.12742590567921
STREAM,4000000,INTEL,5.0,4T,10T,2.2825020333985258,31.50260744745229
STREAM,8000000,AMD,0.5,32T,32T,0.0,0.0
STREAM,8000000,AMD,1.0,32T,32T,0.0,0.0
STREAM,8000000,AMD,2.0,32T,32T,0.0,0.0
STREAM,8000000,AMD,5.0,32T,32T,0.0,0.0
STREAM,8000000,INTEL,0.5,8T,8T,0.0,0.0
STREAM,8000000,INTEL,1.0,4T,8T,0.8758646387873492,26.332054404171924
STREAM,8000000,INTEL,2.0,4T,8T,0.8758646387873492,26.332054404171924
STREAM,8000000,INTEL,5.0,4T,8T,0.8758646387873492,26.332054404171924
STREAM,16000000,AMD,0.5,10T,10T,0.0,0.0
STREAM,16000000,AMD,1.0,10T,10T,0.0,0.0
STREAM,16000000,AMD,2.0,10T,10T,0.0,0.0
STREAM,16000000,AMD,5.0,10T,10T,0.0,0.0
STREAM,16000000,INTEL,0.5,4T,4T,0.0,0.0
STREAM,16000000,INTEL,1.0,4T,4T,0.0,0.0
STREAM,16000000,INTEL,2.0,4T,4T,0.0,0.0
STREAM,16000000,INTEL,5.0,4T,4T,0.0,0.0
STREAM,32000000,AMD,0.5,4T,4T,0.0,0.0
STREAM,32000000,AMD,1.0,4T,4T,0.0,0.0
STREAM,32000000,AMD,2.0,4T,4T,0.0,0.0
STREAM,32000000,AMD,5.0,4T,4T,0.0,0.0
STREAM,32000000,INTEL,0.5,4T,4T,0.0,0.0
STREAM,32000000,INTEL,1.0,4T,4T,0.0,0.0
STREAM,32000000,INTEL,2.0,4T,4T,0.0,0.0
STREAM,32000000,INTEL,5.0,4T,4T,0.0,0.0
STREAM,64000000,AMD,0.5,4T,4T,0.0,0.0
STREAM,64000000,AMD,1.0,4T,4T,0.0,0.0
STREAM,64000000,AMD,2.0,4T,4T,0.0,0.0
STREAM,64000000,AMD,5.0,4T,4T,0.0,0.0
STREAM,64000000,INTEL,0.5,4T,4T,0.0,0.0
STREAM,64000000,INTEL,1.0,4T,4T,0.0,0.0
STREAM,64000000,INTEL,2.0,4T,4T,0.0,0.0
STREAM,64000000,INTEL,5.0,4T,4T,0.0,0.0
STREAM,128000000,AMD,0.5,4T,4T,0.0,0.0
STREAM,128000000,AMD,1.0,4T,4T,0.0,0.0
STREAM,128000000,AMD,2.0,4T,4T,0.0,0.0
STREAM,128000000,AMD,5.0,4T,4T,0.0,0.0
STREAM,128000000,INTEL,0.5,4T,4T,0.0,0.0
STREAM,128000000,INTEL,1.0,4T,4T,0.0,0.0
STREAM,128000000,INTEL,2.0,4T,4T,0.0,0.0
STREAM,128000000,INTEL,5.0,4T,4T,0.0,0.0
STREAM,256000000,AMD,0.5,4T,4T,0.0,0.0
STREAM,256000000,AMD,1.0,4T,4T,0.0,0.0
STREAM,256000000,AMD,2.0,4T,4T,0.0,0.0
STREAM,256000000,AMD,5.0,4T,4T,0.0,0.0
STREAM,256000000,INTEL,0.5,8T,8T,0.0,0.0
STREAM,256000000,INTEL,1.0,4T,8T,0.6319505821542171,27.271206736510713
STREAM,256000000,INTEL,2.0,4T,8T,0.6319505821542171,27.271206736510713
STREAM,256000000,INTEL,5.0,4T,8T,0.6319505821542171,27.271206736510713
STRIDED_GEMM,64,AMD,0.5,8T,8T,0.0,0.0
STRIDED_GEMM,64,AMD,1.0,8T,8T,0.0,0.0
STRIDED_GEMM,64,AMD,2.0,8T,8T,0.0,0.0
STRIDED_GEMM,64,AMD,5.0,8T,8T,0.0,0.0
STRIDED_GEMM,64,INTEL,0.5,16T,16T,0.0,0.0
STRIDED_GEMM,64,INTEL,1.0,16T,16T,0.0,0.0
STRIDED_GEMM,64,INTEL,2.0,16T,16T,0.0,0.0
STRIDED_GEMM,64,INTEL,5.0,16T,16T,0.0,0.0
STRIDED_GEMM,128,AMD,0.5,4T,4T,0.0,0.0
STRIDED_GEMM,128,AMD,1.0,4T,4T,0.0,0.0
STRIDED_GEMM,128,AMD,2.0,4T,4T,0.0,0.0
STRIDED_GEMM,128,AMD,5.0,4T,4T,0.0,0.0
STRIDED_GEMM,128,INTEL,0.5,8T,8T,0.0,0.0
STRIDED_GEMM,128,INTEL,1.0,8T,8T,0.0,0.0
STRIDED_GEMM,128,INTEL,2.0,8T,8T,0.0,0.0
STRIDED_GEMM,128,INTEL,5.0,8T,8T,0.0,0.0
STRIDED_GEMM,256,AMD,0.5,16T,16T,0.0,0.0
STRIDED_GEMM,256,AMD,1.0,16T,16T,0.0,0.0
STRIDED_GEMM,256,AMD,2.0,16T,16T,0.0,0.0
STRIDED_GEMM,256,AMD,5.0,16T,16T,0.0,0.0
STRIDED_GEMM,256,INTEL,0.5,8T,8T,0.0,0.0
STRIDED_GEMM,256,INTEL,1.0,8T,8T,0.0,0.0
STRIDED_GEMM,256,INTEL,2.0,8T,8T,0.0,0.0
STRIDED_GEMM,256,INTEL,5.0,8T,8T,0.0,0.0
STRIDED_GEMM,512,AMD,0.5,16T,16T,0.0,0.0
STRIDED_GEMM,512,AMD,1.0,16T,16T,0.0,0.0
STRIDED_GEMM,512,AMD,2.0,16T,16T,0.0,0.0
STRIDED_GEMM,512,AMD,5.0,16T,16T,0.0,0.0
STRIDED_GEMM,512,INTEL,0.5,16T,16T,0.0,0.0
STRIDED_GEMM,512,INTEL,1.0,16T,16T,0.0,0.0
STRIDED_GEMM,512,INTEL,2.0,16T,16T,0.0,0.0
STRIDED_GEMM,512,INTEL,5.0,8T,16T,2.10103075065311,2.878647479011942
STRIDED_GEMM,1024,AMD,0.5,32T,32T,0.0,0.0
STRIDED_GEMM,1024,AMD,1.0,32T,32T,0.0,0.0
STRIDED_GEMM,1024,AMD,2.0,32T,32T,0.0,0.0
STRIDED_GEMM,1024,AMD,5.0,32T,32T,0.0,0.0
STRIDED_GEMM,1024,INTEL,0.5,8T,8T,0.0,0.0
STRIDED_GEMM,1024,INTEL,1.0,8T,8T,0.0,0.0
STRIDED_GEMM,1024,INTEL,2.0,8T,8T,0.0,0.0
STRIDED_GEMM,1024,INTEL,5.0,8T,8T,0.0,0.0
STRIDED_GEMM,2048,AMD,0.5,64T,64T,0.0,0.0
STRIDED_GEMM,2048,AMD,1.0,64T,64T,0.0,0.0
STRIDED_GEMM,2048,AMD,2.0,64T,64T,0.0,0.0
STRIDED_GEMM,2048,AMD,5.0,64T,64T,0.0,0.0
STRIDED_GEMM,2048,INTEL,0.5,8T,8T,0.0,0.0
STRIDED_GEMM,2048,INTEL,1.0,8T,8T,0.0,0.0
STRIDED_GEMM,2048,INTEL,2.0,8T,8T,0.0,0.0
STRIDED_GEMM,2048,INTEL,5.0,8T,8T,0.0,0.0
STRIDED_GEMM,4096,AMD,0.5,32T,32T,0.0,0.0
STRIDED_GEMM,4096,AMD,1.0,32T,32T,0.0,0.0
STRIDED_GEMM,4096,AMD,2.0,32T,32T,0.0,0.0
STRIDED_GEMM,4096,AMD,5.0,32T,32T,0.0,0.0
STRIDED_GEMM,4096,INTEL,0.5,10T,10T,0.0,0.0
STRIDED_GEMM,4096,INTEL,1.0,10T,10T,0.0,0.0
STRIDED_GEMM,4096,INTEL,2.0,10T,10T,0.0,0.0
STRIDED_GEMM,4096,INTEL,5.0,10T,10T,0.0,0.0
STRIDED_GEMM,8192,AMD,0.5,32T,32T,0.0,0.0
STRIDED_GEMM,8192,AMD,1.0,32T,32T,0.0,0.0
STRIDED_GEMM,8192,AMD,2.0,32T,32T,0.0,0.0
STRIDED_GEMM,8192,AMD,5.0,64T,32T,4.6171748727715345,10.454209950962134
STRIDED_GEMM,8192,INTEL,0.5,10T,10T,0.0,0.0
STRIDED_GEMM,8192,INTEL,1.0,8T,10T,0.8586131966256128,0.6686074959228794
STRIDED_GEMM,8192,INTEL,2.0,8T,10T,0.8586131966256128,0.6686074959228794
STRIDED_GEMM,8192,INTEL,5.0,8T,10T,0.8586131966256128,0.6686074959228794
STRIDED_GEMM,16384,AMD,0.5,32T,32T,0.0,0.0
STRIDED_GEMM,16384,AMD,1.0,32T,32T,0.0,0.0
STRIDED_GEMM,16384,AMD,2.0,32T,32T,0.0,0.0
STRIDED_GEMM,16384,AMD,5.0,32T,32T,0.0,0.0
STRIDED_GEMM,16384,INTEL,0.5,10T,10T,0.0,0.0
STRIDED_GEMM,16384,INTEL,1.0,10T,10T,0.0,0.0
STRIDED_GEMM,16384,INTEL,2.0,10T,10T,0.0,0.0
STRIDED_GEMM,16384,INTEL,5.0,8T,10T,2.6150974287519446,5.9140670422754615
