platform,platform_label,device_kind,energy_domain,session_number,problem_size,configuration,num_threads,runtime_s,energy_j,total_energy_j,power_w,edp_j_s,throughput_gflops,efficiency_gflop_per_j,logical_bandwidth_gb_s,logical_gb_per_j,temperature_c,clock_mhz,working_set_bytes,operational_intensity_flop_per_byte,policy,optimized_metric,selection_status
3090,RTX 3090,GPU,GPU board NVML,1,1000000,gpu_resident,-1,5.700756277427376e-06,0.0012069691791515,0.0012069691791515,211.84355832500495,6.880637124709281e-09,175.4151469270104,0.8285207420979878,701.6619910306204,3.314089596564516,59.0,1950.0,4000004.0,0.2499995000005,runtime_opt,runtime_s,clear_leader
3090,RTX 3090,GPU,GPU board NVML,2,1000000,gpu_resident,-1,5.653928630472067e-06,0.0012224280934574,0.0012224280934574,216.2819062972453,6.9115211962921775e-09,176.8679913309246,0.8180432087188846,707.473380269044,3.2721793792277523,62.0,1950.0,4000004.0,0.2499995000005,runtime_opt,runtime_s,clear_leader
3090,RTX 3090,GPU,GPU board NVML,3,1000000,gpu_resident,-1,5.658497548303753e-06,0.0012116827679173,0.0012116827679173,214.1035309688126,6.8563039715819475e-09,176.72518039700657,0.825297698768835,706.9021353908831,3.3011973974635325,61.5,1950.0,4000004.0,0.2499995000005,runtime_opt,runtime_s,clear_leader
3090,RTX 3090,GPU,GPU board NVML,4,1000000,gpu_resident,-1,5.684419756909063e-06,0.0012081107251631,0.0012081107251631,212.35395156351325,6.867408474650861e-09,175.91927457231893,0.8277378713486679,703.6785056448798,3.3109581073042644,60.0,1950.0,4000004.0,0.2499995000005,runtime_opt,runtime_s,clear_leader
3090,RTX 3090,GPU,GPU board NVML,5,1000000,gpu_resident,-1,5.633382602035967e-06,0.0012184612288479,0.0012184612288479,215.9161833671676,6.864058287847124e-09,177.5130628689394,0.8207064585432365,710.0536715816806,3.28283239983118,62.0,1950.0,4000004.0,0.2499995000005,runtime_opt,runtime_s,clear_leader
3090,RTX 3090,GPU,GPU board NVML,1,1000000,gpu_resident,-1,5.700756277427376e-06,0.0012069691791515,0.0012069691791515,211.84355832500495,6.880637124709281e-09,175.4151469270104,0.8285207420979878,701.6619910306204,3.314089596564516,59.0,1950.0,4000004.0,0.2499995000005,energy_opt,energy_j,clear_leader
3090,RTX 3090,GPU,GPU board NVML,2,1000000,gpu_resident,-1,5.653928630472067e-06,0.0012224280934574,0.0012224280934574,216.2819062972453,6.9115211962921775e-09,176.8679913309246,0.8180432087188846,707.473380269044,3.2721793792277523,62.0,1950.0,4000004.0,0.2499995000005,energy_opt,energy_j,clear_leader
3090,RTX 3090,GPU,GPU board NVML,3,1000000,gpu_resident,-1,5.658497548303753e-06,0.0012116827679173,0.0012116827679173,214.1035309688126,6.8563039715819475e-09,176.72518039700657,0.825297698768835,706.9021353908831,3.3011973974635325,61.5,1950.0,4000004.0,0.2499995000005,energy_opt,energy_j,clear_leader
3090,RTX 3090,GPU,GPU board NVML,4,1000000,gpu_resident,-1,5.684419756909063e-06,0.0012081107251631,0.0012081107251631,212.35395156351325,6.867408474650861e-09,175.91927457231893,0.8277378713486679,703.6785056448798,3.3109581073042644,60.0,1950.0,4000004.0,0.2499995000005,energy_opt,energy_j,clear_leader
3090,RTX 3090,GPU,GPU board NVML,5,1000000,gpu_resident,-1,5.633382602035967e-06,0.0012184612288479,0.0012184612288479,215.9161833671676,6.864058287847124e-09,177.5130628689394,0.8207064585432365,710.0536715816806,3.28283239983118,62.0,1950.0,4000004.0,0.2499995000005,energy_opt,energy_j,clear_leader
3090,RTX 3090,GPU,GPU board NVML,1,1000000,gpu_resident,-1,5.700756277427376e-06,0.0012069691791515,0.0012069691791515,211.84355832500495,6.880637124709281e-09,175.4151469270104,0.8285207420979878,701.6619910306204,3.314089596564516,59.0,1950.0,4000004.0,0.2499995000005,edp_opt,edp_j_s,clear_leader
3090,RTX 3090,GPU,GPU board NVML,2,1000000,gpu_resident,-1,5.653928630472067e-06,0.0012224280934574,0.0012224280934574,216.2819062972453,6.9115211962921775e-09,176.8679913309246,0.8180432087188846,707.473380269044,3.2721793792277523,62.0,1950.0,4000004.0,0.2499995000005,edp_opt,edp_j_s,clear_leader
3090,RTX 3090,GPU,GPU board NVML,3,1000000,gpu_resident,-1,5.658497548303753e-06,0.0012116827679173,0.0012116827679173,214.1035309688126,6.8563039715819475e-09,176.72518039700657,0.825297698768835,706.9021353908831,3.3011973974635325,61.5,1950.0,4000004.0,0.2499995000005,edp_opt,edp_j_s,clear_leader
3090,RTX 3090,GPU,GPU board NVML,4,1000000,gpu_resident,-1,5.684419756909063e-06,0.0012081107251631,0.0012081107251631,212.35395156351325,6.867408474650861e-09,175.91927457231893,0.8277378713486679,703.6785056448798,3.3109581073042644,60.0,1950.0,4000004.0,0.2499995000005,edp_opt,edp_j_s,clear_leader
