platform,platform_label,device_kind,energy_domain,problem_size,configuration,num_threads,sessions,working_set_bytes,operational_intensity_flop_per_byte,runtime_s_median,runtime_s_ci95_low,runtime_s_ci95_high,runtime_s_session_cv_pct,energy_j_median,energy_j_ci95_low,energy_j_ci95_high,energy_j_session_cv_pct,total_energy_j_median,total_energy_j_ci95_low,total_energy_j_ci95_high,total_energy_j_session_cv_pct,power_w_median,power_w_ci95_low,power_w_ci95_high,power_w_session_cv_pct,edp_j_s_median,edp_j_s_ci95_low,edp_j_s_ci95_high,edp_j_s_session_cv_pct,throughput_gflops_median,throughput_gflops_ci95_low,throughput_gflops_ci95_high,throughput_gflops_session_cv_pct,efficiency_gflop_per_j_median,efficiency_gflop_per_j_ci95_low,efficiency_gflop_per_j_ci95_high,efficiency_gflop_per_j_session_cv_pct,logical_bandwidth_gb_s_median,logical_bandwidth_gb_s_ci95_low,logical_bandwidth_gb_s_ci95_high,logical_bandwidth_gb_s_session_cv_pct,logical_gb_per_j_median,logical_gb_per_j_ci95_low,logical_gb_per_j_ci95_high,logical_gb_per_j_session_cv_pct,temperature_c_median,temperature_c_ci95_low,temperature_c_ci95_high,temperature_c_session_cv_pct,clock_mhz_median,clock_mhz_ci95_low,clock_mhz_ci95_high,clock_mhz_session_cv_pct
3090,RTX 3090,GPU,GPU board NVML,1000000,gpu_resident,-1,5,4000004.0,0.2499995000005,5.658497548303753e-06,5.633382602035967e-06,5.700756277427376e-06,0.4680180057200071,0.0012116827679173,0.0012069691791515,0.0012224280934574,0.5517363573901435,0.0012116827679173,0.0012069691791515,0.0012224280934574,0.5517363573901435,214.1035309688126,211.84355832500495,216.2819062972453,0.9399483871528389,6.867408474650861e-09,6.8563039715819475e-09,6.9115211962921775e-09,0.3159301877040963,176.72518039700657,175.4151469270104,177.5130628689394,0.46774224759402727,0.825297698768835,0.8180432087188846,0.8285207420979878,0.5507911710074485,706.9021353908831,701.6619910306204,710.0536715816806,0.46774224759402244,3.3011973974635325,3.2721793792277523,3.314089596564516,0.5507911710074508,61.5,59.0,62.0,2.203022637930827,1950.0,1950.0,1950.0,0.0
5060ti,RTX 5060 Ti,GPU,GPU board NVML,1000000,gpu_resident,-1,5,4000004.0,0.2499995000005,6.147174095315372e-06,6.14706841610268e-06,6.258617487122562e-06,0.8080120674575985,0.0004058325746143,0.0004004339781535,0.0004093440537001,0.8803145638996969,0.0004058325746143,0.0004004339781535,0.0004093440537001,0.8803145638996969,65.48561848365615,64.82529226219648,66.5902430008259,1.124746367258606,2.5025618159294214e-09,2.4614950598417303e-09,2.53995084832503e-09,1.2646252707148884,162.67621259695207,159.77953630455144,162.67900929497253,0.7993466790052094,2.4640678510107055,2.442930319766254,2.497288078826983,0.8814859244418592,650.7061517988104,639.1194234557744,650.717338613266,0.7993466790052142,9.856291116605343,9.771740822527118,9.98917229363254,0.8814859244418602,55.0,53.0,56.0,2.3792709508038867,2752.0,2752.0,2752.0,0.0
AMD,AMD CPU,CPU,CPU package RAPL,1000000,1T,1,5,4000004.0,0.2499995000005,8.681031800898722e-05,8.661224137931034e-05,8.739309382629928e-05,0.37944526003544826,0.0059160706749215,0.0058654698706896,0.0059772888552915,0.7272391938084101,0.0059160706749215,0.0058654698706896,0.0059772888552915,0.7272391938084101,67.95391223424244,67.7251987172779,68.95486298708474,0.7443304721386623,5.170237195764323e-07,5.080214922432399e-07,5.187425172708106e-07,0.9139391303009066,11.51935648820539,11.442540322323152,11.545700516172955,0.3790113434510177,0.16903094214865325,0.16729976151557965,0.17048915467064374,0.7270620149992375,46.07751810776562,45.77025282970673,46.182894430388316,0.3790113434510163,0.6761251208435024,0.6692003844617491,0.6819579825971762,0.727062014999237,57.5,56.5,58.0,1.1357495479447124,1823.5,1794.0,1831.0,0.8042822044878424
AMD,AMD CPU,CPU,CPU package RAPL,1000000,2T,2,5,4000004.0,0.2499995000005,5.326478480751368e-05,4.5581356779352965e-05,5.491115420331021e-05,7.388644849001241,0.0042050797246163,0.0035532448882224,0.004317464452631,7.53552254075546,0.0042050797246163,0.0035532448882224,0.004317464452631,7.53552254075546,78.82299653697916,76.65832147365512,79.24553833897119,1.4419767203300091,2.2387284847649387e-07,1.6196172297447734e-07,2.3655477233083994e-07,14.11915771904146,18.77411133103719,18.211218003130536,21.9387721352992,8.116782635750594,0.2378073819019559,0.23161719360320732,0.2814326148233129,8.334678566970243,75.09659551718958,72.84501770241187,87.75526405154937,8.116782635750583,0.9512314300687814,0.9264706273522312,1.1257327107564217,8.334678566970242,57.0,56.0,58.0,1.5664224010506405,1869.5,1850.0,1873.0,0.5297874757471718
AMD,AMD CPU,CPU,CPU package RAPL,1000000,4T,4,5,4000004.0,0.2499995000005,3.5350934171468485e-05,3.526383936299117e-05,3.557840345882105e-05,0.3536782986274468,0.0031538506434306,0.0031274624026311,0.0031616962982364,0.43742006034346476,0.0031538506434306,0.0031274624026311,0.0031616962982364,0.43742006034346476,89.18908893572515,88.32061951572882,89.35953868262712,0.49338458991203227,1.115021470086601e-07,1.1028633178017753e-07,1.1176891770913056e-07,0.5375639819089088,28.287767309048732,28.106910450813597,28.357632579550675,0.3524150462745029,0.31707240229748207,0.3162855966140079,0.31974772875245816,0.43826536779950365,113.15129553855971,112.42786665876285,113.4307571794902,0.35241504627450354,1.2682921457716831,1.2651449167433348,1.2789934729942205,0.4382653677994992,56.0,53.0,57.0,2.737500160307419,1942.0,1914.0,1954.0,0.805309280944964
AMD,AMD CPU,CPU,CPU package RAPL,1000000,8T,8,5,4000004.0,0.2499995000005,2.814334881876381e-05,2.767271129141312e-05,2.8746650251946864e-05,1.6757872479162421,0.0029015266273865,0.0028555529546991,0.0029670630821095,1.409353700109022,0.0029015266273865,0.0028555529546991,0.0029670630821095,1.409353700109022,103.17418411513056,101.74146675588744,103.5323184676756,0.6870170534715137,8.16586759814696e-08,7.902089249272989e-08,8.520316406655733e-08,3.017518310308416,35.53233861541303,34.7866270064727,36.136647019126784,1.675131855941138,0.34464581181553094,0.33703327914721254,0.35019452129381834,1.407946350637851,142.1296387206453,139.14678631918514,144.5468771699724,1.6751318559411403,1.3785860044313756,1.3481358128577798,1.4007808867342455,1.4079463506378502,55.0,53.0,56.0,2.201388405629304,2137.0,2102.0,2147.0,0.8894566357979701
AMD,AMD CPU,CPU,CPU package RAPL,1000000,10T,10,5,4000004.0,0.2499995000005,2.8247823811360257e-05,2.7037919454213716e-05,2.8833542749443143e-05,2.7793792460785802,0.0030439909646851,0.0029405674564349,0.0031177199799196,2.491966654588354,0.0030439909646851,0.0029405674564349,0.0031177199799196,2.491966654588354,107.7470581560371,107.7188376402906,108.6694066053158,0.39181403239801954,8.598612045379724e-08,7.950682603676894e-08,8.977790389336523e-08,5.243584284147315,35.40092173747687,34.68179434937154,36.98505728938976,2.8050371176175237,0.32851575829281404,0.3207468940253538,0.3400700765465125,2.5040674048090485,141.6039701575646,138.7274548521184,147.9405250383132,2.8050371176175246,1.3140656612999504,1.2829901420791332,1.360283026749383,2.504067404809051,54.0,53.0,55.0,1.3094570021973104,2182.5,2180.5,2213.0,0.7306688785106947
AMD,AMD CPU,CPU,CPU package RAPL,1000000,16T,16,5,4000004.0,0.2499995000005,3.1788553760726904e-05,8.868301913486365e-06,3.2209240168003055e-05,37.65936182979666,0.0037753449735786,0.0012481601085841,0.003858317710322,34.68253502558415,0.0037753449735786,0.0012481601085841,0.003858317710322,34.68253502558415,120.4397665220341,118.25083373225822,140.736287714892,7.585576994620514,1.2045350266452993e-07,1.1069060679293723e-08,1.2427348177622093e-07,49.76548641069628,31.457832511885034,31.046960275499075,112.76104599903881,75.83269396607777,0.26487619197673323,0.25918005594115373,0.8011784651044397,64.69917754204295,125.83158171045189,124.18808947792688,451.04508608542534,75.83269396607777,1.0595068869185877,1.0367222972071357,3.2047202698518893,64.69917754204295,55.0,53.0,60.0,4.876987756717075,2404.0,2381.5,2423.0,0.6478813873916827
AMD,AMD CPU,CPU,CPU package RAPL,1000000,20T,20,5,4000004.0,0.2499995000005,3.616795002179282e-05,8.214780440504224e-06,3.62689395305232e-05,40.839684091749575,0.0045926555367252,0.0012429948705621,0.0047064672445976,38.30024465682647,0.0045926555367252,0.0012429948705621,0.0047064672445976,38.30024465682647,128.63419885169674,126.7075964280892,151.28646177190143,7.882057666475221,1.663038566439811e-07,1.0210929950340618e-08,1.7027813665224862e-07,51.72021048945125,27.64876083376181,27.571773890946588,121.73167709624386,90.26854835971166,0.21773873350690065,0.21247337929481316,0.8045077447083803,78.68059280709284,110.5952645253551,110.28731613819805,486.92768223936605,90.26854835971166,0.8709566759392124,0.8498952169679869,3.2180374149019144,78.68059280709282,57.0,56.0,60.0,2.632942862517899,2547.0,2538.5,2564.5,0.3777283821967263
AMD,AMD CPU,CPU,CPU package RAPL,1000000,32T,32,5,4000004.0,0.2499995000005,5.032918202650194e-05,5.968118361692302e-06,5.064633414963266e-05,47.842128464669706,0.0073701348143335,0.0011371558263175,0.0074309131712663,45.51806865178856,0.0073701348143335,0.0011371558263175,0.0074309131712663,45.51806865178856,147.13471856623934,145.61785023639425,190.4835867423543,12.602510028444794,3.732703105345753e-07,6.7866805671508535e-09,3.739917816197924e-07,54.75665837129446,19.869168536723453,19.744745928610374,167.55683104723872,133.2805612499089,0.1356825926786568,0.13457282798926723,0.8793860760827645,116.61152632021536,79.47683310040107,78.97914167256688,670.2286646449436,133.2805612499089,0.5427314561764539,0.5382923885407694,3.5175513394267015,116.61152632021536,55.0,53.0,60.0,5.017879539063872,2987.5,2964.0,3002.5,0.5182479169446226
AMD,AMD CPU,CPU,CPU package RAPL,1000000,64T,64,5,4000004.0,0.2499995000005,0.0001113619217466,0.0001083811389759,0.0001131501101321,1.5786817833741913,0.0161962598595353,0.0158335127481713,0.0164259477422907,1.3235160586053352,0.0161962598595353,0.0158335127481713,0.0164259477422907,1.3235160586053352,145.42077378676663,144.95160094387197,146.0912148093512,0.3056532076461647,1.8036232936282019e-06,1.7160541456362382e-06,1.8585977960643122e-06,2.8834583057588214,8.979721113968033,8.837808454914676,9.226688420596531,1.5956372274577029,0.061742588021719454,0.060879226921279846,0.06315711591639672,1.3348295886117902,35.91895629371288,35.35130452219705,36.9068274959673,1.5956372274576949,0.24697084602807595,0.2435173947194218,0.25262896892301945,1.3348295886117845,53.5,53.0,54.0,0.9345794392523363,4174.0,4169.5,4192.5,0.2469462483913651
INTEL,Intel CPU,CPU,CPU package RAPL,1000000,1T,1,5,4000004.0,0.2499995000005,0.0001464603895153,0.0001463853526485,0.0001464945103205,0.03258693698634737,0.0077316271409749,0.0071333204978038,0.0078822732328406,3.8675096386772614,0.0077316271409749,0.0071333204978038,0.0078822732328406,3.8675096386772614,52.77029163264764,48.70684378742599,53.83601976820337,3.873251380355853,1.1326409319978053e-06,1.0447787057005976e-06,1.1539161210691118e-06,3.8532732181641034,6.827777826546986,6.826187532981318,6.831277733102124,0.032588623366777446,0.12933875130893957,0.1268668276853963,0.14018702794972954,4.052309727017088,27.311165928465176,27.304804741480144,27.32516558268501,0.03258862336677598,0.5173560399468035,0.5074683256772217,0.5607492332962632,4.052309727017088,96.0,85.0,98.0,5.734054492679812,1364.0,1362.0,1374.5,0.36296074265472067
INTEL,Intel CPU,CPU,CPU package RAPL,1000000,2T,2,5,4000004.0,0.2499995000005,8.228296997120527e-05,8.171700434746945e-05,8.363926499032882e-05,0.9209196050835357,0.0057573638996937,0.0055828600607005,0.006141189092553,3.911761647347571,0.0057573638996937,0.0055828600607005,0.006141189092553,3.911762459852513,69.21640070736333,68.21738106450186,74.7953040385578,3.871545912846182,4.776198642046446e-07,4.5621459985157626e-07,5.042544194947474e-07,4.1721182794621,12.15317094594358,11.956095024455673,12.237342863767951,0.9174341309997036,0.1736904280191845,0.1628347515325054,0.17911948161468458,3.826286885627219,48.61278100923912,47.82447574667854,48.94946935391262,0.917434130999708,0.6947631016015516,0.6513403088093366,0.7164793594160243,3.826286885627223,95.5,90.5,98.0,3.5686784030676226,1632.5,1615.0,1676.5,1.6440244499541419
INTEL,Intel CPU,CPU,CPU package RAPL,1000000,4T,4,5,4000004.0,0.2499995000005,3.124603622234756e-05,3.107978938212544e-05,3.157778128950695e-05,0.5914977696530646,0.002768624239683,0.0026573286662452,0.0027854675931795,1.8877720149578792,0.002768624239683,0.0026573286662452,0.0027854675931795,1.8877916688780878,88.5353049902299,84.16479243284866,89.20380211249993,2.39982502774524,8.612562038244275e-08,8.391254343702815e-08,8.689556250943203e-08,1.3881529333481921,32.0040274191575,31.667804360032466,32.17521803976953,0.5887342880821334,0.3611898594496511,0.35900579222267703,0.3763173944956521,1.9213394071006498,128.0163657091054,126.6714707828181,128.70112956107985,0.5887342880821288,1.4447623273203698,1.4360260409399181,1.5052725885247749,1.9213394071006438,91.5,86.0,94.0,3.26345367969006,1900.5,1839.5,2007.5,3.50996046519561
INTEL,Intel CPU,CPU,CPU package RAPL,1000000,8T,8,5,4000004.0,0.2499995000005,1.6659152231845433e-05,1.6438170098006973e-05,1.679355700862315e-05,0.9501413563918173,0.0020945261461553,0.0020409929232993,0.0021982313291139,2.786079287734862,0.0020945261461553,0.0020409929232993,0.0021982313291139,2.786079287734862,127.17161925894294,121.67343334458236,131.93557862258112,2.8741782869369525,3.443017706522383e-08,3.427553101162321e-08,3.662067035252038e-08,2.9579794215633584,60.02700414060771,59.546586794359335,60.83396108191165,0.9515945699764475,0.47743447931437494,0.4549107215222415,0.4899571128269688,2.753172713096747,240.1084967789442,238.18682355060807,243.33633099982194,0.9515945699764475,1.9097417367371539,1.8196465253783771,1.9598323709686976,2.7531727130967543,94.0,88.0,96.0,3.3417192065230554,2459.0,2459.0,2460.0,0.018184588927741954
