platform,platform_label,device_kind,energy_domain,problem_size,configuration,num_threads,sessions,runtime_s_median,runtime_s_ci95_low,runtime_s_ci95_high,runtime_s_session_cv_pct,energy_j_median,energy_j_ci95_low,energy_j_ci95_high,energy_j_session_cv_pct,power_w_median,power_w_ci95_low,power_w_ci95_high,power_w_session_cv_pct,throughput_gflops_median,throughput_gflops_ci95_low,throughput_gflops_ci95_high,throughput_gflops_session_cv_pct,efficiency_gflop_per_j_median,efficiency_gflop_per_j_ci95_low,efficiency_gflop_per_j_ci95_high,efficiency_gflop_per_j_session_cv_pct,edp_j_s_median,edp_j_s_ci95_low,edp_j_s_ci95_high,edp_j_s_session_cv_pct,temperature_c_median,temperature_c_ci95_low,temperature_c_ci95_high,temperature_c_session_cv_pct,clock_mhz_median,clock_mhz_ci95_low,clock_mhz_ci95_high,clock_mhz_session_cv_pct
5060ti,RTX 5060 Ti,GPU,GPU board NVML,128,gpu_resident,-1,5,9.844514270493175e-06,9.768276010234174e-06,9.861121776885136e-06,0.4699803008759057,0.0004243214979824,0.0004190262752675,0.0004304749907228,1.0121670336834991,43.2283795,42.5344305,44.1777745,1.365864665106822,426.054946415338,425.33741037775405,429.38016857894354,0.47069282631743004,9.884731317982789,9.743432465048544,10.009644376888824,1.014302361725652,4.177338209321127e-09,4.134026292109671e-09,4.239478810327265e-09,0.9291184447540929,50.0,49.0,51.0,1.4142135623730951,2790.0,2788.0,2790.0,0.03206291909233998
AMD,AMD CPU,CPU,CPU package RAPL,128,1T,1,5,4.032576485663944e-05,4.022741470446901e-05,4.058973580936198e-05,0.3343290440334049,0.002961438454447,0.0029456512293769,0.0030007464902698,0.7107821525853655,73.45790845556103,73.03449340891443,73.97589455174204,0.502635226842891,104.01052565056129,103.3341044568363,104.26481619098529,0.33338810914030464,1.41630632022816,1.39775353019671,1.4238970174643624,0.7058250329634147,1.192758468707485e-07,1.188193297314745e-07,1.2180416568078874e-07,1.0008548480989692,74.0,72.0,75.5,1.7691186988338259,1808.5,1795.0,1829.0,0.7763394124210521
AMD,AMD CPU,CPU,CPU package RAPL,128,2T,2,5,2.3433674537629407e-05,2.322231435415515e-05,2.3598545719387275e-05,0.5903294378623327,0.002089668733279,0.0020836044056369,0.002101381554835,0.336394148783834,88.97163757244834,88.80803867867192,90.2567949822208,0.665220117414036,178.98618474302253,177.735698202546,180.61524514887626,0.5919561125766508,2.0071621559932686,1.9959745008465806,2.013003998577128,0.336044301660504,4.8968616345521677e-08,4.8628086453789555e-08,4.9563184376176e-08,0.7226724059806879,74.0,72.0,74.5,1.472790991078723,1849.0,1835.0,1851.0,0.3615145740264348
AMD,AMD CPU,CPU,CPU package RAPL,128,4T,4,5,1.3358346501653231e-05,1.3249158205720332e-05,1.3406942609716718e-05,0.4713112559906356,0.0015195568035815,0.0015010768387238,0.0015256776350026,0.6513413597729677,113.74900797740266,113.28919338238283,113.84165991935286,0.23860316839583076,313.98377033272135,312.8456742225604,316.5713575817297,0.472383485659033,2.760215340495524,2.7491416953181282,2.7941967338367255,0.654212280281626,2.0253929201305706e-08,1.9889798747875138e-08,2.0454009134503173e-08,1.0799965759028507,82.5,79.0,83.0,2.2954953293091664,1905.0,1904.5,1940.5,0.8334589369653698
AMD,AMD CPU,CPU,CPU package RAPL,128,8T,8,5,1.740314082033268e-05,1.7049076212471134e-05,1.802359836992622e-05,2.272271004771417,0.0020958530237283,0.0020498202350224,0.0021416308008545,1.6590252133745076,120.2168007013204,118.713251364335,120.36364288772762,0.6894876314881794,241.00845033096857,232.71179893791484,246.01356388634898,2.2704056776244768,2.001239568096611,1.9584626810216277,2.0461813813415524,1.6682626212517102,3.650211026873376e-08,3.4944170301319735e-08,3.859252288447934e-08,3.8977368116804505,74.0,66.0,75.5,6.111269818746623,2089.5,2061.5,2105.0,0.9473924138781801
AMD,AMD CPU,CPU,CPU package RAPL,128,10T,10,5,1.7552939211756847e-05,1.0905243519245875e-05,1.7696852763125286e-05,18.2648079891316,0.0020938590162781,0.0014858027679584,0.0021082577257172,13.733426795861226,119.3295582266902,119.09141084433354,136.17975119645786,6.15409660323571,238.95166213477694,237.008470158017,384.61351116073445,24.083614955266214,2.0031453729179467,1.9894645464055662,2.822921110695786,16.740656677351893,3.675337677525272e-08,1.6200226551131472e-08,3.729411152103791e-08,28.164009206055017,68.0,66.0,73.5,4.3549181476063135,2086.5,2062.0,2105.0,0.7888124611058308
AMD,AMD CPU,CPU,CPU package RAPL,128,16T,16,5,1.7469962627920784e-05,1.0790625605268256e-05,1.7957320855709756e-05,18.72002776269564,0.0020776206995913,0.0014729700755374,0.002131819606175,14.219867022857153,120.01675421180414,118.73007993487867,136.48134467996977,6.1799736259367295,240.08660403752634,233.57069986675478,388.6988719126938,24.81538336637196,2.0188016035964047,1.9674760415237929,2.8475147388651094,17.480068029642414,3.628899102494964e-08,1.5891561051513758e-08,3.826391392754416e-08,28.865575855574157,72.0,64.0,75.0,6.393809284424901,2062.0,2059.5,2085.5,0.5292341223799159
AMD,AMD CPU,CPU,CPU package RAPL,128,20T,20,5,1.7336345923000644e-05,1.690570134676152e-05,1.818780877651845e-05,2.899316790431793,0.002088338600956,0.0020346351830885,0.0021769138695146,2.5787070447721026,120.20253659361536,119.5292753614105,120.5715898253743,0.3599169357578471,241.93702748139634,230.6107377495137,248.09997017979188,2.889051969250008,2.008440584338158,1.9267202339682965,2.0614526057851825,2.5762519312229095,3.619314223407837e-08,3.4357858072557143e-08,3.956330405248106e-08,5.487363238297604,69.5,68.0,70.0,1.1838383807748547,2079.0,2053.0,2098.0,0.9604627146415766
AMD,AMD CPU,CPU,CPU package RAPL,128,32T,32,5,1.7360936455995474e-05,1.6996041433560506e-05,1.777572151092877e-05,1.8826322007326095,0.0020731785622505,0.0020294348065642,0.0021352531557676,2.0855465718828294,119.4551354910952,119.2743959873076,120.80186909723092,0.5244773103094784,241.5943408716024,235.95689195632826,246.78122940544833,1.883246485505884,2.0231272290636424,1.9643122824432468,2.066735027128508,2.085139365835528,3.6004029608117036e-08,3.4487935710739946e-08,3.775355079202199e-08,3.941091523397915,68.0,66.0,82.5,9.639194931531623,2081.0,2063.0,2093.5,0.6175650512494426
AMD,AMD CPU,CPU,CPU package RAPL,128,64T,64,5,1.7213043849901702e-05,1.1119057169279452e-05,1.7671173077940632e-05,17.472251969699567,0.0020762849090223,0.0015095120332921,0.0021034587544314,13.080103571686497,119.44883436402722,119.00949207331102,135.73566750329175,5.881954571298226,243.67009324872848,237.35289001474695,377.2175946345821,22.74330312376248,2.0201004119300046,1.994003443691859,2.7785826859906697,15.823251949045375,3.563719190712544e-08,1.6779930373519328e-08,3.7165603249028394e-08,27.057383164203316,68.5,63.0,75.5,6.843991939007355,2063.5,2053.0,2102.0,0.9310224926376554
INTEL,Intel CPU,CPU,CPU package RAPL,128,1T,1,5,2.712906506821449e-05,2.4989542532891436e-05,2.726478938603915e-05,3.61475181707672,0.0017490790352806,0.0014331632017676,0.001875541199924,10.00241116118176,64.36293161881053,57.3969245301926,69.10305119786173,7.099695147199864,154.6055490468861,153.8359215108289,167.8423682418125,3.795317591202639,2.3980071314085127,2.2363166429881467,2.926605982366092,11.047414319268455,4.753170007363268e-08,3.5871467386996176e-08,5.085376941287473e-08,12.830817842800876,98.5,97.5,99.0,0.5799468082905077,1332.0,1315.5,1339.0,0.7527637015057874
INTEL,Intel CPU,CPU,CPU package RAPL,128,2T,2,5,1.9554605851043165e-05,1.9106957612346417e-05,2.0752386230679228e-05,3.7536604732622476,0.0014336584970338,0.0012528652693337,0.0015409446268308,7.958372654395689,72.22933993795371,65.64099838412059,78.80172794130257,6.859803948455568,214.49187122205532,202.11188985097837,219.51710393127948,3.7157782598244116,2.9255949088837405,2.721904426005404,3.347769391221626,8.357032679723591,2.9751940393968386e-08,2.398286040637161e-08,3.0963558329168766e-08,10.232138984469065,94.5,80.0,99.0,8.680921180502766,1587.0,1479.0,1618.0,3.824155184019673
INTEL,Intel CPU,CPU,CPU package RAPL,128,4T,4,5,1.238258696497825e-05,1.21004887024189e-05,1.333314005411818e-05,4.078116904867313,0.0011816319297914,0.0010081713567049,0.0012321603884245,8.082035575457548,93.02313474852448,83.07654851383438,96.2416240503403,5.698252985236308,338.7259877005327,314.5773600948948,346.62269459923175,3.9837655440319995,3.549585868706547,3.404024378159925,4.160308634147903,8.623416410250828,1.4631661135124886e-08,1.220772235095237e-08,1.6421686010572294e-08,11.57368234300666,94.0,76.5,98.0,9.397960392098351,1829.0,1734.5,1848.5,2.8263463181751747
INTEL,Intel CPU,CPU,CPU package RAPL,128,8T,8,5,1.178946383237596e-05,1.107857260499588e-05,1.2812457479779272e-05,5.4340732798347045,0.0014275580101796,0.0014178146986908,0.0015065198666247,2.544952487989961,120.68435096329333,111.46153191605706,129.55866013682328,6.404800670555404,355.7671544384993,327.3613985934772,378.5960655354264,5.398877612507722,2.9380970651219407,2.784101353669618,2.9582878523357037,2.4644193213337617,1.7363656290697365e-08,1.5845200611521473e-08,1.8290542447241593e-08,5.458382645263707,92.0,81.0,99.0,8.206341777468207,2234.5,2230.5,2237.0,0.11123840494014214
INTEL,Intel CPU,CPU,CPU package RAPL,128,10T,10,5,1.222836402266289e-05,1.1771850715863442e-05,1.26058770365666e-05,2.5088622834684315,0.0014895355540023,0.0013801553955846,0.0015600283440747,4.732442952038585,121.88834640632672,117.30489558847822,129.30644386812168,3.5499042323763197,342.997967040127,332.72607592738996,356.29945547541337,2.5114136915714864,2.8158468515438493,2.6886075601964583,3.0390085155761724,4.902396866750562,1.830983247974642e-08,1.6261751582529076e-08,1.9475474359344648e-08,6.5921209352574595,94.0,89.0,99.0,3.946003309876705,2221.5,2169.0,2235.0,1.5002947101346127
INTEL,Intel CPU,CPU,CPU package RAPL,128,16T,16,5,1.2112697310115212e-05,1.1673382403286543e-05,1.3469090669130264e-05,5.721207893918187,0.0014916596468434,0.001418129937244,0.0015315833905239,3.271609795750688,122.22816754551135,113.80172906999852,128.28805285654963,4.808596706573761,346.2733272875045,311.40216537504665,359.30494308308863,5.405125664160496,2.8118371431953966,2.738541058848437,2.9576302494193367,3.306352510870403,1.815300241842973e-08,1.697109079769371e-08,2.063714231739204e-08,7.995972968276736,94.0,87.0,99.0,5.251371762174582,2234.0,2179.5,2234.0,1.0724936644706873
INTEL,Intel CPU,CPU,CPU package RAPL,128,20T,20,5,1.2068080490189064e-05,1.158979798439384e-05,1.2172517446977305e-05,1.947387830283258,0.0014963019779699,0.0013050290909297,0.0015573676368051,6.791738182168166,124.522190889137,112.719452453295,128.47836772651846,5.133667171610084,347.55353209732283,344.5716153844195,361.8962130011075,1.9923518387997607,2.8031133165316007,2.69320095067887,3.2139544084890757,7.323342119521653,1.8026667738769765e-08,1.5129094694160182e-08,1.8884690785298103e-08,8.442317462186042,97.0,82.0,99.0,7.419329437841699,2230.0,2119.0,2235.0,2.2506877483940744
3090,RTX 3090,GPU,GPU board NVML,256,gpu_resident,-1,5,7.282658879559572e-06,7.281878877013135e-06,7.283292793055231e-06,0.007207005110052682,0.0021616795683107,0.0021376285056935,0.0021720491964435,0.6225378011194314,296.822251,293.52828250000005,298.25167250000004,0.6222283002217164,4607.442495237295,4607.04147882052,4607.9360240283595,0.007207270647075936,15.522389391977264,15.448283609294771,15.697036183148253,0.6262518656118892,1.5742947946253712e-08,1.556734517057519e-08,1.5818179191046823e-08,0.6226358440227188,63.0,61.5,63.0,1.06988898444966,1950.0,1950.0,1950.0,0.0
5060ti,RTX 5060 Ti,GPU,GPU board NVML,256,gpu_resident,-1,5,1.63740113641946e-05,1.6367679811345476e-05,1.637639603052435e-05,0.02077556238032565,0.0012476624035895,0.0012450789335778,0.0012573772639439,0.40466195361592106,76.190404,76.070106,76.81147250000001,0.40733532075909645,2049.249341146434,2048.9509375235616,2050.0420576862275,0.020779934907477444,26.89383915349582,26.68604957493258,26.949642384181676,0.40367306836160066,2.04331027280577e-08,2.037885009344273e-08,2.058282493894281e-08,0.40202345285789576,57.5,56.0,58.0,1.641077801216641,2775.0,2775.0,2775.0,0.0
AMD,AMD CPU,CPU,CPU package RAPL,256,1T,1,5,0.0002868261612995,0.0002859954609929,0.0003029383107088,2.4549356733351533,0.0216076433257273,0.0213879632373895,0.022762604826546,2.6076764223404005,74.93777049720815,74.372166627907,75.3863191251759,0.5566683926755049,116.98525632382227,110.76325051622229,117.32505083649914,2.394288908443026,1.5528964216124472,1.4741033487023616,1.5688465342666016,2.5301785433399253,6.195025471356494e-06,6.124798042654674e-06,6.895669091407946e-06,5.099376328050427,74.0,72.0,78.0,3.0014335268453554,1810.0,1794.5,1827.5,0.6478220952794149
AMD,AMD CPU,CPU,CPU package RAPL,256,2T,2,5,0.0001572036058439,0.0001525647492847,0.0001584383239171,1.4966481705351407,0.0144855924545877,0.0141573926750115,0.014826411330432,2.1399176824978925,93.1428318611736,91.43503921570614,94.28764673507128,1.2040275770821758,213.4456892376812,211.78229591444526,219.93568079992258,1.5099624573820296,2.316400389227646,2.26315264376402,2.3700996906884724,2.139726402716356,2.280380087594668e-06,2.165784727523662e-06,2.3425251011532968e-06,3.4488864981752685,77.0,74.5,78.0,2.032951893263373,1850.0,1835.0,1870.0,0.8779304867936472
AMD,AMD CPU,CPU,CPU package RAPL,256,4T,4,5,8.740453284798059e-05,8.665355384748251e-05,8.796396982310093e-05,0.5433180502059657,0.0104298685214075,0.0103382299421366,0.0105701415626083,0.8484130268882922,119.41058599083796,119.26878718675022,120.29068101388636,0.343571382251505,383.89807606843414,381.45654484988916,387.22511091765034,0.5436746495926932,3.217148129061157,3.1744543629101662,3.2456650884924416,0.8454951290769409,9.11868827924908e-07,8.953267011871592e-07,9.29075124831115e-07,1.376899779745956,83.0,82.0,89.0,3.5030596683497923,1934.0,1902.0,1939.5,0.9340491391932426
AMD,AMD CPU,CPU,CPU package RAPL,256,8T,8,5,8.999734329971182e-05,4.952768414791316e-05,9.160716221098266e-05,22.184699993515416,0.0121309941912824,0.0082560804252998,0.0123046646947254,15.331336773908504,134.7831541199007,134.29696745378897,166.68746346243393,10.096876831467943,372.8380279877378,366.28611988569173,677.4884103159467,31.442796992967764,2.7660084137302574,2.7269684166512613,4.064208470786736,19.23372676407297,1.0922987837054453e-06,4.088850847763154e-07,1.1278194855923016e-06,32.17493667941373,72.0,70.0,83.0,7.037836873583677,2060.0,2052.0,2088.5,0.6926346150918506
AMD,AMD CPU,CPU,CPU package RAPL,256,10T,10,5,0.0001004573037066,9.572515395547136e-05,0.0001016205487743,2.666085820621908,0.0140871560382622,0.0136250246802463,0.0142170532364207,2.1053889022778605,140.39620852679528,139.66926451708858,142.36636406071233,0.7281055057916787,334.01684857081716,330.19337530369614,350.5288904064712,2.6951997061073296,2.381916684166955,2.3601537844735327,2.462706144572902,2.118726306336854,1.4151577097087445e-06,1.306046635113485e-06,1.4420004434474917e-06,4.6937296720789465,69.0,66.0,70.0,2.217215042120336,2163.0,2132.0,2168.0,0.7270844928992708
AMD,AMD CPU,CPU,CPU package RAPL,256,16T,16,5,6.577063919149494e-05,6.52472982592377e-05,7.280384255594732e-05,4.793389610928557,0.0117967718065991,0.0116605535175219,0.0125795238180902,3.262905310967988,177.2949059613457,172.7819282688329,180.11621353219329,1.5870947098562243,510.173421035249,460.8882007047161,514.2654622522914,4.614775413991702,2.84437408386841,2.667384909414971,2.877601989440634,3.184521553115888,7.718843541403335e-07,7.610485859590864e-07,9.148003168833507e-07,8.093328913446046,71.0,67.0,77.0,6.055721616949386,2361.0,2347.0,2384.5,0.7564899079438392
