platform,platform_label,device_kind,energy_domain,session_number,problem_size,configuration,num_threads,runtime_s,energy_j,total_energy_j,power_w,edp_j_s,throughput_gflops,efficiency_gflop_per_j,logical_bandwidth_gb_s,logical_gb_per_j,temperature_c,clock_mhz,working_set_bytes,operational_intensity_flop_per_byte
INTEL,Intel CPU,CPU,CPU package RAPL,4,32000000,8T,8,0.0138771164383561,1.4921272465753423,1.5201458150684932,107.34403800173064,0.020706423541569707,4.611909129990806,0.04289178429446261,27.67145477994484,0.25735070576677566,83.0,2325.0,384000000.0,0.1666666666666666
INTEL,Intel CPU,CPU,CPU package RAPL,5,32000000,8T,8,0.0139068333333333,1.4823621319444444,1.511178298611111,106.16752703568764,0.020614963108596018,4.602054146043322,0.04317433548848816,27.612324876259937,0.259046012930929,82.0,2324.0,384000000.0,0.1666666666666666
INTEL,Intel CPU,CPU,CPU package RAPL,1,32000000,10T,10,0.0142621830985915,1.6292983873239435,1.659141676056338,114.23666367425308,0.023237351922253936,4.487391555527042,0.039280711561445414,26.92434933316225,0.23568426936867248,77.0,2520.0,384000000.0,0.1666666666666666
INTEL,Intel CPU,CPU,CPU package RAPL,2,32000000,10T,10,0.0142637957746478,1.6917801619718311,1.721935323943662,118.600904563128,0.024131206725966775,4.4868842074809,0.03782997427124673,26.9213052448854,0.2269798456274804,83.0,2520.0,384000000.0,0.1666666666666666
INTEL,Intel CPU,CPU,CPU package RAPL,3,32000000,10T,10,0.0142510563380281,1.6999468169014085,1.7300475211267607,119.32624322904088,0.02422603785931351,4.490895164677708,0.03764823661757637,26.94537098806625,0.22588941970545823,83.0,2520.0,384000000.0,0.1666666666666666
INTEL,Intel CPU,CPU,CPU package RAPL,4,32000000,10T,10,0.0142416408450704,1.6818482253521123,1.7112209929577464,118.11655463432704,0.02395227838138381,4.493864204007992,0.03805337427912138,26.96318522404795,0.22832024567472825,83.0,2519.5,384000000.0,0.1666666666666666
INTEL,Intel CPU,CPU,CPU package RAPL,5,32000000,10T,10,0.0142540915492957,1.666159218309859,1.6964871549295777,116.92160077802056,0.023749586033491688,4.48993889078552,0.03841169517095802,26.939633344713126,0.2304701710257481,81.0,2519.0,384000000.0,0.1666666666666666
INTEL,Intel CPU,CPU,CPU package RAPL,1,32000000,16T,16,0.0142096056338028,1.5281350140845071,1.559555443661972,107.56143945878472,0.021714195905346536,4.503995511863632,0.04188111613838118,27.023973071181793,0.2512866968302871,78.0,3178.0,384000000.0,0.1666666666666666
INTEL,Intel CPU,CPU,CPU package RAPL,2,32000000,16T,16,0.0142612816901408,1.569307422535211,1.6013893239436618,110.05101812338192,0.022380335211203455,4.487675188706558,0.04078232160312363,26.926051132239355,0.24469392961874178,81.0,3180.0,384000000.0,0.1666666666666666
INTEL,Intel CPU,CPU,CPU package RAPL,3,32000000,16T,16,0.0143106857142857,1.5643305357142858,1.59622295,109.3076993856658,0.022386642649867325,4.472182624771903,0.04091206975690536,26.833095748631422,0.24547241854143217,80.5,3178.5,384000000.0,0.1666666666666666
INTEL,Intel CPU,CPU,CPU package RAPL,4,32000000,16T,16,0.0142626126760563,1.5870097112676056,1.619497218309859,111.27463511616747,0.0226349048249498,4.487256399203879,0.04032741548183769,26.923538395223275,0.24196449289102614,83.0,3185.0,384000000.0,0.1666666666666666
INTEL,Intel CPU,CPU,CPU package RAPL,5,32000000,16T,16,0.0142657957746478,1.5581732535211268,1.5903068098591548,109.2266269461388,0.022228581416250906,4.486255166622842,0.0410737380168567,26.91753099973705,0.2464424281011402,80.0,3175.5,384000000.0,0.1666666666666666
INTEL,Intel CPU,CPU,CPU package RAPL,1,32000000,20T,20,0.0149278455882352,1.7498079264705884,1.7853500514705885,117.19295893853403,0.026120862535422958,4.287289791531546,0.03657544295681058,25.723738749189273,0.21945265774086348,79.0,3601.0,384000000.0,0.1666666666666666
INTEL,Intel CPU,CPU,CPU package RAPL,2,32000000,20T,20,0.0151069253731343,1.816557828358209,1.8523847164179104,120.23814068803756,0.027442603548990366,4.236467608016101,0.035231468550518265,25.418805648096605,0.2113888113031096,83.0,3600.0,384000000.0,0.1666666666666666
INTEL,Intel CPU,CPU,CPU package RAPL,3,32000000,20T,20,0.0150509104477611,1.8154218507462687,1.8505951791044777,120.61281938629617,0.027323751700490808,4.252234455990689,0.03525351420315416,25.513406735944134,0.21152108521892496,83.0,3599.5,384000000.0,0.1666666666666666
INTEL,Intel CPU,CPU,CPU package RAPL,4,32000000,20T,20,0.0149366641791044,1.8395944402985076,1.875014276119403,123.15429369134978,0.027477404380486327,4.284758580134151,0.03479027692082763,25.708551480804903,0.20874166152496582,86.0,3601.0,384000000.0,0.1666666666666666
INTEL,Intel CPU,CPU,CPU package RAPL,5,32000000,20T,20,0.0149968283582089,1.821299895522388,1.855985343283582,121.46611064494836,0.027313721921973056,4.267569013348609,0.03513973736963479,25.605414080091656,0.21083842421780874,84.0,3600.0,384000000.0,0.1666666666666666
INTEL,Intel CPU,CPU,CPU package RAPL,1,64000000,1T,1,0.050807675,2.260003975,2.304278425,44.4738201012881,0.11482554746050812,2.5193044161142977,0.05663706852551,15.115826496685788,0.33982241115306,74.0,1338.5,768000000.0,0.1666666666666666
INTEL,Intel CPU,CPU,CPU package RAPL,2,64000000,1T,1,0.050992725,2.3729767,2.41917695,46.52763855133148,0.12100454829450752,2.5101619887934996,0.05394068976741322,15.060971932760996,0.3236441386044793,81.0,1317.5,768000000.0,0.1666666666666666
INTEL,Intel CPU,CPU,CPU package RAPL,3,64000000,1T,1,0.0504499999999999,2.331880325,2.375776125,46.2241041172228,0.11764336239624977,2.537165510406348,0.054891324665214104,15.222993062438087,0.3293479479912847,83.0,1336.5,768000000.0,0.1666666666666666
INTEL,Intel CPU,CPU,CPU package RAPL,4,64000000,1T,1,0.0505276,2.413651975,2.45682895,47.77759540989463,0.12195604153201,2.5332689460809537,0.05303167205785747,15.199613676485724,0.3181900323471448,83.0,1374.0,768000000.0,0.1666666666666666
INTEL,Intel CPU,CPU,CPU package RAPL,5,64000000,1T,1,0.050292975,2.3238939,2.3653783,46.20131686390217,0.11687553781535248,2.545087062358113,0.05507996729110568,15.270522374148676,0.33047980374663405,81.0,1339.0,768000000.0,0.1666666666666666
INTEL,Intel CPU,CPU,CPU package RAPL,1,64000000,2T,2,0.0329826129032258,1.7417065645161292,1.788323935483871,52.79009042983351,0.05744603340844276,3.8808326185546447,0.07349113944205649,23.28499571132787,0.4409468366523389,60.0,1605.0,768000000.0,0.1666666666666666
INTEL,Intel CPU,CPU,CPU package RAPL,2,64000000,2T,2,0.0324945483870967,1.933271822580645,1.9811198548387097,59.506852610994464,0.0628207947842574,3.939122294459328,0.06620900305117884,23.634733766755968,0.3972540183070731,80.5,1479.5,768000000.0,0.1666666666666666
INTEL,Intel CPU,CPU,CPU package RAPL,3,64000000,2T,2,0.0326543387096774,1.9753091612903224,2.0211341451612905,60.34553183160144,0.06450241440910297,3.9198466439029764,0.06479998296387544,23.519079863417858,0.3887998977832527,81.0,1581.0,768000000.0,0.1666666666666666
INTEL,Intel CPU,CPU,CPU package RAPL,4,64000000,2T,2,0.0330326451612903,1.9997773225806448,2.04519685483871,60.45801406761375,0.06605793469840161,3.8749545903758964,0.06400712647087144,23.24972754225538,0.38404275882522865,82.0,1468.5,768000000.0,0.1666666666666666
INTEL,Intel CPU,CPU,CPU package RAPL,5,64000000,2T,2,0.0327417096774193,2.008743564516129,2.054414064516129,61.37294702816296,0.06576969860577148,3.909386567198007,0.06372142380992915,23.45631940318804,0.38232854285957485,82.0,1604.0,768000000.0,0.1666666666666666
INTEL,Intel CPU,CPU,CPU package RAPL,1,64000000,4T,4,0.0281593333333333,2.0920992361111117,2.139628263888889,74.25771956797362,0.058912119756064765,4.545562158195039,0.061182566195058775,27.27337294917023,0.3670953971703527,76.0,1837.5,768000000.0,0.1666666666666666
INTEL,Intel CPU,CPU,CPU package RAPL,2,64000000,4T,4,0.0280301388888888,2.144187527777777,2.191107319444445,76.52635334233506,0.0601018742074342,4.566513227329724,0.059696271124503,27.399079363978345,0.35817762674701803,80.0,1840.0,768000000.0,0.1666666666666666
INTEL,Intel CPU,CPU,CPU package RAPL,3,64000000,4T,4,0.0281220416666666,2.1337217083333333,2.180585388888889,75.83243706196984,0.06000461078682104,4.551589870934583,0.059989078941312265,27.309539225607498,0.35993447364787357,79.0,1839.0,768000000.0,0.1666666666666666
INTEL,Intel CPU,CPU,CPU package RAPL,4,64000000,4T,4,0.0280764305555555,2.16172575,2.2076495416666666,76.81949654406243,0.06069354290003113,4.558984082635553,0.059211951377273454,27.353904495813318,0.35527170826364074,81.0,1834.5,768000000.0,0.1666666666666666
INTEL,Intel CPU,CPU,CPU package RAPL,5,64000000,4T,4,0.0280920833333333,2.1382840833333336,2.1865885416666666,76.13078106385102,0.06006885465934021,4.556443837973337,0.059861082537014,27.338663027840024,0.359166495222084,81.0,1784.5,768000000.0,0.1666666666666666
INTEL,Intel CPU,CPU,CPU package RAPL,1,64000000,8T,8,0.0281966388888888,2.808959541666667,2.861917305555555,99.551277915229,0.0792032178498736,4.539548153394972,0.04556847405643036,27.23728892036983,0.2734108443385821,71.5,2300.0,768000000.0,0.1666666666666666
INTEL,Intel CPU,CPU,CPU package RAPL,2,64000000,8T,8,0.0281951388888888,3.000579763888889,3.0555681805555555,106.42738219569802,0.0846017631900364,4.5397896603532075,0.04265842272898159,27.238737962119245,0.25595053637388954,82.0,2324.5,768000000.0,0.1666666666666666
INTEL,Intel CPU,CPU,CPU package RAPL,3,64000000,8T,8,0.0281910833333333,3.000418708333333,3.0556308750000003,106.43551673328378,0.08458505384151725,4.540442752288702,0.04266071253471859,27.24265651373221,0.25596427520831155,82.0,2324.5,768000000.0,0.1666666666666666
INTEL,Intel CPU,CPU,CPU package RAPL,4,64000000,8T,8,0.0282366388888888,3.065610875,3.121931027777777,108.56854622487884,0.08656254725122542,4.533117433122268,0.04175350532705818,27.198704598733606,0.2505210319623491,85.0,2262.5,768000000.0,0.1666666666666666
INTEL,Intel CPU,CPU,CPU package RAPL,5,64000000,8T,8,0.0281751805555555,2.987025763888889,3.0420889722222224,105.83011348899332,0.08415999022166554,4.543005491929717,0.042851990614688695,27.2580329515783,0.25711194368813217,81.0,2302.5,768000000.0,0.1666666666666666
INTEL,Intel CPU,CPU,CPU package RAPL,1,64000000,10T,10,0.028592,3.207547942857143,3.264894742857143,112.17746488000446,0.09171021078217143,4.476776720761052,0.039905872735290504,26.860660324566314,0.23943523641174302,74.0,2519.0,768000000.0,0.1666666666666666
INTEL,Intel CPU,CPU,CPU package RAPL,2,64000000,10T,10,0.0286041,3.3426916285714285,3.4023088,116.82661713729804,0.09561468561282,4.474882971322293,0.03829249425999358,26.849297827933757,0.22975496555996144,81.0,2593.5,768000000.0,0.1666666666666666
INTEL,Intel CPU,CPU,CPU package RAPL,3,64000000,10T,10,0.0286067857142857,3.4608205285714284,3.5201743857142853,120.98325188344889,0.09900295125644382,4.4744628522203795,0.03698544866550372,26.846777113322275,0.2219126919930223,85.0,2399.5,768000000.0,0.1666666666666666
INTEL,Intel CPU,CPU,CPU package RAPL,4,64000000,10T,10,0.0285934857142857,3.462172014285714,3.5221104142857143,121.1143750385967,0.09899556603087831,4.4765441079486665,0.03697101110858811,26.859264647691997,0.22182606665152863,86.0,2519.0,768000000.0,0.1666666666666666
INTEL,Intel CPU,CPU,CPU package RAPL,5,64000000,10T,10,0.0286151142857142,3.3682008000000003,3.426413142857143,117.71028849251704,0.09638145082923401,4.473160537538117,0.03800248488748058,26.838963225228706,0.22801490932488347,82.5,2459.5,768000000.0,0.1666666666666666
INTEL,Intel CPU,CPU,CPU package RAPL,1,64000000,16T,16,0.0287682142857142,3.0213414857142853,3.084222557142857,105.02057765405472,0.08691859929134667,4.4493550669762145,0.04236528727560867,26.69613040185729,0.254191723653652,75.0,3191.5,768000000.0,0.1666666666666666
INTEL,Intel CPU,CPU,CPU package RAPL,2,64000000,16T,16,0.0286912714285714,3.0943402142857144,3.1577132000000003,107.83788242338494,0.08878055498041522,4.461287131128485,0.0413658457493004,26.767722786770914,0.24819507449580236,78.5,3177.5,768000000.0,0.1666666666666666
INTEL,Intel CPU,CPU,CPU package RAPL,3,64000000,16T,16,0.0288618285714285,3.486552871428572,3.5515064,120.78370615337693,0.10062829128039324,4.4349234381744065,0.03671247926538787,26.609540629046435,0.22027487559232722,86.0,3355.0,768000000.0,0.1666666666666666
INTEL,Intel CPU,CPU,CPU package RAPL,4,64000000,16T,16,0.0288528571428571,3.4832779285714284,3.546616642857143,120.70896839340062,0.10050252046193862,4.436302421151662,0.036746995968965274,26.617814526909978,0.22048197581379167,85.0,3209.0,768000000.0,0.1666666666666666
INTEL,Intel CPU,CPU,CPU package RAPL,5,64000000,16T,16,0.0289191285714285,3.1747869714285715,3.2384942,109.78493400799572,0.09181207261363895,4.426136136289436,0.04031766576842267,26.55681681773662,0.24190599461053605,82.0,3177.5,768000000.0,0.1666666666666666
INTEL,Intel CPU,CPU,CPU package RAPL,1,64000000,20T,20,0.0295495,3.457221661764706,3.525060058823529,117.00940020636916,0.10215917149431618,4.331714580618962,0.03702394943767176,25.990287483713768,0.22214369662603053,79.0,3604.0,768000000.0,0.1666666666666666
INTEL,Intel CPU,CPU,CPU package RAPL,2,64000000,20T,20,0.0298944705882352,3.5879774852941178,3.656804088235294,120.00959628013908,0.1072606874053751,4.281728275541822,0.03567469431584447,25.690369653250926,0.21404816589506684,82.0,3612.5,768000000.0,0.1666666666666666
INTEL,Intel CPU,CPU,CPU package RAPL,3,64000000,20T,20,0.0296262205882352,3.573033779411765,3.643135691176471,120.6068793856,0.10585548691806866,4.320497095428696,0.03582389865372974,25.922982572572174,0.2149433919223784,83.0,3999.0,768000000.0,0.1666666666666666
INTEL,Intel CPU,CPU,CPU package RAPL,4,64000000,20T,20,0.0296184264705882,3.6144882058823526,3.685290764705882,121.9894025106256,0.10705545315473472,4.321634038428984,0.03541303573537411,25.929804230573904,0.21247821441224465,85.0,3604.0,768000000.0,0.1666666666666666
INTEL,Intel CPU,CPU,CPU package RAPL,5,64000000,20T,20,0.0298999117647058,3.601582,3.6710982352941177,120.45572818298604,0.10768698401335265,4.280949087986697,0.03553993772736536,25.68569452792018,0.2132396263641922,83.0,3607.0,768000000.0,0.1666666666666666
INTEL,Intel CPU,CPU,CPU package RAPL,1,128000000,1T,1,0.1004912,4.47609325,4.5649266,44.54500132963281,0.44980798200440003,2.547486745108029,0.057192731630423474,15.284920470648176,0.34315638978254087,71.0,1377.0,1536000000.0,0.1666666666666666
INTEL,Intel CPU,CPU,CPU package RAPL,2,128000000,1T,1,0.10047905,4.6529575,4.7438142,46.30653964930914,0.467524749290375,2.5477947890629937,0.055018770319737495,15.286768734377961,0.33011262191842494,79.0,1339.0,1536000000.0,0.1666666666666666
INTEL,Intel CPU,CPU,CPU package RAPL,3,128000000,1T,1,0.1004392,4.68708825,4.7719007,46.6460368080765,0.47076739415940005,2.548805645604505,0.05461813098995948,15.29283387362703,0.32770878593975694,81.0,1439.0,1536000000.0,0.1666666666666666
INTEL,Intel CPU,CPU,CPU package RAPL,4,128000000,1T,1,0.10063845,4.705587899999999,4.79195945,46.75542868742936,0.47356307259475494,2.5437593683130055,0.05440340408899811,15.262556209878033,0.3264204245339887,83.0,1339.0,1536000000.0,0.1666666666666666
INTEL,Intel CPU,CPU,CPU package RAPL,5,128000000,1T,1,0.10063005,4.71695875,4.8019824,46.87370537067134,0.4746677948604375,2.5439717062646796,0.05427225752186194,15.263830237588076,0.32563354513117165,82.0,1338.5,1536000000.0,0.1666666666666666
INTEL,Intel CPU,CPU,CPU package RAPL,1,128000000,2T,2,0.0656673124999999,3.88305621875,3.9753305,59.06742502893318,0.2549898661717242,3.8984388161157106,0.06592745136263035,23.390632896694264,0.39556470817578215,78.0,1570.5,1536000000.0,0.1666666666666666
INTEL,Intel CPU,CPU,CPU package RAPL,2,128000000,2T,2,0.06581509375,3.96762975,4.06298221875,60.34538608610319,0.26112992396153906,3.8896852593178903,0.06452214952768716,23.33811155590734,0.3871328971661229,81.0,1613.0,1536000000.0,0.1666666666666666
INTEL,Intel CPU,CPU,CPU package RAPL,3,128000000,2T,2,0.06591825,3.98362475,4.073429031250001,60.46672193980108,0.2625935721766875,3.883598244795637,0.06426308100430393,23.301589468773823,0.3855784860258236,80.0,1604.5,1536000000.0,0.1666666666666666
INTEL,Intel CPU,CPU,CPU package RAPL,4,128000000,2T,2,0.065759875,3.98619584375,4.0806575625,60.62271087321746,0.2621317404105195,3.89295143885234,0.06422163135847557,23.35770863311404,0.38532978815085345,82.5,1542.0,1536000000.0,0.1666666666666666
INTEL,Intel CPU,CPU,CPU package RAPL,5,128000000,2T,2,0.0659459375,3.99469309375,4.084962625,60.52702289501438,0.2634337810921191,3.881967710292996,0.0640850233026741,23.291806261757976,0.3845101398160445,81.0,1529.5,1536000000.0,0.1666666666666666
INTEL,Intel CPU,CPU,CPU package RAPL,1,128000000,4T,4,0.056623,4.018508805555555,4.110324111111111,70.98650944256376,0.22754002409697222,4.521130989174011,0.0637052231031775,27.126785935044065,0.38223133861906505,70.0,1719.5,1536000000.0,0.1666666666666666
INTEL,Intel CPU,CPU,CPU package RAPL,2,128000000,4T,4,0.0567057222222222,4.328580166666667,4.422804333333334,76.2781890967982,0.2454552645476203,4.51453557009238,0.059141794801767365,27.087213420554274,0.35485076881060423,80.0,1816.0,1536000000.0,0.1666666666666666
INTEL,Intel CPU,CPU,CPU package RAPL,3,128000000,4T,4,0.0566616111111111,4.349794888888889,4.442803944444444,76.77883658721149,0.24646638640732094,4.5180501397673725,0.058853349764589155,27.108300838604233,0.3531200985875349,81.0,1852.0,1536000000.0,0.1666666666666666
INTEL,Intel CPU,CPU,CPU package RAPL,4,128000000,4T,4,0.0566531388888889,4.3370012777777776,4.429251333333333,76.53465696375193,0.24570473575123306,4.518725793853728,0.059026959782490784,27.11235476312237,0.3541617586949447,82.0,1847.5,1536000000.0,0.1666666666666666
INTEL,Intel CPU,CPU,CPU package RAPL,5,128000000,4T,4,0.0568896388888888,4.322552972222223,4.413289194444444,75.96255125805727,0.24590847766781523,4.4999406746102535,0.05922425974768113,26.999644047661523,0.3553455584860868,80.0,1712.5,1536000000.0,0.1666666666666666
INTEL,Intel CPU,CPU,CPU package RAPL,1,128000000,8T,8,0.0571779166666666,5.913748972222223,6.022035972222222,103.4312934719463,0.3381358459213075,4.477253018720811,0.043288952778088974,26.86351811232487,0.25973371666853384,78.0,2300.0,1536000000.0,0.1666666666666666
INTEL,Intel CPU,CPU,CPU package RAPL,2,128000000,8T,8,0.0571006944444444,5.997721277777778,6.105865055555555,104.97505936392125,0.34247405004533155,4.483307996351479,0.04268287707008133,26.899847978108866,0.25609726242048797,80.0,2321.5,1536000000.0,0.1666666666666666
INTEL,Intel CPU,CPU,CPU package RAPL,3,128000000,8T,8,0.0569447777777777,5.954459305555556,6.0601304166666665,104.5912624575022,0.33907536194168164,4.4955834404871835,0.04299298842485161,26.973500642923103,0.2579579305491097,79.0,2308.0,1536000000.0,0.1666666666666666
INTEL,Intel CPU,CPU,CPU package RAPL,4,128000000,8T,8,0.0571490555555555,6.087988638888889,6.195162722222221,106.49017672520765,0.3479228009454518,4.4795140971514105,0.042050012768539306,26.877084582908463,0.2523000766112358,83.0,2305.5,1536000000.0,0.1666666666666666
INTEL,Intel CPU,CPU,CPU package RAPL,5,128000000,8T,8,0.0571964444444444,6.000272861111111,6.108634222222221,104.91387199073372,0.3431942733520491,4.475802691698012,0.04266472640922446,26.854816150188068,0.25598835845534673,80.0,2198.0,1536000000.0,0.1666666666666666
INTEL,Intel CPU,CPU,CPU package RAPL,1,128000000,10T,10,0.0574219166666666,6.453913777777778,6.569114277777778,112.3604483103905,0.370596099121407,4.458228057521596,0.039665853746212634,26.74936834512958,0.23799512247727578,74.0,2523.0,1536000000.0,0.1666666666666666
INTEL,Intel CPU,CPU,CPU package RAPL,2,128000000,10T,10,0.0574268055555555,6.757557861111112,6.876860472222223,117.65793733459968,0.3880649613204433,4.457848517315524,0.03788350840075637,26.747091103893148,0.22730105040453819,83.0,2579.5,1536000000.0,0.1666666666666666
INTEL,Intel CPU,CPU,CPU package RAPL,3,128000000,10T,10,0.0574366388888888,6.740040805555555,6.857573722222222,117.35444757190524,0.3871252898450696,4.457085319620323,0.03798196589388437,26.742511917721934,0.2278917953633062,82.0,2399.0,1536000000.0,0.1666666666666666
INTEL,Intel CPU,CPU,CPU package RAPL,4,128000000,10T,10,0.0575219166666666,6.935245972222223,7.05140825,120.5568337422101,0.3989286408770019,4.450477571592282,0.036912894081242126,26.702865429553693,0.22147736448745278,85.0,2519.0,1536000000.0,0.1666666666666666
INTEL,Intel CPU,CPU,CPU package RAPL,5,128000000,10T,10,0.0573348611111111,6.715492833333332,6.831715444444445,117.05534258307472,0.38503184889182857,4.464997299006083,0.03812080607536449,26.7899837940365,0.22872483645218694,83.0,2520.0,1536000000.0,0.1666666666666666
INTEL,Intel CPU,CPU,CPU package RAPL,1,128000000,16T,16,0.0576669444444444,6.183562638888889,6.307418805555555,107.22632461130128,0.35658716316554756,4.439284974542515,0.041400081951138784,26.63570984725509,0.2484004917068327,78.0,2819.0,1536000000.0,0.1666666666666666
INTEL,Intel CPU,CPU,CPU package RAPL,2,128000000,16T,16,0.0576650277777777,6.337682833333334,6.463590222222223,109.91288135259472,0.36546265663091154,4.439432527225009,0.04039331199307675,26.636595163350055,0.2423598719584605,82.0,2837.0,1536000000.0,0.1666666666666666
INTEL,Intel CPU,CPU,CPU package RAPL,3,128000000,16T,16,0.0576346944444444,6.33430725,6.459922361111111,109.89964238840606,0.3650758628709789,4.441769015480166,0.04041483778672087,26.650614092880996,0.24248902672032527,82.0,2697.0,1536000000.0,0.1666666666666666
INTEL,Intel CPU,CPU,CPU package RAPL,4,128000000,16T,16,0.0575453611111111,6.270481583333334,6.393816694444444,108.97095676266493,0.3608371270534884,4.448664411119151,0.040826210331346285,26.69198646671491,0.24495726198807774,81.0,2699.0,1536000000.0,0.1666666666666666
INTEL,Intel CPU,CPU,CPU package RAPL,5,128000000,16T,16,0.0575635,6.305781833333334,6.430794305555555,109.53076021026068,0.36298287256308337,4.447262588272082,0.04059766207684899,26.683575529632495,0.24358597246109392,81.0,2698.0,1536000000.0,0.1666666666666666
INTEL,Intel CPU,CPU,CPU package RAPL,1,128000000,20T,20,0.0595385882352941,6.223848470588235,6.350180117647058,104.25083528046773,0.3705591513292179,4.299732452309724,0.04113210680012019,25.798394713858347,0.24679264080072114,63.0,3620.5,1536000000.0,0.1666666666666666
INTEL,Intel CPU,CPU,CPU package RAPL,2,128000000,20T,20,0.0589646764705882,7.158795147058823,7.297265558823529,121.4005691903995,0.4221160397655404,4.3415823730957595,0.035760207512737265,26.049494238574553,0.21456124507642357,83.0,3600.5,1536000000.0,0.1666666666666666
INTEL,Intel CPU,CPU,CPU package RAPL,3,128000000,20T,20,0.0587428333333333,7.12253525,7.2579955,121.25676798702368,0.41839790110154146,4.357978420062592,0.035942258060428695,26.147870520375548,0.21565354836257217,84.0,3999.0,1536000000.0,0.1666666666666666
INTEL,Intel CPU,CPU,CPU package RAPL,4,128000000,20T,20,0.0591837647058823,7.18357355882353,7.3197746176470595,121.36534170543062,0.4251509272528093,4.325510573249425,0.03563685927396917,25.953063439496546,0.21382115564381501,84.0,3599.5,1536000000.0,0.1666666666666666
INTEL,Intel CPU,CPU,CPU package RAPL,5,128000000,20T,20,0.0589364411764705,7.057846852941177,7.191702970588235,119.76566249792316,0.41596437588090507,4.3436623401381125,0.03627168530772506,26.06197404082867,0.21763011184635034,82.0,3599.5,1536000000.0,0.1666666666666666
INTEL,Intel CPU,CPU,CPU package RAPL,1,256000000,1T,1,0.1999323,9.222181,9.3994147,46.12873609361293,1.8438118583463003,2.5608668534298857,0.05551832044936007,15.365201120579314,0.3331099226961604,77.0,1339.0,3072000000.0,0.1666666666666666
INTEL,Intel CPU,CPU,CPU package RAPL,2,256000000,1T,1,0.2001581,9.2563484,9.4378342,46.24347623585879,1.85273310868204,2.557977918455461,0.05531338902498527,15.347867510732765,0.33188033414991164,82.0,1339.0,3072000000.0,0.1666666666666666
INTEL,Intel CPU,CPU,CPU package RAPL,3,256000000,1T,1,0.2007078,9.2933356,9.4704332,46.307634978261376,1.86524494293768,2.5509721097037588,0.055093243377544655,15.30583265822255,0.3305594602652679,82.0,1368.5,3072000000.0,0.1666666666666666
INTEL,Intel CPU,CPU,CPU package RAPL,4,256000000,1T,1,0.2010681,9.5221436,9.6946175,47.3486586182435,1.91459932157916,2.5464009457492263,0.05376940545194047,15.278405674495357,0.3226164327116428,85.0,1339.0,3072000000.0,0.1666666666666666
INTEL,Intel CPU,CPU,CPU package RAPL,5,256000000,1T,1,0.2006293,9.303394099999998,9.4764416,46.37566409699658,1.8665334459071299,2.551970225684882,0.0550336785152421,15.311821354109295,0.3302020710914526,82.0,1336.0,3072000000.0,0.1666666666666666
INTEL,Intel CPU,CPU,CPU package RAPL,1,256000000,2T,2,0.135046875,7.8770550625,8.0581315,58.22823500992679,1.0637716703935547,3.7912761772532684,0.06499891087945533,22.747657063519608,0.389993465276732,75.0,1559.5,3072000000.0,0.1666666666666666
INTEL,Intel CPU,CPU,CPU package RAPL,2,256000000,2T,2,0.1345499375,8.0917723125,8.2699169375,59.91352415301225,1.0887474589111055,3.805278616350156,0.06327414813798865,22.831671698100937,0.37964488882793196,81.0,1470.5,3072000000.0,0.1666666666666666
INTEL,Intel CPU,CPU,CPU package RAPL,3,256000000,2T,2,0.1341823125,7.96736775,8.1481659375,59.37549459232415,1.069079829232922,3.8157041003448193,0.06426212722514282,22.89422460206892,0.385572763350857,82.0,1616.0,3072000000.0,0.1666666666666666
INTEL,Intel CPU,CPU,CPU package RAPL,4,256000000,2T,2,0.1340774375,8.125505625,8.2971954375,60.57623984758433,1.089446972591836,3.8186887335164053,0.06301146336354914,22.91213240109843,0.37806878018129486,83.0,1556.5,3072000000.0,0.1666666666666666
INTEL,Intel CPU,CPU,CPU package RAPL,5,256000000,2T,2,0.1352796875,8.1295683125,8.298509,60.11514607574624,1.0997654608249023,3.784751498631308,0.06297997388283832,22.70850899178785,0.3778798432970299,81.0,1478.0,3072000000.0,0.1666666666666666
INTEL,Intel CPU,CPU,CPU package RAPL,1,256000000,4T,4,0.1173511666666666,7.821570833333332,7.991359999999999,66.70991649295149,0.9178704624576381,4.3629732412829325,0.0654599965799709,26.177839447697593,0.3927599794798254,59.0,1893.5,3072000000.0,0.1666666666666666
INTEL,Intel CPU,CPU,CPU package RAPL,2,256000000,4T,4,0.1161355,8.71435688888889,8.889787555555555,75.09130244086316,1.0120461944695558,4.408643351946648,0.05875361848592842,26.45186011167989,0.35252171091557055,79.0,1850.5,3072000000.0,0.1666666666666666
INTEL,Intel CPU,CPU,CPU package RAPL,3,256000000,4T,4,0.1161307777777777,8.84801338888889,9.021134555555555,76.05997670443321,1.0275266766398574,4.408822620474813,0.05786609688486192,26.452935722848878,0.34719658130917147,79.0,1838.0,3072000000.0,0.1666666666666666
INTEL,Intel CPU,CPU,CPU package RAPL,4,256000000,4T,4,0.1167053888888888,9.128960833333334,9.306031222222222,78.28090378413326,1.0653989242056012,4.387115324104336,0.0560852444596423,26.32269194462602,0.33651146675785387,83.0,1854.5,3072000000.0,0.1666666666666666
INTEL,Intel CPU,CPU,CPU package RAPL,5,256000000,4T,4,0.1168386666666666,8.9118865,9.0849915,76.30188207723928,1.041252936144666,4.382110945006792,0.057451360045934166,26.29266567004075,0.34470816027560497,80.0,1834.5,3072000000.0,0.1666666666666666
