platform,platform_label,kind,campaign_id,session_id,session_number,problem_size,threads,n_repetitions,n_in_range,n_above,n_below,throttle_nonzero_rows,throttle_masks,median_batches,median_time_e2e_op_s,mad_time_e2e_op_s,cv_time_e2e_op_s,median_time_kernel_op_s,mad_time_kernel_op_s,cv_time_kernel_op_s,median_device_energy_op_j,mad_device_energy_op_j,cv_device_energy_op_j,median_total_energy_op_j,mad_total_energy_op_j,cv_total_energy_op_j,median_dram_energy_op_j,mad_dram_energy_op_j,cv_dram_energy_op_j,median_avg_power_w,mad_avg_power_w,cv_avg_power_w,median_gflops_per_s,mad_gflops_per_s,cv_gflops_per_s,median_logical_bandwidth_gb_s,mad_logical_bandwidth_gb_s,cv_logical_bandwidth_gb_s,median_edp_device_j_s,mad_edp_device_j_s,cv_edp_device_j_s,median_ed2p_device_j_s2,mad_ed2p_device_j_s2,cv_ed2p_device_j_s2,median_temp_c,mad_temp_c,cv_temp_c,median_temp_before_c,mad_temp_before_c,cv_temp_before_c,median_temp_after_c,mad_temp_after_c,cv_temp_after_c,median_clock_before_mhz,mad_clock_before_mhz,cv_clock_before_mhz,median_clock_after_mhz,mad_clock_after_mhz,cv_clock_after_mhz,median_clock_after_before_ratio,mad_clock_after_before_ratio,cv_clock_after_before_ratio,median_sm_clock_mhz,mad_sm_clock_mhz,cv_sm_clock_mhz,median_mem_clock_mhz,mad_mem_clock_mhz,cv_mem_clock_mhz
intel,Intel i9-7900X,cpu,axpy_intel_20260725_163341,axpy_intel_20260725_163341_session3,3,1000000,20,10,10,0,0,0,-1,57705.0,1.773988345897236e-05,1.2417555324495278e-06,0.08892377422353845,1.773988345897236e-05,1.2417555324495278e-06,0.08892377422353845,0.002668724036045403,0.0001481028333766574,0.07087732862031094,0.002668724036045403,0.0001481028333766574,0.07087695162019753,0.0,0.0,2.0853811732634604,150.38264136785494,1.97932644598977,0.019301479022009523,112.78964054404535,7.4796525769916755,0.09381964175599614,676.7378432642722,44.87791546195018,0.09381964175599607,4.7360205934521026e-08,5.956896936043214e-09,0.15588413294482845,8.408396757161728e-13,1.6270245885779831e-13,0.23582329419134582,91.0,0.5,0.018812190757910685,91.0,0.0,0.015532710760264802,91.0,0.5,0.01564377140009279,3986.5,6.0,0.031242343396327355,3599.5,0.5,0.00014642207992630364,0.9029223614479119,0.001233874784745348,0.03385663235380207,-1.0,0.0,-0.0,-1.0,0.0,-0.0
intel,Intel i9-7900X,cpu,axpy_intel_20260725_163341,axpy_intel_20260725_163341_session3,3,2000000,1,10,10,0,0,0,-1,1417.0,0.0007092356644318984,4.092702893436842e-07,0.0010283621505298316,0.0007092356644318984,4.092702893436842e-07,0.0010283621505298316,0.031196530345800985,9.63553281580782e-05,0.0199349906168329,0.03128459456598447,0.00010467995765702301,0.019865426931908525,8.564008468595625e-05,5.285109386026822e-06,0.08486307516433092,44.00199031282253,0.1390813626810008,0.020012680230753324,5.639874306991609,0.0032546569172353657,0.001029186932387671,33.83924584194966,0.019527941503412194,0.0010291869323876396,2.2123585842677024e-05,7.258647655582177e-08,0.0199127026681261,1.5696776782191754e-08,6.422912615664047e-11,0.019945870893592302,80.0,0.0,0.05438806786530382,80.0,0.0,0.055023100153737764,80.0,0.0,0.005283671946814335,1646.5,16.5,0.03424727097814493,1494.5,0.5,0.05580024324661836,0.9022411663068213,0.01921052631578951,0.06659805845175083,-1.0,0.0,-0.0,-1.0,0.0,-0.0
intel,Intel i9-7900X,cpu,axpy_intel_20260725_163341,axpy_intel_20260725_163341_session3,3,2000000,2,10,10,0,0,0,-1,2557.0,0.00039383400508408286,1.0313879546342626e-06,0.004304445536760789,0.00039383400508408286,1.0313879546342626e-06,0.004304445536760789,0.023311037739538524,0.00016671842002346192,0.010354403990036615,0.023544792139225657,0.00016651486116542498,0.010203652233371998,0.0002342479468126711,1.418263590144685e-06,0.010696207121531638,59.24271008531453,0.46357912833404313,0.00890430026763547,10.156563380276001,0.02667074281497417,0.0042977292307319285,60.93938028165601,0.16002445688983968,0.004297729230731955,9.188530587526366e-06,5.3030454623004483e-08,0.013110344632075768,3.6118456318002025e-09,3.832788657250426e-11,0.016536738804649592,80.0,1.0,0.02277437397151549,79.5,0.5,0.02336403877399035,79.5,0.5,0.010329643693206582,1780.0,117.5,0.0734687497626997,1604.5,9.5,0.04488709200331028,0.8896788011422776,0.05725734175423375,0.09735789319382306,-1.0,0.0,-0.0,-1.0,0.0,-0.0
intel,Intel i9-7900X,cpu,axpy_intel_20260725_163341,axpy_intel_20260725_163341_session3,3,2000000,4,10,10,0,0,0,-1,5151.0,0.0001932552546107552,1.6494282663560508e-07,0.002456530122975367,0.0001932552546107552,1.6494282663560508e-07,0.002456530122975367,0.01572314201125995,1.6956125024267243e-05,0.004288238498086825,0.01594259949524364,1.975713453698097e-05,0.004205307513299387,0.00021859755387303436,2.0272762570374683e-06,0.011622713287185196,81.33750790419818,0.02538964183694503,0.0022110060742259823,20.69801672314378,0.017662124239912202,0.0024492494289342233,124.1881003388627,0.10597274543947321,0.002449249428934226,3.0376021943078504e-06,5.566737149458049e-09,0.006642211942526055,5.869847164822356e-10,1.665195836719405e-12,0.00906569423386598,83.0,2.5,0.04172749824669134,83.0,2.5,0.04172749824669134,78.0,0.0,0.04232929254712396,2033.5,103.5,0.08009637381357178,1849.5,127.5,0.06467445220066421,0.9102559021470377,0.0790854768683043,0.11330762660648878,-1.0,0.0,-0.0,-1.0,0.0,-0.0
intel,Intel i9-7900X,cpu,axpy_intel_20260725_163341,axpy_intel_20260725_163341_session3,3,2000000,8,10,10,0,0,0,-1,8659.0,0.00011589261196443007,5.3186280170909193e-08,0.0020045258349212763,0.00011589261196443007,5.3186280170909193e-08,0.0020045258349212763,0.01417812599607345,3.1539611964431086e-05,0.002461158531292635,0.014187459059937638,3.093440351079838e-05,0.0024634173890771597,9.064499364822728e-06,6.970781845478695e-07,0.0970364892829237,122.2071957529401,0.203888710576976,0.0037149013625745104,34.5147109864926,0.01583068747529026,0.0020046661839891833,207.0882659189556,0.09498412485172025,0.0020046661839892388,1.6415875493987074e-06,2.0689650806762046e-09,0.0025285611761554816,1.9003825147157603e-10,2.1425120662628873e-13,0.0038481043981846504,82.0,0.0,0.013404445001396004,82.0,0.0,0.014081713882673798,82.0,0.0,0.005912434412969987,2592.5,63.5,0.1029180976191319,2300.0,31.5,0.09216996131029881,0.8725445538917042,0.030680485356313958,0.1209763788797958,-1.0,0.0,-0.0,-1.0,0.0,-0.0
intel,Intel i9-7900X,cpu,axpy_intel_20260725_163341,axpy_intel_20260725_163341_session3,3,2000000,10,10,10,0,0,0,-1,9901.0,0.00010108414468235533,2.0035299464695887e-08,0.0004963614656663414,0.00010108414468235533,2.0035299464695887e-08,0.0004963614656663414,0.013637546712453288,2.0077870922129842e-05,0.0018457682407956328,0.013639516967983033,2.0393899606100177e-05,0.0018454448964825743,1.998081001918998e-06,1.9932330067669925e-07,0.12833185798782043,134.854205724083,0.1580515234149118,0.0019348578511062789,39.5709932555881,0.007843309260479714,0.0004959581972110816,237.4259595335286,0.047059855562892494,0.0004959581972111231,1.3793013324526644e-06,1.7359164936626298e-09,0.0018874947215750152,1.3946359788332103e-10,2.6049509457063117e-13,0.0020523656109955484,85.0,0.5,0.014101519431541398,84.0,0.0,0.014777633495095307,84.0,0.0,0.0061184571030132974,2792.5,46.5,0.024306330181662412,2399.0,0.0,0.025323961397351318,0.8839872082732695,0.017609300491939983,0.03469724238913248,-1.0,0.0,-0.0,-1.0,0.0,-0.0
intel,Intel i9-7900X,cpu,axpy_intel_20260725_163341,axpy_intel_20260725_163341_session3,3,2000000,16,10,10,0,0,0,-1,9602.0,0.00010417436471568423,1.200411372631301e-08,0.00015197588173721088,0.00010417436471568423,1.200411372631301e-08,0.00015197588173721088,0.013558748541970422,1.084097063111869e-05,0.0008447608193096355,0.013563319256404915,1.076286190376894e-05,0.0008354861003428538,4.442407831701729e-06,2.6614247031868343e-07,0.07090228236227367,130.13480456060643,0.11585650728549979,0.0008909990133962527,38.39716240093115,0.004424594777475477,0.00015198722585496387,230.38297440558688,0.02654756866485286,0.00015198722585494585,1.4126863520798562e-06,1.1444232826056336e-09,0.0008243591636088534,1.4716069126903468e-10,1.1876227515053303e-13,0.0008316913194540442,82.0,0.0,0.011696026429531428,82.0,0.0,0.011779700797667273,82.0,0.0,0.0058693303953784685,3580.0,0.0,0.0001349403278318429,3120.0,0.0,0.00016553333103421026,0.8715083798882681,1.7950771180719194e-05,0.0001723140075243192,-1.0,0.0,-0.0,-1.0,0.0,-0.0
intel,Intel i9-7900X,cpu,axpy_intel_20260725_163341,axpy_intel_20260725_163341_session3,3,2000000,20,10,10,0,0,0,-1,9465.0,0.00010585843645007925,5.994009508716511e-08,0.001025437154265357,0.00010585843645007925,5.994009508716511e-08,0.001025437154265357,0.014284866085578447,2.4472002113047793e-05,0.001778471246179192,0.014299534865293183,2.4219862651874216e-05,0.001766391082889228,1.5359006867406234e-05,5.649762282091903e-07,0.06289434967864883,134.88040894201896,0.15969523841332034,0.0017812494124901062,37.78631399178514,0.021406761220848836,0.0010249375489297962,226.71788395071087,0.1284405673250859,0.001024937548929847,1.512282548608133e-06,2.3842513559019766e-09,0.002293560471505883,1.6010805896612347e-10,3.619210538008383e-13,0.0030770613060633243,85.0,0.0,0.01031325130472218,84.0,0.0,0.011419524622686713,84.0,0.0,0.0061184571030132974,3999.5,0.5,0.007532222309866646,3600.0,0.0,0.0001434597676114908,0.9,0.00012503125781443414,0.007614384515628977,-1.0,0.0,-0.0,-1.0,0.0,-0.0
intel,Intel i9-7900X,cpu,axpy_intel_20260725_163341,axpy_intel_20260725_163341_session3,3,4000000,1,10,10,0,0,0,-1,574.0,0.0018037587543554006,5.2591733449478505e-06,0.007564497969940594,0.0018037587543554006,5.2591733449478505e-06,0.007564497969940594,0.08010950087108014,0.0003024102787456476,0.014933775024805149,0.08146821602787457,0.0003066872822299546,0.0148597227881848,0.0013565949477351916,7.063588850174211e-06,0.016180449433373375,44.35020967135178,0.10017776436454895,0.011909281337521428,4.435182939588238,0.012893853078633999,0.007659183561648145,26.611097637529433,0.07736311847181199,0.007659183561648163,0.00014454217129773064,1.0145828553668226e-06,0.020386597574024244,2.6070907033111e-07,2.5725896808644827e-09,0.026748402177898808,79.0,0.0,0.06959479228513483,79.0,0.0,0.06959479228513483,79.0,0.0,0.005323699764593231,1520.0,15.0,0.411376652293591,1339.0,0.0,0.00038554410892513235,0.8815399674300959,0.008534759106102852,0.20701082582055183,-1.0,0.0,-0.0,-1.0,0.0,-0.0
intel,Intel i9-7900X,cpu,axpy_intel_20260725_163341,axpy_intel_20260725_163341_session3,3,4000000,2,10,10,0,0,0,-1,975.0,0.0010329270066666667,2.6348097435896197e-06,0.003818380577140918,0.0010329270066666667,2.6348097435896197e-06,0.003818380577140918,0.06065364051282052,0.00015643743589743506,0.006993731595164112,0.06205198974358974,0.00016540564102563923,0.00689174035500421,0.0013917979487179486,1.1361538461538258e-05,0.01129710900883069,58.62436692965052,0.31792490518062166,0.008514167681835594,7.744981531679489,0.019758421848203866,0.0038124232020543144,46.469889190076934,0.1185505310892161,0.003812423202054283,6.248588621024986e-05,3.14258384227748e-07,0.007381691197211528,6.448941546518985e-08,4.4952567559598494e-10,0.009453016199464306,77.0,0.0,0.04054202128420999,77.0,0.0,0.04054202128420999,77.0,0.0,0.0,1910.0,72.0,0.06508066867346382,1605.0,0.5,0.025342377166380797,0.8674473850814444,0.033030900313945566,0.06196701758983719,-1.0,0.0,-0.0,-1.0,0.0,-0.0
intel,Intel i9-7900X,cpu,axpy_intel_20260725_163341,axpy_intel_20260725_163341_session3,3,4000000,4,10,10,0,0,0,-1,1222.0,0.0008423746546644844,2.5632888707037473e-06,0.003592331041047127,0.0008423746546644844,2.5632888707037473e-06,0.003592331041047127,0.05960707078559738,0.00018452823240589292,0.009025290280135698,0.061154499181669396,0.00018020294599017939,0.008812565475164078,0.001544417757774141,5.702945990180078e-06,0.005367333833684035,70.49807905346162,0.23856769833595592,0.008486483689746747,9.496992771624335,0.028902304108716415,0.0035932977847917004,56.98195662974601,0.17341382465230382,0.003593297784791712,5.023629122486651e-05,2.005095531849533e-07,0.010790384723201407,4.239188906370473e-08,2.036875464505566e-10,0.013301510546267693,75.0,0.0,0.029241669248584748,75.0,0.0,0.029241669248584748,75.0,0.0,0.0,2048.0,118.5,0.05614043072610999,1839.0,65.0,0.05049209911276067,0.8472652751182922,0.053015837358193874,0.09452286270476838,-1.0,0.0,-0.0,-1.0,0.0,-0.0
intel,Intel i9-7900X,cpu,axpy_intel_20260725_163341,axpy_intel_20260725_163341_session3,3,4000000,8,10,10,0,0,0,-1,1422.0,0.0007666832798874823,1.7927320675095032e-07,0.00039799089519681997,0.0007666832798874823,1.7927320675095032e-07,0.00039799089519681997,0.072013702883263,0.00012943143459914763,0.0023112607383547947,0.07363448593530239,0.00013201898734176848,0.0022043089800569235,0.0016199602672292545,1.180344585091414e-05,0.010548924778588757,93.9578961856082,0.16604446071614376,0.0020686603370707155,10.434556502015106,0.0024405126339290817,0.00039791285937177816,62.60733901209063,0.01464307580357982,0.00039791285937180424,5.520106648453511e-05,9.282345497192959e-08,0.0025926846136344393,4.232159164052504e-08,7.702703578644054e-11,0.0029016897693929376,77.0,0.0,0.02445060046521943,77.0,0.0,0.02445060046521943,77.0,0.0,0.0,2653.5,69.5,0.050474719113048995,2262.0,62.0,0.08184094952115206,0.8512285093208616,0.04395978685390123,0.1048289996685461,-1.0,0.0,-0.0,-1.0,0.0,-0.0
intel,Intel i9-7900X,cpu,axpy_intel_20260725_163341,axpy_intel_20260725_163341_session3,3,4000000,10,10,10,0,0,0,-1,1392.0,0.0007193876882183908,1.2166810344833206e-07,0.00031998572648019453,0.0007193876882183908,1.2166810344833206e-07,0.00031998572648019453,0.07436211530172414,8.973275862068919e-05,0.0016436510776566598,0.07596558728448276,8.473132183908771e-05,0.0016353287331459553,0.001596525143678161,4.121767241378987e-06,0.004121395759471258,103.36863225492066,0.11532098803503743,0.0015297781896027104,11.120568561814848,0.001880958652464848,0.00032003783083780644,66.72341137088908,0.01128575191479797,0.0003200378308378571,5.350261221670741e-05,6.309235152136421e-08,0.0018076121556609098,3.849446056986992e-08,5.226338591254572e-11,0.002009412857193805,78.0,0.0,0.024941274149619386,78.0,0.5,0.026823755707676512,77.5,0.5,0.006800597118641677,2888.5,14.0,0.022020825589232882,2519.0,119.0,0.03806526172326505,0.8529484644958281,0.025099863755222274,0.04737391195191439,-1.0,0.0,-0.0,-1.0,0.0,-0.0
intel,Intel i9-7900X,cpu,axpy_intel_20260725_163341,axpy_intel_20260725_163341_session3,3,4000000,16,10,10,0,0,0,-1,1572.0,0.0006869737827608143,1.9882729007636955e-07,0.0005122379243570016,0.0006869737827608143,1.9882729007636955e-07,0.0005122379243570016,0.07226720642493639,0.0001559650127226503,0.002843149907861497,0.07385906647582696,0.00015601494910941205,0.0028164292360784086,0.0015935896946564889,6.326017811704443e-06,0.006288158536255454,105.17454379100207,0.20706380315764505,0.002745382932373005,11.645277021613959,0.0033703082880753854,0.0005119664507862749,69.87166212968376,0.020221849728450536,0.0005119664507862798,4.967180038111537e-05,9.331776977816324e-08,0.003025997934237824,3.414118160716487e-08,6.135968752595774e-11,0.0032798555808517716,78.0,0.0,0.016134069694736627,78.0,0.0,0.016134069694736627,78.0,0.0,0.0,3439.0,0.0,0.0001501418211008671,3120.0,0.0,0.00015483728933540018,0.9069767441860465,0.00014539110206451822,0.0002058480782956846,-1.0,0.0,-0.0,-1.0,0.0,-0.0
intel,Intel i9-7900X,cpu,axpy_intel_20260725_163341,axpy_intel_20260725_163341_session3,3,4000000,20,10,10,0,0,0,-1,1460.0,0.0007725745034246576,3.170000000000039e-07,0.000764353901419631,0.0007725745034246576,3.170000000000039e-07,0.000764353901419631,0.08160966849315068,5.570513698630042e-05,0.001579481202848009,0.08346479863013699,6.651095890410075e-05,0.0015296594298911273,0.0018585623287671234,6.539041095890538e-06,0.004663929548420286,105.64993854878998,0.08923239325874732,0.0016324270828117042,10.354988563275853,0.0042493305064965625,0.0007646790238776903,62.12993137965511,0.025495983038979375,0.0007646790238776186,6.30474946746542e-05,6.619338462838836e-08,0.0018688556386615121,4.871524917626123e-08,5.662994770400679e-11,0.0023784249963557384,79.0,0.0,0.019888538743197355,79.0,0.0,0.020737345147319005,79.0,0.0,0.004007956476766007,3999.0,0.0,0.0021892653604962415,3599.5,0.5,0.00014642207992630364,0.8999749937484371,0.00022499374843709674,0.002134491494289913,-1.0,0.0,-0.0,-1.0,0.0,-0.0
