platform,platform_label,device_kind,energy_domain,problem_size,configuration,num_threads,sessions,runtime_s_median,runtime_s_ci95_low,runtime_s_ci95_high,runtime_s_session_cv_pct,energy_j_median,energy_j_ci95_low,energy_j_ci95_high,energy_j_session_cv_pct,power_w_median,power_w_ci95_low,power_w_ci95_high,power_w_session_cv_pct,throughput_gflops_median,throughput_gflops_ci95_low,throughput_gflops_ci95_high,throughput_gflops_session_cv_pct,efficiency_gflop_per_j_median,efficiency_gflop_per_j_ci95_low,efficiency_gflop_per_j_ci95_high,efficiency_gflop_per_j_session_cv_pct,edp_j_s_median,edp_j_s_ci95_low,edp_j_s_ci95_high,edp_j_s_session_cv_pct,temperature_c_median,temperature_c_ci95_low,temperature_c_ci95_high,temperature_c_session_cv_pct,clock_mhz_median,clock_mhz_ci95_low,clock_mhz_ci95_high,clock_mhz_session_cv_pct
INTEL,Intel CPU,CPU,CPU package RAPL,64,1T,1,5,2.27955353191567e-06,2.215350190098708e-06,2.2967681789931632e-06,1.5460627484821163,0.0001302476983123,0.0001110574582882,0.0001380354596744,8.360876175946599,57.41033191136852,49.96518341379625,60.24669483449807,7.085782526047042,229.99591484013263,228.2720584494656,236.66145530546555,1.5575653597107493,4.0253148945702995,3.7982124393014516,4.720871592787986,8.811847893568943,2.955619710912405e-10,2.4818506690621315e-10,3.162630993779834e-10,9.493795020545962,98.0,85.0,98.5,6.101884970725289,,,,
INTEL,Intel CPU,CPU,CPU package RAPL,64,2T,2,5,2.3341587456962664e-06,2.2132106011218072e-06,2.4906083001705517e-06,4.837426683086316,0.0001422062872677,0.000110032423453,0.0001672945578622,15.990642431913418,61.11752635352188,49.5095934704562,68.12770648865398,11.914714005273279,224.61539985945038,210.506003679542,236.890244305831,4.862601999949225,3.686813080303828,3.1339214299598104,4.764850064617071,17.70288199309469,3.315061385578318e-10,2.4634228030416085e-10,4.1081442755775946e-10,19.868183264802777,97.5,85.0,98.0,5.952967341626987,,,,
INTEL,Intel CPU,CPU,CPU package RAPL,64,4T,4,5,2.495490320994838e-06,2.229277824035526e-06,2.5797295202666045e-06,6.391228089635282,0.0001533466426762,0.0001140091790174,0.0001568193792141,12.938393433745365,60.86617984688321,51.07709788083066,62.40684130810476,7.715379892694881,210.09418293034705,203.2337095347178,235.1828894304943,6.5267626899903055,3.4189727981659397,3.343260269409739,4.598647271374383,14.457366188963704,3.8794209340223957e-10,2.5404000381606684e-10,4.0434520969039164e-10,18.60807081812789,99.0,85.0,99.0,6.421264586426017,,,,
INTEL,Intel CPU,CPU,CPU package RAPL,64,8T,8,5,2.3804675770358197e-06,2.2413765182186234e-06,2.524669525731584e-06,4.754418193077073,0.0001511939551011,0.0001170486173811,0.0001555235666461,11.881399037869251,60.75489305707059,52.48169272264326,64.86477030723665,8.253973162822641,220.2458059323153,207.6659913927051,233.91339908240312,4.691994563090216,3.467651862466462,3.3711161035358588,4.479232747303323,12.836146326241506,3.5991294544620287e-10,2.613704804940644e-10,3.862481306477457e-10,15.888464827917364,99.0,92.5,99.0,2.9295037818638927,,,,
INTEL,Intel CPU,CPU,CPU package RAPL,64,10T,10,5,2.2824659460891084e-06,2.2202337226464302e-06,2.5116715423431825e-06,6.135213055042369,0.0001300904409313,0.0001125906344073,0.0001547981878529,13.887690227974977,57.03151408365595,50.32555325615365,62.08799289155611,8.369833080828233,229.70244129965724,208.74066977359726,236.1409047400062,6.026517419799641,4.030180820717438,3.386913033492452,4.656586249468782,13.830162705127247,2.967401140859297e-10,2.5143405610923917e-10,3.87920155261943e-10,20.07482454558037,97.0,86.5,99.0,5.339287448788256,,,,
INTEL,Intel CPU,CPU,CPU package RAPL,64,16T,16,5,2.2546644398164424e-06,2.233226943724793e-06,2.5382000522972326e-06,6.591047699133479,0.0001226988152536,0.0001021337789287,0.0001540899126827,18.439956152393368,54.97036828195608,45.225854076273066,61.25947297969424,12.345748295423164,232.53482458023046,206.55897454792265,234.76700452375053,6.435827071104226,4.272967093580941,3.402480998737453,5.133345750048155,18.274365599271324,2.7486604971657544e-10,2.3028878866323503e-10,3.906057118282888e-10,25.223905600710207,96.5,69.5,99.0,14.49506474947585,,,,
INTEL,Intel CPU,CPU,CPU package RAPL,64,20T,20,5,2.305018734654989e-06,2.247698617279887e-06,2.48187476929456e-06,4.342704063378102,0.0001247672184763,0.0001184978682045,0.0001629535845936,14.802304689346844,55.193678515235504,52.9640061863159,65.77859233126911,10.455682166197995,227.4549842556809,211.2467584933876,233.25547116031117,4.259296374969229,4.202129424722171,3.2174069770085403,4.424450903160551,14.0644128215975,2.864891299663444e-10,2.6634625251632717e-10,4.0271808219282485e-10,19.07349842516095,98.0,87.5,99.0,5.712295597705615,,,,
3090,RTX 3090,GPU,GPU board NVML,128,gpu_resident,-1,5,5.161102740856931e-06,5.160498668703173e-06,5.183126736815811e-06,0.19213474416869117,0.0009229959547593,0.000913588911308,0.0009327962864666,0.8803947535253606,178.839948,176.9864725,180.429354,0.8207917867257754,812.6759358608685,809.2227361927711,812.771065214522,0.19164159964338193,4.5442279333648825,4.496484453093053,4.591018945266036,0.8806983405302599,4.763598433803592e-09,4.715780447847844e-09,4.818814306089522e-09,0.9109837567540093,58.0,56.5,60.0,2.3211780216677482,1965.0,1953.5,1965.0,0.26203476579454404
5060ti,RTX 5060 Ti,GPU,GPU board NVML,128,gpu_resident,-1,5,9.920571233570831e-06,9.78786126601135e-06,1.003193120060518e-05,0.8919178741576653,0.0004186242111759,0.000407041659308,0.0004407619205195,3.3251448440582454,41.7281745,41.3126315,44.03391499999999,2.7433886815367194,422.78855735712443,418.0953712827473,428.5209900312799,0.8914114513846403,10.019258055377053,9.516030774746653,10.304360509758677,3.2720352565781585,4.203116042249507e-09,3.989367232476502e-09,4.358447073998479e-09,3.6946004725197077,50.0,49.0,51.0,2.0,2790.0,2782.0,2790.0,0.15723340247026443
AMD,AMD CPU,CPU,CPU package RAPL,128,1T,1,5,3.946580300632912e-05,3.9197482451668565e-05,3.985329892369864e-05,0.6225652860562777,0.0029427126186708,0.0028873460060389,0.0029860754211179,1.3655948962159836,74.51417589577596,73.56167927883817,75.03636430064819,0.8370795156480686,106.27692028279169,105.24358367497327,107.00442318385313,0.6217749491348793,1.4253189296801039,1.4046209182585798,1.4526502854966428,1.3681432559206792,1.1617693374288114e-07,1.1329088099543617e-07,1.189424038379704e-07,1.9209690130213704,76.0,71.0,77.0,4.0823017195432305,,,,
AMD,AMD CPU,CPU,CPU package RAPL,128,2T,2,5,2.514937415171166e-05,2.487517210303652e-05,2.5277929224090057e-05,0.6018390845703748,0.0022271713668124,0.0021674530002252,0.0022502068217367,1.3896982840713805,88.44757697720928,87.14644242815007,89.33150562816178,0.9114788776090466,166.77568096518763,165.9275157714579,168.614069588206,0.6038751963263708,1.8832426020288795,1.863963774122262,1.9351303117364986,1.406466162905914,5.599104980874006e-08,5.3914269719279446e-08,5.660706267349082e-08,1.9459656944761285,74.0,69.0,78.5,4.787592609057626,,,,
AMD,AMD CPU,CPU,CPU package RAPL,128,4T,4,5,1.4477002407821068e-05,1.4397475029735036e-05,1.4749324334303142e-05,0.9401625199657637,0.0016263004085608,0.0016173633779118,0.0016567900562685,0.9908698529992835,112.42009865792488,111.78998789396374,112.72043213358296,0.3087713927526319,289.72185552266444,284.3726197168995,291.32219304687277,0.9306916692417607,2.579046268402382,2.5315844841841986,2.593297249882907,0.9827449766578877,2.349205040563893e-08,2.3296853064548992e-08,2.4435869846787992e-08,1.9162787623593953,81.5,77.0,83.0,3.144861502639349,,,,
AMD,AMD CPU,CPU,CPU package RAPL,128,8T,8,5,1.851245028841675e-05,1.8052558533552022e-05,1.942036651636027e-05,2.813926115020732,0.002191258630499,0.0021582215623366,0.0022838174644467,2.141928212613417,119.4795415659128,117.59377857675896,119.67829805414108,0.8331578206034452,226.56665836528288,215.97450266793876,232.3384794573342,2.7512577428059135,1.9141072357327626,1.8365320632208029,1.9434075134802349,2.1066517400363636,4.0671802495355374e-08,3.896323006323019e-08,4.435133993845283e-08,4.969981654698776,67.0,64.0,68.0,2.4598318450830816,,,,
AMD,AMD CPU,CPU,CPU package RAPL,128,10T,10,5,1.824693754785081e-05,1.7958447037701974e-05,1.8409361670833947e-05,0.9883482539932991,0.0021799541452477,0.0021484891113105,0.0022080751305339,1.1066538542240332,119.8531121008543,119.50267984104474,120.32425136771523,0.26672914509496587,229.86344908568066,227.83538478930853,233.55605254699785,0.989514797768106,1.9240331312213985,1.8995295685368463,1.9522109644026207,1.107969914743129,3.9789689044708084e-08,3.8583527350480424e-08,4.0651511163870685e-08,2.0838976569900725,70.0,68.0,73.5,3.1717276276592763,,,,
AMD,AMD CPU,CPU,CPU package RAPL,128,16T,16,5,1.8497282457989014e-05,1.7902522483786595e-05,1.9366507654108584e-05,2.8859613719662804,0.0022111887767363,0.0021479091511698,0.0023006022209622,2.4928106189090773,119.6003717588288,118.83645683184238,119.9930610400762,0.38998882996027306,226.75244374551198,216.5751345008341,234.28564347837397,2.843740671040547,1.8968547797130033,1.823133074367711,1.9527380837851949,2.4641294416602584,4.0896499320114425e-08,3.8458264369005216e-08,4.455477953489283e-08,5.409386924423962,69.0,67.0,71.0,2.2915055508466518,,,,
AMD,AMD CPU,CPU,CPU package RAPL,128,20T,20,5,1.8336113908982692e-05,1.8096155582441e-05,1.8915879619218946e-05,1.9622246033839597,0.0022073487775844,0.0021725657617577,0.0022429032681208,1.3846132813302616,119.17531481178514,118.51945720835792,120.56623416080387,0.7631106465708539,228.74552485983682,221.73454708067055,231.7787322777995,1.952758045164003,1.9001546301124252,1.8700333891412833,1.9305763138818068,1.384453123321964,4.0488770671130143e-08,3.946909750141824e-08,4.2426484253386155e-08,3.3001117746003263,70.0,66.0,75.5,5.310403306548564,,,,
AMD,AMD CPU,CPU,CPU package RAPL,128,32T,32,5,1.8381452121430503e-05,1.8065214257397195e-05,1.98445631200421e-05,3.8555263303125114,0.0021948070173858,0.0021699355233772,0.0023114036583702,2.6428689845196733,119.28717098101993,116.48344056558363,120.27937203478729,1.2026883173991492,228.18131953296333,211.35784016146695,232.17571296075556,3.6919162534500884,1.911012661603283,1.8146133778110642,1.9329164183976095,2.5642100527545177,4.032664273922641e-08,3.925647432229124e-08,4.586730736992782e-08,6.591598973602812,67.5,65.5,72.0,3.574349910319555,,,,
AMD,AMD CPU,CPU,CPU package RAPL,128,64T,64,5,1.8193825508210956e-05,1.80499161217433e-05,1.8413739622297237e-05,0.9525457693307026,0.0021762437822618,0.0021557902137741,0.0021990877001722,0.8877124266308762,119.41240942990076,118.48899168554908,120.39882953454112,0.5980492460774282,230.53447435269135,227.78121587649196,232.37249257615417,0.9513640061622254,1.9273134904219245,1.9072927376527842,1.9455993320691043,0.8872422248006064,3.9327476072517195e-08,3.8922914179697043e-08,4.0441211694156e-08,1.7047603576304318,65.0,63.0,71.5,4.969995128810302,,,,
INTEL,Intel CPU,CPU,CPU package RAPL,128,1T,1,5,2.717564386971107e-05,2.4357874379682788e-05,2.764251824311201e-05,5.010297106255455,0.0016505662807055,0.0012299173153644,0.001837682415334,14.061614236454535,60.8473368895535,50.46363690486479,68.70685563948813,10.77387643799019,154.3405565700252,151.73378789557788,172.1949926590689,5.317755644523326,2.5411303072344555,2.2823878407943967,3.4102324990499957,16.435444026805285,4.506482591140831e-08,2.9907463348203336e-08,4.902782674502327e-08,17.56753813270578,98.0,85.0,99.0,6.265237080008889,,,,
INTEL,Intel CPU,CPU,CPU package RAPL,128,2T,2,5,2.1257476139978797e-05,2.045765804334088e-05,2.176815019036366e-05,2.3453504975343527,0.0014973233556518,0.0014686984791959,0.0016842536575468,6.922071117453717,71.70039034289941,68.17186073158211,79.46591611444231,7.231461050417723,197.30959462830114,192.6807727492039,205.02366356471958,2.3836533180323953,2.8012012129298403,2.490304225379694,2.8557965160393888,6.761496041586148,3.274268078996925e-08,3.00461372749595e-08,3.5823336066708024e-08,7.417650681929611,93.5,89.0,99.0,5.074319399070488,,,,
INTEL,Intel CPU,CPU,CPU package RAPL,128,4T,4,5,1.3199319247906131e-05,1.2690799774133109e-05,1.3287112132022688e-05,2.016669923380365,0.0012227639253655,0.0011787437755706,0.0012883577477145,3.971160644669073,92.53256844533075,88.88274610369977,101.30157457578537,6.239109042819539,317.7666909348648,315.6670884030166,330.4995803770379,2.0369170939648886,3.4301829756273423,3.2555429634668966,3.5582830526249385,3.9561590460431466,1.60855323067685e-08,1.5615939517289482e-08,1.6493722459325036e-08,2.0797475204564937,92.0,87.0,99.0,6.104520832817539,,,,
INTEL,Intel CPU,CPU,CPU package RAPL,128,8T,8,5,1.2722437863895323e-05,1.2242882154565644e-05,1.274924682384011e-05,1.791706009876997,0.0014828760522532,0.0013812434921429,0.001569803387012,5.384002291287479,119.34317653722177,108.29257437946504,123.75461190028544,6.408311695292853,329.67769580568415,328.9844535880327,342.59122541956765,1.8127270364926336,2.828492640114351,2.6718658111596607,3.03661448821948,5.372838517830962,1.845036680450878e-08,1.747451123457054e-08,1.992364215152912e-08,5.1287453483852,94.0,78.0,98.0,11.08108860372338,,,,
INTEL,Intel CPU,CPU,CPU package RAPL,128,10T,10,5,1.2571068788372388e-05,1.211558783888551e-05,1.3493028062217332e-05,4.081706591125618,0.0014470509976176,0.0013394949379776,0.001621829855193,7.313309563148166,114.59660859272012,106.68877628420717,123.59878820452064,5.609482245856743,333.6473668714248,310.84972036371374,346.19071363076563,3.9554366800754632,2.8985184398514154,2.586155376638366,3.1312578204533237,7.129887355522582,1.8156633505523653e-08,1.6871124894112318e-08,2.18518187428546e-08,10.590962567399572,87.5,76.0,98.0,9.453785610554526,,,,
INTEL,Intel CPU,CPU,CPU package RAPL,128,16T,16,5,1.2725080469656098e-05,1.2445469111410948e-05,1.3101816601019616e-05,1.960976614219452,0.0014895722949091,0.0013055955450077,0.001572007241487,7.352357672959399,118.28783668918292,104.81841421062418,123.3681226823328,6.9494145859053305,329.6092319417256,320.1314846426402,337.01453616998214,1.9403495588832436,2.815777397535414,2.668120024709623,3.2125599815640173,7.768623761903272,1.9113586823657672e-08,1.6248767913581742e-08,2.0031722048286027e-08,8.156559827610508,92.0,74.0,98.0,11.291995079911112,,,,
INTEL,Intel CPU,CPU,CPU package RAPL,128,20T,20,5,1.299612199374391e-05,1.2513920410584412e-05,1.3090033124486442e-05,1.8016495284240166,0.0015768671286087,0.0014218155982085,0.0016078915686626,4.9641101150289835,121.24285043131238,111.12554611936208,122.77853855321592,3.9980504136151533,322.735043732204,320.4196628161362,335.1710624955239,1.8279643663975929,2.6598969081819304,2.60857391241171,2.9499634166940214,5.168740923163902,2.0540724076120875e-08,1.8180976150231217e-08,2.0981677452233397e-08,6.254300015319778,97.0,82.0,98.0,7.127724797631889,,,,
3090,RTX 3090,GPU,GPU board NVML,256,gpu_resident,-1,5,7.180509782803805e-06,7.179988369087619e-06,7.2433070467004125e-06,0.4762355759742264,0.0019915961861547,0.0019802297612636,0.0020196103990151,0.7336255165564198,277.2113545,275.233385,278.8655465,0.5175584818001336,4672.987436122935,4632.474059661084,4673.326790397553,0.47540846399166786,16.848009768880733,16.61430938183099,16.944716545714705,0.7289847539413556,1.4299542522828053e-08,1.4218725551522504e-08,1.4626497999058478e-08,1.131935984243769,62.0,62.0,65.0,2.244783432338246,1965.0,1950.0,1965.0,0.4193894008462221
5060ti,RTX 5060 Ti,GPU,GPU board NVML,256,gpu_resident,-1,5,1.637327853013903e-05,1.6368196554886038e-05,1.637607250458475e-05,0.019600812422396755,0.0012479899127188,0.0012379650248886,0.0012592353037497,0.7779566046445838,76.18963600000001,75.625178,76.934031,0.7865456973162315,2049.3410613051533,2048.991416629713,2049.9773379116546,0.01960243459706638,26.886781421894845,26.646673501039057,27.104507256187983,0.7777515428712635,2.0442138841265857e-08,2.026517428685857e-08,2.0616127933464482e-08,0.7752336734440604,57.0,57.0,59.0,1.8952337629936542,2775.0,2771.0,2775.0,0.06448181032369087
AMD,AMD CPU,CPU,CPU package RAPL,256,1T,1,5,0.0002841132667617,0.0002828466309557,0.0002987185914652,2.4761436382619997,0.0216576111584327,0.0214525041369472,0.0226131004177857,2.3697331093384926,75.96983213358709,75.47586101516865,76.26961900371248,0.40108768226859287,118.10230610647191,112.32789976484946,118.63118852299627,2.4430919301946057,1.5493136225661297,1.483849245794208,1.5641265833488363,2.345393628900882,6.13752679230708e-06,6.085846223529711e-06,6.757304459699715e-06,4.833342772015262,76.0,74.0,77.0,1.611506409725775,,,,
AMD,AMD CPU,CPU,CPU package RAPL,256,2T,2,5,0.0001553230745437,0.0001549528403828,0.0001562240952675,0.35738932294090847,0.0144182130374265,0.0143025436863229,0.0144828394290123,0.4533256025427927,92.38231791618666,92.00650957206958,92.99962435650365,0.4149933246209652,216.02992407003563,214.78397389689016,216.54609181158705,0.3571783480454266,2.327225427513111,2.316840710999193,2.3460464610981826,0.4542458386606284,2.249464664600933e-06,2.2104908530236424e-06,2.254145348725432e-06,0.8095823168819989,77.5,76.0,79.0,1.4426245016127675,,,,
AMD,AMD CPU,CPU,CPU package RAPL,256,4T,4,5,8.786470844212359e-05,8.723173781802501e-05,8.828520014044945e-05,0.5295225009011734,0.0104991572671888,0.0104193379994799,0.0105512485516151,0.585776795581012,119.61415658095244,119.41676848613994,119.69546634275164,0.0941210308733434,381.887478999629,380.0685952642071,384.6585295594848,0.5296930310580327,3.1959166956058334,3.1801385244463565,3.2203996071223457,0.5862456249274276,9.224941191056854e-07,9.091080173520616e-07,9.315193503394428e-07,1.0852586985194126,83.0,82.0,84.0,1.0056009934303793,,,,
AMD,AMD CPU,CPU,CPU package RAPL,256,8T,8,5,9.127028998723328e-05,8.63703450047085e-05,9.224988493049802e-05,3.103793650964375,0.0123504890570855,0.0118515780327026,0.0124993969897818,2.5293782266799383,135.63428088798906,135.2992164823181,137.15742108445977,0.5902758872705635,367.63805620310325,363.7341339263485,388.49482421507946,3.136960785142856,2.7168504700427025,2.6844840617055845,2.8312206110791087,2.5477907877208494,1.1269786829841705e-06,1.0246721451800984e-06,1.152722242401839e-06,5.55882874276492,71.5,70.0,73.5,1.8075669141822326,,,,
AMD,AMD CPU,CPU,CPU package RAPL,256,10T,10,5,0.0001003160276372,9.507979027645376e-05,0.0001050123411406,3.5213456922814466,0.0140434021651964,0.0135534340800762,0.0144694261632181,2.3156761898067746,140.45764396520832,137.82564943515166,142.53084431578594,1.2271482927736357,334.4872478538721,319.52846337436,352.90814065152244,3.5399413287370947,2.3893378260687825,2.318988439589733,2.475714405792229,2.3297594049179065,1.4120363592707652e-06,1.2884727701227416e-06,1.5192189996255078e-06,5.814565962008454,70.5,66.5,72.0,3.0093968480633233,,,,
AMD,AMD CPU,CPU,CPU package RAPL,256,16T,16,5,7.063734392735529e-05,6.629204568089767e-05,7.354378181818182e-05,4.091778886170331,0.0120784995388762,0.0116849352632627,0.0124280965867563,2.462840823267307,170.7589155870351,168.49888151223507,176.345589113433,1.7588757914976845,475.02397647493626,456.2511088014857,506.16075662406126,4.209303414504252,2.778029828291234,2.6998850359560667,2.871597595024317,2.4877040204286596,8.528004993398196e-07,7.747772361597155e-07,9.103736392282446e-07,6.480737635802887,69.5,68.0,74.5,3.5774612631463136,,,,
AMD,AMD CPU,CPU,CPU package RAPL,256,20T,20,5,9.476170093979715e-05,9.150498956726844e-05,9.581109516977524e-05,1.7322946704287896,0.017719170652275,0.0173048365689921,0.0179992408417025,1.4110507968072388,187.53848277563847,186.95116056620333,189.1116534986012,0.4602102354585649,354.09275759325374,350.2144708871374,366.6951076512936,1.7627349671993122,1.8936796003876104,1.8642137351847434,1.9390204505094808,1.420470239495213,1.6790989484205224e-06,1.5838937659908008e-06,1.7245484624774803e-06,3.096562834123698,71.0,67.0,79.0,6.214691469633238,,,,
AMD,AMD CPU,CPU,CPU package RAPL,256,32T,32,5,7.319983755914967e-05,7.234723428902403e-05,8.2511785335617e-05,5.736956784603472,0.0159702319725969,0.0158108213509991,0.0176153653454041,4.656730853787186,218.1778974619709,213.3471012324092,218.9882284948204,1.0707029307488034,458.3948970226347,406.6622951317466,463.79702458219083,5.449896239633074,2.101061027640399,1.9048388348501923,2.1222447117132,4.455345172404309,1.1690187477611566e-06,1.1433239440778484e-06,1.4531923448394671e-06,10.628660077099594,66.0,65.0,68.0,1.7171316643059307,,,,
