platform,platform_label,device_kind,energy_domain,problem_size,num_threads,configuration,session_count,runtime_per_op_s_median,runtime_per_op_s_min,runtime_per_op_s_max,runtime_per_op_s_robust_cv_pct,total_energy_per_op_j_median,total_energy_per_op_j_min,total_energy_per_op_j_max,total_energy_per_op_j_robust_cv_pct,edp_total_j_s_median,edp_total_j_s_min,edp_total_j_s_max,edp_total_j_s_robust_cv_pct,throughput_gflops_median,throughput_gflops_min,throughput_gflops_max,throughput_gflops_robust_cv_pct,energy_efficiency_gflop_per_j_median,energy_efficiency_gflop_per_j_min,energy_efficiency_gflop_per_j_max,energy_efficiency_gflop_per_j_robust_cv_pct,avg_power_w_median,avg_power_w_min,avg_power_w_max,avg_power_w_robust_cv_pct,temp_c_median,temp_c_min,temp_c_max,temp_c_robust_cv_pct,sm_clock_mhz_median,sm_clock_mhz_min,sm_clock_mhz_max,sm_clock_mhz_robust_cv_pct,selected_campaign
AMD,AMD Threadripper 3970X,CPU,CPU package RAPL plus DRAM RAPL when available,2,2,2T,5,0.016445322,0.0160600796349206,0.0167736118166666,2.951392327497926,1.51065818852459,1.4894659761904765,1.5491266833333337,1.6693217519359609,0.0248261308035333,0.0239304901796024,0.0259844503083564,4.638187730404598,224.95005904185533,220.5473795142967,230.34607081579415,2.901716361116397,2.4488505453072813,2.388041615683361,2.483693010953564,1.6507351794810416,92.45447955649546,91.1758411936315,93.5500015772172,0.7985696125159667,74.0,70.0,74.0,0.0,-1.0,-1.0,-1.0,0.0,20260729_005653
AMD,AMD Threadripper 3970X,CPU,CPU package RAPL plus DRAM RAPL when available,2,4,4T,5,0.0075068488571428,0.0074696011925925,0.0075338699210526,0.5336650586019731,0.9603028421052632,0.955321351851852,0.9621917388059702,0.2916244882009061,0.0072173419232179,0.0071367155789688,0.0072360285282069,0.3838637666264128,492.800213409462,491.0326574713654,495.25756861297793,0.5317729908620477,3.852301626829148,3.844739046966851,3.872389244669774,0.2910540759776638,127.98004154986369,127.54450440021604,128.1268524451403,0.0925082182004441,74.0,72.5,76.0,0.0,-1.0,-1.0,-1.0,0.0,20260729_005653
AMD,AMD Threadripper 3970X,CPU,CPU package RAPL plus DRAM RAPL when available,2,8,8T,5,0.0038291366278195,0.0037782337817164,0.0038571076509803,0.529670283812724,0.7276963679245283,0.7224858582089553,0.732488174509804,0.3168980182893113,0.0027802654705793,0.0027293363606084,0.0028241379974863,0.8539683247415263,966.1123610834696,959.1062843939096,979.1284726157212,0.5277570086755438,5.083681088832568,5.050424389336719,5.12034401820526,0.3175716009315045,189.8552015004529,189.3980379849892,191.13308089113724,0.3570039812814363,78.0,77.0,80.5,1.9007692307692303,-1.0,-1.0,-1.0,0.0,20260729_005653
AMD,AMD Threadripper 3970X,CPU,CPU package RAPL plus DRAM RAPL when available,2,10,10T,5,0.0031099920869565,0.0030635173039513,0.0032881111188925,0.4418234466517069,0.6817055,0.6749991717325228,0.6971529560260586,1.026281890162384,0.0021216440558077,0.0020679244296421,0.0022933131415633,1.332255755355105,1189.5130356141133,1125.076376807082,1207.5586593411333,0.4405081281321221,5.426651005834332,5.306406039393869,5.480563971789443,1.018996709863472,219.5064286386562,211.85579463669237,220.3403525223428,0.5632525469169849,80.0,78.0,81.0,1.85325,-1.0,-1.0,-1.0,0.0,20260729_005653
AMD,AMD Threadripper 3970X,CPU,CPU package RAPL plus DRAM RAPL when available,2,16,16T,5,0.0019994620266798,0.0019744041585127,0.0019999795925196,0.0383774787373959,0.5726117303149607,0.5663540430528375,0.5733243954183267,0.1285053705664635,0.0011450699887862,0.0011182126847308,0.0011466347979778,0.2026064895835727,1850.18573947802,1849.707396477338,1873.6690804203345,0.0383308182351132,6.460531531856172,6.452500874384523,6.531918477584613,0.128393108980331,286.55038820481434,286.42611040856315,286.7996750046529,0.0643008239759634,88.0,85.5,90.0,2.52715909090909,-1.0,-1.0,-1.0,0.0,20260729_005653
AMD,AMD Threadripper 3970X,CPU,CPU package RAPL plus DRAM RAPL when available,2,20,20T,5,0.0016444488265802,0.0016381499104838,0.0016507638390804,0.4608614403642444,0.4716930081037277,0.4699199072580645,0.4735883768472906,0.3993374771698637,0.0007756750110339,0.0007697147662862,0.0007817825502721,0.8354852593113349,2249.614623714696,2241.010143258477,2258.264845975504,0.4623046014235622,7.842763772974162,7.811380897647291,7.8723551126646,0.4004006333098784,286.86547553692867,286.68657563713043,286.92661230465166,0.0315971699474965,82.5,82.0,83.5,0.8985454545454545,-1.0,-1.0,-1.0,0.0,20260729_005653
AMD,AMD Threadripper 3970X,CPU,CPU package RAPL plus DRAM RAPL when available,2,32,32T,5,0.0011579776864988,0.0011487157757644,0.0011717563662053,0.909076004674832,0.3157316819221968,0.3122353233295583,0.3202133016147636,1.4303547617147043,0.0003656102609874,0.000358614346604,0.000375211974125,2.251138436206803,3194.686896914987,3157.120578014538,3220.445990564818,0.9147072067759888,11.71684319261742,11.552849658112583,11.848038500979891,1.4441941907884968,272.45141762693095,271.74655016139167,273.2906520863262,0.3311486997043509,70.0,68.0,77.5,4.236,-1.0,-1.0,-1.0,0.0,20260729_005653
AMD,AMD Threadripper 3970X,CPU,CPU package RAPL plus DRAM RAPL when available,2,64,64T,5,0.001190527613744,0.0010936742459283,0.0011953703208333,0.3226298049005041,0.3022220253537735,0.2820796406080347,0.3040798785714286,0.3645354646852958,0.0003594420046951,0.0003085328396785,0.0003635288954149,0.5252533648204081,3107.341804046895,3094.753230437057,3382.52102193882,0.3233517530314842,12.240590871899824,12.16580410903142,13.114652105842184,0.365432612292503,254.3251383528488,252.67849770135143,257.9065256763939,0.1342390577490303,70.0,69.0,71.0,2.118,-1.0,-1.0,-1.0,0.0,20260729_005653
AMD,AMD Threadripper 3970X,CPU,CPU package RAPL plus DRAM RAPL when available,3,1,1T,5,0.0310757721666666,0.0307188907424242,0.0312685356093749,0.8912189225042141,2.372895015151516,2.317047969696969,2.388840171875,0.9058944974586264,0.0737713340939017,0.071144329177135,0.0746955716964811,1.8264052318183868,119.04374865209746,118.3098741716499,120.42676201276726,0.8966006771163093,1.5590141516334757,1.5486114239067128,1.5965903392829,0.9115173259053048,76.35326773485343,75.40891184875784,76.4634052439845,0.1378469112412115,73.0,68.0,78.0,2.030958904109589,-1.0,-1.0,-1.0,0.0,20260729_005653
AMD,AMD Threadripper 3970X,CPU,CPU package RAPL plus DRAM RAPL when available,3,2,2T,5,0.0149275039626865,0.014895014117647,0.0149551378731343,0.1203593362491814,1.4271104626865672,1.4193148676470586,1.4291365895522388,0.2104907622490377,0.0213005112076088,0.0211407179289508,0.021354554499031,0.3497530768158806,247.82293222383063,247.3649433185691,248.36343990786787,0.1203285444880198,2.592214423551658,2.588540715807746,2.606452265341684,0.2101152995538576,95.38920984159635,95.25023455017254,95.72949998188966,0.2160042707211153,76.0,73.0,77.0,1.9507894736842104,-1.0,-1.0,-1.0,0.0,20260729_005653
AMD,AMD Threadripper 3970X,CPU,CPU package RAPL plus DRAM RAPL when available,3,4,4T,5,0.007419971537037,0.0073980577335766,0.0074868937164179,0.2063343237792252,0.9717812888888888,0.9672402591240876,0.9802459777777778,0.6928030829850682,0.0072104369054,0.007156666332248,0.0073297275746861,1.105623040616348,498.57012395106005,494.1137734075962,500.04693956219467,0.2060085944554441,3.806799642605017,3.773926718653226,3.8246714524578858,0.6960372957724483,130.86562594611507,130.57450632856006,131.8783708268843,0.1386657976164164,76.0,73.0,78.0,1.9507894736842104,-1.0,-1.0,-1.0,0.0,20260729_005653
AMD,AMD Threadripper 3970X,CPU,CPU package RAPL plus DRAM RAPL when available,3,8,8T,5,0.0037727315770676,0.0037482164448669,0.0037974032677902,0.5510203369903794,0.7390405582706767,0.7368489657794677,0.7415470299625468,0.2506592318112901,0.0027881788623906,0.0027613637448329,0.0028162020543787,0.7120734064267406,980.5564441434716,974.1857459542776,986.9697210729946,0.5489770818726024,5.0056469918987245,4.98872892320731,5.020535149326106,0.2510839908032378,195.7016509736878,195.28756246824992,196.55056168316796,0.3083197738090376,80.0,78.0,81.0,1.85325,-1.0,-1.0,-1.0,0.0,20260729_005653
AMD,AMD Threadripper 3970X,CPU,CPU package RAPL plus DRAM RAPL when available,3,10,10T,5,0.0031042082962962,0.0030963210139751,0.0031119479006211,0.1561318247085816,0.6967087593167702,0.6962265309597523,0.6978329210526315,0.0630220033148273,0.0021627524008282,0.0021596324389958,0.0021686158505787,0.2138781772230862,1191.7293526842243,1188.7655816915394,1194.7651741431423,0.1563439118250977,5.309788456897319,5.301237235602042,5.31346640400375,0.0629776273997857,224.5153646989791,223.8940232741936,225.0803692416944,0.0998524311944331,81.0,80.0,81.5,0.0,-1.0,-1.0,-1.0,0.0,20260729_005653
AMD,AMD Threadripper 3970X,CPU,CPU package RAPL plus DRAM RAPL when available,3,16,16T,5,0.0019796545701581,0.0019721418532289,0.0019841292411417,0.09447647196549,0.5679677262845849,0.5653788600782779,0.5689209616141733,0.2315492439976393,0.0011245750034373,0.001115067843191,0.0011293445185177,0.3225195615719624,1868.6978142828943,1864.48346786898,1875.8165478547849,0.0945543026552538,6.5133562476119184,6.502443729077411,6.543186731467004,0.231911105178208,286.78347940458445,286.6554567474759,286.8867572423347,0.0263707073206052,87.0,84.0,88.0,1.7041379310344826,-1.0,-1.0,-1.0,0.0,20260729_005653
AMD,AMD Threadripper 3970X,CPU,CPU package RAPL plus DRAM RAPL when available,3,20,20T,5,0.0016642344595041,0.0016623049852216,0.0016710450281923,0.171889156292519,0.477626873553719,0.4770452536945813,0.479468960199005,0.180540428293264,0.0007948831013302,0.0007929948552644,0.0008012142315226,0.3521918647354419,2222.869771808557,2213.809962029483,2225.450237637964,0.1721107861198088,7.745326598745413,7.715571220695043,7.754770976822462,0.1807830148737813,286.93305624135496,286.8769574226217,286.9763724169022,0.0117635552385031,82.0,81.0,83.0,1.8080487804878047,-1.0,-1.0,-1.0,0.0,20260729_005653
AMD,AMD Threadripper 3970X,CPU,CPU package RAPL plus DRAM RAPL when available,3,32,32T,5,0.0011554848568985,0.0011533112657502,0.0011589704425287,0.1361751877058213,0.3091019224629418,0.3083003516609393,0.3106508977011494,0.3602528903760443,0.0003571627377296,0.0003556245036189,0.0003600842998183,0.4277745936425581,3201.579810046808,3191.9504328765697,3207.612929836672,0.1362947497866092,11.968152107323853,11.908468001278138,11.999260213454807,0.3610633761125352,267.5751818174992,267.1071664290154,267.8599332237915,0.0680250207520915,68.0,66.5,78.5,3.270441176470588,-1.0,-1.0,-1.0,0.0,20260729_005653
AMD,AMD Threadripper 3970X,CPU,CPU package RAPL plus DRAM RAPL when available,3,64,64T,5,0.0011875674852594,0.0011279535127635,0.0011930877285714,0.6891661177954574,0.2996115106257379,0.2980621666666666,0.3020654321428571,0.4910723366356054,0.0003545213331255,0.0003389267742504,0.0003604989721195,1.6351354939456706,3115.0870835604355,3100.6740491885303,3279.7240448536795,0.6859764811249836,12.347243002729131,12.246936377731622,12.411427648945988,0.4894504776309845,253.067928759784,250.94052818415184,266.6345571804818,0.9759839953682508,67.5,65.5,73.0,4.392888888888889,-1.0,-1.0,-1.0,0.0,20260729_005653
AMD,AMD Threadripper 3970X,CPU,CPU package RAPL plus DRAM RAPL when available,4,1,1T,5,0.0304817714848484,0.03029602775,0.0306895601515151,0.5419395479757884,2.3210360909090912,2.304122029411764,2.339389621212121,0.2895838053828651,0.0707901557717341,0.069765417385237,0.0717535829031511,0.8908101467816658,121.36356210164524,120.54184432146764,122.10763424747756,0.5399753032602945,1.593847218619064,1.5813430481724535,1.6055469842289876,0.2901382582453379,76.06053207516692,75.91981380826745,76.3082914006861,0.1266168832087962,74.0,72.0,77.0,2.0035135135135134,-1.0,-1.0,-1.0,0.0,20260729_005653
AMD,AMD Threadripper 3970X,CPU,CPU package RAPL plus DRAM RAPL when available,4,2,2T,5,0.0151544456515151,0.0151129404166666,0.0151836089621212,0.2853124772678663,1.427058318181818,1.4200666194029852,1.4307483582089553,0.3833657864244909,0.0216458119265154,0.0215149332085505,0.021659705210691,0.095160131616847,244.11166003157712,243.64276644873223,244.78220659329776,0.2847801804452523,2.592313301951034,2.585629966400972,2.60507227126668,0.3822344034983987,94.23050861535124,93.58179649738535,94.61284947905868,0.3844313512697297,76.0,74.0,76.0,0.0,-1.0,-1.0,-1.0,0.0,20260729_005653
AMD,AMD Threadripper 3970X,CPU,CPU package RAPL plus DRAM RAPL when available,4,4,4T,5,0.0075973408947368,0.0075250045112781,0.0076136625076335,0.3185117479390651,0.967936030075188,0.9625348120300752,0.9698288270676692,0.2080434988717628,0.0073641295410768,0.0072712084172379,0.0073819456075349,0.3586859788849989,486.9304947930751,485.8875743840697,491.6113727007569,0.3175471273468996,3.821922150236301,3.814463276369129,3.843368657372277,0.2077518246456664,127.37112734045256,127.2426494892352,128.65489424172262,0.1495482266603099,74.5,74.0,77.0,0.9950335570469798,-1.0,-1.0,-1.0,0.0,20260729_005653
AMD,AMD Threadripper 3970X,CPU,CPU package RAPL plus DRAM RAPL when available,4,8,8T,5,0.003864740007722,0.0038329387137404,0.0039031048158914,0.7849972920236824,0.7295719343629343,0.7266441393129771,0.7333524689922482,0.4132997098697429,0.0028206703390013,0.0027886090580078,0.0028661644809711,1.4105627276141528,957.2122796281652,947.8034797512346,965.1540336026416,0.7891576832040281,5.070611894380483,5.04447222565183,5.091042416234277,0.4144550807660534,188.8515654322137,187.8795924966808,189.91716788149705,0.1528457424293999,80.0,79.0,80.0,0.0,-1.0,-1.0,-1.0,0.0,20260729_005653
AMD,AMD Threadripper 3970X,CPU,CPU package RAPL plus DRAM RAPL when available,4,10,10T,5,0.003130842965625,0.0031235080403726,0.0031516964638364,0.3473428817255355,0.6806244565217391,0.6788270140624999,0.683762606918239,0.3023501967319797,0.0021275305677772,0.0021222542906173,0.0021550900523326,0.3676848942029651,1181.591094973283,1173.7729787889411,1184.366870195844,0.3482900609590507,5.435268482390439,5.410322371900859,5.449659781047329,0.3017560139404637,217.00384362466352,216.68408163265136,217.89658846521664,0.0755361231945966,80.5,78.0,82.0,0.9208695652173912,-1.0,-1.0,-1.0,0.0,20260729_005653
AMD,AMD Threadripper 3970X,CPU,CPU package RAPL plus DRAM RAPL when available,4,16,16T,5,0.0020041032748015,0.0019856445891089,0.002091580921875,0.5589414515662141,0.574994626984127,0.5694520960396039,0.5996521614583332,0.6427701803822209,0.0011525239522293,0.0011309393467061,0.0012539730135963,1.1952250937776927,1845.9012407961427,1768.6985429068088,1863.0606838580832,0.5610328145008027,6.4337582979681525,6.169205976512764,6.496378292696178,0.6455564650729486,286.7667896118324,286.5546636457722,286.88059820107424,0.0588396636299311,88.5,87.0,89.0,0.8376271186440677,-1.0,-1.0,-1.0,0.0,20260729_005653
AMD,AMD Threadripper 3970X,CPU,CPU package RAPL plus DRAM RAPL when available,4,20,20T,5,0.0016870654521812,0.0016550611436781,0.0017489653608247,0.579005920723232,0.4834760989932886,0.4749939926108374,0.5016478969072165,0.4201619341418253,0.000816121597811,0.0007862097025182,0.0008774283478709,1.073092241910197,2192.7875909944605,2115.1797810579114,2235.190008616788,0.5812738520983158,7.65162274874842,7.374447941524799,7.788258772659855,0.4213328773272282,286.8913704954379,286.837586175672,286.9596435065244,0.0277947128027224,83.0,82.0,87.0,1.7862650602409638,-1.0,-1.0,-1.0,0.0,20260729_005653
AMD,AMD Threadripper 3970X,CPU,CPU package RAPL plus DRAM RAPL when available,4,32,32T,5,0.0011607068039772,0.0011195053884572,0.0011694950312862,1.122542382243749,0.3173800539772727,0.3016662647058823,0.3201949913093859,1.314961679630273,0.0003683663670217,0.0003379254050189,0.000374503815116,2.470198519545125,3187.1758990358844,3163.225178103796,3304.4740351683995,1.1141317573547207,11.65598295237087,11.55351036663382,12.263142607862145,1.3034152180434413,273.64112986615106,269.5977898880709,273.8635371050866,0.1205012465074711,70.0,68.0,71.0,2.118,-1.0,-1.0,-1.0,0.0,20260729_005653
AMD,AMD Threadripper 3970X,CPU,CPU package RAPL plus DRAM RAPL when available,4,64,64T,5,0.0011965880670225,0.0010941619291166,0.0012026382259215,0.6180017976891531,0.2903272330960854,0.2790812993456925,0.2911153209580838,0.3938008182248459,0.0003476391931357,0.0003056234511094,0.0003498559164203,0.945380729972003,3091.603929406047,3076.0507343528016,3381.01349792436,0.6205985443411179,12.742111308671811,12.70759685302361,13.25555017719625,0.3946301233189271,242.3507619531657,241.65379535307216,254.7531255825536,0.2502530781463283,67.5,67.0,72.5,1.0982222222222222,-1.0,-1.0,-1.0,0.0,20260729_005653
AMD,AMD Threadripper 3970X,CPU,CPU package RAPL plus DRAM RAPL when available,5,1,1T,5,0.0935557904090909,0.092377496090909,0.0992316674090909,1.8672699450215973,6.784058454545454,6.683755818181817,7.168661954545454,2.192031358059567,0.6318490920556734,0.6161399824000844,0.7078144167951153,3.686058311740698,80.7314320838847,76.11374033432153,81.76118119351322,1.8910924661275852,1.113329599091942,1.053599324001362,1.1300387758231496,2.225129507191199,72.47471665254024,70.31677434751975,72.93972454658137,0.5952173927556326,72.0,66.0,72.5,1.0295833333333333,-1.0,-1.0,-1.0,0.0,20260729_005653
AMD,AMD Threadripper 3970X,CPU,CPU package RAPL plus DRAM RAPL when available,5,2,2T,5,0.0494658983333333,0.0469391553636363,0.053580251,7.176492472195306,4.139881928571429,3.9353874090909087,4.387784,6.2473918365891405,0.2048383554482504,0.1852820979064975,0.2352072772545624,13.407173434490874,152.68888636540413,140.9641204431456,160.90815635364137,7.541545945895464,1.8244257488084497,1.7213471598721377,1.9192250938582969,6.521965421237056,83.54212436915256,81.95951452578106,84.65347581360896,0.9840262531462498,70.0,65.0,71.5,1.059,-1.0,-1.0,-1.0,0.0,20260729_005653
AMD,AMD Threadripper 3970X,CPU,CPU package RAPL plus DRAM RAPL when available,5,4,4T,5,0.0257072899875,0.0240459569166666,0.0284452965,9.581299359112384,2.713870075,2.6674110000000004,2.9086062638888888,2.5380811421121314,0.0697123991123103,0.0649467836437315,0.0827655905767151,10.135214945524908,293.80354991283343,265.52343973690984,314.10250199910365,10.2433161110657,2.783071383336558,2.596739631996805,2.831544636538462,2.5822709984169974,105.47331909656192,101.90075446721444,112.22493727769005,4.525803774281046,67.5,67.0,70.0,1.0982222222222222,-1.0,-1.0,-1.0,0.0,20260729_005653
AMD,AMD Threadripper 3970X,CPU,CPU package RAPL plus DRAM RAPL when available,5,8,8T,5,0.011591291091954,0.0113448121777777,0.0127274852025316,1.7012670810301525,1.7905085057471264,1.7580927055555555,1.876740082278481,0.5315476479294879,0.0207881334704063,0.019941042501748,0.0238896815974426,2.3407023857235063,651.6007249997219,593.4316803640968,665.7574240104917,1.7210125088517327,4.218294921502665,4.0244747290177365,4.296072144129406,0.5296275131269764,155.05838027208927,147.4440888202828,156.03132996942912,0.7097074574291339,74.0,73.0,78.0,2.0035135135135134,-1.0,-1.0,-1.0,0.0,20260729_005653
AMD,AMD Threadripper 3970X,CPU,CPU package RAPL plus DRAM RAPL when available,5,10,10T,5,0.0098475020194174,0.0095322024666666,0.0102303749285714,0.6994138577355266,1.7195312619047618,1.692836218446602,1.7574518622448978,1.4627001523877248,0.0169218661586511,0.0164032975807692,0.0179780728961008,2.087877219906054,766.9858729661228,738.2811461917848,792.3555091782519,0.6961661776453948,4.392419428412462,4.29763859077965,4.461680755019776,1.448595213416647,173.0800090253537,171.69679317057177,180.25572157120035,1.1848600181198703,74.0,71.0,76.0,4.007027027027027,-1.0,-1.0,-1.0,0.0,20260729_005653
AMD,AMD Threadripper 3970X,CPU,CPU package RAPL plus DRAM RAPL when available,5,16,16T,5,0.0059614922982456,0.0056994272288135,0.0064671233757961,6.517456578016657,1.4099855789473683,1.384033183615819,1.451581882165605,2.7288946704887893,0.0083964372160376,0.0078833653608824,0.0093885540033031,9.059560774182234,1266.9467999625522,1167.890790305215,1325.2049962617548,6.817460830695557,5.356716921037286,5.20321521014822,5.457164329066841,2.7801231489339253,236.58215144604785,224.53720349015344,242.46999679863904,3.689762505918567,81.5,79.0,83.0,2.728711656441717,-1.0,-1.0,-1.0,0.0,20260729_005653
AMD,AMD Threadripper 3970X,CPU,CPU package RAPL plus DRAM RAPL when available,5,20,20T,5,0.0051717255979381,0.004972871593596,0.0051944970765306,0.6527994094399434,1.364837482142857,1.3380526773399013,1.367540012886598,0.1788568026656078,0.007076170229507,0.0066541417270699,0.0070875518444733,0.2384677276236769,1460.4203090779852,1454.0182770997153,1518.819216193344,0.649926089905947,5.533913770959879,5.522977697458258,5.644690569815946,0.1791090649616717,264.4724789483839,262.73876164958824,269.05215769747053,0.5345279542414331,83.5,82.0,85.5,0.8877844311377245,-1.0,-1.0,-1.0,0.0,20260729_005653
