platform,platform_label,device_kind,energy_domain,session_number,problem_size,configuration,num_threads,runtime_s,energy_j,power_w,throughput_gflops,efficiency_gflop_per_j,edp_j_s,temperature_c,clock_mhz,reported_throughput_gflops,throughput_normalization_delta_pct
INTEL,Intel CPU,CPU,CPU package RAPL,2,64,4T,4,2.524506003178684e-06,0.0001533466426762,60.86617984688321,207.67944276616996,3.4189727981659397,3.8794209340223957e-10,99.0,,207.685,0.002675870926860391
INTEL,Intel CPU,CPU,CPU package RAPL,2,64,8T,8,2.524669525731584e-06,0.0001534679200302,60.75489305707059,207.6659913927051,3.416270969834143,3.862481306477457e-10,99.0,,207.67,0.0019303147655413966
INTEL,Intel CPU,CPU,CPU package RAPL,2,64,10T,10,2.499053679188329e-06,0.0001547981878529,62.08799289155611,209.79461320346036,3.386913033492452,3.87920155261943e-10,99.0,,209.795,0.00018436914739350385
INTEL,Intel CPU,CPU,CPU package RAPL,2,64,16T,16,2.512453447111147e-06,0.0001540899126827,61.25947297969424,208.67570724656946,3.402480998737453,3.886019626081967e-10,99.0,,208.675,-0.0003389213717230888
INTEL,Intel CPU,CPU,CPU package RAPL,2,64,20T,20,2.48187476929456e-06,0.0001629535845936,65.77859233126911,211.2467584933876,3.2174069770085403,4.0271808219282485e-10,99.0,,211.245,-0.0008324356786104659
INTEL,Intel CPU,CPU,CPU package RAPL,2,128,1T,1,2.764251824311201e-05,0.0016863067478704,60.87860143472092,151.73378789557788,2.4872722624735357,4.676835533478964e-08,98.0,,151.735,0.00079883619787946
INTEL,Intel CPU,CPU,CPU package RAPL,2,128,2T,2,2.045765804334088e-05,0.0014686984791959,71.70039034289941,205.02366356471958,2.8557965160393888,3.00461372749595e-08,93.5,,205.025,0.0006518444052749928
INTEL,Intel CPU,CPU,CPU package RAPL,2,128,4T,4,1.2690799774133109e-05,0.0012815759990759,101.30157457578537,330.4995803770379,3.2727704038031042,1.6194992503229935e-08,99.0,,330.5,0.00012696626168207104
INTEL,Intel CPU,CPU,CPU package RAPL,2,128,8T,8,1.2736947063089194e-05,0.001569803387012,123.27580282966252,329.302145892936,2.6718658111596607,1.992364215152912e-08,97.0,,329.305,0.0008667137762818911
INTEL,Intel CPU,CPU,CPU package RAPL,2,128,10T,10,1.211558783888551e-05,0.0014982377774597,123.59878820452064,346.19071363076563,2.7994915514088476,1.8156633505523653e-08,98.0,,346.19,-0.00020613804401214963
INTEL,Intel CPU,CPU,CPU package RAPL,2,128,16T,16,1.2555310969182116e-05,0.0014895722949091,118.28783668918292,334.06611833790583,2.815777397535414,1.8668698777881028e-08,92.0,,334.08000000000004,0.004155363663715939
INTEL,Intel CPU,CPU,CPU package RAPL,2,128,20T,20,1.3090033124486442e-05,0.0016078915686626,122.77853855321592,320.4196628161362,2.60857391241171,2.0981677452233397e-08,97.0,,320.42,0.00010523195137501773
INTEL,Intel CPU,CPU,CPU package RAPL,2,256,1T,1,0.0001885600364963,0.0122331291058394,64.93903401410483,177.95092016042548,2.742914891986468,2.304461043830201e-06,99.0,,177.95,-0.000517086635276609
INTEL,Intel CPU,CPU,CPU package RAPL,2,256,2T,2,0.0001147458808618,0.009547413354073,83.25186812558661,292.4238477929589,3.5145050031467866,1.0953179017894726e-06,98.5,,292.425,0.0003940195199003682
INTEL,Intel CPU,CPU,CPU package RAPL,2,256,4T,4,6.545919630063827e-05,0.0070311493421909,107.42307680197558,512.600732919063,4.772254202972806,4.602089690816148e-07,100.0,,512.5999999999999,-0.0001429804945773938
INTEL,Intel CPU,CPU,CPU package RAPL,2,256,8T,8,3.990739521190052e-05,0.0055113264120244,138.13997377684967,840.8073697076063,6.088267957926105,2.1981979877706406e-07,99.5,,840.81,0.00031282936954202256
INTEL,Intel CPU,CPU,CPU package RAPL,2,256,10T,10,6.290887969446213e-05,0.0086234257479312,137.03930478602535,533.3814902279017,3.8910791350003637,5.42336983331452e-07,94.0,,533.385,0.000658022852784157
INTEL,Intel CPU,CPU,CPU package RAPL,2,256,16T,16,5.096712218244163e-05,0.0077953830618728,152.96942961240535,658.3544560332195,4.304398094830598,3.974520476616894e-07,100.0,,658.355,8.262521435931092e-05
INTEL,Intel CPU,CPU,CPU package RAPL,2,256,20T,20,5.823037093377018e-05,0.0092104732330915,158.25191220584793,576.235930871263,3.6430736131391415,5.36596775223385e-07,100.0,,576.2349999999999,-0.00016154342574736802
INTEL,Intel CPU,CPU,CPU package RAPL,2,512,1T,1,0.001349437751004,0.0839312958500669,62.301357320721365,198.9239265021898,3.1982760814217315,0.0001130048443457,98.0,,198.92,-0.0019738712475958486
INTEL,Intel CPU,CPU,CPU package RAPL,2,512,2T,2,0.0008187920792079,0.0679194154290429,83.17079249578046,327.84324960701207,3.952263933726597,5.587297321077794e-05,99.5,,327.84000000000003,-0.0009912075407791932
INTEL,Intel CPU,CPU,CPU package RAPL,2,512,4T,4,0.0004284252609603,0.0432408764091858,101.18684915217564,626.5630915373932,6.20790969775477,1.8456977190896225e-05,95.0,,626.565,0.00030459224817924735
INTEL,Intel CPU,CPU,CPU package RAPL,2,512,8T,8,0.0002629244156504,0.038437613058943,146.63541638679277,1020.9605499586917,6.983666118610481,1.0088532280786764e-05,99.0,,1020.96,-5.386679158281282e-05
INTEL,Intel CPU,CPU,CPU package RAPL,2,512,10T,10,0.0003024793113425,0.0465301276041666,153.75616596219635,887.4506319410658,5.769067694883403,1.4076959604333107e-05,99.5,,887.45,-7.120858817044606e-05
INTEL,Intel CPU,CPU,CPU package RAPL,2,512,16T,16,0.000297507262888,0.0423933446311592,142.56745192094434,902.2820263082302,6.332018818885532,1.262284109552275e-05,100.0,,902.285,0.00032957453246496016
INTEL,Intel CPU,CPU,CPU package RAPL,2,512,20T,20,0.0003127531995346,0.0502156319080861,160.6245440830901,858.2980330799235,5.345655243198771,1.5712485862555973e-05,100.0,,858.3,0.00022916516182469593
INTEL,Intel CPU,CPU,CPU package RAPL,2,1024,1T,1,0.0117989252873563,0.7242213103448276,61.30290136815333,182.0067163490931,2.965231231565813,0.0085469770552389,98.0,,182.01,0.001804137216887547
INTEL,Intel CPU,CPU,CPU package RAPL,2,1024,2T,2,0.0059387589285714,0.4798575327380952,80.83820400354148,361.60478541542494,4.475252552036294,0.002850782579515,99.0,,361.605,5.934229405646363e-05
INTEL,Intel CPU,CPU,CPU package RAPL,2,1024,4T,4,0.0032191996855345,0.3505933883647799,108.94600447810856,667.0861884243265,6.1252827898899795,0.0011282263324203,99.0,,667.085,-0.00017815154128575372
INTEL,Intel CPU,CPU,CPU package RAPL,2,1024,8T,8,0.0018205880872483,0.2641295251677852,144.6669084498836,1179.5549268070743,8.130418765701547,0.0004808574530265,99.5,,1179.555,6.2051307869737116e-06
INTEL,Intel CPU,CPU,CPU package RAPL,2,1024,10T,10,0.001976140625,0.3068611470588235,155.250729588081,1086.7058856198555,6.99822596826942,0.000606175679656,99.0,,1086.705,-8.14958184491843e-05
INTEL,Intel CPU,CPU,CPU package RAPL,2,1024,16T,16,0.0022961856492027,0.3404779772209567,148.18648473419836,935.2395564120291,6.307261531357044,0.00078158747184,100.0,,935.24,4.743041159827044e-05
INTEL,Intel CPU,CPU,CPU package RAPL,2,1024,20T,20,0.0020503696969696,0.3323955616161616,162.0303132806541,1047.364117394991,6.460626723048236,0.0006817499217983,100.0,,1047.365,8.426916622283898e-05
INTEL,Intel CPU,CPU,CPU package RAPL,2,2048,1T,1,0.0881160416666666,5.885930583333334,66.77544716032776,194.96868968524,2.91880254800264,0.5188513699288333,99.0,,194.97,0.0006720641976487585
INTEL,Intel CPU,CPU,CPU package RAPL,2,2048,2T,2,0.04683475,3.947028,84.33358456068012,366.81885104543096,4.35260889560449,0.1846312413549235,98.5,,366.82,0.0003132212441636639
INTEL,Intel CPU,CPU,CPU package RAPL,2,2048,4T,4,0.0252463902439024,2.75826693902439,109.07764181637192,680.4881417908584,6.2285012885941295,0.069633555322483,99.0,,680.49,0.00027307002539167513
INTEL,Intel CPU,CPU,CPU package RAPL,2,2048,8T,8,0.0152654621212121,2.01806031060606,132.45167616250615,1125.407737255968,8.51306033507025,0.0308043285166777,100.0,,1125.41,0.00020105993208119344
INTEL,Intel CPU,CPU,CPU package RAPL,2,2048,10T,10,0.0149234436619718,2.315979943661972,155.02465234511334,1151.2000563099298,7.417969758768982,0.0345553700199278,100.0,,1151.1999999999998,-4.891411331531259e-06
INTEL,Intel CPU,CPU,CPU package RAPL,2,2048,16T,16,0.0156658484848484,2.617771727272728,167.14991649431266,1096.6446663017277,6.562783532656797,0.041015512434594,100.0,,1096.645,3.0429024322486953e-05
INTEL,Intel CPU,CPU,CPU package RAPL,2,2048,20T,20,0.0279781111111111,4.449011541666666,159.08396804623098,614.0467852090724,3.8615024984997377,0.1245181197515767,100.0,,614.05,0.0005235416917770408
INTEL,Intel CPU,CPU,CPU package RAPL,2,4096,1T,1,0.68477575,43.83533725,64.02302006346443,200.70651373387565,3.1353460950502896,30.0132218758895,98.0,,200.705,-0.0007542026651097267
INTEL,Intel CPU,CPU,CPU package RAPL,2,4096,2T,2,0.3691053333333333,30.241306666666667,82.00722859783409,372.35699693312483,4.5447425598012074,11.138309493553276,99.0,,372.355,-0.0005362953137022508
INTEL,Intel CPU,CPU,CPU package RAPL,2,4096,4T,4,0.1963839166666666,21.451971416666662,109.43843491532849,699.8483165262603,6.406821583083952,4.210620098087015,99.0,,699.8499999999999,0.00024054837310938382
INTEL,Intel CPU,CPU,CPU package RAPL,2,4096,8T,8,0.1176013333333333,16.589821611111113,141.29016916898885,1168.6853335449714,8.28453474026204,1.9505577124564937,99.5,,1168.685,-2.8540186303160908e-05
INTEL,Intel CPU,CPU,CPU package RAPL,2,4096,10T,10,0.1063178,16.671954399999997,156.87327042388887,1292.718185214517,8.243721772175673,1.7668649133189154,100.0,,1292.74,0.0016875128494797664
INTEL,Intel CPU,CPU,CPU package RAPL,2,4096,16T,16,0.139792125,22.459014625,160.63436781272844,983.1666374053618,6.119545125502139,3.140054869899015,100.0,,983.165,-0.0001665440322651257
INTEL,Intel CPU,CPU,CPU package RAPL,2,4096,20T,20,0.1799004166666666,28.261025916666668,156.9116956341568,763.9724021687928,4.863197602141779,5.085027350117472,100.0,,763.9749999999999,0.0003400425460098333
INTEL,Intel CPU,CPU,CPU package RAPL,2,8192,1T,1,5.345556,366.354805,68.53386841055394,205.68704691822515,3.001220709459509,1941.298385943816,98.5,,205.685,-0.0009951614629244432
INTEL,Intel CPU,CPU,CPU package RAPL,2,8192,2T,2,2.8184195,239.9031025,85.07623211130255,390.1163853627893,4.583148847672781,675.178316454772,99.0,,390.12,0.000926553548197262
INTEL,Intel CPU,CPU,CPU package RAPL,2,8192,4T,4,1.4417645,161.12269550000002,111.85973440805722,762.6152730047106,6.824064259625049,231.802098004644,99.0,,762.615,-3.579848454338119e-05
INTEL,Intel CPU,CPU,CPU package RAPL,2,8192,8T,8,0.870411,127.886437,146.77398899650458,1263.2097110169793,8.597562443435656,111.20864903704476,99.0,,1263.21,2.2876884031575173e-05
INTEL,Intel CPU,CPU,CPU package RAPL,2,8192,10T,10,0.755188,132.177335,175.12012066637885,1455.9442519955296,8.318458136381702,99.85258643626275,100.0,,1455.9450000000002,5.137590051162988e-05
INTEL,Intel CPU,CPU,CPU package RAPL,2,8192,16T,16,1.00594725,171.52664525,170.78510021017604,1093.0112168167864,6.4101505988965295,172.7403712151899,99.0,,1093.015,0.00034612482977536274
INTEL,Intel CPU,CPU,CPU package RAPL,2,8192,20T,20,1.1751855,193.6207195,164.79003327536748,935.6068703842925,5.678687852288453,227.2015645496445,100.0,,935.605,-0.00019991134649899323
INTEL,Intel CPU,CPU,CPU package RAPL,2,16384,1T,1,39.458341,2260.6206775,57.15541361137038,222.92100476824407,3.891007947399437,89414.77754460741,96.0,,222.92,-0.00045072838475990196
INTEL,Intel CPU,CPU,CPU package RAPL,2,16384,2T,2,21.772413,1915.1377665,87.7668300246121,404.00175314550575,4.592929645099764,41695.095138320365,99.0,,404.005,0.0008036733674998686
INTEL,Intel CPU,CPU,CPU package RAPL,2,16384,4T,4,12.2375155,1337.002742,109.38361015616076,718.7809504476623,6.578964085780462,16366.114371364212,99.0,,718.785,0.0005633917169234337
INTEL,Intel CPU,CPU,CPU package RAPL,2,16384,8T,8,7.112654,1081.9571905,152.20984376303664,1236.6822598439346,8.129797647671348,7727.119721761852,99.5,,1236.685,0.00022157316832416285
INTEL,Intel CPU,CPU,CPU package RAPL,2,16384,10T,10,6.8562955,1088.0854405,158.6668386510782,1282.9221001644403,8.084009485657667,7437.619499021732,99.0,,1282.92,-0.00016370163394840986
INTEL,Intel CPU,CPU,CPU package RAPL,2,16384,16T,16,8.212121,1288.981197,156.78284472427745,1071.110986090926,6.824066202579369,10536.70145337527,99.0,,1071.115,0.0003747425921574177
INTEL,Intel CPU,CPU,CPU package RAPL,2,16384,20T,20,9.059704,1503.758815,166.42138849280076,970.9029149526298,5.849404129483357,13583.75781395922,99.0,,970.905,0.00021475343601196073
INTEL,Intel CPU,CPU,CPU package RAPL,3,64,1T,1,2.215350190098708e-06,0.0001110574582882,49.96518341379625,236.66145530546555,4.720871592787986,2.4818506690621315e-10,85.0,,236.66,-0.000614931343034808
INTEL,Intel CPU,CPU,CPU package RAPL,3,64,2T,2,2.2132106011218072e-06,0.000110032423453,49.5095934704562,236.890244305831,4.764850064617071,2.4634228030416085e-10,85.0,,236.89,-0.00010313038923959184
INTEL,Intel CPU,CPU,CPU package RAPL,3,64,4T,4,2.229277824035526e-06,0.0001140091790174,51.07709788083066,235.1828894304943,4.598647271374383,2.5404000381606684e-10,85.0,,235.18,-0.0012285887384444472
INTEL,Intel CPU,CPU,CPU package RAPL,3,64,8T,8,2.3921012009730126e-06,0.0001555235666461,64.86477030723665,219.17467362448556,3.3711161035358588,3.7202944448912893e-10,99.0,,219.175,0.0001489111442820601
