platform,platform_label,device_kind,energy_domain,problem_size,energy_opt_configuration,energy_opt_selection_status,energy_opt_leader_configurations,energy_opt_runtime_s,energy_opt_energy_j,energy_opt_edp_j_s,energy_opt_throughput_gflops,energy_opt_efficiency_gflop_per_j,energy_opt_power_w,runtime_opt_configuration,runtime_opt_selection_status,runtime_opt_leader_configurations,runtime_opt_runtime_s,runtime_opt_energy_j,runtime_opt_edp_j_s,runtime_opt_throughput_gflops,runtime_opt_efficiency_gflop_per_j,runtime_opt_power_w,edp_opt_configuration,edp_opt_selection_status,edp_opt_leader_configurations,edp_opt_runtime_s,edp_opt_energy_j,edp_opt_edp_j_s,edp_opt_throughput_gflops,edp_opt_efficiency_gflop_per_j,edp_opt_power_w,throughput_opt_configuration,throughput_opt_selection_status,throughput_opt_leader_configurations,throughput_opt_runtime_s,throughput_opt_energy_j,throughput_opt_edp_j_s,throughput_opt_throughput_gflops,throughput_opt_efficiency_gflop_per_j,throughput_opt_power_w,efficiency_opt_configuration,efficiency_opt_selection_status,efficiency_opt_leader_configurations,efficiency_opt_runtime_s,efficiency_opt_energy_j,efficiency_opt_edp_j_s,efficiency_opt_throughput_gflops,efficiency_opt_efficiency_gflop_per_j,efficiency_opt_power_w
AMD,AMD CPU,CPU,CPU package RAPL,256,4T,clear_leader,4T,8.786470844212359e-05,0.0104991572671888,9.224941191056854e-07,381.887478999629,3.1959166956058334,119.61415658095244,16T,tie_or_uncertain,"16T,32T,64T",7.063734392735529e-05,0.0120784995388762,8.528004993398196e-07,475.02397647493626,2.778029828291234,170.7589155870351,16T,tie_or_uncertain,"4T,16T",7.063734392735529e-05,0.0120784995388762,8.528004993398196e-07,475.02397647493626,2.778029828291234,170.7589155870351,16T,tie_or_uncertain,"16T,32T,64T",7.063734392735529e-05,0.0120784995388762,8.528004993398196e-07,475.02397647493626,2.778029828291234,170.7589155870351,4T,clear_leader,4T,8.786470844212359e-05,0.0104991572671888,9.224941191056854e-07,381.887478999629,3.1959166956058334,119.61415658095244
INTEL,Intel CPU,CPU,CPU package RAPL,256,8T,clear_leader,8T,3.945221954115439e-05,0.0055113264120244,2.1684149624597985e-07,850.5080928336075,6.088267957926105,138.13997377684967,8T,clear_leader,8T,3.945221954115439e-05,0.0055113264120244,2.1684149624597985e-07,850.5080928336075,6.088267957926105,138.13997377684967,8T,clear_leader,8T,3.945221954115439e-05,0.0055113264120244,2.1684149624597985e-07,850.5080928336075,6.088267957926105,138.13997377684967,8T,clear_leader,8T,3.945221954115439e-05,0.0055113264120244,2.1684149624597985e-07,850.5080928336075,6.088267957926105,138.13997377684967,8T,clear_leader,8T,3.945221954115439e-05,0.0055113264120244,2.1684149624597985e-07,850.5080928336075,6.088267957926105,138.13997377684967
3090,RTX 3090,GPU,GPU board NVML,512,gpu_resident,single_configuration,gpu_resident,2.269167419792137e-05,0.0072134093990058,1.6351774961251068e-07,11829.689323874989,37.21339537958258,317.8530975,gpu_resident,single_configuration,gpu_resident,2.269167419792137e-05,0.0072134093990058,1.6351774961251068e-07,11829.689323874989,37.21339537958258,317.8530975,gpu_resident,single_configuration,gpu_resident,2.269167419792137e-05,0.0072134093990058,1.6351774961251068e-07,11829.689323874989,37.21339537958258,317.8530975,gpu_resident,single_configuration,gpu_resident,2.269167419792137e-05,0.0072134093990058,1.6351774961251068e-07,11829.689323874989,37.21339537958258,317.8530975,gpu_resident,single_configuration,gpu_resident,2.269167419792137e-05,0.0072134093990058,1.6351774961251068e-07,11829.689323874989,37.21339537958258,317.8530975
5060ti,RTX 5060 Ti,GPU,GPU board NVML,512,gpu_resident,single_configuration,gpu_resident,6.959931792873051e-05,0.0074871589643652,5.211011571438021e-07,3856.8690612008163,35.85277904177093,107.5751375,gpu_resident,single_configuration,gpu_resident,6.959931792873051e-05,0.0074871589643652,5.211011571438021e-07,3856.8690612008163,35.85277904177093,107.5751375,gpu_resident,single_configuration,gpu_resident,6.959931792873051e-05,0.0074871589643652,5.211011571438021e-07,3856.8690612008163,35.85277904177093,107.5751375,gpu_resident,single_configuration,gpu_resident,6.959931792873051e-05,0.0074871589643652,5.211011571438021e-07,3856.8690612008163,35.85277904177093,107.5751375,gpu_resident,single_configuration,gpu_resident,6.959931792873051e-05,0.0074871589643652,5.211011571438021e-07,3856.8690612008163,35.85277904177093,107.5751375
AMD,AMD CPU,CPU,CPU package RAPL,512,16T,clear_leader,16T,0.0003065232558139,0.0648808432497734,1.98758411106551e-05,875.7425445166733,4.137360776378896,211.704916424676,16T,tie_or_uncertain,"16T,32T",0.0003065232558139,0.0648808432497734,1.98758411106551e-05,875.7425445166733,4.137360776378896,211.704916424676,16T,clear_leader,16T,0.0003065232558139,0.0648808432497734,1.98758411106551e-05,875.7425445166733,4.137360776378896,211.704916424676,16T,tie_or_uncertain,"16T,32T",0.0003065232558139,0.0648808432497734,1.98758411106551e-05,875.7425445166733,4.137360776378896,211.704916424676,16T,clear_leader,16T,0.0003065232558139,0.0648808432497734,1.98758411106551e-05,875.7425445166733,4.137360776378896,211.704916424676
INTEL,Intel CPU,CPU,CPU package RAPL,512,8T,tie_or_uncertain,"8T,16T",0.0002629244156504,0.0378899667030567,9.90559311926735e-06,1020.9605499586917,7.08460522290046,146.63541638679277,16T,tie_or_uncertain,"8T,10T,16T,20T",0.0002532285750188,0.0389238862779592,9.863923528014535e-06,1060.0519944483792,6.896419696714678,153.89842185411533,16T,tie_or_uncertain,"8T,10T,16T",0.0002532285750188,0.0389238862779592,9.863923528014535e-06,1060.0519944483792,6.896419696714678,153.89842185411533,16T,tie_or_uncertain,"8T,10T,16T,20T",0.0002532285750188,0.0389238862779592,9.863923528014535e-06,1060.0519944483792,6.896419696714678,153.89842185411533,8T,tie_or_uncertain,"8T,16T",0.0002629244156504,0.0378899667030567,9.90559311926735e-06,1020.9605499586917,7.08460522290046,146.63541638679277
3090,RTX 3090,GPU,GPU board NVML,1024,gpu_resident,single_configuration,gpu_resident,0.0001209905795373,0.0399124833676061,4.834098283702735e-06,17749.18060738733,53.804811597941004,329.916699,gpu_resident,single_configuration,gpu_resident,0.0001209905795373,0.0399124833676061,4.834098283702735e-06,17749.18060738733,53.804811597941004,329.916699,gpu_resident,single_configuration,gpu_resident,0.0001209905795373,0.0399124833676061,4.834098283702735e-06,17749.18060738733,53.804811597941004,329.916699,gpu_resident,single_configuration,gpu_resident,0.0001209905795373,0.0399124833676061,4.834098283702735e-06,17749.18060738733,53.804811597941004,329.916699,gpu_resident,single_configuration,gpu_resident,0.0001209905795373,0.0399124833676061,4.834098283702735e-06,17749.18060738733,53.804811597941004,329.916699
5060ti,RTX 5060 Ti,GPU,GPU board NVML,1024,gpu_resident,single_configuration,gpu_resident,0.000448735017889,0.0553448121645796,2.4835180034446093e-05,4785.638656199561,38.8018960406623,123.3350335,gpu_resident,single_configuration,gpu_resident,0.000448735017889,0.0553448121645796,2.4835180034446093e-05,4785.638656199561,38.8018960406623,123.3350335,gpu_resident,single_configuration,gpu_resident,0.000448735017889,0.0553448121645796,2.4835180034446093e-05,4785.638656199561,38.8018960406623,123.3350335,gpu_resident,single_configuration,gpu_resident,0.000448735017889,0.0553448121645796,2.4835180034446093e-05,4785.638656199561,38.8018960406623,123.3350335,gpu_resident,single_configuration,gpu_resident,0.000448735017889,0.0553448121645796,2.4835180034446093e-05,4785.638656199561,38.8018960406623,123.3350335
AMD,AMD CPU,CPU,CPU package RAPL,1024,16T,clear_leader,16T,0.0019111419047619,0.4488921007604562,0.0008576660325907,1123.6651986172344,4.7839639957174676,234.43269094530137,64T,tie_or_uncertain,"16T,20T,32T,64T",0.0017508977272727,0.5024086896853146,0.00087965102994,1226.504332349009,4.274376005210188,286.97430344113394,16T,tie_or_uncertain,"16T,20T,32T,64T",0.0019111419047619,0.4488921007604562,0.0008576660325907,1123.6651986172344,4.7839639957174676,234.43269094530137,64T,tie_or_uncertain,"16T,20T,32T,64T",0.0017508977272727,0.5024086896853146,0.00087965102994,1226.504332349009,4.274376005210188,286.97430344113394,16T,clear_leader,16T,0.0019111419047619,0.4488921007604562,0.0008576660325907,1123.6651986172344,4.7839639957174676,234.43269094530137
INTEL,Intel CPU,CPU,CPU package RAPL,1024,8T,clear_leader,8T,0.0017181529605263,0.2641295251677852,0.0004620644390444,1249.8792001279028,8.130418765701547,156.4861966323262,8T,clear_leader,8T,0.0017181529605263,0.2641295251677852,0.0004620644390444,1249.8792001279028,8.130418765701547,156.4861966323262,8T,clear_leader,8T,0.0017181529605263,0.2641295251677852,0.0004620644390444,1249.8792001279028,8.130418765701547,156.4861966323262,8T,clear_leader,8T,0.0017181529605263,0.2641295251677852,0.0004620644390444,1249.8792001279028,8.130418765701547,156.4861966323262,8T,clear_leader,8T,0.0017181529605263,0.2641295251677852,0.0004620644390444,1249.8792001279028,8.130418765701547,156.4861966323262
3090,RTX 3090,GPU,GPU board NVML,2048,gpu_resident,single_configuration,gpu_resident,0.0007522031602708,0.250474416854778,0.0001885706667215,22839.400432477694,68.58931702378482,332.7494845,gpu_resident,single_configuration,gpu_resident,0.0007522031602708,0.250474416854778,0.0001885706667215,22839.400432477694,68.58931702378482,332.7494845,gpu_resident,single_configuration,gpu_resident,0.0007522031602708,0.250474416854778,0.0001885706667215,22839.400432477694,68.58931702378482,332.7494845,gpu_resident,single_configuration,gpu_resident,0.0007522031602708,0.250474416854778,0.0001885706667215,22839.400432477694,68.58931702378482,332.7494845,gpu_resident,single_configuration,gpu_resident,0.0007522031602708,0.250474416854778,0.0001885706667215,22839.400432477694,68.58931702378482,332.7494845
5060ti,RTX 5060 Ti,GPU,GPU board NVML,2048,gpu_resident,single_configuration,gpu_resident,0.0035105244755244,0.4714739583333333,0.0016621508297526,4893.8183749405935,36.438638614805086,133.729569,gpu_resident,single_configuration,gpu_resident,0.0035105244755244,0.4714739583333333,0.0016621508297526,4893.8183749405935,36.438638614805086,133.729569,gpu_resident,single_configuration,gpu_resident,0.0035105244755244,0.4714739583333333,0.0016621508297526,4893.8183749405935,36.438638614805086,133.729569,gpu_resident,single_configuration,gpu_resident,0.0035105244755244,0.4714739583333333,0.0016621508297526,4893.8183749405935,36.438638614805086,133.729569,gpu_resident,single_configuration,gpu_resident,0.0035105244755244,0.4714739583333333,0.0016621508297526,4893.8183749405935,36.438638614805086,133.729569
AMD,AMD CPU,CPU,CPU package RAPL,2048,64T,clear_leader,64T,0.0084523949579831,2.1149090714285714,0.017877733615508,2032.5445355311983,8.12321882585496,251.7634213074164,64T,tie_or_uncertain,"32T,64T",0.0084523949579831,2.1149090714285714,0.017877733615508,2032.5445355311983,8.12321882585496,251.7634213074164,64T,clear_leader,64T,0.0084523949579831,2.1149090714285714,0.017877733615508,2032.5445355311983,8.12321882585496,251.7634213074164,64T,tie_or_uncertain,"32T,64T",0.0084523949579831,2.1149090714285714,0.017877733615508,2032.5445355311983,8.12321882585496,251.7634213074164,64T,clear_leader,64T,0.0084523949579831,2.1149090714285714,0.017877733615508,2032.5445355311983,8.12321882585496,251.7634213074164
INTEL,Intel CPU,CPU,CPU package RAPL,2048,8T,clear_leader,8T,0.0140407697368421,2.109212522058824,0.0300952732327889,1223.5703245614163,8.145157969776585,151.15564354659324,8T,tie_or_uncertain,"8T,10T",0.0140407697368421,2.109212522058824,0.0300952732327889,1223.5703245614163,8.145157969776585,151.15564354659324,8T,clear_leader,8T,0.0140407697368421,2.109212522058824,0.0300952732327889,1223.5703245614163,8.145157969776585,151.15564354659324,8T,tie_or_uncertain,"8T,10T",0.0140407697368421,2.109212522058824,0.0300952732327889,1223.5703245614163,8.145157969776585,151.15564354659324,8T,clear_leader,8T,0.0140407697368421,2.109212522058824,0.0300952732327889,1223.5703245614163,8.145157969776585,151.15564354659324
3090,RTX 3090,GPU,GPU board NVML,4096,gpu_resident,single_configuration,gpu_resident,0.0055513555555555,1.7184388888888886,0.0095613850675,24757.728467681816,79.97895901952354,309.6614715,gpu_resident,single_configuration,gpu_resident,0.0055513555555555,1.7184388888888886,0.0095613850675,24757.728467681816,79.97895901952354,309.6614715,gpu_resident,single_configuration,gpu_resident,0.0055513555555555,1.7184388888888886,0.0095613850675,24757.728467681816,79.97895901952354,309.6614715,gpu_resident,single_configuration,gpu_resident,0.0055513555555555,1.7184388888888886,0.0095613850675,24757.728467681816,79.97895901952354,309.6614715,gpu_resident,single_configuration,gpu_resident,0.0055513555555555,1.7184388888888886,0.0095613850675,24757.728467681816,79.97895901952354,309.6614715
5060ti,RTX 5060 Ti,GPU,GPU board NVML,4096,gpu_resident,single_configuration,gpu_resident,0.0281354166666666,3.898097222222222,0.1095370164857253,4884.909120071096,35.25795936758319,138.55651749999998,gpu_resident,single_configuration,gpu_resident,0.0281354166666666,3.898097222222222,0.1095370164857253,4884.909120071096,35.25795936758319,138.55651749999998,gpu_resident,single_configuration,gpu_resident,0.0281354166666666,3.898097222222222,0.1095370164857253,4884.909120071096,35.25795936758319,138.55651749999998,gpu_resident,single_configuration,gpu_resident,0.0281354166666666,3.898097222222222,0.1095370164857253,4884.909120071096,35.25795936758319,138.55651749999998,gpu_resident,single_configuration,gpu_resident,0.0281354166666666,3.898097222222222,0.1095370164857253,4884.909120071096,35.25795936758319,138.55651749999998
AMD,AMD CPU,CPU,CPU package RAPL,4096,64T,clear_leader,64T,0.05718225,14.10396963888889,0.8068935694201573,2403.5247558814144,9.744700037714164,246.6101609720328,32T,clear_leader,32T,0.0533719210526315,15.194005921052632,0.8071884266828226,2575.1172294598077,9.045603521949811,283.4165342712746,64T,tie_or_uncertain,"32T,64T",0.05718225,14.10396963888889,0.8068935694201573,2403.5247558814144,9.744700037714164,246.6101609720328,32T,clear_leader,32T,0.0533719210526315,15.194005921052632,0.8071884266828226,2575.1172294598077,9.045603521949811,283.4165342712746,64T,clear_leader,64T,0.05718225,14.10396963888889,0.8068935694201573,2403.5247558814144,9.744700037714164,246.6101609720328
INTEL,Intel CPU,CPU,CPU package RAPL,4096,8T,tie_or_uncertain,"8T,10T",0.1094632,16.9457696,1.885881462651435,1255.5722240168386,8.110517062146295,155.78198028605811,10T,tie_or_uncertain,"8T,10T",0.10153,17.04769805,1.75826401362441,1353.6782573820547,8.0620241553375,168.4850238739458,10T,clear_leader,10T,0.10153,17.04769805,1.75826401362441,1353.6782573820547,8.0620241553375,168.4850238739458,10T,tie_or_uncertain,"8T,10T",0.10153,17.04769805,1.75826401362441,1353.6782573820547,8.0620241553375,168.4850238739458,8T,tie_or_uncertain,"8T,10T",0.1094632,16.9457696,1.885881462651435,1255.5722240168386,8.110517062146295,155.78198028605811
3090,RTX 3090,GPU,GPU board NVML,8192,gpu_resident,single_configuration,gpu_resident,0.0417390208333333,13.143166666666668,0.5482763006675347,26342.53525415518,83.65652324599601,315.195922,gpu_resident,single_configuration,gpu_resident,0.0417390208333333,13.143166666666668,0.5482763006675347,26342.53525415518,83.65652324599601,315.195922,gpu_resident,single_configuration,gpu_resident,0.0417390208333333,13.143166666666668,0.5482763006675347,26342.53525415518,83.65652324599601,315.195922,gpu_resident,single_configuration,gpu_resident,0.0417390208333333,13.143166666666668,0.5482763006675347,26342.53525415518,83.65652324599601,315.195922,gpu_resident,single_configuration,gpu_resident,0.0417390208333333,13.143166666666668,0.5482763006675347,26342.53525415518,83.65652324599601,315.195922
5060ti,RTX 5060 Ti,GPU,GPU board NVML,8192,gpu_resident,single_configuration,gpu_resident,0.2244745,31.1611,6.9947694311,4898.158266422244,35.28475014604748,138.82007299999998,gpu_resident,single_configuration,gpu_resident,0.2244745,31.1611,6.9947694311,4898.158266422244,35.28475014604748,138.82007299999998,gpu_resident,single_configuration,gpu_resident,0.2244745,31.1611,6.9947694311,4898.158266422244,35.28475014604748,138.82007299999998,gpu_resident,single_configuration,gpu_resident,0.2244745,31.1611,6.9947694311,4898.158266422244,35.28475014604748,138.82007299999998,gpu_resident,single_configuration,gpu_resident,0.2244745,31.1611,6.9947694311,4898.158266422244,35.28475014604748,138.82007299999998
AMD,AMD CPU,CPU,CPU package RAPL,8192,64T,clear_leader,64T,0.4880948333333333,116.891187,57.321049020204,2252.6598371614264,9.406283364852818,240.1589660384522,32T,tie_or_uncertain,"32T,64T",0.4649546666666666,132.31458633333332,61.5301658349761,2364.771679051148,8.309829310927647,284.5295479510292,64T,clear_leader,64T,0.4880948333333333,116.891187,57.321049020204,2252.6598371614264,9.406283364852818,240.1589660384522,32T,tie_or_uncertain,"32T,64T",0.4649546666666666,132.31458633333332,61.5301658349761,2364.771679051148,8.309829310927647,284.5295479510292,64T,clear_leader,64T,0.4880948333333333,116.891187,57.321049020204,2252.6598371614264,9.406283364852818,240.1589660384522
INTEL,Intel CPU,CPU,CPU package RAPL,8192,8T,tie_or_uncertain,"8T,10T",0.867264,127.089915,109.9152517632865,1267.7934605564164,8.651446716098599,146.77398899650458,10T,clear_leader,10T,0.755188,127.77964125,99.85258643626275,1455.9442519955296,8.604748119654,170.38554036905856,10T,tie_or_uncertain,"8T,10T",0.755188,127.77964125,99.85258643626275,1455.9442519955296,8.604748119654,170.38554036905856,10T,clear_leader,10T,0.755188,127.77964125,99.85258643626275,1455.9442519955296,8.604748119654,170.38554036905856,8T,tie_or_uncertain,"8T,10T",0.867264,127.089915,109.9152517632865,1267.7934605564164,8.651446716098599,146.77398899650458
3090,RTX 3090,GPU,GPU board NVML,16384,gpu_resident,single_configuration,gpu_resident,0.33249425,103.623875,34.50502702403125,26454.872594662913,84.88481078523651,311.1984275,gpu_resident,single_configuration,gpu_resident,0.33249425,103.623875,34.50502702403125,26454.872594662913,84.88481078523651,311.1984275,gpu_resident,single_configuration,gpu_resident,0.33249425,103.623875,34.50502702403125,26454.872594662913,84.88481078523651,311.1984275,gpu_resident,single_configuration,gpu_resident,0.33249425,103.623875,34.50502702403125,26454.872594662913,84.88481078523651,311.1984275,gpu_resident,single_configuration,gpu_resident,0.33249425,103.623875,34.50502702403125,26454.872594662913,84.88481078523651,311.1984275
