platform,platform_label,device_kind,energy_domain,session_number,problem_size,configuration,num_threads,runtime_s,energy_j,power_w,throughput_gflops,efficiency_gflop_per_j,edp_j_s,temperature_c,clock_mhz,reported_throughput_gflops,throughput_normalization_delta_pct,policy,optimized_metric,selection_status,leader_configurations
3090,RTX 3090,GPU,GPU board NVML,2,64,gpu_resident,-1,5.2663084400027385e-06,0.0009366275794162,177.75053350000002,99.55512594316018,0.5597614372265107,4.935406381350505e-09,58.0,1950.0,99.55512610640272,1.639720137447398e-07,throughput_opt,throughput_gflops,single_configuration,gpu_resident
3090,RTX 3090,GPU,GPU board NVML,3,64,gpu_resident,-1,5.265313804667716e-06,0.0009229584664873,175.29308600000002,99.57393223841989,0.5680515635718633,4.859588271306211e-09,57.0,1950.0,99.57393224143136,3.024358541381389e-09,throughput_opt,throughput_gflops,single_configuration,gpu_resident
3090,RTX 3090,GPU,GPU board NVML,4,64,gpu_resident,-1,5.265390629524527e-06,0.0009341966020311,177.4047055,99.57247940165533,0.5612180550219408,4.919391837770915e-09,58.0,1950.0,99.57247940586151,4.224243177475273e-09,throughput_opt,throughput_gflops,single_configuration,gpu_resident
3090,RTX 3090,GPU,GPU board NVML,5,64,gpu_resident,-1,5.265276790649924e-06,0.0009361078206849,177.707753,99.5746322265584,0.5600722357136239,4.93111656963096e-09,58.0,1950.0,99.574632322228,9.607827866631169e-08,throughput_opt,throughput_gflops,single_configuration,gpu_resident
3090,RTX 3090,GPU,GPU board NVML,1,64,gpu_resident,-1,5.266399936827144e-06,0.0009206785817693,174.8181105,99.55339630280123,0.569458234808132,4.848748744884246e-09,56.0,1965.0,99.55339632229892,1.9585155719425984e-08,efficiency_opt,efficiency_gflop_per_j,single_configuration,gpu_resident
3090,RTX 3090,GPU,GPU board NVML,2,64,gpu_resident,-1,5.2663084400027385e-06,0.0009366275794162,177.75053350000002,99.55512594316018,0.5597614372265107,4.935406381350505e-09,58.0,1950.0,99.55512610640272,1.639720137447398e-07,efficiency_opt,efficiency_gflop_per_j,single_configuration,gpu_resident
3090,RTX 3090,GPU,GPU board NVML,3,64,gpu_resident,-1,5.265313804667716e-06,0.0009229584664873,175.29308600000002,99.57393223841989,0.5680515635718633,4.859588271306211e-09,57.0,1950.0,99.57393224143136,3.024358541381389e-09,efficiency_opt,efficiency_gflop_per_j,single_configuration,gpu_resident
3090,RTX 3090,GPU,GPU board NVML,4,64,gpu_resident,-1,5.265390629524527e-06,0.0009341966020311,177.4047055,99.57247940165533,0.5612180550219408,4.919391837770915e-09,58.0,1950.0,99.57247940586151,4.224243177475273e-09,efficiency_opt,efficiency_gflop_per_j,single_configuration,gpu_resident
3090,RTX 3090,GPU,GPU board NVML,5,64,gpu_resident,-1,5.265276790649924e-06,0.0009361078206849,177.707753,99.5746322265584,0.5600722357136239,4.93111656963096e-09,58.0,1950.0,99.574632322228,9.607827866631169e-08,efficiency_opt,efficiency_gflop_per_j,single_configuration,gpu_resident
3090,RTX 3090,GPU,GPU board NVML,1,128,gpu_resident,-1,5.1937753868660095e-06,0.0010043627799364,193.312501,807.5636098177316,4.176084661625553,5.220928062878346e-09,57.0,1950.0,807.563619477646,1.196179999496394e-06,energy_opt,energy_j,single_configuration,gpu_resident
3090,RTX 3090,GPU,GPU board NVML,2,128,gpu_resident,-1,5.18906807248901e-06,0.0010086930828564,194.3847205,808.2961991262031,4.158156798421419,5.234266457310598e-09,58.0,1950.0,808.2962095173872,1.2855663644728565e-06,energy_opt,energy_j,single_configuration,gpu_resident
3090,RTX 3090,GPU,GPU board NVML,3,128,gpu_resident,-1,5.180780624707656e-06,0.0010143157840029,195.5519015,809.5891920219414,4.135106705574058,5.274751224002071e-09,60.0,1950.0,809.5891939781321,2.4162758460732903e-07,energy_opt,energy_j,single_configuration,gpu_resident
3090,RTX 3090,GPU,GPU board NVML,4,128,gpu_resident,-1,5.186626183838249e-06,0.0010128198496893,195.275198,808.6767488795765,4.141214255710604,5.247058943940629e-09,59.0,1950.0,808.6767648689453,1.9772262271899876e-06,energy_opt,energy_j,single_configuration,gpu_resident
3090,RTX 3090,GPU,GPU board NVML,5,128,gpu_resident,-1,5.183225422148554e-06,0.0010082849891225,194.488466,809.2073291038487,4.159839772731576,5.227245972809585e-09,59.0,1950.0,809.2073384426674,1.1540699507150975e-06,energy_opt,energy_j,single_configuration,gpu_resident
3090,RTX 3090,GPU,GPU board NVML,1,128,gpu_resident,-1,5.1937753868660095e-06,0.0010043627799364,193.312501,807.5636098177316,4.176084661625553,5.220928062878346e-09,57.0,1950.0,807.563619477646,1.196179999496394e-06,runtime_opt,runtime_s,single_configuration,gpu_resident
3090,RTX 3090,GPU,GPU board NVML,2,128,gpu_resident,-1,5.18906807248901e-06,0.0010086930828564,194.3847205,808.2961991262031,4.158156798421419,5.234266457310598e-09,58.0,1950.0,808.2962095173872,1.2855663644728565e-06,runtime_opt,runtime_s,single_configuration,gpu_resident
3090,RTX 3090,GPU,GPU board NVML,3,128,gpu_resident,-1,5.180780624707656e-06,0.0010143157840029,195.5519015,809.5891920219414,4.135106705574058,5.274751224002071e-09,60.0,1950.0,809.5891939781321,2.4162758460732903e-07,runtime_opt,runtime_s,single_configuration,gpu_resident
3090,RTX 3090,GPU,GPU board NVML,4,128,gpu_resident,-1,5.186626183838249e-06,0.0010128198496893,195.275198,808.6767488795765,4.141214255710604,5.247058943940629e-09,59.0,1950.0,808.6767648689453,1.9772262271899876e-06,runtime_opt,runtime_s,single_configuration,gpu_resident
3090,RTX 3090,GPU,GPU board NVML,5,128,gpu_resident,-1,5.183225422148554e-06,0.0010082849891225,194.488466,809.2073291038487,4.159839772731576,5.227245972809585e-09,59.0,1950.0,809.2073384426674,1.1540699507150975e-06,runtime_opt,runtime_s,single_configuration,gpu_resident
3090,RTX 3090,GPU,GPU board NVML,1,128,gpu_resident,-1,5.1937753868660095e-06,0.0010043627799364,193.312501,807.5636098177316,4.176084661625553,5.220928062878346e-09,57.0,1950.0,807.563619477646,1.196179999496394e-06,edp_opt,edp_j_s,single_configuration,gpu_resident
