platform,platform_label,device_kind,energy_domain,session_number,problem_size,configuration,num_threads,runtime_s,energy_j,power_w,throughput_gflops,efficiency_gflop_per_j,edp_j_s,temperature_c,clock_mhz,reported_throughput_gflops,throughput_normalization_delta_pct
INTEL,Intel CPU,CPU,CPU package RAPL,2,16384,2T,2,22.3371685,1872.6135835,84.11290518091138,393.78728876079344,4.697228034503361,41606.54647296145,98.5,1617.5,393.7874438818213,3.939208610415079e-05
INTEL,Intel CPU,CPU,CPU package RAPL,2,16384,4T,4,12.8257665,1439.0750819999998,112.27504779440773,685.8142179812801,6.112323903199931,18457.231268217954,99.0,1797.5,685.8144080755967,2.7718048367653125e-05
INTEL,Intel CPU,CPU,CPU package RAPL,2,16384,8T,8,7.7003385,1186.094864,154.13276915926497,1142.2995264699077,7.41601139098095,9164.165089901777,99.0,2209.5,1142.3029766056238,0.0003020342419945976
INTEL,Intel CPU,CPU,CPU package RAPL,2,16384,10T,10,7.504099,1226.449131,163.4376399728875,1172.1717720152678,7.171999881508334,9197.00722903384,100.0,2527.5,1172.1726045036469,7.102102259626264e-05
INTEL,Intel CPU,CPU,CPU package RAPL,2,16384,16T,16,8.381953,1451.8512025,173.0783434276362,1049.408535481886,6.058536168900545,12178.724759297422,100.0,3043.0,1049.4085455498223,9.593914995775776e-07
INTEL,Intel CPU,CPU,CPU package RAPL,2,16384,20T,20,9.5380105,1504.830895,155.34664067522223,922.2146507605544,5.845236864443828,14358.010755974228,100.0,2749.5,922.2172224164904,0.00027885654754200573
INTEL,Intel CPU,CPU,CPU package RAPL,3,64,1T,1,2.4679467468284987e-06,0.0001415245491511,57.43950275088935,212.4389436983397,3.7045728330866403,3.490872274408358e-10,97.0,1339.0,212.43897220410503,1.3418333200121424e-05
INTEL,Intel CPU,CPU,CPU package RAPL,3,64,2T,2,2.4673277095357904e-06,0.0001372991687632,55.62145808503261,212.49224331803129,3.818581020721546,3.3879299646408076e-10,93.0,1339.0,212.49224400799903,3.247025537334025e-07
INTEL,Intel CPU,CPU,CPU package RAPL,3,64,4T,4,2.7292689046384453e-06,0.0001813937242184,66.46224601284317,192.09833047559454,2.8903315275050616,4.950736920879915e-10,98.5,1332.5,192.09837721397508,2.4330445991260774e-05
INTEL,Intel CPU,CPU,CPU package RAPL,3,64,8T,8,2.4257562737587207e-06,0.0001520665717531,62.561207664146735,216.1338324347043,3.4477531383508158,3.699583204440469e-10,98.5,1339.0,216.1338846135021,2.414189264055011e-05
INTEL,Intel CPU,CPU,CPU package RAPL,3,64,10T,10,2.615265488467808e-06,0.0001609739104985,61.551644774345846,200.47219003649295,3.2569749866695665,4.2098960278316057e-10,98.0,1339.0,200.47221032936997,1.0122539695345267e-05
INTEL,Intel CPU,CPU,CPU package RAPL,3,64,16T,16,2.8508282456004385e-06,0.0001687389038626,59.18944416069746,183.90725600853412,3.1070961586126873,4.810457374547168e-10,99.0,1348.5,183.90733441520644,4.263381119251619e-05
INTEL,Intel CPU,CPU,CPU package RAPL,3,64,20T,20,2.502817745501428e-06,0.0001452377280762,58.03262928179278,209.47909648729188,3.6098609290068806,3.63549312356003e-10,98.0,1339.0,209.47909755620475,5.102718469984779e-07
INTEL,Intel CPU,CPU,CPU package RAPL,3,128,1T,1,2.7017547894793807e-05,0.0018222736091568,67.30252930155585,155.2436962944453,2.3016872872020477,4.925926433834982e-08,97.5,1339.0,155.2437522612779,3.6050953400312835e-05
INTEL,Intel CPU,CPU,CPU package RAPL,3,128,2T,2,2.050773362794773e-05,0.0015098378890624,73.54471453111074,204.52303877616419,2.7779830075695324,3.0963558329168766e-08,99.0,1618.0,204.52412752293264,0.0005323345354968367
INTEL,Intel CPU,CPU,CPU package RAPL,3,128,4T,4,1.333314005411818e-05,0.0012321603884245,92.44707538857512,314.5773600948948,3.404024378159925,1.6421686010572294e-08,96.0,1734.5,314.5773656983954,1.7812790353843866e-06
INTEL,Intel CPU,CPU,CPU package RAPL,3,128,8T,8,1.2812457479779272e-05,0.0014275580101796,111.46153191605706,327.3613985934772,2.9380970651219407,1.8290542447241593e-08,81.0,2237.0,327.3615152163127,3.5625103023129157e-05
INTEL,Intel CPU,CPU,CPU package RAPL,3,128,10T,10,1.1771850715863442e-05,0.0013801553955846,117.30489558847822,356.29945547541337,3.0390085155761724,1.6261751582529076e-08,89.0,2234.5,356.3013073832051,0.0005197616115504289
INTEL,Intel CPU,CPU,CPU package RAPL,3,128,16T,16,1.3469090669130264e-05,0.0015315833905239,113.80172906999852,311.40216537504665,2.738541058848437,2.063714231739204e-08,87.0,2234.0,311.405660426524,0.0011223594007736537
INTEL,Intel CPU,CPU,CPU package RAPL,3,128,20T,20,1.2023794859647043e-05,0.0014963019779699,124.522190889137,348.83362939569673,2.8031133165316007,1.7991220494154888e-08,97.0,2235.0,348.8338569943248,6.524560962617443e-05
INTEL,Intel CPU,CPU,CPU package RAPL,3,256,1T,1,0.0002000728936255,0.0129500546953549,64.70857688121163,167.71103467323158,2.5910648865472172,2.5916818263271174e-06,98.5,1327.5,167.7110369331856,1.3475285109976198e-06
INTEL,Intel CPU,CPU,CPU package RAPL,3,256,2T,2,0.0001122455885637,0.0086366467500558,76.76732990964683,298.93764582968595,3.885122660572312,9.690142793339438e-07,98.0,1603.0,298.9376822899593,1.219661487361634e-05
INTEL,Intel CPU,CPU,CPU package RAPL,3,256,4T,4,6.495103213307503e-05,0.0069324714075756,106.73800897575242,516.6112207616954,4.8401832517235786,4.455547552483073e-07,96.0,1800.0,516.6118558647479,0.00012293636431071064
INTEL,Intel CPU,CPU,CPU package RAPL,3,256,8T,8,3.7860488607879085e-05,0.0052166668599648,137.88207217817967,886.2651601653404,6.43215925048095,1.9750631591859585e-07,90.0,2232.5,886.271087182382,0.0006687634026558698
INTEL,Intel CPU,CPU,CPU package RAPL,3,256,10T,10,6.35302962868769e-05,0.0083803212741607,131.95021217554068,528.1642611657574,4.003955326087485,5.325653125744554e-07,86.0,2355.0,528.1662552186677,0.0003775440818420961
INTEL,Intel CPU,CPU,CPU package RAPL,3,256,16T,16,5.266480219668463e-05,0.0076017733143496,144.38717454100268,637.1320236746722,4.414026913517729,4.003185384428279e-07,100.0,2853.5,637.1326998911505,0.00010613443575113735
INTEL,Intel CPU,CPU,CPU package RAPL,3,256,20T,20,5.617355749985704e-05,0.0089438542917595,159.21821165268233,597.3350005487083,3.751674714883904,5.024081884396153e-07,96.5,3999.0,597.3350281092924,4.6139241760556615e-06
INTEL,Intel CPU,CPU,CPU package RAPL,3,512,1T,1,0.0013661296043656,0.0780343301500682,57.10844900568188,196.4934038045793,3.4399661723727295,0.0001066279555054,98.0,1375.0,196.49340388295832,3.9888892189310354e-08
INTEL,Intel CPU,CPU,CPU package RAPL,3,512,2T,2,0.0008031029647435,0.0641747568108974,79.90765024437698,334.24787080164066,4.182882325382142,5.153967174365877e-05,99.0,1701.0,334.2490599934665,0.00035578142143499747
INTEL,Intel CPU,CPU,CPU package RAPL,3,512,4T,4,0.0004215962589323,0.0454865582177385,107.9661456883949,636.7121394288876,5.9014237726018495,1.9163672434818483e-05,92.0,1817.0,636.7121406822248,1.9684518459683886e-07
INTEL,Intel CPU,CPU,CPU package RAPL,3,512,8T,8,0.0002559241003547,0.0398910669031931,155.7961446666933,1048.8869771465827,6.729212248231771,1.020958810186395e-05,99.0,2196.5,1048.887061565457,8.048424304796242e-06
INTEL,Intel CPU,CPU,CPU package RAPL,3,512,10T,10,0.000303353230128,0.0464745092289371,153.40622245779815,884.8940091613119,5.775971827430512,1.4092041029123102e-05,93.0,2354.0,884.8940110841903,2.1730042210066358e-07
INTEL,Intel CPU,CPU,CPU package RAPL,3,512,16T,16,0.0002529232124874,0.0393754808660624,155.67640395179632,1061.3318301631675,6.8173251499606105,9.962126903142172e-06,91.5,2880.0,1061.3318301725824,8.870904011359926e-10
INTEL,Intel CPU,CPU,CPU package RAPL,3,512,20T,20,0.0003091717838501,0.0520531010132023,168.49318042971652,868.2404734907802,5.15695416363218,1.6124583929915482e-05,95.5,3804.0,868.2409700198741,5.718796911580171e-05
INTEL,Intel CPU,CPU,CPU package RAPL,3,1024,1T,1,0.0115853720930232,0.7843196220930233,67.68171554201874,185.36164663137848,2.7380210662959805,0.0090911294017273,98.0,1453.5,185.36164707970485,2.418657718550321e-07
INTEL,Intel CPU,CPU,CPU package RAPL,3,1024,2T,2,0.0055237783783783,0.432580945945946,78.27147800617618,388.7707834923076,4.964350991706286,0.0023904368138444,95.0,1601.0,388.77078461846975,2.8967253040690366e-07
INTEL,Intel CPU,CPU,CPU package RAPL,3,1024,4T,4,0.0030470927051671,0.3478697234042553,114.14390022117618,704.7647891901713,6.1732410253606185,0.001059915118372,99.0,1821.5,704.7647892534434,8.977751875249851e-09
INTEL,Intel CPU,CPU,CPU package RAPL,3,1024,8T,8,0.0019604774951076,0.2627173336594912,133.9437016069339,1095.388064060453,8.174122423088233,0.0005152940881565,99.0,2035.0,1095.3881264049585,5.691545079677951e-06
INTEL,Intel CPU,CPU,CPU package RAPL,3,1024,10T,10,0.0019663852140077,0.3128839338521401,159.09329230671955,1092.0971296479606,6.863515238896347,0.0006151611141798,100.0,2376.5,1092.0979258434463,7.29051898407107e-05
INTEL,Intel CPU,CPU,CPU package RAPL,3,1024,16T,16,0.0021866770833333,0.3527532447916667,161.39450063346914,982.0762582495469,6.087778580940586,0.0007714363027268,100.0,2924.0,982.0770918284976,8.487924880729025e-05
INTEL,Intel CPU,CPU,CPU package RAPL,3,1024,20T,20,0.0020251012145748,0.3528565556680162,174.09707435112995,1060.432749012447,6.085996174662125,0.0007148057508038,98.0,3985.0,1060.4327502372753,1.1550269629623244e-07
INTEL,Intel CPU,CPU,CPU package RAPL,3,2048,1T,1,0.0856545,5.173842875,60.42741198335104,200.57170591153996,3.3205239507780764,0.4429885505582395,98.5,1338.0,200.57171059111184,2.3331166554285687e-06
INTEL,Intel CPU,CPU,CPU package RAPL,3,2048,2T,2,0.0481118571428571,3.9552787142857135,82.17706224564523,357.0818131794066,4.343529350270458,0.190372451913534,99.0,1559.0,357.0819905105857,4.966121840421778e-05
INTEL,Intel CPU,CPU,CPU package RAPL,3,2048,4T,4,0.024326869047619,2.9021583095238093,119.36811527842453,706.2096297871709,5.919687126516162,0.0705378139955124,100.0,1810.5,706.2096305017142,1.0118004212245069e-07
INTEL,Intel CPU,CPU,CPU package RAPL,3,2048,8T,8,0.0134153150684931,2.063553219178082,153.911858672716,1280.6161537233102,8.32538217300874,0.027700070989512,88.5,2232.0,1280.6163475535388,1.513570073718995e-05
INTEL,Intel CPU,CPU,CPU package RAPL,3,2048,10T,10,0.0145303642857142,2.4710651928571425,170.1528851335272,1182.342634099732,6.952414381320293,0.0358659182078387,100.0,2344.0,1182.3428323548164,1.676798913052835e-05
INTEL,Intel CPU,CPU,CPU package RAPL,3,2048,16T,16,0.0155137153846153,2.6285802692307696,169.43773214394173,1107.398760263257,6.535797816449233,0.0407782688811355,99.5,2951.0,1107.3987603419343,7.104716814865242e-09
INTEL,Intel CPU,CPU,CPU package RAPL,3,2048,20T,20,0.0275566891891891,4.245739770270271,154.05175786501914,623.4373464116987,4.046378278833227,0.1170323863932596,93.0,3894.5,623.4373464154448,6.008749053876272e-10
INTEL,Intel CPU,CPU,CPU package RAPL,3,4096,1T,1,0.67789975,43.8718205,64.72339843297279,202.74229850652694,3.132738780967615,29.7379042028115,99.0,1338.0,202.7423229224268,1.204282482625274e-05
INTEL,Intel CPU,CPU,CPU package RAPL,3,4096,2T,2,0.33901675,26.436882875,77.99522420785456,405.404610456563,5.198757891459622,8.960920356297407,89.0,1617.0,405.4046105537851,2.398150567017865e-08
INTEL,Intel CPU,CPU,CPU package RAPL,3,4096,4T,4,0.1952378333333333,22.15933658333333,113.47784291366804,703.9565596763606,6.202304520947244,4.328909908608722,99.0,1776.5,703.9565703138805,1.5111045970073178e-06
INTEL,Intel CPU,CPU,CPU package RAPL,3,4096,8T,8,0.11126705,17.91957085,160.9029174994697,1235.217015926997,7.669768133537641,1.99434502456966,98.0,2376.0,1235.217104231752,7.148926384203946e-06
INTEL,Intel CPU,CPU,CPU package RAPL,3,4096,10T,10,0.1039992999999999,17.852865700000002,171.69025832469404,1321.537293731786,7.698425327425165,1.858234152357985,99.0,2401.0,1321.537302768602,6.838109189999386e-07
INTEL,Intel CPU,CPU,CPU package RAPL,3,4096,16T,16,0.1382196875,22.3554153125,161.7133538359854,994.3514991089819,6.147904279602053,3.090434960456188,89.0,3263.0,994.3514996800814,5.743436837235549e-08
INTEL,Intel CPU,CPU,CPU package RAPL,3,4096,20T,20,0.1760935,28.81343333333333,163.58367759210154,780.4885102062257,4.769961006798913,5.069088220734444,100.0,3697.5,780.4888019775192,3.73831632094479e-05
INTEL,Intel CPU,CPU,CPU package RAPL,3,8192,1T,1,5.433274,348.85210400000005,64.2065694876438,202.36631316145662,3.1517987570342982,1895.410400779061,98.0,1452.0,202.3663283600863,7.5104544139392715e-06
INTEL,Intel CPU,CPU,CPU package RAPL,3,8192,2T,2,2.791914,249.3618495,89.31726686329723,393.8200201639449,4.409301703450832,696.1933970230135,98.5,1616.0,393.82020197847146,4.6166908052036604e-05
INTEL,Intel CPU,CPU,CPU package RAPL,3,8192,4T,4,1.5884415,180.10403150000002,113.52290637482172,692.1952289561813,6.104869605742278,286.2695277353685,99.0,1853.0,692.195230823395,2.6975248701432974e-07
INTEL,Intel CPU,CPU,CPU package RAPL,3,8192,8T,8,0.96801675,144.80790275,149.55023126925877,1135.839465356359,7.592897948907004,140.25961490031978,99.0,2144.5,1135.839512278812,4.131081410285731e-06
INTEL,Intel CPU,CPU,CPU package RAPL,3,8192,10T,10,0.8986594999999999,148.25424375,165.0284440381227,1223.501924562084,7.416392272926083,133.18505980146335,95.0,2686.5,1223.501924636319,6.0674132384974655e-09
INTEL,Intel CPU,CPU,CPU package RAPL,3,8192,16T,16,1.0298325,179.4732645,174.4981920215136,1067.6606416829923,6.1263254493038986,184.749495758964,100.0,3417.5,1067.660661555501,1.8613132368727747e-06
INTEL,Intel CPU,CPU,CPU package RAPL,3,8192,20T,20,1.208123,199.9034185,165.31812107182918,910.0990774747273,5.500214233585006,241.598289073368,100.0,3844.5,910.0991060305008,3.1376554687767566e-06
INTEL,Intel CPU,CPU,CPU package RAPL,3,16384,1T,1,41.824983,2470.6025625,59.100974776516566,210.3071511638869,3.5603027195548775,103278.7879795986,95.0,1338.0,210.3071522756579,5.286415527550048e-07
INTEL,Intel CPU,CPU,CPU package RAPL,3,16384,2T,2,22.328145,1868.167703,83.99248751329873,393.9464304897698,4.708406535496134,41646.85614362507,99.0,1619.5,393.9464310328212,1.3784904329128267e-07
INTEL,Intel CPU,CPU,CPU package RAPL,3,16384,4T,4,12.343944,1305.859969,105.65988331914988,712.5836784586838,6.735862367343921,16152.926001645508,97.0,1752.5,712.5850048282404,0.0001861352703746988
INTEL,Intel CPU,CPU,CPU package RAPL,3,16384,8T,8,7.4522905,1192.1663205,160.38303011227788,1180.3207379272185,7.378243178786395,8876.414124970786,98.0,2068.0,1180.320764515635,2.252643338529481e-06
INTEL,Intel CPU,CPU,CPU package RAPL,3,16384,10T,10,7.329109499999999,1209.4208235,165.017568388332,1200.1584943174885,7.272979637271806,8873.61231511389,99.0,2432.0,1200.170091250195,0.0009662834335122383
INTEL,Intel CPU,CPU,CPU package RAPL,3,16384,16T,16,8.735106,1304.01723,148.613006835805,1006.9818296661768,6.745380981053449,11359.683209800043,99.0,2647.0,1006.9826929784848,8.573265997124935e-05
INTEL,Intel CPU,CPU,CPU package RAPL,3,16384,20T,20,9.545566,1479.1395235,153.64030632192024,921.4847000385308,5.946763562503102,14156.726700637091,99.0,2708.0,921.4865412457444,0.00019980876659886349
INTEL,Intel CPU,CPU,CPU package RAPL,4,64,1T,1,2.74079269376427e-06,0.0001865182792611,68.05265207904918,191.29064419678176,2.810920206196352,5.108571393249935e-10,99.5,1326.5,191.2906560964773,6.220741011198072e-06
INTEL,Intel CPU,CPU,CPU package RAPL,4,64,2T,2,2.4527152230457822e-06,0.0001285187036747,52.9940849813953,213.75820359158496,4.079468474309009,3.1537317362800137e-10,84.0,1401.0,213.7582205381996,7.927936485074838e-06
INTEL,Intel CPU,CPU,CPU package RAPL,4,64,4T,4,2.685753448289805e-06,0.0001781809014477,66.34798539210917,195.2107704949047,2.9424477917679077,4.785143291882012e-10,99.0,1394.5,195.21091609787337,7.458756927647414e-05
INTEL,Intel CPU,CPU,CPU package RAPL,4,64,8T,8,2.820754610105839e-06,0.0001757724090369,62.422261049974416,185.86799366440738,2.982766196769459,4.963842446335891e-10,99.0,1344.0,185.8680213665356,1.4904195011489207e-05
INTEL,Intel CPU,CPU,CPU package RAPL,4,64,10T,10,2.474070988333428e-06,0.0001306723965299,52.84952211089659,211.91307867571268,4.012232222893641,3.230301280336097e-10,84.0,1339.5,211.9130787036971,1.3205614379785402e-08
INTEL,Intel CPU,CPU,CPU package RAPL,4,64,16T,16,2.4735785542287093e-06,0.000129541006929,52.30729730522242,211.9552658247715,4.0472743915550735,3.2087021108040376e-10,88.0,1339.0,211.95526609582288,1.2788141656727703e-07
INTEL,Intel CPU,CPU,CPU package RAPL,4,64,20T,20,2.784779417703961e-06,0.0001737698111841,62.3998514489163,188.26913064169128,3.017140874052884,4.839105697134778e-10,99.0,1334.5,188.26913304660883,1.2773828217405025e-06
INTEL,Intel CPU,CPU,CPU package RAPL,4,128,1T,1,2.71466498275347e-05,0.0017490790352806,64.36293161881053,154.50540035867485,2.3980071314085127,4.753170007363268e-08,98.5,1315.5,154.50540857559537,5.318209272964225e-06
INTEL,Intel CPU,CPU,CPU package RAPL,4,128,2T,2,1.9106957612346417e-05,0.0012528652693337,65.64099838412059,219.51710393127948,3.347769391221626,2.398286040637161e-08,80.0,1597.5,219.51887562627533,0.0008070874497390079
INTEL,Intel CPU,CPU,CPU package RAPL,4,128,4T,4,1.279483478688122e-05,0.0012312890983908,96.2416240503403,327.8122828362346,3.406433148382156,1.5754143096398298e-08,98.0,1830.5,327.8123558235667,2.2264977816988107e-05
INTEL,Intel CPU,CPU,CPU package RAPL,4,128,8T,8,1.107857260499588e-05,0.0014302566291517,128.93757965551708,378.5960655354264,2.932553441467134,1.5845200611521473e-08,99.0,2230.5,378.59611783193736,1.3813273747054211e-05
INTEL,Intel CPU,CPU,CPU package RAPL,4,128,10T,10,1.2058212667248571e-05,0.0015600283440747,129.30644386812168,347.83795208656335,2.6886075601964583,1.8808013586355216e-08,99.0,2235.0,347.8379620292674,2.8584298927825103e-06
INTEL,Intel CPU,CPU,CPU package RAPL,4,128,16T,16,1.188620818669691e-05,0.0015272326579288,128.28805285654963,352.87149056452506,2.7463425289033725,1.815300241842973e-08,99.0,2213.5,352.87173233967223,6.851648648442676e-05
INTEL,Intel CPU,CPU,CPU package RAPL,4,128,20T,20,1.2123070542412002e-05,0.0015573676368051,128.47836772651846,345.9770348878546,2.69320095067887,1.8884690785298103e-08,99.0,2217.5,345.97704911536954,4.1122714788954795e-06
INTEL,Intel CPU,CPU,CPU package RAPL,4,256,1T,1,0.0002008121199837,0.013061316781516,65.04245649877507,167.09365949985303,2.568993047277229,2.6228717336098355e-06,99.0,1336.0,167.09368356321477,1.4401121983809162e-05
INTEL,Intel CPU,CPU,CPU package RAPL,4,256,2T,2,0.000112191690962,0.0082347973200269,73.34172446310724,299.08125737551353,4.074712551624815,9.234999208534552e-07,88.0,1468.0,299.0812970695355,1.3271985777052464e-05
INTEL,Intel CPU,CPU,CPU package RAPL,4,256,4T,4,6.902820142896401e-05,0.0069001291563616,99.98878584331231,486.0974399648876,4.862870134693691,4.763671834413318e-07,99.5,1804.5,486.0974837333004,9.004041001681173e-06
INTEL,Intel CPU,CPU,CPU package RAPL,4,256,8T,8,3.947231251451126e-05,0.0055139437543533,139.88276082610014,850.0751504656419,6.0853779971020785,2.177878856343998e-07,99.5,2214.5,850.076141729895,0.00011660901422239078
INTEL,Intel CPU,CPU,CPU package RAPL,4,256,10T,10,6.486252317923141e-05,0.0093375198222392,143.96734580871038,517.3161689575456,3.5935058386792718,6.05593137433955e-07,99.0,2354.5,517.3190720468411,0.0005611827871732089
INTEL,Intel CPU,CPU,CPU package RAPL,4,256,16T,16,5.005172069825436e-05,0.0077144693516209,154.21790825542075,670.3951738700217,4.349545052369652,3.8619487497766315e-07,97.0,2984.5,670.3953856195471,3.158577712714106e-05
INTEL,Intel CPU,CPU,CPU package RAPL,4,256,20T,20,5.960529761904762e-05,0.0082755775892857,138.9143229065945,562.9437875548374,4.054633243175989,4.933340897874114e-07,99.0,2929.0,562.9438118434907,4.314578805342251e-06
INTEL,Intel CPU,CPU,CPU package RAPL,4,512,1T,1,0.0015680330261136,0.0950111505376344,60.57970323716611,171.19247587872715,2.8253047613992566,0.0001490557178507,100.0,3546.5,171.19247710798152,7.180539718376622e-07
INTEL,Intel CPU,CPU,CPU package RAPL,4,512,2T,2,0.0008465241525423,0.0703974843220338,83.02269023831082,317.1031271746101,3.813139895341147,5.956963566221595e-05,99.5,1553.0,317.1031612609296,1.0749285195288394e-05
INTEL,Intel CPU,CPU,CPU package RAPL,4,512,4T,4,0.0004590462962962,0.0492366094907407,107.39500464764532,584.7677198702238,5.451948433827094,2.261157583577364e-05,99.0,1788.5,584.7677200039286,2.286459910294525e-08
INTEL,Intel CPU,CPU,CPU package RAPL,4,512,8T,8,0.0002519578987534,0.0368426264309336,146.24657859697612,1065.3980578823891,7.286002166626692,9.303353732671884e-06,86.0,2234.5,1065.3982037626877,1.3692562839118239e-05
INTEL,Intel CPU,CPU,CPU package RAPL,4,512,10T,10,0.0003086759963492,0.0481938638576209,156.41059738064018,869.6350191620454,5.569909414049861,1.4873614092763956e-05,100.0,2320.0,869.6350413316997,2.5493056110548196e-06
INTEL,Intel CPU,CPU,CPU package RAPL,4,512,16T,16,0.000250851842567,0.0410734260466282,163.76928263278614,1070.0956120276596,6.535501949490683,1.0301292962434046e-05,98.0,2984.0,1070.0956497998975,3.529800274293393e-06
INTEL,Intel CPU,CPU,CPU package RAPL,4,512,20T,20,0.0003042477517985,0.0523949614808153,172.17199022427982,882.2923239800368,5.123306677079801,1.5942932531577658e-05,100.0,3338.0,882.2929347886377,6.922973081469053e-05
INTEL,Intel CPU,CPU,CPU package RAPL,4,1024,1T,1,0.0127670384615384,0.7580183076923077,59.520600032000814,168.20530888737002,2.8330234589422334,0.0096728720581449,99.0,1312.0,168.20531825448546,5.5688583744384346e-06
INTEL,Intel CPU,CPU,CPU package RAPL,4,1024,2T,2,0.0054863235294117,0.4097901336898396,74.75491885082266,391.4249016645716,5.240447417959016,0.0022418966067673,86.0,1599.5,391.42490174275474,1.9973978027110206e-08
INTEL,Intel CPU,CPU,CPU package RAPL,4,1024,4T,4,0.003363314516129,0.3545438467741936,105.07862928839762,638.50217923468,6.057032628090473,0.0011949096454217,99.5,1750.5,638.5022228497943,6.830848131578193e-06
INTEL,Intel CPU,CPU,CPU package RAPL,4,1024,8T,8,0.0017747036713286,0.2520398706293706,142.01829845567602,1210.0519555427104,8.520412435689254,0.0004479340485456,86.0,2143.0,1210.0541934076923,0.00018493957814058604
INTEL,Intel CPU,CPU,CPU package RAPL,4,1024,10T,10,0.0019178826335877,0.29140956870229,151.83227937179487,1119.715883751862,7.369296957417048,0.0005589067818582,85.0,2302.0,1119.7158844727223,6.437885780030683e-08
INTEL,Intel CPU,CPU,CPU package RAPL,4,1024,16T,16,0.0022528825503355,0.3565426420581655,158.31034172295614,953.2159799809342,6.023076610425927,0.0008038754737315,100.0,2915.0,953.2160352551311,5.798706492754491e-06
INTEL,Intel CPU,CPU,CPU package RAPL,4,1024,20T,20,0.0022734933628318,0.3322642776548672,146.17804986815614,944.5744083128329,6.463179440043974,0.0007549675812098,100.0,2886.5,944.574408571314,2.7364821519881843e-08
INTEL,Intel CPU,CPU,CPU package RAPL,4,2048,1T,1,0.083883125,4.673966208333333,55.72584948732416,204.80721460961306,3.675651131873734,0.3920256206034515,86.0,1339.0,204.80721539918844,3.8552128156510435e-07
INTEL,Intel CPU,CPU,CPU package RAPL,4,2048,2T,2,0.0465862045454545,3.9905154545454544,85.66973799913417,368.7758930272475,4.305175454070983,0.185770449990844,99.0,1567.5,368.77589524614217,6.016918963069884e-07
INTEL,Intel CPU,CPU,CPU package RAPL,4,2048,4T,4,0.0238515348837209,2.711717627906977,113.63674318146938,720.2835904588081,6.335419664347641,0.0647098500146806,91.0,1851.0,720.2835995146659,1.2572628049767332e-06
INTEL,Intel CPU,CPU,CPU package RAPL,4,2048,8T,8,0.0149984852941176,2.1569230441176472,143.92676480144718,1145.4402792752637,7.964989400457692,0.032384415721946,100.0,2149.5,1145.4402866796204,6.464201396383373e-07
INTEL,Intel CPU,CPU,CPU package RAPL,4,2048,10T,10,0.0153559632352941,2.379581867647059,154.9374688511475,1118.7750921748652,7.219700829619923,0.0365527877146128,100.0,2259.0,1118.7750936957343,1.3594054770749153e-07
INTEL,Intel CPU,CPU,CPU package RAPL,4,2048,16T,16,0.0162593046875,2.6482957734375,162.9875983673267,1056.6177037821133,6.48714141234325,0.0430762761929954,100.0,2875.0,1056.6180674671912,3.4419741079538824e-05
INTEL,Intel CPU,CPU,CPU package RAPL,4,2048,20T,20,0.0262187692307692,4.098357833333333,156.20848578352633,655.2507874335481,4.19189096771158,0.1075168214790973,100.0,3109.0,655.2507920685571,7.073641228316774e-07
INTEL,Intel CPU,CPU,CPU package RAPL,4,4096,1T,1,0.6504755,36.32379,55.84810693694156,211.2899770583212,3.783717323329972,23.625110925645,87.0,1337.5,211.2899778573032,3.7814478215381087e-07
INTEL,Intel CPU,CPU,CPU package RAPL,4,4096,2T,2,0.3350783333333333,26.488488,78.97558316619427,410.1696224425135,5.188629621743605,8.866849652517889,89.0,1481.0,410.1696234982818,2.57397969605222e-07
INTEL,Intel CPU,CPU,CPU package RAPL,4,4096,4T,4,0.1837685833333333,21.423178166666663,116.58868526606258,747.8914566300099,6.415432500386323,3.935084808336208,92.0,1872.0,747.8914576894823,1.4166126049985905e-07
INTEL,Intel CPU,CPU,CPU package RAPL,4,4096,8T,8,0.1220371666666666,16.9708665,139.05664076706336,1126.2057062288409,8.098523046657636,2.0699736158260804,100.0,2157.5,1126.2057062570807,2.507527518957886e-09
INTEL,Intel CPU,CPU,CPU package RAPL,4,4096,10T,10,0.10483455,17.9996365,171.6355190831532,1311.0081883501193,7.635651612853403,1.887040909588555,99.0,2529.0,1311.008223027422,2.6450866608129786e-06
INTEL,Intel CPU,CPU,CPU package RAPL,4,4096,16T,16,0.1412754375,23.1460703125,163.8557388021021,972.8439416229024,5.937895790361282,3.2700423245547805,100.0,2934.5,972.8441973854078,2.6290188426258965e-05
INTEL,Intel CPU,CPU,CPU package RAPL,4,4096,20T,20,0.1794375833333333,27.05815825,150.69614059974697,765.9429586536825,5.079390555785518,4.857415715664041,100.0,2779.5,765.9429765349753,2.334546267412918e-06
INTEL,Intel CPU,CPU,CPU package RAPL,4,8192,1T,1,5.2589785,296.9457425,56.46218840701945,209.07323119423287,3.7027357877542224,1562.0500879921583,87.5,1339.0,209.07323119438595,7.320810624378282e-11
INTEL,Intel CPU,CPU,CPU package RAPL,4,8192,2T,2,3.018039,257.224683,85.00646397749597,364.3132602912023,4.2745183508536,777.531325686032,99.5,1691.5,364.3138348101928,0.00015769917076635664
INTEL,Intel CPU,CPU,CPU package RAPL,4,8192,4T,4,1.7228865,186.1414305,108.00351905807472,638.1799542662851,5.906861383962556,320.679715500323,100.0,1643.0,638.180023263204,1.0811514594699645e-05
