platform,platform_label,device_kind,energy_domain,session_number,problem_size,configuration,num_threads,runtime_s,energy_j,power_w,throughput_gflops,efficiency_gflop_per_j,edp_j_s,temperature_c,clock_mhz,reported_throughput_gflops,throughput_normalization_delta_pct
INTEL,Intel CPU,CPU,CPU package RAPL,1,128,8T,8,1.2190165032580233e-05,0.0014249656111077,116.95960682533862,344.07278234462194,2.943442260855368,1.7363656290697365e-08,89.0,2232.5,344.072946583706,4.77338204296629e-05
INTEL,Intel CPU,CPU,CPU package RAPL,1,128,10T,10,1.2275940504218168e-05,0.0014895355540023,121.1252404459204,341.6686484069212,2.8158468515438493,1.830983247974642e-08,92.0,2169.0,341.66877092632586,3.585912995429652e-05
INTEL,Intel CPU,CPU,CPU package RAPL,1,128,16T,16,1.2112697310115212e-05,0.001418129937244,116.93892665324046,346.2733272875045,2.9576302494193367,1.71773888151024e-08,89.0,2234.0,346.2736822524963,0.00010251005890804521
INTEL,Intel CPU,CPU,CPU package RAPL,1,128,20T,20,1.2068080490189064e-05,0.0015383503325942,127.45055025944828,347.55353209732283,2.726494681433798,1.8565143028165907e-08,98.0,2230.0,347.5535439563636,3.4121479641768815e-06
INTEL,Intel CPU,CPU,CPU package RAPL,1,256,1T,1,0.0001868159133709,0.0109071210922787,58.3585261307102,179.6122792461572,3.0763784243445906,2.037200480985083e-06,98.5,1339.0,179.61272144588742,0.0002461968257927438
INTEL,Intel CPU,CPU,CPU package RAPL,1,256,2T,2,0.0001145474782608,0.0085481906086956,74.4904201015634,292.9303421556236,3.9253256666816645,9.78123637349209e-07,94.0,1604.0,292.9303434233948,4.327893154965068e-07
INTEL,Intel CPU,CPU,CPU package RAPL,1,256,4T,4,6.50101204363453e-05,0.0057264349895958,88.0380634344329,516.1416680169797,5.85956743784992,3.725259395537451e-07,78.0,1889.0,516.141784365502,2.2541974331602432e-05
INTEL,Intel CPU,CPU,CPU package RAPL,1,256,8T,8,3.926455906821964e-05,0.005699931683628,145.21499558015887,854.5729990677175,5.886813011527648,2.237744887394773e-07,99.5,2222.0,854.573028090904,3.3962208600968324e-06
INTEL,Intel CPU,CPU,CPU package RAPL,1,256,10T,10,6.279679925419515e-05,0.0087268878806712,138.82136905938148,534.3334755673617,3.844948217372912,5.475903468053648e-07,93.5,2302.0,534.3340057838973,9.922951862417762e-05
INTEL,Intel CPU,CPU,CPU package RAPL,1,256,16T,16,4.932845790063869e-05,0.0074771445809565,151.29445697226697,680.2246295148333,4.487599729642731,3.690417692309857e-07,95.0,2879.5,680.2250153428805,5.672068175144318e-05
INTEL,Intel CPU,CPU,CPU package RAPL,1,256,20T,20,5.711243258586432e-05,0.0089584792506386,156.8050597541013,587.5153706603793,3.745550004774314,5.110757512943796e-07,100.0,3206.5,587.5153734642774,4.772467754321497e-07
INTEL,Intel CPU,CPU,CPU package RAPL,1,512,1T,1,0.0013598635743519,0.0801070225102319,58.75033581539324,197.39881342724703,3.3509603476488383,0.0001091429923038,99.0,1345.5,197.39887396469575,3.0667584915988755e-05
INTEL,Intel CPU,CPU,CPU package RAPL,1,512,2T,2,0.0007868621212121,0.0572745037878787,72.84157505079241,341.1467508265565,4.686822901062137,4.4677100376942726e-05,84.5,1538.5,341.14686127794107,3.2376501990505346e-05
INTEL,Intel CPU,CPU,CPU package RAPL,1,512,4T,4,0.0004272196671046,0.0439649432763907,103.11948681577933,628.3312231837785,6.105670472777582,1.877041958466173e-05,82.0,1848.0,628.3312729526695,7.920804989680619e-06
INTEL,Intel CPU,CPU,CPU package RAPL,1,512,8T,8,0.0002582372069573,0.0402637988404335,155.8273448251169,1039.4917880458113,6.666918267295563,1.039126666456128e-05,99.0,2228.5,1039.4920497343603,2.5174662465765607e-05
INTEL,Intel CPU,CPU,CPU package RAPL,1,512,10T,10,0.0003192200125274,0.0439250333542123,137.44630310676482,840.910486390508,6.111218034493711,1.4021732086053856e-05,75.0,2354.0,840.9133945671947,0.00034583665369236627
INTEL,Intel CPU,CPU,CPU package RAPL,1,512,16T,16,0.0002550491060186,0.0418898142785192,164.25826893408276,1052.4853828753423,6.408131919974919,1.0686107222437655e-05,100.0,2983.0,1052.4856414440624,2.456744048195958e-05
INTEL,Intel CPU,CPU,CPU package RAPL,1,512,20T,20,0.00030415586186,0.0517628757952135,170.19904665865428,882.5588774072625,5.185868286414299,1.5738161975406826e-05,98.0,3998.0,882.5591495206685,3.083232325007401e-05
INTEL,Intel CPU,CPU,CPU package RAPL,1,1024,1T,1,0.0117941470588235,0.7447228588235294,63.12682519519551,182.08045374450487,2.883601090736589,0.0087856809265193,98.5,1393.5,182.08045763287504,2.135523113899751e-06
INTEL,Intel CPU,CPU,CPU package RAPL,1,1024,2T,2,0.0057472655367231,0.4993295734463276,86.855602795462,373.65311108009536,4.300733948478681,0.0028706590694401,99.0,1576.5,373.6531111320862,1.3914203123022162e-08
INTEL,Intel CPU,CPU,CPU package RAPL,1,1024,4T,4,0.0031495660377358,0.3191960628930818,101.34606181741668,681.8347741467933,6.727788646689302,0.0010053289766403,92.0,1800.0,681.834814613982,5.93504323465055e-06
INTEL,Intel CPU,CPU,CPU package RAPL,1,1024,8T,8,0.0018182139037433,0.2712823511586453,149.22456316206055,1181.095163544183,7.9160462847218405,0.000493275152323,100.0,2122.5,1181.0951669781275,2.9074240792681394e-07
INTEL,Intel CPU,CPU,CPU package RAPL,1,1024,10T,10,0.001860348794063,0.2995842959183673,161.0365473032433,1154.344634110197,7.16821167617264,0.0005574298665422,95.0,2355.0,1154.3446426012897,7.355769326977679e-07
INTEL,Intel CPU,CPU,CPU package RAPL,1,1024,16T,16,0.0021278428874734,0.3322608683651805,156.135308515571,1009.2303621861488,6.46324575796795,0.0007070616583156,86.0,2984.5,1009.230362307698,1.2043743780054683e-08
INTEL,Intel CPU,CPU,CPU package RAPL,1,1024,20T,20,0.0019488800773694,0.3446231489361702,176.66549288550942,1101.9065118150704,6.231396975592458,0.0006711930863682,100.0,3360.5,1101.9067734866055,2.374716296937862e-05
INTEL,Intel CPU,CPU,CPU package RAPL,1,2048,1T,1,0.0830307083333333,4.303570208333333,51.8764970790666,206.90982323106368,3.9920039298379053,0.3570156481596145,68.0,1339.0,206.90982331865249,4.2331871341616534e-08
INTEL,Intel CPU,CPU,CPU package RAPL,1,2048,2T,2,0.044661,3.924782717391304,87.88685837304484,384.672738720584,4.377279054933005,0.1752686233539225,100.0,1591.0,384.6727459685656,1.884194245072024e-06
INTEL,Intel CPU,CPU,CPU package RAPL,1,2048,4T,4,0.0247359523809523,2.4906247142857145,100.88464969833127,694.5303305656913,6.897815269181173,0.0614771902636986,85.0,1823.0,694.5303518803364,3.0689293328833855e-06
INTEL,Intel CPU,CPU,CPU package RAPL,1,2048,8T,8,0.013511072368421,2.131461861842105,157.74799340575143,1271.540016627693,8.060134451175394,0.0288011116867052,99.5,2189.5,1271.5401556238512,1.093132393492624e-05
INTEL,Intel CPU,CPU,CPU package RAPL,1,2048,10T,10,0.0144888357142857,2.306996571428572,159.23554967114055,1185.7315192732149,7.446855100162387,0.0334487730037094,86.0,2482.5,1185.7315302312454,9.241578169394415e-07
INTEL,Intel CPU,CPU,CPU package RAPL,1,2048,16T,16,0.0158053359374999,2.656582703125,167.99531910317245,1086.9664050125543,6.466905458576886,0.0420243942782934,100.0,3022.0,1086.9664168362542,1.0877704959000312e-06
INTEL,Intel CPU,CPU,CPU package RAPL,1,2048,20T,20,0.0266460921052631,3.827799578947368,143.60266047159388,644.7425429639889,4.488184093673056,0.1020117712773587,78.0,3863.5,644.7425482289378,8.165971010498652e-07
INTEL,Intel CPU,CPU,CPU package RAPL,1,4096,1T,1,0.6304620000000001,35.5135045,56.34720879944737,217.9972043866244,3.8700476172944294,22.385142342281,87.0,1337.5,217.99720498388103,2.739744431323743e-07
INTEL,Intel CPU,CPU,CPU package RAPL,1,4096,2T,2,0.3667243333333333,29.838902666666662,81.44701757191493,374.77456765072407,4.606032433811127,10.931770607248556,99.0,1561.5,374.7745699943412,6.253404905010029e-07
INTEL,Intel CPU,CPU,CPU package RAPL,1,4096,4T,4,0.1824584166666666,20.967679083333334,115.05133507129612,753.261789633346,6.554800506330082,3.828256048816167,88.0,1883.0,753.261844515435,7.285924996658366e-06
INTEL,Intel CPU,CPU,CPU package RAPL,1,4096,8T,8,0.1165848333333333,17.423373222222224,149.42885148604782,1178.875069272876,7.888194307673257,2.031736144415568,100.0,2169.5,1178.8750734555947,3.5480591797920624e-07
INTEL,Intel CPU,CPU,CPU package RAPL,1,4096,10T,10,0.1056568,17.99624605,170.35020073840195,1300.805565491289,7.637090151476341,1.90173232383973,99.0,2487.5,1300.8057302290747,1.2664289750219382e-05
INTEL,Intel CPU,CPU,CPU package RAPL,1,4096,16T,16,0.1391449375,23.7240718125,170.58558874375524,987.7395178103407,5.793227847151629,3.3012727743851564,100.0,3288.0,987.7395195339292,1.7449828249027632e-07
INTEL,Intel CPU,CPU,CPU package RAPL,1,4096,20T,20,0.1795266666666666,28.912116750000003,160.86830830110688,765.5628883657026,4.753680080238331,5.191732776071528,98.0,3902.5,765.563009232786,1.578800190582541e-05
INTEL,Intel CPU,CPU,CPU package RAPL,1,8192,1T,1,5.390321999999999,368.776308,68.41423961209227,203.97883981253813,2.981513735898674,1987.832726586858,99.0,1339.0,203.97898849140543,7.28893582602197e-05
INTEL,Intel CPU,CPU,CPU package RAPL,1,8192,2T,2,2.7391305,232.4084935,84.84889946679496,401.4089974084842,4.730944257749341,636.59732272043,99.0,1547.5,401.4090641013197,1.661468376212838e-05
INTEL,Intel CPU,CPU,CPU package RAPL,1,8192,4T,4,1.5751395,163.32206100000002,103.65481469326885,698.040794339803,6.7321684593240585,257.41109885424,90.0,1748.5,698.0417370600007,0.00013505230715971095
INTEL,Intel CPU,CPU,CPU package RAPL,1,8192,8T,8,0.93356125,144.52000049999998,154.79269910408703,1177.7605676928001,7.608023968807004,134.92904209713288,97.0,2419.0,1177.7605682746453,4.940265974084923e-08
INTEL,Intel CPU,CPU,CPU package RAPL,1,8192,10T,10,0.9215565,142.38498099999998,154.47427256715193,1193.1027861840266,7.722103975109567,131.241868248991,84.0,2670.5,1193.1027999530877,1.1540548960908836e-06
INTEL,Intel CPU,CPU,CPU package RAPL,1,8192,16T,16,1.032969,183.378559,177.58035338667543,1064.4188042196813,5.9958570607810255,189.40678133695,100.0,3339.5,1064.4188044152029,1.836886198702814e-08
INTEL,Intel CPU,CPU,CPU package RAPL,1,8192,20T,20,1.2585475000000002,207.573718,165.17958198072793,873.6353834686414,5.296969377288891,261.372361643209,100.0,3682.0,873.6356891863169,3.499373779636272e-05
INTEL,Intel CPU,CPU,CPU package RAPL,1,16384,1T,1,41.209708000000006,2393.6833555000003,58.12570232641639,213.4471086814786,3.6747103588271575,98574.65847573968,93.0,1338.5,213.4471095232996,3.943932513905679e-07
INTEL,Intel CPU,CPU,CPU package RAPL,1,16384,2T,2,21.636591,1730.8341005,79.99527472471547,406.5378424081686,5.081996604797076,37276.7755414664,90.5,1623.5,406.5384054088698,0.00013848666531313114
INTEL,Intel CPU,CPU,CPU package RAPL,1,16384,4T,4,12.89761,1468.866418,113.8992179755389,681.9940300728584,5.988354634851485,18929.56951400714,99.0,1727.0,681.9941447585661,1.6816233361360844e-05
INTEL,Intel CPU,CPU,CPU package RAPL,1,16384,8T,8,7.508129,1038.4573025,138.22893414497162,1171.5426069807802,8.470346350333456,7790.470948058786,75.5,2424.5,1171.542613221803,5.327183805192703e-07
INTEL,Intel CPU,CPU,CPU package RAPL,1,16384,10T,10,7.5596795,1240.4163494999998,164.08355542291673,1163.5536959216329,7.091242408852175,9354.596767339037,100.0,2531.0,1163.5546732904309,8.399859854346658e-05
INTEL,Intel CPU,CPU,CPU package RAPL,1,16384,16T,16,8.4276515,1451.5466689999998,172.1993679289062,1043.7181725191176,6.059807245651845,12228.124646634196,100.0,3370.5,1043.7181918014828,1.847468578120015e-06
INTEL,Intel CPU,CPU,CPU package RAPL,1,16384,20T,20,9.5018095,1537.047335,161.87047535795898,925.7282017923006,5.722720974112355,14595.107900506631,99.0,3323.5,925.7282315120478,3.2104182645653623e-06
INTEL,Intel CPU,CPU,CPU package RAPL,2,64,1T,1,2.4669402442480933e-06,0.0001394822039015,56.56763319174783,212.5256180089597,3.758816432024858,3.4392969758874967e-10,96.0,1339.0,212.5256182993704,1.3664738229834938e-07
INTEL,Intel CPU,CPU,CPU package RAPL,2,64,2T,2,2.7050325957475647e-06,0.0001817785457161,67.14070105543371,193.8194758999225,2.884212754231338,4.921521507604273e-10,99.0,1374.0,193.81947597191163,3.7142355857611165e-08
INTEL,Intel CPU,CPU,CPU package RAPL,2,64,4T,4,2.606208526592657e-06,0.0001673816350915,64.20666638943493,201.16886068416454,3.1322910647479056,4.3623141741425555e-10,98.5,1337.5,201.16886488236904,2.0869057371086797e-06
INTEL,Intel CPU,CPU,CPU package RAPL,2,64,8T,8,2.718807614968793e-06,0.0001751806348418,64.49216456575022,192.8374766619954,2.992842219537951,4.832282513861292e-10,99.0,1339.0,192.83949477003196,0.0010465331073072903
INTEL,Intel CPU,CPU,CPU package RAPL,2,64,10T,10,2.6968460397958438e-06,0.0001865978619424,69.13248545883329,194.40783502779772,2.809721368414392,5.03654001406965e-10,98.0,1427.5,194.4078370910588,1.0613055323460685e-06
INTEL,Intel CPU,CPU,CPU package RAPL,2,64,16T,16,2.703339499034521e-06,0.0001866692755797,69.09547741839927,193.94086469244644,2.8086464597445278,5.04510621728678e-10,99.0,1389.0,193.94086584647252,5.950401948950912e-07
INTEL,Intel CPU,CPU,CPU package RAPL,2,64,20T,20,2.8072889155040578e-06,0.0001740376013016,62.128173706433714,186.759544806546,3.0124984260811,4.888941188621244e-10,98.5,1321.0,186.75954689122383,1.1162363033889733e-06
INTEL,Intel CPU,CPU,CPU package RAPL,2,128,1T,1,2.712906506821449e-05,0.001875541199924,69.10305119786173,154.6055490468861,2.2363166429881467,5.085376941287473e-08,99.0,1323.5,154.6055490534153,4.223132954450648e-09
INTEL,Intel CPU,CPU,CPU package RAPL,2,128,2T,2,2.0752386230679228e-05,0.0014336584970338,69.14119341390997,202.11188985097837,2.9255949088837405,2.9751940393968386e-08,89.0,1479.0,202.1127355144908,0.0004184135396823052
INTEL,Intel CPU,CPU,CPU package RAPL,2,128,4T,4,1.2168436264254532e-05,0.0010081713567049,83.07654851383438,344.68718156670667,4.160308634147903,1.220772235095237e-08,76.5,1756.0,344.6872543851951,2.112596357850549e-05
INTEL,Intel CPU,CPU,CPU package RAPL,2,128,8T,8,1.16366805162762e-05,0.0015065198666247,129.55866013682328,360.4381845951202,2.784101353669618,1.7531172668788084e-08,99.0,2235.0,360.4382123589719,7.702805326914586e-06
INTEL,Intel CPU,CPU,CPU package RAPL,2,128,10T,10,1.26058770365666e-05,0.0015449466645496,122.5578640052666,332.72607592738996,2.7148535908990556,1.9475474359344648e-08,94.0,2172.5,332.7277963481652,0.0005170682130906101
INTEL,Intel CPU,CPU,CPU package RAPL,2,128,16T,16,1.1673382403286543e-05,0.0014539076058427,124.60847596822774,359.30494308308863,2.884849066849016,1.697109079769371e-08,95.5,2234.0,359.30512182937605,4.9747795261012584e-05
INTEL,Intel CPU,CPU,CPU package RAPL,2,128,20T,20,1.158979798439384e-05,0.0013050290909297,112.719452453295,361.8962130011075,3.2139544084890757,1.5129094694160182e-08,82.0,2119.0,361.8964330424534,6.0802334478360365e-05
INTEL,Intel CPU,CPU,CPU package RAPL,2,256,1T,1,0.0002042905170651,0.0139417762109135,68.26650399780212,164.24860283312813,2.4067544545532074,2.846473662365256e-06,98.5,1336.0,164.24860339560868,3.4245681845845866e-07
INTEL,Intel CPU,CPU,CPU package RAPL,2,256,2T,2,0.0001116249174917,0.0082685000550055,74.12114126887325,300.599836971839,4.058103861254396,9.224182709551168e-07,89.0,1546.0,300.5998385063754,5.104914269082883e-07
INTEL,Intel CPU,CPU,CPU package RAPL,2,256,4T,4,6.758797828677348e-05,0.0072960663643585,107.93529254986402,496.4556249578837,4.5989757116128205,4.932697867523098e-07,99.0,1799.5,496.4557430718769,2.379145027653351e-05
INTEL,Intel CPU,CPU,CPU package RAPL,2,256,8T,8,4.100628775736654e-05,0.0055048764229646,134.13241866844297,818.2752898419133,6.09540149893675,2.257989095640775e-07,88.0,2119.0,818.2753106198046,2.539229959630518e-06
INTEL,Intel CPU,CPU,CPU package RAPL,2,256,10T,10,6.294561458660799e-05,0.008834782678403,140.30662129443925,533.0702102182489,3.7979917810570747,5.56065877186367e-07,96.0,2355.0,533.0705819237322,6.972917940828438e-05
INTEL,Intel CPU,CPU,CPU package RAPL,2,256,16T,16,4.906136063731e-05,0.0076120960363618,155.00475515138504,683.9278724463799,4.4080410756400985,3.736032005345156e-07,97.0,2955.0,683.9278735596165,1.6277106329454227e-07
INTEL,Intel CPU,CPU,CPU package RAPL,2,256,20T,20,6.117326882370728e-05,0.0090977161778046,148.81528356366016,548.51461504696,3.6882258518749627,5.564376270148202e-07,100.0,3079.0,548.5151091292496,9.007641292857471e-05
INTEL,Intel CPU,CPU,CPU package RAPL,2,512,1T,1,0.001519701674277,0.1012617100456621,66.67585208822554,176.6369416732455,2.650907790110931,0.0001538134507627,97.0,1325.5,176.6369417930226,6.780975780884546e-08
INTEL,Intel CPU,CPU,CPU package RAPL,2,512,2T,2,0.0007763539110429,0.0635190870398773,81.81019493857693,345.7642863412673,4.226059732745783,4.933314490476036e-05,99.0,1599.5,345.7642881638002,5.271026948250324e-07
INTEL,Intel CPU,CPU,CPU package RAPL,2,512,4T,4,0.0004451100489106,0.0446890046687416,100.3869657548004,603.0766024199895,6.006745014568678,1.9892057092049904e-05,97.0,1799.0,603.0766149858783,2.0836306235949564e-06
INTEL,Intel CPU,CPU,CPU package RAPL,2,512,8T,8,0.0002669609354238,0.0401650200637788,150.46581583549354,1005.523357092899,6.683314375885939,1.072898037035356e-05,99.0,2178.5,1005.523617270441,2.5874838227579744e-05
INTEL,Intel CPU,CPU,CPU package RAPL,2,512,10T,10,0.000308320234869,0.0487372103282143,158.14731603220048,870.6384649520445,5.507813315375602,1.505189769076654e-05,100.0,2249.0,870.6422484215989,0.00043456264646746234
INTEL,Intel CPU,CPU,CPU package RAPL,2,512,16T,16,0.0002518377666248,0.040031730740276,158.97489609617136,1065.906276082602,6.705567084810713,1.0074298723515724e-05,96.0,2984.0,1065.9062922243163,1.5143652554172604e-06
INTEL,Intel CPU,CPU,CPU package RAPL,2,512,20T,20,0.0003036892219194,0.0485656030881017,159.77629371806182,883.9149914620399,5.527275251025663,1.47469531334038e-05,85.0,3918.0,883.9150292861372,4.27915554102043e-06
INTEL,Intel CPU,CPU,CPU package RAPL,2,1024,1T,1,0.0107624892473118,0.6039360752688172,56.12391163587269,199.5341039282699,3.5558128350655926,0.0065041551012702,92.0,1339.0,199.5341166266567,6.364018245719194e-06
INTEL,Intel CPU,CPU,CPU package RAPL,2,1024,2T,2,0.0062263125,0.49773375,79.98236415378435,344.90457200790996,4.314522870912411,0.0031071790116683,99.0,1538.0,344.9047567017652,5.3549262690744115e-05
INTEL,Intel CPU,CPU,CPU package RAPL,2,1024,4T,4,0.0032158589743589,0.3503299455128205,109.03304629122287,667.779173503127,6.129888910456876,0.0011283412531302,99.5,1776.5,667.7791876426559,2.117395903056263e-06
INTEL,Intel CPU,CPU,CPU package RAPL,2,1024,8T,8,0.001775143738977,0.2517037645502645,141.90392100873697,1209.7519771765506,8.531789946952319,0.000446665327898,86.0,2173.0,1209.7520422848925,5.381957879357913e-06
INTEL,Intel CPU,CPU,CPU package RAPL,2,1024,10T,10,0.0020217440239043,0.2948776543824701,145.84184331091348,1062.1936420283698,7.2826259164915,0.0005956957893824,99.0,2279.0,1062.1936580122224,1.5047964874170816e-06
INTEL,Intel CPU,CPU,CPU package RAPL,2,1024,16T,16,0.0022564394618834,0.3588887421524663,158.98526858902167,951.7133892914385,5.983703013698008,0.0008090774267997,100.0,2909.5,951.7135117540556,1.286759423457795e-05
INTEL,Intel CPU,CPU,CPU package RAPL,2,1024,20T,20,0.0019584011741682,0.3277342407045009,167.22685962213123,1096.5494079179716,6.55251536544899,0.0006423641678612,89.0,3834.5,1096.549409583293,1.5186925050869604e-07
INTEL,Intel CPU,CPU,CPU package RAPL,2,2048,1T,1,0.091400409090909,5.727524409090909,62.65763543572975,187.96271652255405,2.9995278862070958,0.5235521168870578,98.0,1329.5,187.96271978709265,1.7368011473450906e-06
INTEL,Intel CPU,CPU,CPU package RAPL,2,2048,2T,2,0.048210738095238,3.984855976190477,82.58591087334946,356.3494329844524,4.311289865091676,0.1921940802637448,99.0,1580.5,356.34943298871053,1.194933041404056e-09
INTEL,Intel CPU,CPU,CPU package RAPL,2,2048,4T,4,0.0234649186046511,2.7898388837209303,118.77823851187397,732.1512370639415,6.1580148173597955,0.0654723411178669,99.0,1849.5,732.1512494998418,1.6985425510540608e-06
INTEL,Intel CPU,CPU,CPU package RAPL,2,2048,8T,8,0.013799102739726,2.106039431506849,152.3671673990279,1244.9990052281564,8.157429973525227,0.0290607425685601,98.0,2176.0,1244.9998032790872,6.410052759697749e-05
INTEL,Intel CPU,CPU,CPU package RAPL,2,2048,10T,10,0.014238676056338,2.291856514084507,161.01607352088115,1206.563666174061,7.496049197854159,0.0326200262815119,89.0,2363.5,1206.5636777448944,9.58990709065688e-07
INTEL,Intel CPU,CPU,CPU package RAPL,2,2048,16T,16,0.0154523923076923,2.428954969230769,157.22447656963175,1111.793490736561,7.072946761726394,0.0375276868375069,84.0,3000.0,1111.7934910740664,3.035685036678615e-08
INTEL,Intel CPU,CPU,CPU package RAPL,2,2048,20T,20,0.027642554054054,4.069190256756757,147.2892730741936,621.5007900646733,4.2219380515505245,0.1124203446624894,85.0,3999.0,621.5007925364038,3.9770351456525077e-07
INTEL,Intel CPU,CPU,CPU package RAPL,2,4096,1T,1,0.6996415,46.63096875,66.70004321208958,196.44196845384383,2.9473750418706453,32.60039045699375,100.0,1337.0,196.4419685116329,2.9417890345939668e-08
INTEL,Intel CPU,CPU,CPU package RAPL,2,4096,2T,2,0.32772875,27.52688425,83.98840968494596,419.36800928206634,4.992899022779885,9.024209912173657,95.0,1560.0,419.3680531531125,1.0461228616698293e-05
INTEL,Intel CPU,CPU,CPU package RAPL,2,4096,4T,4,0.1875016666666666,19.84578966666667,105.8463456564383,733.0012362841222,6.925345666786183,3.7193170999664575,86.0,1724.5,733.0012362986006,1.9752199875711085e-09
INTEL,Intel CPU,CPU,CPU package RAPL,2,4096,8T,8,0.1130478,18.18301925,160.809499527167,1215.759647441171,7.55864312644337,2.055714067883235,100.0,2249.0,1215.7599532779568,2.5156023775174674e-05
INTEL,Intel CPU,CPU,CPU package RAPL,2,4096,10T,10,0.1080681,17.863558949999998,165.24420621041696,1271.7809739599381,7.693816996752487,1.9299660217111048,100.0,2484.0,1271.780988866896,1.1721324799651711e-06
INTEL,Intel CPU,CPU,CPU package RAPL,2,4096,16T,16,0.139800625,22.8209636875,163.2466307567634,983.1068600158261,6.022486839470372,3.1904497956225315,100.0,2864.5,983.1069164668912,5.742108766249032e-06
INTEL,Intel CPU,CPU,CPU package RAPL,2,4096,20T,20,0.1766509166666666,29.036165333333336,164.34339064732703,778.0257021328791,4.733371362719889,5.134384855878139,100.0,3099.5,778.0260849768497,4.920711096367825e-05
INTEL,Intel CPU,CPU,CPU package RAPL,2,8192,1T,1,5.629226,366.7547675,65.15226594110348,195.32199058556185,2.9979477438585715,2064.535880780056,98.0,1317.5,195.32218120184007,9.75907923361774e-05
INTEL,Intel CPU,CPU,CPU package RAPL,2,8192,2T,2,2.9868135,247.138161,82.88083156901956,368.12195598285604,4.448975517690284,738.4902777225441,99.0,1580.5,368.1219559828663,2.7977620220553945e-12
INTEL,Intel CPU,CPU,CPU package RAPL,2,8192,4T,4,1.6095215,180.214016,112.0831798634342,683.1295063632266,6.101143807682528,290.148329938017,99.0,1792.0,683.1295195356155,1.9282418328714357e-06
INTEL,Intel CPU,CPU,CPU package RAPL,2,8192,8T,8,0.936769,149.4888755,159.67332040230292,1173.727597493085,7.355140133996124,140.08805713361073,100.0,2402.0,1173.727670730674,6.239743277625109e-06
INTEL,Intel CPU,CPU,CPU package RAPL,2,8192,10T,10,0.99178575,145.78261625,147.03415752465736,1108.6180939542637,7.542131264062838,144.4827003995935,100.0,1905.5,1108.6180960140323,1.8579604521562487e-07
INTEL,Intel CPU,CPU,CPU package RAPL,2,8192,16T,16,1.087556,169.349359,155.7259763931097,1010.9931146313385,6.49256444942316,184.1219584064,99.0,2803.0,1011.0027876287128,0.0009567817262468026
INTEL,Intel CPU,CPU,CPU package RAPL,2,8192,20T,20,1.243604,201.3129,161.7947931263801,884.1332351584589,5.461704777865701,250.157539412622,100.0,2784.5,884.1332356729715,5.819400517026452e-08
INTEL,Intel CPU,CPU,CPU package RAPL,2,16384,1T,1,41.6871915,2356.0240285,56.53066189201461,211.0022936471506,3.7334479257447013,98191.84440857529,86.5,1311.0,211.0022936673128,9.555445323883305e-09
