platform,platform_label,device_kind,energy_domain,problem_size,energy_opt_configuration,energy_opt_selection_status,energy_opt_leader_configurations,energy_opt_runtime_s,energy_opt_energy_j,energy_opt_edp_j_s,energy_opt_throughput_gflops,energy_opt_efficiency_gflop_per_j,energy_opt_power_w,runtime_opt_configuration,runtime_opt_selection_status,runtime_opt_leader_configurations,runtime_opt_runtime_s,runtime_opt_energy_j,runtime_opt_edp_j_s,runtime_opt_throughput_gflops,runtime_opt_efficiency_gflop_per_j,runtime_opt_power_w,edp_opt_configuration,edp_opt_selection_status,edp_opt_leader_configurations,edp_opt_runtime_s,edp_opt_energy_j,edp_opt_edp_j_s,edp_opt_throughput_gflops,edp_opt_efficiency_gflop_per_j,edp_opt_power_w,throughput_opt_configuration,throughput_opt_selection_status,throughput_opt_leader_configurations,throughput_opt_runtime_s,throughput_opt_energy_j,throughput_opt_edp_j_s,throughput_opt_throughput_gflops,throughput_opt_efficiency_gflop_per_j,throughput_opt_power_w,efficiency_opt_configuration,efficiency_opt_selection_status,efficiency_opt_leader_configurations,efficiency_opt_runtime_s,efficiency_opt_energy_j,efficiency_opt_edp_j_s,efficiency_opt_throughput_gflops,efficiency_opt_efficiency_gflop_per_j,efficiency_opt_power_w
AMD,AMD CPU,CPU,CPU package RAPL,256,4T,tie_or_uncertain,"4T,8T",8.740453284798059e-05,0.0104298685214075,9.11868827924908e-07,383.89807606843414,3.217148129061157,119.41058599083796,16T,tie_or_uncertain,"8T,16T",6.577063919149494e-05,0.0117967718065991,7.718843541403335e-07,510.173421035249,2.84437408386841,177.2949059613457,16T,tie_or_uncertain,"4T,8T,16T",6.577063919149494e-05,0.0117967718065991,7.718843541403335e-07,510.173421035249,2.84437408386841,177.2949059613457,16T,tie_or_uncertain,"8T,16T",6.577063919149494e-05,0.0117967718065991,7.718843541403335e-07,510.173421035249,2.84437408386841,177.2949059613457,4T,tie_or_uncertain,"4T,8T",8.740453284798059e-05,0.0104298685214075,9.11868827924908e-07,383.89807606843414,3.217148129061157,119.41058599083796
INTEL,Intel CPU,CPU,CPU package RAPL,256,8T,clear_leader,8T,3.926455906821964e-05,0.0055139437543533,2.177878856343998e-07,854.5729990677175,6.0853779971020785,139.88276082610014,8T,clear_leader,8T,3.926455906821964e-05,0.0055139437543533,2.177878856343998e-07,854.5729990677175,6.0853779971020785,139.88276082610014,8T,clear_leader,8T,3.926455906821964e-05,0.0055139437543533,2.177878856343998e-07,854.5729990677175,6.0853779971020785,139.88276082610014,8T,clear_leader,8T,3.926455906821964e-05,0.0055139437543533,2.177878856343998e-07,854.5729990677175,6.0853779971020785,139.88276082610014,8T,clear_leader,8T,3.926455906821964e-05,0.0055139437543533,2.177878856343998e-07,854.5729990677175,6.0853779971020785,139.88276082610014
3090,RTX 3090,GPU,GPU board NVML,512,gpu_resident,single_configuration,gpu_resident,2.2870950780696337e-05,0.0075230361588889,1.7185056457694625e-07,11736.960941150131,35.68179792447602,329.034089,gpu_resident,single_configuration,gpu_resident,2.2870950780696337e-05,0.0075230361588889,1.7185056457694625e-07,11736.960941150131,35.68179792447602,329.034089,gpu_resident,single_configuration,gpu_resident,2.2870950780696337e-05,0.0075230361588889,1.7185056457694625e-07,11736.960941150131,35.68179792447602,329.034089,gpu_resident,single_configuration,gpu_resident,2.2870950780696337e-05,0.0075230361588889,1.7185056457694625e-07,11736.960941150131,35.68179792447602,329.034089,gpu_resident,single_configuration,gpu_resident,2.2870950780696337e-05,0.0075230361588889,1.7185056457694625e-07,11736.960941150131,35.68179792447602,329.034089
5060ti,RTX 5060 Ti,GPU,GPU board NVML,512,gpu_resident,single_configuration,gpu_resident,6.762133198106828e-05,0.007332893847194,4.998092197938138e-07,3969.6860167609975,36.60702876569246,107.767326,gpu_resident,single_configuration,gpu_resident,6.762133198106828e-05,0.007332893847194,4.998092197938138e-07,3969.6860167609975,36.60702876569246,107.767326,gpu_resident,single_configuration,gpu_resident,6.762133198106828e-05,0.007332893847194,4.998092197938138e-07,3969.6860167609975,36.60702876569246,107.767326,gpu_resident,single_configuration,gpu_resident,6.762133198106828e-05,0.007332893847194,4.998092197938138e-07,3969.6860167609975,36.60702876569246,107.767326,gpu_resident,single_configuration,gpu_resident,6.762133198106828e-05,0.007332893847194,4.998092197938138e-07,3969.6860167609975,36.60702876569246,107.767326
AMD,AMD CPU,CPU,CPU package RAPL,512,16T,tie_or_uncertain,"8T,16T",0.0003210643998746,0.0675389177373864,2.168275909047525e-05,836.0797899263961,3.974530019029408,210.30151909100184,16T,tie_or_uncertain,"8T,16T,20T,32T",0.0003210643998746,0.0675389177373864,2.168275909047525e-05,836.0797899263961,3.974530019029408,210.30151909100184,16T,tie_or_uncertain,"8T,16T",0.0003210643998746,0.0675389177373864,2.168275909047525e-05,836.0797899263961,3.974530019029408,210.30151909100184,16T,tie_or_uncertain,"8T,16T,20T,32T",0.0003210643998746,0.0675389177373864,2.168275909047525e-05,836.0797899263961,3.974530019029408,210.30151909100184,16T,tie_or_uncertain,"8T,16T",0.0003210643998746,0.0675389177373864,2.168275909047525e-05,836.0797899263961,3.974530019029408,210.30151909100184
INTEL,Intel CPU,CPU,CPU package RAPL,512,8T,tie_or_uncertain,"8T,16T",0.0002582372069573,0.0398910669031931,1.039126666456128e-05,1039.4917880458113,6.729212248231771,150.46581583549354,16T,tie_or_uncertain,"8T,16T",0.0002529232124874,0.0410734260466282,1.0301292962434046e-05,1061.3318301631675,6.535501949490683,159.6601842559451,16T,tie_or_uncertain,"8T,16T",0.0002529232124874,0.0410734260466282,1.0301292962434046e-05,1061.3318301631675,6.535501949490683,159.6601842559451,16T,tie_or_uncertain,"8T,16T",0.0002529232124874,0.0410734260466282,1.0301292962434046e-05,1061.3318301631675,6.535501949490683,159.6601842559451,8T,tie_or_uncertain,"8T,16T",0.0002582372069573,0.0398910669031931,1.039126666456128e-05,1039.4917880458113,6.729212248231771,150.46581583549354
3090,RTX 3090,GPU,GPU board NVML,1024,gpu_resident,single_configuration,gpu_resident,0.0001221521401243,0.0405251289432649,4.94656256546926e-06,17580.401340613073,52.99140814595489,332.30662800000005,gpu_resident,single_configuration,gpu_resident,0.0001221521401243,0.0405251289432649,4.94656256546926e-06,17580.401340613073,52.99140814595489,332.30662800000005,gpu_resident,single_configuration,gpu_resident,0.0001221521401243,0.0405251289432649,4.94656256546926e-06,17580.401340613073,52.99140814595489,332.30662800000005,gpu_resident,single_configuration,gpu_resident,0.0001221521401243,0.0405251289432649,4.94656256546926e-06,17580.401340613073,52.99140814595489,332.30662800000005,gpu_resident,single_configuration,gpu_resident,0.0001221521401243,0.0405251289432649,4.94656256546926e-06,17580.401340613073,52.99140814595489,332.30662800000005
5060ti,RTX 5060 Ti,GPU,GPU board NVML,1024,gpu_resident,single_configuration,gpu_resident,0.0004506816133393,0.0562879675529517,2.536605157483985e-05,4764.96840438717,38.15173546601768,124.9045875,gpu_resident,single_configuration,gpu_resident,0.0004506816133393,0.0562879675529517,2.536605157483985e-05,4764.96840438717,38.15173546601768,124.9045875,gpu_resident,single_configuration,gpu_resident,0.0004506816133393,0.0562879675529517,2.536605157483985e-05,4764.96840438717,38.15173546601768,124.9045875,gpu_resident,single_configuration,gpu_resident,0.0004506816133393,0.0562879675529517,2.536605157483985e-05,4764.96840438717,38.15173546601768,124.9045875,gpu_resident,single_configuration,gpu_resident,0.0004506816133393,0.0562879675529517,2.536605157483985e-05,4764.96840438717,38.15173546601768,124.9045875
AMD,AMD CPU,CPU,CPU package RAPL,1024,16T,clear_leader,16T,0.0018773803738317,0.4434588682242991,0.0008324638580854,1143.872428801961,4.842576847316118,236.19859088495195,32T,tie_or_uncertain,"32T,64T",0.0016064703525641,0.4598089488,0.0007378120717038,1336.7714160254402,4.6703824568974985,285.3903735643719,32T,tie_or_uncertain,"16T,20T,32T,64T",0.0016064703525641,0.4598089488,0.0007378120717038,1336.7714160254402,4.6703824568974985,285.3903735643719,32T,tie_or_uncertain,"32T,64T",0.0016064703525641,0.4598089488,0.0007378120717038,1336.7714160254402,4.6703824568974985,285.3903735643719,16T,clear_leader,16T,0.0018773803738317,0.4434588682242991,0.0008324638580854,1143.872428801961,4.842576847316118,236.19859088495195
INTEL,Intel CPU,CPU,CPU package RAPL,1024,8T,clear_leader,8T,0.001775143738977,0.2627173336594912,0.0004816048394413,1209.7519771765506,8.174122423088233,142.01829845567602,8T,tie_or_uncertain,"8T,10T,20T",0.001775143738977,0.2627173336594912,0.0004816048394413,1209.7519771765506,8.174122423088233,142.01829845567602,8T,clear_leader,8T,0.001775143738977,0.2627173336594912,0.0004816048394413,1209.7519771765506,8.174122423088233,142.01829845567602,8T,tie_or_uncertain,"8T,10T,20T",0.001775143738977,0.2627173336594912,0.0004816048394413,1209.7519771765506,8.174122423088233,142.01829845567602,8T,clear_leader,8T,0.001775143738977,0.2627173336594912,0.0004816048394413,1209.7519771765506,8.174122423088233,142.01829845567602
3090,RTX 3090,GPU,GPU board NVML,2048,gpu_resident,single_configuration,gpu_resident,0.0007647087155963,0.2575174506828528,0.0001971587218874,22465.899542682186,66.71341743421486,337.199192,gpu_resident,single_configuration,gpu_resident,0.0007647087155963,0.2575174506828528,0.0001971587218874,22465.899542682186,66.71341743421486,337.199192,gpu_resident,single_configuration,gpu_resident,0.0007647087155963,0.2575174506828528,0.0001971587218874,22465.899542682186,66.71341743421486,337.199192,gpu_resident,single_configuration,gpu_resident,0.0007647087155963,0.2575174506828528,0.0001971587218874,22465.899542682186,66.71341743421486,337.199192,gpu_resident,single_configuration,gpu_resident,0.0007647087155963,0.2575174506828528,0.0001971587218874,22465.899542682186,66.71341743421486,337.199192
5060ti,RTX 5060 Ti,GPU,GPU board NVML,2048,gpu_resident,single_configuration,gpu_resident,0.0035091747404844,0.47328125,0.001661582233947,4895.700685919255,36.29949249838231,134.80837300000002,gpu_resident,single_configuration,gpu_resident,0.0035091747404844,0.47328125,0.001661582233947,4895.700685919255,36.29949249838231,134.80837300000002,gpu_resident,single_configuration,gpu_resident,0.0035091747404844,0.47328125,0.001661582233947,4895.700685919255,36.29949249838231,134.80837300000002,gpu_resident,single_configuration,gpu_resident,0.0035091747404844,0.47328125,0.001661582233947,4895.700685919255,36.29949249838231,134.80837300000002,gpu_resident,single_configuration,gpu_resident,0.0035091747404844,0.47328125,0.001661582233947,4895.700685919255,36.29949249838231,134.80837300000002
AMD,AMD CPU,CPU,CPU package RAPL,2048,64T,clear_leader,64T,0.0083304173553719,1.998782991735537,0.0166475496378321,2062.305938720045,8.59516478528906,240.48459505825045,64T,tie_or_uncertain,"32T,64T",0.0083304173553719,1.998782991735537,0.0166475496378321,2062.305938720045,8.59516478528906,240.48459505825045,64T,clear_leader,64T,0.0083304173553719,1.998782991735537,0.0166475496378321,2062.305938720045,8.59516478528906,240.48459505825045,64T,tie_or_uncertain,"32T,64T",0.0083304173553719,1.998782991735537,0.0166475496378321,2062.305938720045,8.59516478528906,240.48459505825045,64T,clear_leader,64T,0.0083304173553719,1.998782991735537,0.0166475496378321,2062.305938720045,8.59516478528906,240.48459505825045
INTEL,Intel CPU,CPU,CPU package RAPL,2048,8T,clear_leader,8T,0.013799102739726,2.131461861842105,0.0290607425685601,1244.9990052281564,8.060134451175394,152.3671673990279,8T,tie_or_uncertain,"8T,10T",0.013799102739726,2.131461861842105,0.0290607425685601,1244.9990052281564,8.060134451175394,152.3671673990279,8T,clear_leader,8T,0.013799102739726,2.131461861842105,0.0290607425685601,1244.9990052281564,8.060134451175394,152.3671673990279,8T,tie_or_uncertain,"8T,10T",0.013799102739726,2.131461861842105,0.0290607425685601,1244.9990052281564,8.060134451175394,152.3671673990279,8T,clear_leader,8T,0.013799102739726,2.131461861842105,0.0290607425685601,1244.9990052281564,8.060134451175394,152.3671673990279
3090,RTX 3090,GPU,GPU board NVML,4096,gpu_resident,single_configuration,gpu_resident,0.0055562472222222,1.798779005524862,0.009979714305943,24735.93200142592,76.40680319809323,324.218193,gpu_resident,single_configuration,gpu_resident,0.0055562472222222,1.798779005524862,0.009979714305943,24735.93200142592,76.40680319809323,324.218193,gpu_resident,single_configuration,gpu_resident,0.0055562472222222,1.798779005524862,0.009979714305943,24735.93200142592,76.40680319809323,324.218193,gpu_resident,single_configuration,gpu_resident,0.0055562472222222,1.798779005524862,0.009979714305943,24735.93200142592,76.40680319809323,324.218193,gpu_resident,single_configuration,gpu_resident,0.0055562472222222,1.798779005524862,0.009979714305943,24735.93200142592,76.40680319809323,324.218193
5060ti,RTX 5060 Ti,GPU,GPU board NVML,4096,gpu_resident,single_configuration,gpu_resident,0.0281295277777777,3.884069444444444,0.1092629191994598,4885.931770976143,35.38529767241546,138.61771800000002,gpu_resident,single_configuration,gpu_resident,0.0281295277777777,3.884069444444444,0.1092629191994598,4885.931770976143,35.38529767241546,138.61771800000002,gpu_resident,single_configuration,gpu_resident,0.0281295277777777,3.884069444444444,0.1092629191994598,4885.931770976143,35.38529767241546,138.61771800000002,gpu_resident,single_configuration,gpu_resident,0.0281295277777777,3.884069444444444,0.1092629191994598,4885.931770976143,35.38529767241546,138.61771800000002,gpu_resident,single_configuration,gpu_resident,0.0281295277777777,3.884069444444444,0.1092629191994598,4885.931770976143,35.38529767241546,138.61771800000002
AMD,AMD CPU,CPU,CPU package RAPL,4096,64T,clear_leader,64T,0.0584261388888888,14.17582722222222,0.82950438481979,2352.35386225629,9.69530393658783,244.1697796130177,32T,tie_or_uncertain,"32T,64T",0.0542776052631578,15.197801157894736,0.8247222312194875,2532.148439593924,9.043344628877788,279.8967759371507,32T,tie_or_uncertain,"32T,64T",0.0542776052631578,15.197801157894736,0.8247222312194875,2532.148439593924,9.043344628877788,279.8967759371507,32T,tie_or_uncertain,"32T,64T",0.0542776052631578,15.197801157894736,0.8247222312194875,2532.148439593924,9.043344628877788,279.8967759371507,64T,clear_leader,64T,0.0584261388888888,14.17582722222222,0.82950438481979,2352.35386225629,9.69530393658783,244.1697796130177
INTEL,Intel CPU,CPU,CPU package RAPL,4096,8T,tie_or_uncertain,"8T,10T",0.1130478,17.423373222222224,2.031736144415568,1215.759647441171,7.888194307673257,156.7029542898807,10T,clear_leader,10T,0.1056568,17.99624605,1.90173232383973,1300.805565491289,7.637090151476341,170.35020073840195,10T,tie_or_uncertain,"8T,10T",0.1056568,17.99624605,1.90173232383973,1300.805565491289,7.637090151476341,170.35020073840195,10T,clear_leader,10T,0.1056568,17.99624605,1.90173232383973,1300.805565491289,7.637090151476341,170.35020073840195,8T,tie_or_uncertain,"8T,10T",0.1130478,17.423373222222224,2.031736144415568,1215.759647441171,7.888194307673257,156.7029542898807
3090,RTX 3090,GPU,GPU board NVML,8192,gpu_resident,single_configuration,gpu_resident,0.041750125,13.693625,0.572001785139757,26335.52900203293,80.29368613321891,327.740274,gpu_resident,single_configuration,gpu_resident,0.041750125,13.693625,0.572001785139757,26335.52900203293,80.29368613321891,327.740274,gpu_resident,single_configuration,gpu_resident,0.041750125,13.693625,0.572001785139757,26335.52900203293,80.29368613321891,327.740274,gpu_resident,single_configuration,gpu_resident,0.041750125,13.693625,0.572001785139757,26335.52900203293,80.29368613321891,327.740274,gpu_resident,single_configuration,gpu_resident,0.041750125,13.693625,0.572001785139757,26335.52900203293,80.29368613321891,327.740274
5060ti,RTX 5060 Ti,GPU,GPU board NVML,8192,gpu_resident,single_configuration,gpu_resident,0.2234366,31.0421,6.953095192819999,4920.911022527195,35.42001436036866,138.825492,gpu_resident,single_configuration,gpu_resident,0.2234366,31.0421,6.953095192819999,4920.911022527195,35.42001436036866,138.825492,gpu_resident,single_configuration,gpu_resident,0.2234366,31.0421,6.953095192819999,4920.911022527195,35.42001436036866,138.825492,gpu_resident,single_configuration,gpu_resident,0.2234366,31.0421,6.953095192819999,4920.911022527195,35.42001436036866,138.825492,gpu_resident,single_configuration,gpu_resident,0.2234366,31.0421,6.953095192819999,4920.911022527195,35.42001436036866,138.825492
AMD,AMD CPU,CPU,CPU package RAPL,8192,64T,clear_leader,64T,0.4803816666666667,116.35490383333334,55.82766280139056,2288.8292873569276,9.449637200946334,242.3077723319212,32T,clear_leader,32T,0.4591805,129.93899966666666,59.647103468732894,2394.508538093408,8.461752288355184,284.1506528678429,64T,clear_leader,64T,0.4803816666666667,116.35490383333334,55.82766280139056,2288.8292873569276,9.449637200946334,242.3077723319212,32T,clear_leader,32T,0.4591805,129.93899966666666,59.647103468732894,2394.508538093408,8.461752288355184,284.1506528678429,64T,clear_leader,64T,0.4803816666666667,116.35490383333334,55.82766280139056,2288.8292873569276,9.449637200946334,242.3077723319212
INTEL,Intel CPU,CPU,CPU package RAPL,8192,8T,tie_or_uncertain,"8T,10T",0.936769,144.80790275,140.08805713361073,1173.727597493085,7.592897948907004,152.69591268098975,10T,tie_or_uncertain,"8T,10T",0.92879425,145.78261625,138.64133311603737,1183.8053775375977,7.542131264062838,154.47427256715193,10T,tie_or_uncertain,"8T,10T",0.92879425,145.78261625,138.64133311603737,1183.8053775375977,7.542131264062838,154.47427256715193,10T,tie_or_uncertain,"8T,10T",0.92879425,145.78261625,138.64133311603737,1183.8053775375977,7.542131264062838,154.47427256715193,8T,tie_or_uncertain,"8T,10T",0.936769,144.80790275,140.08805713361073,1173.727597493085,7.592897948907004,152.69591268098975
3090,RTX 3090,GPU,GPU board NVML,16384,gpu_resident,single_configuration,gpu_resident,0.332657375,111.708625,37.24682131112501,26441.89993445358,78.74139550288083,335.95082449999995,gpu_resident,single_configuration,gpu_resident,0.332657375,111.708625,37.24682131112501,26441.89993445358,78.74139550288083,335.95082449999995,gpu_resident,single_configuration,gpu_resident,0.332657375,111.708625,37.24682131112501,26441.89993445358,78.74139550288083,335.95082449999995,gpu_resident,single_configuration,gpu_resident,0.332657375,111.708625,37.24682131112501,26441.89993445358,78.74139550288083,335.95082449999995,gpu_resident,single_configuration,gpu_resident,0.332657375,111.708625,37.24682131112501,26441.89993445358,78.74139550288083,335.95082449999995
